"forecast_id","domain","base_rate","signal_strength","forecast_horizon_days","forecast_cost","false_positive_cost","false_negative_cost","true_probability","forecast_probability","outcome","brier_score","log_loss","probability_bin","decision_threshold","forecast_supported_action","base_rate_action","expected_loss_with_forecast","expected_loss_without_forecast","forecast_value_proxy"
11,"Public Policy",0.196925186971202,0.00169145854888483,365,1.0257237048354,7.18559516360983,71.441296976991,0.207053423894104,0.190086125188832,0,0.0361327349893043,0.21082736436243,"[0.1,0.2)",0.0913885182026593,TRUE,TRUE,5.81971322178363,5.7705704925166,-1.07486643410243
12,"AI Governance",0.59664177444065,0.113828230451327,7,10.6010079337284,25.4958428745158,52.2645442537032,0.710900369203101,0.891178369943571,1,0.0118421471681383,0.115210680813293,"[0.8,0.9)",0.327877005453635,TRUE,TRUE,2.7744991812674,10.2839579410047,-3.0915491739911
13,"Organizational Strategy",0.70431091823848,0.226330409955699,365,9.16699693305418,15.2396673464682,82.4794544512406,0.98,0.931500229431261,1,0.0046922185679699,0.0709588426375067,"[0.9,1]",0.155953789453985,TRUE,TRUE,1.04391371677698,4.50620324402821,-5.70470740580295
14,"Infrastructure",0.713691409351304,0.0578883560490794,7,7.19221770158038,28.8435404724441,62.1854825457558,0.771438620228684,0.780544440636948,1,0.0481607425353499,0.247763601971172,"[0.7,0.8)",0.316860925407024,TRUE,TRUE,6.32987530839105,8.2581534219841,-5.26393958798732
15,"Healthcare",0.207903208641801,0.0217875654110685,90,7.18944389279932,21.5986490494106,24.6142430789769,0.210982905107404,0.184203668770734,0,0.0339309915885984,0.203590549253599,"[0.1,0.2)",0.4673728056103,FALSE,FALSE,4.5340338791622,5.11738011440853,-6.60609765755298
16,"Healthcare",0.158474773610942,0.0237661455059424,30,2.35778657719493,10.1331515656784,31.1090282956138,0.185860976694177,0.113278440903888,0,0.0128320051736157,0.120224259035757,"[0.1,0.2)",0.245698738518641,FALSE,FALSE,3.52398222336208,4.92999621640379,-0.951772584153217
17,"Financial Risk",0.425116445578169,-0.157848529401235,180,3.16379345813766,29.3466324638575,81.7060869163834,0.256905477423993,0.305374094897892,0,0.0932533378347065,0.364381844374647,"[0.3,0.4)",0.264258566810738,TRUE,TRUE,20.384931136906,16.8708963811335,-6.6778282139101
18,"Public Policy",0.782617992907763,0.231414070166647,90,9.85456806607544,18.5646911454387,44.6596996462904,0.98,0.938174732466681,1,0.00382236370556652,0.0638190653768193,"[0.9,1]",0.293631791670301,TRUE,TRUE,1.14776699674019,4.03562982224295,-6.96670524057268
19,"Public Policy",0.474394256982487,-0.110369797854219,90,11.0493196640164,15.1192514935974,26.3749724673107,0.355377936793479,0.423413088210262,1,0.332452466847227,0.859407008595085,"[0.4,0.5)",0.364370026725679,TRUE,TRUE,8.71756252726571,7.94676541516091,-11.8201167761212
20,"Financial Risk",0.796524192893412,0.039781008369755,180,9.60354416212067,26.9022130710073,38.9080088119954,0.788480162133514,0.755837276415832,1,0.0596154355880387,0.279929168806869,"[0.7,0.8)",0.408784719170739,TRUE,TRUE,6.56851761385873,5.47394951757661,-10.6981122584028
21,"Infrastructure",0.471673184167594,-0.139128014072776,7,2.13644569879398,17.2908641002141,39.2836446943693,0.334209172683449,0.322864480157806,1,0.458512512231958,1.13052260987686,"[0.3,0.4)",0.305629946571796,TRUE,TRUE,11.7082582510192,9.13522717305698,-4.7094767767562
22,"AI Governance",0.229973140871152,-0.0916822068509646,365,5.70625572302379,14.2041297990363,44.9746309034526,0.0656677594291978,0.01,0,1e-04,0.0100503358535015,"[0,0.1)",0.240020737684,FALSE,FALSE,0.449746309034526,10.3429571283878,4.18695509632948
23,"AI Governance",0.514250745007303,-0.117183738423046,7,1.41476949374191,19.8286680516321,26.4289980637841,0.395349970129,0.369306722983986,0,0.136387455641171,0.460935624928543,"[0.3,0.4)",0.428656906341927,FALSE,TRUE,9.76040666668622,9.6317607335778,-1.54341542685033
24,"AI Governance",0.30554014245281,0.0972505350480787,365,3.6139844278805,15.161080112448,36.5629162942059,0.408627542015165,0.438880133788403,0,0.192615771834127,0.577820731021298,"[0.4,0.5)",0.293115017510472,TRUE,TRUE,8.5071832443201,10.5287615351521,-1.59240613704845
25,"Infrastructure",0.621412843023427,-0.153362311760429,7,3.70673356135376,11.895162636647,49.9422799609601,0.469412990681833,0.309854161717993,1,0.476301278097974,1.17165353826841,"[0.3,0.4)",0.192361814088141,TRUE,TRUE,8.20939698936955,4.50335580438215,-7.41277474634116
26,"Healthcare",0.660917806858197,-0.0738879460957833,90,2.83641777560115,8.29547654255293,61.5535220853053,0.56259692597238,0.482648390512949,0,0.23294946886474,0.659032539914365,"[0.4,0.5)",0.118762998833378,TRUE,TRUE,4.29167814075184,2.81284837920523,-4.31524753714776
27,"Infrastructure",0.442358225642238,-0.198055253771599,30,2.29954145895317,5.0172046944499,56.3716889824718,0.250489707346304,0.273195501197031,0,0.074635781874297,0.319097752601775,"[0.2,0.3)",0.0817282148926565,TRUE,TRUE,3.64652694334156,2.79780292812914,-3.1482654741656
28,"Financial Risk",0.454901947453618,-0.098543186346069,180,8.4942715796642,17.2033142542932,28.2761200238019,0.346811695776446,0.258716177628993,0,0.0669340605669568,0.299371700880127,"[0.2,0.3)",0.378265792601978,FALSE,TRUE,7.31548969073667,9.37749309735865,-6.43226817304222
29,"Healthcare",0.411209015501663,0.136722954199649,180,9.63656063820235,28.3660309109837,66.190080747474,0.543457633777113,0.622125392365876,1,0.142789219094643,0.474613611117059,"[0.6,0.7)",0.299991512060516,TRUE,TRUE,10.7188028006254,16.7016632663883,-3.65370017243942
30,"Public Policy",0.736544082837645,-0.187176820123568,90,7.39480481762439,28.9285231218673,65.0278868013993,0.527723485786525,0.44639345334276,1,0.306480208501754,0.80655453347338,"[0.4,0.5)",0.30789302342962,TRUE,TRUE,16.0150197853911,7.62139059122395,-15.7884340117915
31,"Healthcare",0.516397466335911,0.135423881898168,7,6.87677630828694,14.1394611401483,43.5468443413265,0.652986521353141,0.58387392174205,1,0.173160913006342,0.538070206888952,"[0.5,0.6)",0.245109493876134,TRUE,TRUE,5.88379851293061,6.83787923202066,-5.92269558919688
32,"Organizational Strategy",0.599147839692887,0.0794729190762155,180,2.69542161654681,29.1851544764359,71.0947271576151,0.70003165325488,0.681872719709251,1,0.101204966465188,0.382912266548146,"[0.6,0.7)",0.291036985693108,TRUE,TRUE,9.2845938184539,11.6989322207761,-0.281083214224589
33,"Financial Risk",0.365978254016954,-0.0195223131799139,90,4.91235192050226,10.9177230868954,54.451188291423,0.356090782043741,0.334299737287323,0,0.111756314350373,0.406915765734312,"[0.3,0.4)",0.167017055304926,TRUE,TRUE,7.26793112717054,6.92207385371284,-5.25820919395996
34,"Organizational Strategy",0.21166166907642,-0.0457974619348534,30,7.01745032495819,9.00802895892411,23.3752503991127,0.169235390773177,0.148932155713718,0,0.0221807870055351,0.161263430570866,"[0.1,0.2)",0.278169139676353,FALSE,FALSE,3.4813264322878,4.94764451455546,-5.55113224269054
35,"Healthcare",0.759637485770509,-0.0944322113180533,90,6.54097078903578,20.3322964673862,63.3342926506884,0.652259283292439,0.685521393167882,1,0.0988967941550699,0.377575572344365,"[0.6,0.7)",0.243015720871472,TRUE,TRUE,6.3940722667612,4.88712189896035,-8.04792115683664
36,"Infrastructure",0.586162391467951,0.143757215503138,365,8.6064415697474,23.3211767522153,85.0527179683559,0.635942323005293,0.681737672575285,0,0.464766254208367,1.14487930726035,"[0.6,0.7)",0.215191830212858,TRUE,TRUE,7.42225199144318,9.65118001528997,-6.37751354590061
37,"Infrastructure",0.159746159531642,-0.106245331210084,30,2.87865771050565,11.71153672738,31.5794166387059,0.0492849907925518,0.01,0,1e-04,0.0100503358535015,"[0,0.1)",0.270530811099088,FALSE,FALSE,0.315794166387059,5.04469052828289,1.85023865139018
38,"Organizational Strategy",0.223523949459195,-0.0988476574071683,365,7.15875757508911,28.377552680904,78.1375884334557,0.149572334426921,0.225839282359833,0,0.0510033814568046,0.255975781417828,"[0.2,0.3)",0.266418017044512,FALSE,FALSE,17.6465368971396,17.4656223678631,-7.33967210436562
39,"Healthcare",0.70106405740371,0.0947299844468944,90,7.29307652451098,25.5314338847529,36.9122187583707,0.772199806871135,0.879739636688184,1,0.0144625549838899,0.12812928268707,"[0.8,0.9)",0.408871563466498,TRUE,TRUE,3.07041951485199,7.63226325417348,-2.73123278518949
40,"AI Governance",0.440432637208141,0.0235146451392211,30,11.1429605879821,22.854968609754,84.5929696247913,0.46021477497894,0.399857157758008,1,0.360171431094297,0.916647901256526,"[0.3,0.4)",0.21270737238219,TRUE,TRUE,13.7162458208093,12.7888945116508,-12.0703118971406
41,"Infrastructure",0.411222253052983,0.065328298532404,90,7.3302643885836,13.1219546729699,84.1175506310537,0.49840272825374,0.347450549290742,1,0.425820785620954,1.0571329283028,"[0.3,0.4)",0.134944687675482,TRUE,TRUE,8.56272431407827,7.72591490789208,-8.1670737947698
42,"AI Governance",0.430939231382217,-0.00524936727015302,90,11.6759421271272,9.2399427795317,60.6472366582602,0.450290787443901,0.31915798775497,0,0.101861821147801,0.384424993513817,"[0.3,0.4)",0.132212272034192,TRUE,TRUE,6.2909412350453,5.25808894010464,-12.7087944220679
43,"Infrastructure",0.581342869007494,0.0985108318272978,7,6.18545390339568,25.0983773393091,20.1100964634679,0.68139813369864,0.52837254222645,1,0.222432458925941,0.637953671676476,"[0.5,0.6)",0.555169755316256,FALSE,TRUE,10.6256227928217,10.5076146494425,-6.30346204677492
44,"Healthcare",0.268540061300155,0.0808943552197888,7,9.66706073307432,24.593332731165,89.194296374917,0.348089839805409,0.372787524745994,1,0.393395489114258,0.986746660394802,"[0.3,0.4)",0.216133624756669,TRUE,TRUE,15.4252450970594,17.9890376519628,-7.10326817817085
45,"Healthcare",0.694920193974394,0.0258685243199579,7,6.48748573614284,15.191749013029,78.1295812199824,0.722315373482718,0.773047980846401,1,0.0515072189978955,0.257414161368383,"[0.7,0.8)",0.162789674933878,TRUE,TRUE,3.44779811298163,4.63469584208458,-5.30058800703989
46,"Financial Risk",0.746292433771305,-0.0658674207166769,180,1.34781483956613,7.43252771906555,75.8249188098125,0.681393400530095,0.799310818350196,1,0.040276147631268,0.22400539966108,"[0.7,0.8)",0.089271627090888,TRUE,TRUE,1.49162790552875,1.88568851853143,-0.95375422656344
47,"Public Policy",0.668895691109356,0.129416434536688,180,2.47271992149763,9.09863285021856,79.8804839514196,0.797679524950536,0.823565292595152,1,0.0311292059770344,0.194112445810257,"[0.8,0.9)",0.102255823357993,TRUE,TRUE,1.60531462471245,3.01259654172133,-1.06543800448875
48,"AI Governance",0.476986583112739,0.179712100676261,7,10.641061620554,20.7708688231651,61.7331497604027,0.657161205792417,0.731042015799647,0,0.534422428864412,1.31320010414337,"[0.7,0.8)",0.251755843894154,TRUE,TRUE,5.58649100876843,10.8634430749206,-5.36410955440174
49,"Healthcare",0.315398673084564,0.100066530972254,365,10.0767079193611,24.2376120423432,83.8152176444419,0.371537840424571,0.326987245278482,1,0.452946168017846,1.11783411411019,"[0.3,0.4)",0.22431260812513,TRUE,TRUE,16.3122220484889,16.5931013654497,-9.7958286024002
50,"Healthcare",0.583709533244837,0.0271156077622436,365,3.3478045752272,26.3798355660401,54.5378439803608,0.530665633128956,0.451231164838665,0,0.203609564121658,0.600077991425383,"[0.4,0.5)",0.326008305155526,TRUE,TRUE,14.4764316353234,10.9816740607113,-6.84256214983932
51,"Organizational Strategy",0.761714593612123,0.120258000527974,7,1.75526880123653,29.8172226070892,44.0803855028935,0.880243141141733,0.901632155644071,1,0.00967623280323219,0.103548651803744,"[0.9,1]",0.403493744516221,TRUE,TRUE,2.93305591254023,7.10500900628803,2.41668429251128
52,"Organizational Strategy",0.787494669039734,0.239039617951494,30,1.55396793689579,13.9484938478563,30.0365424854681,0.98,0.99,1,1e-04,0.0100503358535015,"[0.9,1]",0.317119070725616,TRUE,TRUE,0.139484938478563,2.96412930153594,1.27067642616159
53,"Healthcare",0.183993228024337,0.110517608781811,90,11.8578557446599,9.01196584571153,75.9679506462999,0.283801853134973,0.11793724537852,0,0.0139091938474732,0.125492075141923,"[0.1,0.2)",0.106048184297271,TRUE,TRUE,7.94911941842301,7.35382515891399,-12.4531500041689
54,"Infrastructure",0.398562938871328,0.247955397539772,7,7.98062872816809,11.7872440675274,69.8340838588774,0.644696490078597,0.71973144466524,0,0.518013352439914,1.27200700928495,"[0.7,0.8)",0.144413774769206,TRUE,TRUE,3.30359386618411,7.08928543078003,-4.19493716357217
55,"Financial Risk",0.67401543140877,0.228279468987603,90,11.4260917361826,13.2425504049752,60.9701299504377,0.886614629887013,0.837569461914783,1,0.0263836797026533,0.177251079122474,"[0.8,0.9)",0.178440535250245,TRUE,TRUE,2.15099458790073,4.31686708081345,-9.26021924326986
56,"Organizational Strategy",0.506127004337031,0.142676879756618,7,7.3920747761149,8.38541388045996,56.2046735454351,0.649353905847513,0.640386473513194,1,0.129321888432277,0.445683420017075,"[0.6,0.7)",0.129825089493502,TRUE,TRUE,3.01550825660362,4.1413294730166,-6.26625355970192
57,"AI Governance",0.347901939030271,-0.134432863036636,30,8.6822479669936,8.02809413988143,38.3220977825113,0.206664282975604,0.125550249085706,0,0.0157628650454828,0.134160446535403,"[0.1,0.2)",0.173205197366247,FALSE,TRUE,4.81134892208106,5.23510462189913,-8.25849226717554
58,"Healthcare",0.411498137249146,-0.121146336896345,365,6.42761731287464,19.8859300126787,85.965538918972,0.380977598915342,0.43188901865687,1,0.322750087122654,0.839586625000053,"[0.4,0.5)",0.187866358524691,TRUE,TRUE,11.2974152144237,11.7029068549946,-6.02212567230381
59,"Organizational Strategy",0.167937261145562,0.220418922707904,365,1.97001384757459,28.6076573259197,69.6871369145811,0.412570771074388,0.382912946401196,0,0.146622324521645,0.482745173296993,"[0.3,0.4)",0.291039393764074,TRUE,FALSE,17.653414969616,11.7030669105105,-7.9203619066801
60,"Healthcare",0.701845896674786,0.0159065254265442,7,4.06308571831323,27.589707642328,71.827631238848,0.718956579810921,0.605249938766726,1,0.155827610843674,0.502113784334192,"[0.6,0.7)",0.277514042850245,TRUE,TRUE,10.8910387812171,8.22598454310311,-6.72813995642723
61,"Healthcare",0.170171906729229,-0.0339000257547014,7,8.31490309978835,18.7659629574046,65.1107615162618,0.135574717325548,0.158701935757169,1,0.707782432898735,1.84072745393646,"[0.1,0.2)",0.223732663324213,FALSE,FALSE,10.3332038912541,11.0800224358144,-7.5680845552281
62,"AI Governance",0.573989690514281,-0.0535667102201842,180,9.41482760361396,14.6701599890366,35.3171841194853,0.550091424242638,0.418261770186156,0,0.174942908399257,0.54173470938285,"[0.4,0.5)",0.293477484164549,TRUE,TRUE,8.53419290310805,6.2496393971345,-11.6993811095875
63,"Public Policy",0.537946718116291,0.0133425998385064,7,1.5295119129587,5.24950018851086,44.404050023295,0.551950124248333,0.536730506426512,0,0.28807963652886,0.769446334672892,"[0.5,0.6)",0.105722554905303,TRUE,TRUE,2.43193329384536,2.42554879035059,-1.53589641645346
64,"Public Policy",0.353197174763773,0.21895338591421,90,7.93749402160756,28.4026789432392,32.8769249888137,0.553636544990379,0.555188867466721,1,0.197856943625538,0.588446921383367,"[0.5,0.6)",0.463493187304738,TRUE,FALSE,12.6338277877213,11.6120370209695,-8.9592847883594
65,"Infrastructure",0.791491565213073,0.0395401498768479,365,5.3296200032346,5.35045667318627,42.590735044796,0.774856358219404,0.99,1,1e-04,0.0100503358535015,"[0.9,1]",0.111604582227758,TRUE,TRUE,0.0535045667318628,1.11561534632134,-4.26750922364512
66,"AI Governance",0.688802510383539,0.212434337462764,90,2.65542099648155,14.067917248467,81.6257980163209,0.906670201587178,0.947547926043412,1,0.00275122006234739,0.0538777617286001,"[0.9,1]",0.147009834549119,TRUE,TRUE,0.737891435931752,4.37790053185504,0.984588099441733
67,"Healthcare",0.54501665456919,-0.0528504087007605,180,9.64013710222207,25.6544262240641,47.6614398323,0.539541612335238,0.437674096891766,0,0.191558615090023,0.575673698395663,"[0.4,0.5)",0.349916431517584,TRUE,TRUE,14.4261483951704,11.6723366685326,-12.3939488288599
68,"Public Policy",0.239773213281296,-0.0631302051478997,180,1.95225877757184,19.2857248138171,66.697085921187,0.127716266210127,0.157831299275125,0,0.0249107190308739,0.171774927653191,"[0.1,0.2)",0.224297445605203,FALSE,TRUE,10.5268877288056,14.6615246047493,2.18237809837193
69,"AI Governance",0.716102655453142,-0.197602574527264,180,9.79688034090213,20.4397960053757,68.4378811949864,0.567335476133532,0.559434196929668,1,0.194098226835007,0.580829368638917,"[0.5,0.6)",0.229976712367236,TRUE,TRUE,9.0050751417021,5.80280380900564,-12.9991516735986
70,"Infrastructure",0.525107032933738,0.0171368711511604,7,1.8308879127726,14.5615002210252,42.3112083622254,0.542240156770735,0.55988371641779,1,0.193702343074216,0.58002616606898,"[0.5,0.6)",0.25603669288425,TRUE,TRUE,6.40875336065914,6.91515404489869,-1.32448722853305
71,"Infrastructure",0.669462170952465,-0.0302753157331608,90,6.64465594966896,5.58248761342838,53.5386645048857,0.660548551068067,0.531274401470494,0,0.282252489657832,0.75773775952289,"[0.5,0.6)",0.0944245403448267,TRUE,TRUE,2.61665484788777,1.84522333642737,-7.41608746112936
72,"Public Policy",0.168327533954289,-0.138067603262607,180,6.15585150243714,22.9194432217628,38.140037022531,0.02,0.154472241399308,0,0.023861673362926,0.167794280194027,"[0.1,0.2)",0.375362566632798,FALSE,FALSE,5.89157700592295,6.42001837692793,-5.62741013143217
73,"Financial Risk",0.316632531245705,0.0324271477176808,180,5.46464746561833,7.85671845194884,26.1712181102484,0.345123912743293,0.389782774231858,0,0.151930611087883,0.493940277389493,"[0.3,0.4)",0.230890240364357,TRUE,TRUE,4.79430493738959,5.36902580122344,-4.88992660178448
74,"Financial Risk",0.641898493748158,0.161482924444135,180,9.0349750854075,23.5559762641788,22.550694856327,0.80311998203955,0.773008714940769,1,0.0515250434928409,0.257464956278748,"[0.7,0.8)",0.510901691484344,TRUE,TRUE,5.34700132303067,8.43543058143504,-5.94654582700312
75,"AI Governance",0.689466398197692,-0.181491783505771,30,7.64331286284141,21.3703081314452,63.4825247363187,0.511940271999649,0.349734985208046,1,0.42284458946238,1.05057959642799,"[0.3,0.4)",0.251851439830524,TRUE,TRUE,13.8963637332028,6.63619875568283,-14.9034778403614
76,"AI Governance",0.49041296170326,0.121012391720433,180,10.5844804577064,18.1479400384706,66.9822669844143,0.592933987785603,0.624766412578149,1,0.140800245129472,0.47037743897885,"[0.6,0.7)",0.213178619824007,TRUE,TRUE,6.80971664495195,9.24795501539104,-8.14624208726728
77,"Infrastructure",0.564659433660563,0.118968827987555,365,1.61288135056384,17.9462334851269,44.9767595552839,0.599642592994496,0.487890811774597,0,0.238037444214075,0.669217418426197,"[0.4,0.5)",0.285209469829277,TRUE,TRUE,9.19043106177187,7.8127234490749,-2.99058896326081
78,"Organizational Strategy",0.467138643702492,0.202972626290284,365,10.5749837562907,10.2106133720372,65.1298069092445,0.584048143331893,0.489466501574531,0,0.239577456163611,0.672299024675257,"[0.4,0.5)",0.135526365978795,TRUE,TRUE,5.21286016589602,5.44084129005321,-10.3470026321336
79,"AI Governance",0.528195088705979,-0.0761769500793889,180,4.88708179816604,5.77523573418148,74.3631399888545,0.411686564678939,0.455072559378193,1,0.296945915542633,0.787298401584497,"[0.4,0.5)",0.0720657947216339,TRUE,TRUE,3.14708442761512,2.72478458326755,-5.3093816425136
80,"Infrastructure",0.215240514755715,-0.139337682141922,30,7.35612840019166,27.4761982273776,85.6286684027873,0.0766504116909744,0.135428103715432,0,0.0183407712759579,0.145520812152487,"[0.1,0.2)",0.242926755019485,FALSE,FALSE,11.596528185467,18.4307586648623,-0.521897920796354
81,"Organizational Strategy",0.697049079590943,0.216769914596807,30,11.6155237201601,24.3532912584487,27.9361808439717,0.910983957124759,0.880703621411842,1,0.0142316259442492,0.127034121209333,"[0.8,0.9)",0.465739856978236,TRUE,TRUE,2.90525945383559,7.37785200173689,-7.14293117225882
82,"Healthcare",0.41162101860391,0.0893792773247696,30,5.84330022172071,9.1558769706171,87.4531806632876,0.501166344806233,0.369741899065748,0,0.136709071924746,0.461625859471522,"[0.3,0.4)",0.0947724488247556,TRUE,TRUE,5.77056563188879,5.38712556575961,-6.22674028784989
83,"Healthcare",0.65219299896853,0.0720000113011338,365,1.45206283056177,13.3792230405379,21.9711757311597,0.815102066821419,0.626811322658533,0,0.392892434212939,0.985671149854333,"[0.6,0.7)",0.378474458716704,TRUE,TRUE,4.99297455035483,4.65338744186063,-1.79164993905597
84,"Public Policy",0.768447602761444,-0.0636937548639253,365,8.60794367920607,19.2589640629012,28.005918993149,0.703584416594822,0.591569655809252,1,0.166815346055773,0.524975841196503,"[0.5,0.6)",0.407468776344216,TRUE,TRUE,7.86594532096799,4.45945929709598,-12.0144297030781
85,"Healthcare",0.322554838180076,-0.103196236549411,180,11.4319078070112,27.3320390563458,41.6531241917983,0.210642228533565,0.154898774565956,0,0.023993630362035,0.168298865386552,"[0.1,0.2)",0.396201701488053,FALSE,FALSE,6.45201789415314,13.4354167333801,-4.44850896778419
86,"AI Governance",0.68904337391723,0.168872315355111,365,7.48272783914581,5.99376186262816,48.1303865392692,0.850004346237984,0.772110468107952,1,0.0519336387459765,0.258627645790162,"[0.7,0.8)",0.110740991583307,TRUE,TRUE,1.36591558514674,1.86379996634644,-6.98484345794611
87,"Organizational Strategy",0.57487971088849,0.0549713608110323,7,8.71415616734885,21.8442672409583,38.343355061952,0.631086564538937,0.656796678434764,0,0.431381876802939,1.06943223319478,"[0.6,0.7)",0.362936205238698,TRUE,TRUE,7.49702507425555,9.28644120490527,-6.92474003669913
88,"AI Governance",0.669034802913666,0.207037368940655,365,6.09062852524221,24.9257657339331,33.4865833120421,0.890031544922385,0.824510715035545,1,0.0307964891373357,0.192965141268814,"[0.8,0.9)",0.426720824295468,TRUE,TRUE,4.37420480583943,8.24956096865896,-2.21527236242268
89,"Infrastructure",0.270998445549049,0.0707360519445501,365,4.95183245558292,27.0389319292735,72.5387311563827,0.337784534844104,0.375600902026517,0,0.141076037603133,0.470965534971174,"[0.3,0.4)",0.271536116548696,TRUE,FALSE,16.8830847068048,19.65788338548,-2.17703377690768
90,"Public Policy",0.640559923648834,-0.109664786234498,30,7.70803648489527,11.4152630337048,58.7644836935215,0.524947046284398,0.62058041616555,1,0.143959220597107,0.477100083757179,"[0.6,0.7)",0.162657512545229,TRUE,TRUE,4.33117434960907,4.1031030164035,-7.93610781810084
91,"Infrastructure",0.62834823949961,0.168607648066245,7,11.8611467238516,5.61915781116113,22.1547976578586,0.796435534982043,0.760782867363204,0,0.578790571273378,1.43038363473482,"[0.7,0.8)",0.20231752072293,TRUE,TRUE,1.34419881941962,2.08836989304755,-11.1169756502236
92,"Healthcare",0.638660736614838,0.0953650447889231,90,4.54691761545837,18.8921975740232,83.7049339804798,0.712792225323509,0.604541826380014,1,0.156387167082855,0.503284419625285,"[0.6,0.7)",0.184139627373373,TRUE,TRUE,7.47107394829112,6.82649275512447,-5.19149880862502
93,"Healthcare",0.366199414909352,-0.00304727733600885,180,6.32363682496361,24.3087839346845,29.9844976840541,0.370940679297559,0.276138225335736,1,0.523975868820098,1.28685372219786,"[0.2,0.3)",0.44773097536058,FALSE,FALSE,8.27986597805818,10.9803055082514,-3.62319729477038
94,"Financial Risk",0.187406605749857,-0.138023911125492,30,11.9890153701417,26.9098049448803,50.771855332423,0.0459855654697916,0.106834122617545,0,0.0114135297554607,0.112982962407703,"[0.1,0.2)",0.346411300283996,FALSE,FALSE,5.42416661810435,9.51498107547216,-7.89820091277391
95,"AI Governance",0.588370040885638,-0.19054672102211,90,11.6798539848533,26.3361258327495,51.4904670976102,0.395227498646621,0.270639651227265,1,0.531966518361885,1.3069670432067,"[0.2,0.3)",0.338394947551095,FALSE,TRUE,13.9353620568262,10.8407383997654,-14.7744776419141
96,"AI Governance",0.177020612522028,0.118731038738042,365,1.04797146003693,29.2242198903114,66.1218938231468,0.284648525412194,0.412825088535289,1,0.344774376653591,0.884731290171074,"[0.4,0.5)",0.306506670823924,TRUE,FALSE,17.1597287267188,11.70493814569,-6.50276204106577
97,"Organizational Strategy",0.568315970746335,-0.156414003658574,30,6.60884068859741,22.4980056995992,36.1545169190504,0.418922114376719,0.441259396406138,0,0.19470985491671,0.582069950030015,"[0.4,0.5)",0.383581211772903,TRUE,TRUE,12.5705492842522,9.71202975057489,-9.46736022227469
