"case_id","domain","bias_profile","evidence_based_probability","judged_probability","confidence","outcome","brier_score","bias_magnitude","confidence_gap","review_flag"
182,"AI Governance","overconfidence",0.140726663253736,0.140726663253736,0.01,0,0.0198039937505303,0,-0.130726663253736,"review"
183,"Financial Risk","confirmation",0.626003895967733,0.781664518088801,0.77243183732484,1,0.0476703826613956,0.155660622121068,-0.00923268076396044,"review"
184,"Organizational Strategy","confirmation",0.0946086994605139,0.22431960389833,0.204633435571951,0,0.0503192846931035,0.129710904437816,-0.0196861683263791,"review"
185,"Healthcare","anchoring",0.954864790162537,0.664929514404503,0.652633537600659,1,0.112272230317202,0.289935275758034,-0.0122959768038438,"review"
191,"Financial Risk","balanced",0.499335480818991,0.499335480818991,0.522759970667556,1,0.250664960766751,0,0.0234244898485654,"review"
192,"Financial Risk","confirmation",0.156506574852392,0.296347129291389,0.272992299715818,0,0.0878216210392473,0.139840554438997,-0.023354829575571,"review"
194,"Infrastructure","overconfidence",0.565613012260292,0.565613012260292,0.591858217164408,0,0.319918079638161,0,0.0262452049041166,"review"
195,"Infrastructure","availability",0.800251218106132,0.963029282708516,0.98377455155734,1,0.00136683393704683,0.162778064602384,0.0207452688488237,"review"
198,"Public Policy","anchoring",0.708662670478225,0.548783919330454,0.541843688153506,1,0.203595951454787,0.159878751147771,-0.00694023117694709,"review"
199,"Public Policy","confirmation",0.472689050913323,0.696361737936968,0.627803019335484,0,0.484919670062594,0.223672687023645,-0.0685587186014842,"review"
200,"Public Policy","balanced",0.326425714383367,0.326425714383367,0.337819975082256,1,0.453702318243957,0,0.0113942606988885,"review"
202,"AI Governance","availability",0.82308764414629,0.577092101032361,0.532402964030459,1,0.178851091009222,0.245995543113928,-0.0446891370019025,"review"
206,"AI Governance","anchoring",0.80459200424375,0.543886376969167,0.585830037512862,1,0.208039637114313,0.260705627274583,0.0419436605436952,"review"
210,"Public Policy","balanced",0.557713131967466,0.557713131967466,0.523904228485364,0,0.31104393756896,0,-0.0338089034821022,"review"
211,"Infrastructure","overconfidence",0.104196963622235,0.104196963622235,0.01,1,0.802463079983624,0,-0.0941969636222347,"review"
212,"Healthcare","confirmation",0.245090140518732,0.314785852495115,0.265692825487845,1,0.469518427940846,0.0696957119763829,-0.0490930270072705,"review"
213,"Financial Risk","overconfidence",0.510299155802932,0.510299155802932,0.514418818124104,0,0.260405228413185,0,0.00411966232117267,"review"
215,"AI Governance","anchoring",0.497864717408083,0.642447039159015,0.677680102451412,1,0.127844119806155,0.144582321750932,0.035233063292397,"review"
216,"Infrastructure","overconfidence",0.471569088369142,0.471569088369142,0.460196723716799,1,0.279239228367019,0,-0.0113723646523431,"review"
220,"Infrastructure","representativeness",0.450688984035514,0.525409760355251,0.566131608715349,0,0.276055416276562,0.0747207763197366,0.0407218483600983,"review"
225,"Public Policy","availability",0.516081289877184,0.411549514563657,0.416053286813815,1,0.346273973810268,0.104531775313527,0.00450377225015797,"review"
228,"Healthcare","confirmation",0.726749272691086,0.663798692225246,0.685061181800111,0,0.440628703799947,0.0629505804658401,0.0212624895748654,"review"
229,"AI Governance","balanced",0.432258602546062,0.432258602546062,0.415342496521377,1,0.32233029438295,0,-0.0169161060246851,"review"
233,"Public Policy","overconfidence",0.169547634688206,0.169547634688206,0.0373666885634884,0,0.0287464004283654,0,-0.132180946124718,"review"
237,"Public Policy","anchoring",0.99,0.751028222331544,0.775397858695955,1,0.0619869460753909,0.238971777668456,0.0243696363644108,"review"
238,"AI Governance","balanced",0.0552127580391243,0.0552127580391243,0.117322930968004,1,0.892622932572038,0,0.0621101729288801,"review"
239,"Organizational Strategy","confirmation",0.127020430192351,0.164899508140516,0.139739713612347,1,0.697392831503953,0.0378790779481642,-0.025159794528169,"review"
241,"Public Policy","confirmation",0.416812733304687,0.377834135050652,0.323007521326765,1,0.38709036350817,0.0389785982540343,-0.0548266137238871,"review"
247,"Organizational Strategy","anchoring",0.625400012498721,0.596815348289674,0.60962767064146,0,0.356188559954125,0.0285846642090473,0.0128123223517855,"review"
248,"Healthcare","confirmation",0.665410668263212,0.835207579340786,0.749965834616887,1,0.0271565419067234,0.169796911077574,-0.0852417447238987,"review"
250,"AI Governance","anchoring",0.985620558052324,0.724140159967355,0.686062489338553,1,0.0760986513428363,0.261480398084968,-0.0380776706288022,"review"
257,"Organizational Strategy","availability",0.367576804268174,0.505985105049218,0.473510344590813,1,0.244050716433232,0.138408300781044,-0.0324747604584045,"review"
258,"Public Policy","balanced",0.609421727329027,0.609421727329027,0.59589403877912,0,0.371394841740695,0,-0.013527688549907,"review"
259,"Financial Risk","anchoring",0.344318070355803,0.502174736429006,0.469011530757629,0,0.252179465907541,0.157856666073203,-0.0331632056713769,"review"
260,"Infrastructure","availability",0.99,0.746304014323745,0.789370101589721,1,0.0643616531482466,0.243695985676255,0.043066087265976,"review"
263,"Healthcare","representativeness",0.351054924621712,0.304880369902821,0.343947295927737,1,0.483191300146439,0.0461745547188911,0.0390669260249159,"review"
265,"Infrastructure","anchoring",0.513284020149149,0.64631269890815,0.594277048708708,0,0.417720104769937,0.133028678759001,-0.0520356501994421,"review"
268,"Public Policy","balanced",0.467449234006926,0.467449234006926,0.428636426929233,1,0.283610318359809,0,-0.0388128070776936,"review"
271,"AI Governance","overconfidence",0.386172656691633,0.386172656691633,0.340641719368286,1,0.376784007393008,0,-0.0455309373233467,"review"
272,"Organizational Strategy","representativeness",0.310596350138076,0.302264368539909,0.264898093485613,1,0.486835011409012,0.00833198159816673,-0.0373662750542961,"review"
273,"Infrastructure","representativeness",0.205054802959785,0.175410178711172,0.24174327183695,1,0.679948373373141,0.0296446242486127,0.0663330931257782,"review"
279,"Organizational Strategy","balanced",0.797042061539832,0.797042061539832,0.839069084943923,0,0.635276047863666,0,0.0420270234040906,"review"
281,"Public Policy","confirmation",0.631351308105513,0.655205403012224,0.614547513767021,0,0.42929412013641,0.0238540949067101,-0.0406578892452025,"review"
283,"Financial Risk","representativeness",0.452999611874111,0.462161981029203,0.453755172908587,1,0.289269734650431,0.00916236915509216,-0.00840680812061584,"review"
286,"Financial Risk","confirmation",0.549708801636007,0.536937131924788,0.499586869334008,0,0.288301483639617,0.0127716697112191,-0.03735026259078,"review"
287,"Infrastructure","confirmation",0.282224205171224,0.497392977088457,0.498886563559707,0,0.247399773656918,0.215168771917233,0.00149358647125053,"review"
288,"AI Governance","representativeness",0.710159748175647,0.750364605896175,0.719601560065836,0,0.563047041781722,0.0402048577205277,-0.0307630458303388,"review"
289,"Infrastructure","confirmation",0.522147436009254,0.700456765312701,0.68495411611637,0,0.490639680072333,0.178309329303447,-0.0155026491963319,"review"
291,"Organizational Strategy","representativeness",0.461982327944133,0.494642733247019,0.487101034207958,1,0.255385967060043,0.0326604053028859,-0.00754169903906121,"review"
293,"Organizational Strategy","availability",0.621201962954365,0.978969476294581,0.99,1,0.000442282927324182,0.357767513340217,0.0110305237054188,"review"
294,"Financial Risk","anchoring",0.34738810089184,0.472056502758642,0.50477221568029,1,0.278724336279436,0.124668401866802,0.0327157129216485,"review"
297,"Financial Risk","overconfidence",0.172456493391655,0.172456493391655,0.0414390907483175,0,0.0297412421129461,0,-0.131017402643338,"review"
298,"AI Governance","balanced",0.601761606836226,0.601761606836226,0.610840337036339,0,0.362117031462116,0,0.00907873020011296,"review"
300,"AI Governance","overconfidence",0.337688299966976,0.337688299966976,0.272763619953766,1,0.438656788000634,0,-0.0649246800132096,"review"
302,"Public Policy","confirmation",0.617375064024236,0.775776515973266,0.762150742184024,1,0.0502761707890869,0.15840145194903,-0.0136257737892426,"review"
303,"Healthcare","anchoring",0.0834043848095462,0.389617757367669,0.384978594873933,0,0.151801996856212,0.306213372558123,-0.00463916249373575,"review"
306,"Infrastructure","confirmation",0.358397694618907,0.479161711274646,0.464184960006496,1,0.271272523002355,0.120764016655739,-0.0149767512681502,"review"
307,"AI Governance","overconfidence",0.417697656981181,0.417697656981181,0.384776719773654,1,0.339076018685206,0,-0.0329209372075275,"review"
308,"Financial Risk","overconfidence",0.163689020520542,0.163689020520542,0.0291646287287585,1,0.699416054397891,0,-0.134524391791783,"review"
309,"Healthcare","overconfidence",0.37865514223231,0.37865514223231,0.330117199125234,1,0.386069432274351,0,-0.048537943107076,"review"
316,"Financial Risk","anchoring",0.269765796221327,0.426825710802223,0.407960310461126,1,0.328528765797377,0.157059914580896,-0.0188654003410969,"review"
317,"Organizational Strategy","availability",0.499986357835587,0.76522182955025,0.780485230273645,0,0.585564448420232,0.265235471714663,0.0152634007233952,"review"
319,"Infrastructure","anchoring",0.339361695421394,0.523959371215315,0.53673301466584,0,0.274533422684348,0.184597675793921,0.0127736434505257,"review"
323,"AI Governance","representativeness",0.589203056378756,0.620703482808312,0.618880898928623,0,0.385272813570369,0.0315004264295566,-0.00182258387968914,"review"
329,"Organizational Strategy","balanced",0.753876280703116,0.753876280703116,0.758429190907248,0,0.568329446606764,0,0.00455291020413218,"review"
331,"Public Policy","availability",0.839212647895329,0.614182560598971,0.577891292703826,1,0.148855096545967,0.225030087296358,-0.0362912678951445,"review"
333,"Infrastructure","overconfidence",0.470543036784511,0.470543036784511,0.458760251498315,1,0.280324675897368,0,-0.0117827852861956,"review"
335,"Organizational Strategy","anchoring",0.180896076338831,0.201230281601311,0.235247857309703,1,0.638033063030721,0.0203342052624794,0.0340175757083918,"review"
336,"Organizational Strategy","confirmation",0.691402797028422,0.851498222318478,0.835176779459637,1,0.0220527779745722,0.160095425290055,-0.0163214428588407,"review"
337,"Infrastructure","confirmation",0.427546516025905,0.477317667248426,0.471645320985605,1,0.273196820970627,0.0497711512225214,-0.00567234626282143,"review"
338,"AI Governance","availability",0.702764673298225,0.746329876781308,0.71377395382653,0,0.557008284976402,0.0435652034830832,-0.0325559229547778,"review"
340,"AI Governance","balanced",0.710100008139852,0.710100008139852,0.697078384567346,0,0.504242021560218,0,-0.0130216235725066,"review"
346,"Healthcare","availability",0.632308895955794,0.861382462833453,0.817334703759727,1,0.019214821610119,0.22907356687766,-0.0440477590737264,"review"
348,"Financial Risk","overconfidence",0.284906148293521,0.284906148293521,0.19886860761093,1,0.511359216748407,0,-0.0860375406825915,"review"
350,"AI Governance","anchoring",0.463153729646001,0.623172875864548,0.588616576059002,1,0.141998681484196,0.160019146218547,-0.0345562998055458,"review"
351,"Infrastructure","confirmation",0.617332742398139,0.648638633004157,0.639559166231343,0,0.420732076225501,0.0313058906060178,-0.00907946677281413,"review"
353,"Public Policy","confirmation",0.198268320492934,0.393468080558814,0.383316463029085,0,0.154817130418637,0.19519976006588,-0.0101516175297295,"review"
354,"Organizational Strategy","balanced",0.446885603503324,0.446885603503324,0.463516658441046,1,0.305935535611882,0,0.0166310549377214,"review"
357,"Infrastructure","confirmation",0.551853475649841,0.642815919732675,0.680949393699131,0,0.413212306661765,0.0909624440828339,0.0381334739664563,"review"
359,"Public Policy","confirmation",0.304486791335512,0.34125503857038,0.395024953478904,1,0.433944924208912,0.0367682472348679,0.0537699149085246,"review"
361,"Healthcare","availability",0.445068883092608,0.613388599298238,0.537912509816739,0,0.376245573749054,0.168319716205629,-0.0754760894814988,"review"
362,"Public Policy","anchoring",0.544606120348908,0.424668426573044,0.359102026728578,1,0.331006419381937,0.119937693775864,-0.0655663998444659,"review"
363,"Financial Risk","anchoring",0.93255953999469,0.663487783336896,0.586974987600801,1,0.113240471963516,0.269071756657795,-0.0765127957360949,"review"
365,"Financial Risk","anchoring",0.791434660402592,0.662684596636682,0.688050900318523,1,0.113781681346158,0.12875006376591,0.0253663036818415,"review"
370,"Healthcare","availability",0.448644617304672,0.662758598897887,0.640483301324843,1,0.113731762617316,0.214113981593216,-0.0222752975730445,"review"
373,"Financial Risk","overconfidence",0.853790533053689,0.853790533053689,0.99,0,0.728958274332102,0,0.136209466946311,"review"
374,"Organizational Strategy","availability",0.404831682820804,0.551404947345026,0.562099454596195,1,0.201237521266519,0.146573264524221,0.0106945072511693,"review"
377,"Healthcare","balanced",0.352395424875431,0.352395424875431,0.389912902168753,1,0.419391685722274,0,0.0375174772933218,"review"
379,"AI Governance","confirmation",0.547175593464635,0.752447031809716,0.747963315642556,1,0.06128247205982,0.20527143834508,-0.0044837161671597,"review"
380,"Healthcare","availability",0.548145998292603,0.803233670938093,0.762676653993144,1,0.0387169882524988,0.25508767264549,-0.0405570169449488,"review"
382,"Financial Risk","availability",0.791129136888776,0.99,0.975171087663404,1,1e-04,0.198870863111224,-0.014828912336596,"review"
383,"Healthcare","balanced",0.392684322921559,0.392684322921559,0.335831002399462,1,0.368832331625245,0,-0.0568533205220975,"review"
385,"Healthcare","anchoring",0.34212218465982,0.526335362344398,0.537898971560209,0,0.277028913654209,0.184213177684578,0.0115636092158106,"review"
386,"Infrastructure","availability",0.427923196426127,0.645887310929513,0.579972483901272,1,0.125395796560732,0.217964114503386,-0.0659148270282411,"review"
391,"Organizational Strategy","anchoring",0.095548487000633,0.257243804714526,0.20631004699279,0,0.0661743750640052,0.161695317713893,-0.0509337577217361,"review"
392,"Infrastructure","representativeness",0.452828193630557,0.50537187429727,0.520429390829769,0,0.255400731330736,0.052543680666713,0.0150575165324988,"review"
393,"Organizational Strategy","confirmation",0.415112506097648,0.43888461289811,0.434933973296177,1,0.314850477642505,0.0237721068004612,-0.00395063960193215,"review"
395,"Infrastructure","confirmation",0.728438372164965,0.893450909728417,0.828813834929631,1,0.0113527086377019,0.165012537563453,-0.0646370747987864,"review"
398,"Infrastructure","anchoring",0.517796821857337,0.514849720483762,0.499794086934372,0,0.265070234682208,0.00294710137357468,-0.01505563354939,"review"
402,"Financial Risk","representativeness",0.366115395410452,0.423242255608784,0.375951434730103,1,0.332649495715243,0.057126860198332,-0.0472908208786808,"review"
403,"Public Policy","availability",0.281345819088165,0.438803922049016,0.460496919398643,0,0.192548882005599,0.157458102960851,0.0216929973496272,"review"
406,"Public Policy","availability",0.473689706844743,0.709702801328269,0.643990578458027,1,0.0842724635566544,0.236013094483526,-0.0657122228702425,"review"
409,"AI Governance","availability",0.497430512646679,0.69193654690064,0.664064819916836,1,0.0949030911355012,0.194506034253962,-0.0278717269838042,"review"
415,"Public Policy","confirmation",0.541522832319606,0.507226144872839,0.526134328464045,0,0.257278362042562,0.0342966874467675,0.0189081835912063,"review"
421,"Infrastructure","confirmation",0.820051156647969,0.957243807815248,0.89494988410557,1,0.00182809197013945,0.137192651167279,-0.062293923709678,"review"
423,"Financial Risk","confirmation",0.230388964316808,0.308136981846765,0.319305622861474,1,0.478674435888104,0.0777480175299569,0.0111686410147098,"review"
425,"Organizational Strategy","availability",0.547501409682445,0.512922185864865,0.483406387292063,0,0.263089168752391,0.0345792238175805,-0.0295157985728022,"review"
427,"Financial Risk","anchoring",0.51352770361118,0.404231723733246,0.378589647888049,1,0.354939839005859,0.109295979877934,-0.0256420758451975,"review"
429,"Healthcare","anchoring",0.501529971510172,0.674918212891789,0.667349722850127,0,0.455514594093047,0.173388241381617,-0.0075684900416626,"review"
432,"Healthcare","availability",0.836229616566561,0.99,0.982678102218383,1,1e-04,0.153770383433439,-0.00732189778161685,"review"
433,"Infrastructure","balanced",0.811383571964689,0.811383571964689,0.881798415410089,0,0.658343300854177,0,0.0704148434454003,"review"
438,"Financial Risk","balanced",0.393634456000291,0.393634456000291,0.395179032925338,1,0.367679172950063,0,0.00154457692504689,"review"
440,"Organizational Strategy","confirmation",0.599220956291538,0.724896800193237,0.792552392727734,1,0.0756817705439197,0.125675843901699,0.0676555925344973,"review"
441,"Financial Risk","availability",0.3583955671289,0.381338358737753,0.302248389789467,1,0.382742226369297,0.0229427916088527,-0.0790899689482864,"review"
444,"Public Policy","balanced",0.311875204753596,0.311875204753596,0.286150191979429,1,0.473515733832905,0,-0.0257250127741673,"review"
446,"AI Governance","availability",0.567921823321376,0.866145702417895,0.915321753161896,1,0.0179169729811988,0.298223879096519,0.0491760507440018,"review"
447,"AI Governance","anchoring",0.554835882817861,0.66518669180281,0.646724374442975,0,0.442473334951566,0.110350808984949,-0.0184623173598348,"review"
450,"Organizational Strategy","confirmation",0.597671536635607,0.723545670693274,0.754344629987956,1,0.0764269961924314,0.125874134057667,0.0307989592946818,"review"
452,"Financial Risk","anchoring",0.890673232229892,0.806558746039518,0.836725497931583,0,0.65053701081284,0.084114486190374,0.0301667518920651,"review"
455,"Infrastructure","availability",0.322914850688539,0.439013384744301,0.443666677559489,1,0.314705982496046,0.116098534055761,0.00465329281518861,"review"
456,"Healthcare","availability",0.199811616761144,0.226525139065259,0.254206040654931,1,0.598263360498017,0.0267135223041146,0.0276809015896726,"review"
460,"Public Policy","representativeness",0.434077101317234,0.371472222160082,0.403793955759555,1,0.395047167516385,0.062604879157152,0.0323217335994725,"review"
466,"Public Policy","availability",0.307062676141504,0.244103693468038,0.244867561559339,1,0.571379226228661,0.0629589826734658,0.000763868091300246,"review"
470,"Healthcare","overconfidence",0.64713476554025,0.64713476554025,0.70598867175635,0,0.418783404770834,0,0.0588539062160999,"review"
471,"AI Governance","balanced",0.344950898806564,0.344950898806564,0.351722560921119,1,0.429089324974328,0,0.00677166211455488,"review"
475,"Financial Risk","availability",0.390832509053871,0.559448426333053,0.524495225628374,1,0.194085689060423,0.168615917279182,-0.034953200704679,"review"
482,"Public Policy","availability",0.184577042143792,0.202482690937082,0.241684765990507,1,0.636033858254958,0.0179056487932902,0.039202075053425,"review"
483,"Infrastructure","anchoring",0.563821411656681,0.472794085051282,0.487271775409526,1,0.277946076756915,0.0910273266053991,0.0144776903582434,"review"
