"case_id","domain","bias_profile","judged_probability","confidence","confidence_gap","confidence_flag"
6,"Infrastructure","overconfidence",0.76450002300553,0.870300032207742,0.105800009202212,"acceptable"
802,"Public Policy","overconfidence",0.23736973790219,0.132317633063067,-0.105052104839124,"acceptable"
468,"AI Governance","overconfidence",0.756995561148506,0.859793785607908,0.102798224459402,"acceptable"
188,"Infrastructure","overconfidence",0.243611623556353,0.141056272978894,-0.102555350577459,"acceptable"
251,"Financial Risk","overconfidence",0.755907799548004,0.858270919367205,0.102363119819202,"acceptable"
850,"Healthcare","overconfidence",0.244856740022078,0.142799436030909,-0.102057303991169,"acceptable"
53,"Healthcare","balanced",0.771512959466781,0.873074815952167,0.101561856485386,"acceptable"
796,"Healthcare","overconfidence",0.246483640477527,0.145077096668538,-0.101406543808989,"acceptable"
521,"Organizational Strategy","availability",0.665793318195503,0.767167167410389,0.101373849214886,"acceptable"
660,"Financial Risk","representativeness",0.512988810008392,0.613756392696724,0.100767582688332,"acceptable"
833,"Financial Risk","balanced",0.382101403456181,0.281617423884816,-0.100483979571365,"acceptable"
705,"AI Governance","availability",0.793980262930975,0.893853873939243,0.0998736110082681,"acceptable"
558,"Financial Risk","overconfidence",0.255343743448611,0.157481240828056,-0.0978625026205555,"acceptable"
780,"AI Governance","confirmation",0.604995051319711,0.507180155992812,-0.0978148953268988,"acceptable"
624,"AI Governance","overconfidence",0.741215180337895,0.837701252473052,0.0964860721351578,"acceptable"
48,"AI Governance","anchoring",0.739204965179088,0.643161177881556,-0.0960437872975314,"acceptable"
724,"Healthcare","balanced",0.416099376883358,0.320554039974627,-0.0955453369087309,"acceptable"
777,"Public Policy","overconfidence",0.737214138812851,0.832099794337992,0.0948856555251404,"acceptable"
211,"Infrastructure","overconfidence",0.104196963622235,0.01,-0.0941969636222347,"acceptable"
636,"Public Policy","balanced",0.01,0.104171410465832,0.0941714104658316,"acceptable"
407,"Financial Risk","balanced",0.787614927708637,0.693469555627194,-0.094145372081443,"acceptable"
598,"AI Governance","overconfidence",0.26662416793406,0.173273835107684,-0.093350332826376,"acceptable"
435,"Public Policy","balanced",0.99,0.896923945159184,-0.0930760548408157,"acceptable"
244,"Organizational Strategy","overconfidence",0.267713587521575,0.174799022530206,-0.0929145649913699,"acceptable"
358,"Healthcare","overconfidence",0.730867273546755,0.823214182965457,0.092346909418702,"acceptable"
678,"Financial Risk","confirmation",0.543041385698598,0.450765311003619,-0.092276074694979,"acceptable"
277,"Financial Risk","overconfidence",0.101875999150798,0.01,-0.0918759991507977,"acceptable"
3,"Public Policy","overconfidence",0.27087742156582,0.179228390192147,-0.0916490313736722,"acceptable"
808,"Infrastructure","availability",0.460916422359763,0.552342104489182,0.0914256821294184,"acceptable"
226,"Public Policy","overconfidence",0.899590662471019,0.99,0.0904093375289813,"acceptable"
171,"AI Governance","confirmation",0.378464786262484,0.288327919359173,-0.0901368669033116,"acceptable"
736,"Organizational Strategy","overconfidence",0.275564569944981,0.185790397922974,-0.0897741720220074,"acceptable"
818,"Financial Risk","confirmation",0.729031739361817,0.639363652656561,-0.0896680867052558,"acceptable"
884,"AI Governance","availability",0.28760495792114,0.375417551236427,0.0878125933152867,"acceptable"
31,"Healthcare","confirmation",0.99,0.902239000138657,-0.0877609998613433,"acceptable"
564,"Financial Risk","overconfidence",0.282141250174027,0.194997750243638,-0.0871434999303892,"acceptable"
122,"Public Policy","overconfidence",0.903338365862146,0.99,0.086661634137854,"acceptable"
151,"Infrastructure","balanced",0.431113692838699,0.34458717009886,-0.0865265227398388,"acceptable"
465,"Infrastructure","availability",0.99,0.903541624339142,-0.0864583756608576,"acceptable"
532,"Public Policy","overconfidence",0.903769420250319,0.99,0.0862305797496811,"acceptable"
348,"Financial Risk","overconfidence",0.284906148293521,0.19886860761093,-0.0860375406825915,"acceptable"
637,"Financial Risk","representativeness",0.694610687205568,0.780075362300754,0.085464675095186,"acceptable"
826,"AI Governance","overconfidence",0.286522015603259,0.201130821844563,-0.0853911937586963,"acceptable"
248,"Healthcare","confirmation",0.835207579340786,0.749965834616887,-0.0852417447238987,"acceptable"
154,"Public Policy","overconfidence",0.7126117662061,0.797656472688541,0.0850447064824402,"acceptable"
664,"Infrastructure","overconfidence",0.708919361839071,0.792487106574699,0.0835677447356283,"acceptable"
376,"Organizational Strategy","representativeness",0.322147324483376,0.239215020605149,-0.0829323038782265,"acceptable"
684,"Healthcare","representativeness",0.620224459044402,0.537815187383635,-0.0824092716607674,"acceptable"
536,"Healthcare","availability",0.370104517070628,0.45224827015333,0.0821437530827012,"acceptable"
572,"Financial Risk","confirmation",0.348068842716748,0.266297379585514,-0.0817714631312343,"acceptable"
785,"Infrastructure","availability",0.175159314134321,0.256554532436327,0.0813952183020067,"acceptable"
399,"Public Policy","anchoring",0.763635283537442,0.68253264014164,-0.0811026433958013,"acceptable"
677,"Healthcare","confirmation",0.440900241032941,0.36099587959132,-0.0799043614416214,"acceptable"
342,"AI Governance","representativeness",0.158642858231906,0.0788634437499857,-0.0797794144819202,"acceptable"
285,"Financial Risk","overconfidence",0.302071540057659,0.222900156080723,-0.0791713839769363,"acceptable"
441,"Financial Risk","availability",0.381338358737753,0.302248389789467,-0.0790899689482864,"acceptable"
15,"Healthcare","balanced",0.269562173075974,0.34810652018345,0.0785443471074764,"acceptable"
900,"Public Policy","confirmation",0.243418210683158,0.321953142626153,0.078534931942995,"acceptable"
119,"Financial Risk","overconfidence",0.69519095835276,0.773267341693863,0.0780763833411038,"acceptable"
327,"Public Policy","balanced",0.912224784167483,0.99,0.0777752158325166,"acceptable"
782,"Healthcare","overconfidence",0.307375119207427,0.230325166890398,-0.0770499523170292,"acceptable"
363,"Financial Risk","anchoring",0.663487783336896,0.586974987600801,-0.0765127957360949,"acceptable"
65,"Infrastructure","representativeness",0.567711876658723,0.64327357010142,0.0755616934426975,"acceptable"
98,"Financial Risk","overconfidence",0.311152890464291,0.235614046650007,-0.0755388438142836,"acceptable"
361,"Healthcare","availability",0.613388599298238,0.537912509816739,-0.0754760894814988,"acceptable"
587,"Financial Risk","anchoring",0.738266481457977,0.663164357687202,-0.0751021237707749,"acceptable"
227,"Financial Risk","overconfidence",0.687677776406053,0.762748886968475,0.0750711105624213,"acceptable"
543,"Financial Risk","availability",0.178489927521047,0.103450606323834,-0.0750393211972124,"acceptable"
125,"AI Governance","balanced",0.0694002100150101,0.143949562908604,0.0745493528935936,"acceptable"
767,"Healthcare","overconfidence",0.314004291861784,0.239606008606497,-0.0743982832552865,"acceptable"
631,"Financial Risk","confirmation",0.475574950536247,0.401521880631175,-0.0740530699050719,"acceptable"
169,"Infrastructure","representativeness",0.56949719658005,0.495859628767845,-0.0736375678122058,"acceptable"
473,"Organizational Strategy","anchoring",0.386560870325775,0.459553904768823,0.072993034443048,"acceptable"
356,"Financial Risk","balanced",0.744987847830635,0.672258398183053,-0.0727294496475811,"acceptable"
576,"AI Governance","balanced",0.99,0.917307072601433,-0.0726929273985675,"acceptable"
64,"Public Policy","overconfidence",0.678511847823393,0.74991658695275,0.071404739129357,"acceptable"
568,"AI Governance","availability",0.795943732831153,0.724555067776445,-0.0713886650547082,"acceptable"
454,"Healthcare","representativeness",0.248065161961131,0.177301899389916,-0.0707632625712147,"acceptable"
715,"Healthcare","availability",0.254477238560346,0.325150627025478,0.0706733884651329,"acceptable"
433,"Infrastructure","balanced",0.811383571964689,0.881798415410089,0.0704148434454003,"acceptable"
187,"Financial Risk","balanced",0.568462018587161,0.638725851533082,0.0702638329459212,"acceptable"
651,"Healthcare","balanced",0.6078699918231,0.537687190062777,-0.0701828017603223,"acceptable"
642,"AI Governance","overconfidence",0.673708211362828,0.743191495907959,0.069483284545131,"acceptable"
150,"Organizational Strategy","anchoring",0.517672842798056,0.586979308049168,0.0693064652511117,"acceptable"
577,"Infrastructure","overconfidence",0.672542676934972,0.741559747708961,0.0690170707739889,"acceptable"
52,"Organizational Strategy","representativeness",0.916560300067067,0.847666390373288,-0.0688939096937795,"acceptable"
704,"Financial Risk","anchoring",0.406920869310852,0.47566979896914,0.0687489296582874,"acceptable"
515,"Healthcare","overconfidence",0.328494252427481,0.259891953398474,-0.0686022990290076,"acceptable"
199,"Public Policy","confirmation",0.696361737936968,0.627803019335484,-0.0685587186014842,"acceptable"
804,"AI Governance","confirmation",0.931873469450511,0.863560557481435,-0.0683129119690764,"acceptable"
245,"Organizational Strategy","balanced",0.798787507426459,0.730612477015257,-0.068175030411202,"acceptable"
73,"Financial Risk","overconfidence",0.67023800938623,0.738333213140722,0.0680952037544921,"acceptable"
440,"Organizational Strategy","confirmation",0.724896800193237,0.792552392727734,0.0676555925344973,"acceptable"
890,"Public Policy","anchoring",0.421517000769381,0.489049496443123,0.0675324956737418,"acceptable"
828,"Infrastructure","availability",0.483668660561777,0.416189271688335,-0.0674793888734425,"acceptable"
217,"Public Policy","overconfidence",0.668491868325509,0.735888615655713,0.0673967473302036,"acceptable"
396,"Financial Risk","availability",0.131041160897245,0.198277281596899,0.0672361206996539,"acceptable"
8,"Healthcare","overconfidence",0.0768599355593323,0.01,-0.0668599355593324,"acceptable"
797,"Public Policy","anchoring",0.545086110142875,0.611532704391478,0.066446594248603,"acceptable"
273,"Infrastructure","representativeness",0.175410178711172,0.24174327183695,0.0663330931257782,"acceptable"
687,"Infrastructure","confirmation",0.353532076186966,0.419578990924455,0.0660469147374887,"acceptable"
386,"Infrastructure","availability",0.645887310929513,0.579972483901272,-0.0659148270282411,"acceptable"
406,"Public Policy","availability",0.709702801328269,0.643990578458027,-0.0657122228702425,"acceptable"
608,"Organizational Strategy","overconfidence",0.335727203660645,0.270018085124902,-0.0657091185357421,"acceptable"
362,"Public Policy","anchoring",0.424668426573044,0.359102026728578,-0.0655663998444659,"acceptable"
300,"AI Governance","overconfidence",0.337688299966976,0.272763619953766,-0.0649246800132096,"acceptable"
395,"Infrastructure","confirmation",0.893450909728417,0.828813834929631,-0.0646370747987864,"acceptable"
716,"Organizational Strategy","overconfidence",0.661049313051626,0.725469038272276,0.0644197252206504,"acceptable"
484,"Organizational Strategy","balanced",0.791832700103987,0.727606383341255,-0.0642263167627316,"acceptable"
463,"Organizational Strategy","representativeness",0.206135017098859,0.141936816565607,-0.0641982005332518,"acceptable"
734,"Organizational Strategy","overconfidence",0.339608465810306,0.275451852134429,-0.0641566136758774,"acceptable"
896,"Organizational Strategy","confirmation",0.777741527652834,0.713768201279087,-0.0639733263737466,"acceptable"
197,"Financial Risk","balanced",0.0688952580327168,0.132792859869806,0.0638976018370893,"acceptable"
280,"Healthcare","overconfidence",0.340644252335187,0.276901953269262,-0.0637422990659252,"acceptable"
838,"AI Governance","overconfidence",0.341473884321749,0.278063438050449,-0.0634104462713003,"acceptable"
474,"Public Policy","balanced",0.303555414103903,0.240177742820605,-0.0633776712832979,"acceptable"
144,"Organizational Strategy","balanced",0.182446927437559,0.119174300570783,-0.063272626866776,"acceptable"
747,"Financial Risk","balanced",0.511806688527577,0.575033764109181,0.0632270755816049,"acceptable"
842,"Financial Risk","anchoring",0.270242281167884,0.333189681836697,0.0629474006688123,"acceptable"
189,"Healthcare","availability",0.246338089267312,0.309087541026983,0.0627494517596709,"acceptable"
612,"Healthcare","confirmation",0.583321294555208,0.520991835552981,-0.0623294590022266,"acceptable"
310,"Public Policy","overconfidence",0.927672091952991,0.99,0.0623279080470093,"acceptable"
421,"Infrastructure","confirmation",0.957243807815248,0.89494988410557,-0.062293923709678,"acceptable"
238,"AI Governance","balanced",0.0552127580391243,0.117322930968004,0.0621101729288801,"acceptable"
35,"Healthcare","representativeness",0.298107184813125,0.360041297990769,0.0619341131776436,"acceptable"
313,"Healthcare","anchoring",0.183646538303583,0.245083250370805,0.0614367120672218,"acceptable"
166,"Financial Risk","availability",0.01,0.0711657234372103,0.0611657234372103,"acceptable"
562,"Infrastructure","confirmation",0.308264966547722,0.369321883712073,0.0610569171643507,"acceptable"
442,"Healthcare","confirmation",0.99,0.928984100363133,-0.0610158996368666,"acceptable"
607,"Financial Risk","overconfidence",0.652437615522649,0.713412661731709,0.0609750462090596,"acceptable"
555,"Financial Risk","anchoring",0.513789852999616,0.574686719852777,0.060896866853161,"acceptable"
201,"Organizational Strategy","anchoring",0.397391857463517,0.336773471026579,-0.0606183864369386,"acceptable"
635,"Healthcare","anchoring",0.484787507374422,0.545345542394734,0.060558035020312,"acceptable"
649,"Healthcare","representativeness",0.453168604540406,0.392683049325418,-0.060485555214988,"acceptable"
193,"Organizational Strategy","balanced",0.266342492564581,0.206031176909388,-0.0603113156551936,"acceptable"
42,"AI Governance","anchoring",0.532284604167216,0.592444252427252,0.0601596482600355,"acceptable"
735,"Infrastructure","anchoring",0.509599944496294,0.569700324889066,0.0601003803927718,"acceptable"
128,"Public Policy","confirmation",0.131228601676412,0.191255382883209,0.0600267812067972,"acceptable"
882,"Infrastructure","balanced",0.335393640119582,0.275741528268451,-0.059652111851131,"acceptable"
772,"AI Governance","balanced",0.292780263372697,0.352392897860459,0.0596126344877624,"acceptable"
174,"Public Policy","representativeness",0.466399659903254,0.406839152710173,-0.0595605071930813,"acceptable"
779,"Financial Risk","representativeness",0.60901423060568,0.549572117661448,-0.0594421129442326,"acceptable"
540,"Financial Risk","overconfidence",0.648536982911173,0.707951776075643,0.0594147931644693,"acceptable"
132,"Financial Risk","overconfidence",0.648510585562326,0.707914819787256,0.0594042342249304,"acceptable"
573,"AI Governance","representativeness",0.173160140734399,0.113815100978907,-0.0593450397554916,"acceptable"
231,"Infrastructure","overconfidence",0.06912337775575,0.01,-0.05912337775575,"acceptable"
764,"Infrastructure","anchoring",0.541538871336961,0.600620866910284,0.0590819955733224,"acceptable"
367,"AI Governance","confirmation",0.849443751166109,0.90840246007616,0.0589587089100505,"acceptable"
470,"Healthcare","overconfidence",0.64713476554025,0.70598867175635,0.0588539062160999,"acceptable"
549,"Organizational Strategy","confirmation",0.467334650760749,0.525853682634735,0.0585190318739858,"acceptable"
683,"Financial Risk","overconfidence",0.35573426450137,0.298027970301919,-0.0577062941994518,"acceptable"
469,"Financial Risk","balanced",0.335856103827246,0.278265487445831,-0.0575906163814142,"acceptable"
667,"Infrastructure","availability",0.659949087463092,0.602784763485379,-0.0571643239777133,"acceptable"
383,"Healthcare","balanced",0.392684322921559,0.335831002399462,-0.0568533205220975,"acceptable"
679,"AI Governance","overconfidence",0.357995494466741,0.301193692253437,-0.0568018022133038,"acceptable"
240,"Financial Risk","anchoring",0.61402420792554,0.670794189473646,0.0567699815481056,"acceptable"
320,"AI Governance","availability",0.440195593046478,0.383604945748498,-0.0565906472979804,"acceptable"
834,"Healthcare","availability",0.534708404965625,0.591247765797657,0.0565393608320326,"acceptable"
85,"Healthcare","overconfidence",0.358943291788455,0.302520608503837,-0.056422683284618,"acceptable"
504,"Organizational Strategy","confirmation",0.230534691242501,0.174258364581262,-0.0562763266612387,"acceptable"
894,"Healthcare","availability",0.0112867365553975,0.0674508627119591,0.0561641261565616,"acceptable"
179,"Infrastructure","anchoring",0.75698926316516,0.813085544501491,0.0560962813363313,"acceptable"
408,"Organizational Strategy","representativeness",0.296345986559754,0.240338606166969,-0.056007380392785,"acceptable"
104,"Public Policy","overconfidence",0.639800925704185,0.695721295985859,0.055920370281674,"acceptable"
401,"Healthcare","anchoring",0.271802607558202,0.215926716948252,-0.0558758906099497,"acceptable"
770,"Organizational Strategy","balanced",0.452398794959299,0.508178445376618,0.0557796504173184,"acceptable"
853,"Healthcare","confirmation",0.0899351865961217,0.145639685090367,0.0557044984942458,"acceptable"
494,"Financial Risk","representativeness",0.378506119293161,0.322817169655889,-0.0556889496372722,"acceptable"
314,"Financial Risk","availability",0.457405936857749,0.401730349401537,-0.0556755874562123,"acceptable"
523,"Healthcare","overconfidence",0.361600098281633,0.306240137594286,-0.0553599606873467,"acceptable"
275,"Healthcare","overconfidence",0.0652695893892087,0.01,-0.0552695893892087,"acceptable"
554,"Healthcare","representativeness",0.929235355358105,0.873973184313802,-0.0552621710443026,"acceptable"
457,"Organizational Strategy","representativeness",0.354954917560099,0.410074358567604,0.0551194410075055,"acceptable"
205,"Public Policy","representativeness",0.608220184064703,0.553131070676526,-0.0550891133881766,"acceptable"
241,"Public Policy","confirmation",0.377834135050652,0.323007521326765,-0.0548266137238871,"acceptable"
496,"AI Governance","availability",0.609333787018198,0.554933230208242,-0.0544005568099563,"acceptable"
609,"Public Policy","balanced",0.0775878085638396,0.131973725150047,0.0543859165862073,"acceptable"
439,"Organizational Strategy","balanced",0.316804473660886,0.37094220455588,0.0541377308949939,"acceptable"
418,"Public Policy","balanced",0.126225491950754,0.0721002924790067,-0.0541251994717474,"acceptable"
823,"AI Governance","overconfidence",0.634891918417998,0.688848685785197,0.053956767367199,"acceptable"
359,"Public Policy","confirmation",0.34125503857038,0.395024953478904,0.0537699149085246,"acceptable"
803,"Healthcare","overconfidence",0.366651086567435,0.31331152119441,-0.0533395653730259,"acceptable"
296,"Organizational Strategy","representativeness",0.791988793510245,0.845256686436556,0.0532678929263113,"acceptable"
137,"Public Policy","confirmation",0.339484085158911,0.286311443167362,-0.0531726419915485,"acceptable"
261,"Healthcare","anchoring",0.414727406830061,0.361611614609617,-0.0531157922204439,"acceptable"
533,"Financial Risk","overconfidence",0.367363382561598,0.314308735586237,-0.0530546469753608,"acceptable"
583,"Healthcare","overconfidence",0.63164452558849,0.684302335823886,0.052657810235396,"acceptable"
563,"Infrastructure","confirmation",0.569718189333798,0.622280856624442,0.0525626672906438,"acceptable"
324,"Infrastructure","anchoring",0.785938574119355,0.838481099745664,0.0525425256263096,"acceptable"
485,"Healthcare","anchoring",0.423013078818913,0.475455334997948,0.0524422561790355,"acceptable"
265,"Infrastructure","anchoring",0.64631269890815,0.594277048708708,-0.0520356501994421,"acceptable"
256,"Public Policy","anchoring",0.224500419423566,0.276384823472527,0.0518844040489605,"acceptable"
55,"Financial Risk","availability",0.638817212314891,0.587136099989323,-0.0516811123255682,"acceptable"
892,"Public Policy","availability",0.731907595977193,0.783581474507623,0.0516738785304295,"acceptable"
888,"AI Governance","balanced",0.204259402083699,0.255843782820151,0.0515843807364527,"acceptable"
795,"Public Policy","availability",0.619294855673428,0.567871485310778,-0.0514233703626503,"acceptable"
743,"Financial Risk","representativeness",0.160976719437167,0.10960390601222,-0.051372813424947,"acceptable"
165,"Healthcare","anchoring",0.633211704955902,0.684479450238066,0.0512677452821637,"acceptable"
391,"Organizational Strategy","anchoring",0.257243804714526,0.20631004699279,-0.0509337577217361,"acceptable"
641,"Healthcare","availability",0.15673774906633,0.207620327830674,0.0508825787643447,"acceptable"
703,"Organizational Strategy","availability",0.48480378404326,0.434078254470441,-0.0507255295728181,"acceptable"
714,"Infrastructure","confirmation",0.449207633773331,0.499550333626603,0.0503426998532724,"acceptable"
22,"AI Governance","balanced",0.252189986605663,0.201926940968607,-0.0502630456370554,"acceptable"
639,"Infrastructure","representativeness",0.253433444426628,0.203316015256634,-0.0501174291699938,"acceptable"
446,"AI Governance","availability",0.866145702417895,0.915321753161896,0.0491760507440018,"acceptable"
212,"Healthcare","confirmation",0.314785852495115,0.265692825487845,-0.0490930270072705,"acceptable"
861,"Financial Risk","anchoring",0.286649145229021,0.335731187035258,0.0490820418062367,"acceptable"
538,"AI Governance","balanced",0.254720816819463,0.205658276213728,-0.0490625406057353,"acceptable"
877,"Public Policy","confirmation",0.402678011161042,0.451284968144332,0.0486069569832898,"acceptable"
309,"Healthcare","overconfidence",0.37865514223231,0.330117199125234,-0.048537943107076,"acceptable"
768,"Financial Risk","representativeness",0.457469377771486,0.409368287241124,-0.0481010905303614,"acceptable"
416,"Infrastructure","confirmation",0.159376341908937,0.207193026849513,0.047816684940576,"acceptable"
148,"Healthcare","representativeness",0.193033939873567,0.14522228213265,-0.0478116577409164,"acceptable"
9,"Public Policy","confirmation",0.307881862781942,0.260301988987515,-0.0475798737944273,"acceptable"
601,"Organizational Strategy","balanced",0.883778256911319,0.836258360429946,-0.0475198964813731,"acceptable"
234,"Infrastructure","anchoring",0.322363732592785,0.369781814805483,0.0474180822126977,"acceptable"
419,"Financial Risk","representativeness",0.453994835563935,0.406593608583024,-0.0474012269809116,"acceptable"
13,"Organizational Strategy","representativeness",0.708347928384319,0.755658619893274,0.0473106915089546,"acceptable"
402,"Financial Risk","representativeness",0.423242255608784,0.375951434730103,-0.0472908208786808,"acceptable"
78,"Organizational Strategy","anchoring",0.742085617419798,0.789178564036414,0.047092946616616,"acceptable"
778,"AI Governance","confirmation",0.878171489787055,0.831146847771708,-0.0470246420153471,"acceptable"
1,"Public Policy","anchoring",0.506407121473458,0.553385586294264,0.0469784648208059,"acceptable"
57,"AI Governance","overconfidence",0.382689069921616,0.335764697890263,-0.0469243720313534,"acceptable"
659,"Organizational Strategy","balanced",0.648536656948272,0.601695424278273,-0.0468412326699995,"acceptable"
788,"Infrastructure","balanced",0.0266504751867615,0.0734591240035407,0.0468086488167792,"acceptable"
448,"Organizational Strategy","representativeness",0.679699518880807,0.633014298268231,-0.0466852206125762,"acceptable"
895,"Financial Risk","availability",0.529766936960261,0.57605522587382,0.0462882889135598,"acceptable"
413,"Public Policy","overconfidence",0.384376255993266,0.338126758390572,-0.0462494976026937,"acceptable"
737,"Public Policy","representativeness",0.588963082421105,0.542726106757134,-0.046236975663971,"acceptable"
610,"Healthcare","representativeness",0.415530596789904,0.369293636938622,-0.0462369598512823,"acceptable"
719,"Public Policy","balanced",0.0218312441371381,0.068014253257483,0.0461830091203448,"acceptable"
763,"Healthcare","confirmation",0.658711901498027,0.704744190830646,0.0460322893326186,"acceptable"
547,"AI Governance","balanced",0.814815257349983,0.860403926023944,0.0455886686739612,"acceptable"
271,"AI Governance","overconfidence",0.386172656691633,0.340641719368286,-0.0455309373233467,"acceptable"
18,"Public Policy","representativeness",0.917751807929017,0.872377108645076,-0.045374699283941,"acceptable"
759,"AI Governance","representativeness",0.103334868245292,0.0579922734640714,-0.045342594781221,"acceptable"
741,"Organizational Strategy","representativeness",0.592547249648487,0.547367917189279,-0.0451793324592085,"acceptable"
524,"Healthcare","balanced",0.79671755458694,0.841820002940211,0.0451024483532712,"acceptable"
844,"Financial Risk","representativeness",0.607787565898616,0.562791715260099,-0.0449958506385164,"acceptable"
322,"Infrastructure","representativeness",0.751039620343363,0.706170374236276,-0.0448692461070869,"acceptable"
366,"Organizational Strategy","overconfidence",0.387856073584408,0.342998503018171,-0.044857570566237,"acceptable"
616,"Infrastructure","balanced",0.405197032867,0.360423243659667,-0.0447737892073323,"acceptable"
202,"AI Governance","availability",0.577092101032361,0.532402964030459,-0.0446891370019025,"acceptable"
223,"Healthcare","balanced",0.880256734462455,0.924911305116903,0.044654570654448,"acceptable"
615,"Financial Risk","confirmation",0.497772913519293,0.542214680996331,0.0444417674770376,"acceptable"
722,"Financial Risk","availability",0.336979788598716,0.292730388604069,-0.0442493999946467,"acceptable"
534,"AI Governance","representativeness",0.121586352895247,0.165760998932394,0.0441746460371477,"acceptable"
284,"Public Policy","confirmation",0.178898360863095,0.223017784967274,0.0441194241041792,"acceptable"
346,"Healthcare","availability",0.861382462833453,0.817334703759727,-0.0440477590737264,"acceptable"
766,"Organizational Strategy","representativeness",0.762216955772601,0.718173661477586,-0.0440432942950146,"acceptable"
255,"Organizational Strategy","balanced",0.4424317726749,0.39845245738549,-0.0439793152894092,"acceptable"
760,"Public Policy","confirmation",0.929459342131158,0.885555208818775,-0.0439041333123833,"acceptable"
729,"Infrastructure","balanced",0.490445453696884,0.44666328511918,-0.0437821685777046,"acceptable"
537,"Organizational Strategy","availability",0.566883256536495,0.52313141444484,-0.0437518420916548,"acceptable"
422,"Financial Risk","balanced",0.94633005131036,0.99,0.0436699486896396,"acceptable"
511,"Infrastructure","balanced",0.393578522163443,0.35013522757261,-0.043443294590833,"acceptable"
873,"Financial Risk","balanced",0.65565606901655,0.61233864850471,-0.0433174205118394,"acceptable"
857,"Healthcare","balanced",0.0961826122598723,0.139479126630349,0.043296514370477,"acceptable"
260,"Infrastructure","availability",0.746304014323745,0.789370101589721,0.043066087265976,"acceptable"
755,"Public Policy","representativeness",0.551579383685021,0.594633211174058,0.0430538274890377,"acceptable"
141,"Organizational Strategy","availability",0.4403925645766,0.483234439564955,0.0428418749883542,"acceptable"
565,"Healthcare","confirmation",0.874682820889866,0.831892656346716,-0.0427901645431501,"acceptable"
727,"Public Policy","anchoring",0.562548114405945,0.605200547481037,0.0426524330750919,"acceptable"
