"case_id","domain","bias_profile","base_rate","evidence_signal","anchor","salience_multiplier","confirming_evidence","disconfirming_evidence","evidence_based_probability","judged_probability","confidence","outcome","brier_score","confidence_gap","bias_magnitude","probability_bin","review_flag"
11,"Public Policy","balanced",0.436152430914808,0.129636270459741,0.693076747492887,0.805185289750807,0.198180133360438,0.146010924736038,0.565788701374549,0.565788701374549,0.558557355648437,1,0.188539451854,-0.00723134572611228,0,"[0.5,0.6)","acceptable"
12,"AI Governance","confirmation",0.623047050752211,0.184050657670014,0.476605480792932,1.26903719883412,0.178121745027602,0.278378794435412,0.807097708422225,0.852162526391912,0.852250062443647,1,0.0218559186028221,8.75360517351709e-05,0.0450648179696872,"[0.8,0.9)","acceptable"
13,"Organizational Strategy","representativeness",0.810550683259498,-0.157235007500276,0.217924321978353,1.52940851338208,0.182406030851416,0.287201408506371,0.653315675759222,0.708347928384319,0.755658619893274,0,0.501756787646356,0.0473106915089546,0.0550322526250966,"[0.7,0.8)","review"
14,"Infrastructure","representativeness",0.529813926748466,0.129590709810145,0.877075058990158,1.58699076680932,0.141393461823463,0.22546803841833,0.659404636558611,0.61404788812506,0.586494886576059,1,0.148959032660726,-0.0275530015490014,0.0453567484335508,"[0.6,0.7)","acceptable"
15,"Healthcare","balanced",0.469645942351781,-0.200083769275807,0.437289594393224,1.41300431340933,0.0236059163929895,0.12198561381083,0.269562173075974,0.269562173075974,0.34810652018345,0,0.0726637651534413,0.0785443471074764,0,"[0.2,0.3)","acceptable"
16,"Healthcare","balanced",0.472943575843237,-0.139454865711741,0.813781934836879,1.59160239836201,0.167489436920732,0.189129967242479,0.333488710131496,0.333488710131496,0.315812293214473,0,0.111214719785169,-0.0176764169170234,0,"[0.3,0.4)","acceptable"
17,"Financial Risk","anchoring",0.170252450997941,0.197701439261436,0.565387692046352,0.716174374357797,0.0138873458141461,0.286873984057456,0.367953890259378,0.456799101063516,0.488039419066068,1,0.295067216605404,0.0312403180025516,0.0888452108041384,"[0.4,0.5)","review"
18,"Public Policy","representativeness",0.819023450277746,0.151889781001955,0.604546447540633,1.22090783284511,0.0614586595678702,0.0012693100143224,0.970913231279701,0.917751807929017,0.872377108645076,1,0.00676476509894538,-0.045374699283941,0.0531614233506844,"[0.9,1]","acceptable"
19,"Public Policy","anchoring",0.249383670242969,-0.166317456867546,0.368937771790661,1.26302056920249,0.141618769196793,0.123558720736764,0.0830662133754231,0.21170841466228,0.222630070241038,0,0.044820452838816,0.0109216555787574,0.128642201286857,"[0.2,0.3)","review"
20,"Financial Risk","representativeness",0.499635013949592,0.242407358135097,0.264358594198711,0.808670204295777,0.062707380624488,0.0151021374156699,0.742042372084688,0.657199796737404,0.626651534401807,1,0.117511979356877,-0.0305482623355977,0.0848425753472839,"[0.6,0.7)","acceptable"
21,"Infrastructure","anchoring",0.201453309878707,0.15900189767126,0.256128374347463,1.40959729796741,0.0967941632028669,0.174988505104557,0.360455207549967,0.31350813260884,0.28400381324927,0,0.0982873492118822,-0.0295043193595705,0.0469470749411266,"[0.3,0.4)","acceptable"
22,"AI Governance","balanced",0.280529655248392,-0.0283396686427295,0.871964564872906,1.47317257905379,0.162599539523944,0.0106531997211277,0.252189986605663,0.252189986605663,0.201926940968607,0,0.0635997893441644,-0.0502630456370554,0,"[0.2,0.3)","acceptable"
23,"AI Governance","confirmation",0.238027102628257,0.0423775860108435,0.441508026327938,0.892846107273363,0.0341064063599333,0.298034345707856,0.280404688639101,0.203377792729298,0.20269499690526,0,0.0413625265754412,-0.00068279582403788,0.0770268959098029,"[0.2,0.3)","acceptable"
24,"AI Governance","overconfidence",0.595417558413465,0.1932511953637,0.769659056747332,1.5942368713906,0.152205000515096,0.00726488123182207,0.788668753777165,0.788668753777165,0.904136255288031,0,0.621998403184426,0.115467501510866,0,"[0.7,0.8)","review"
25,"Infrastructure","availability",0.177729480399285,0.155423671822064,0.519226203509606,1.14617037193384,0.25527975645382,0.153250761539675,0.333153152221348,0.381850272392474,0.412272694427341,0,0.145809630526206,0.0304224220348674,0.0486971201711258,"[0.3,0.4)","acceptable"
26,"Healthcare","availability",0.310186756507028,0.121387324645184,0.264786577131599,1.07379513543565,0.146803595242091,0.0148425627266988,0.431574081152212,0.463422148921355,0.456549112311591,0,0.214760088110886,-0.00687303660976407,0.031848067769143,"[0.4,0.5)","acceptable"
27,"Infrastructure","anchoring",0.103241243714001,0.170979890157469,0.324405911960639,0.747015428869054,0.142082192120142,0.0219458435894921,0.27422113387147,0.296804284011596,0.286193748241146,0,0.0880927830076361,-0.01061053577045,0.0225831501401262,"[0.2,0.3)","acceptable"
28,"Financial Risk","anchoring",0.269094689423218,-0.0466976525494829,0.774241606844589,1.58553591547534,0.0596036192961037,0.187317402753979,0.222397036873735,0.47072709336062,0.453767253485691,0,0.221583996423738,-0.0169598398749284,0.248330056486884,"[0.4,0.5)","review"
29,"Healthcare","anchoring",0.661204923666082,0.18641910131555,0.261146401753649,0.86384815259371,0.147623523138463,0.0750807638280094,0.847624024981633,0.58370909452904,0.611279979260252,1,0.173298117977832,0.0275708847312114,0.263914930452593,"[0.5,0.6)","review"
30,"Public Policy","representativeness",0.12137196646072,0.203108233516105,0.739164501265623,1.347616255912,0.184134674677625,0.144980439869687,0.324480199976824,0.253392318246188,0.295410335408594,1,0.557423030453802,0.0420180171624062,0.0710878817306366,"[0.2,0.3)","review"
31,"Healthcare","confirmation",0.659039803163614,0.195888692862354,0.281284559774213,1.19895316436887,0.219271882320754,0.0435824659885839,0.854928496025968,0.99,0.902239000138657,0,0.9801,-0.0877609998613433,0.135071503974032,"[0.9,1]","review"
32,"Organizational Strategy","availability",0.565788198460359,-0.245847678394057,0.723330340767279,0.83353219057899,0.158317241747864,0.0563682245090604,0.319940520066302,0.266680722545846,0.246562100013943,0,0.0711186077775746,-0.0201186225319034,0.0532597975204561,"[0.2,0.3)","acceptable"
33,"Financial Risk","overconfidence",0.400796144700143,0.0580782035831362,0.40900628794916,1.2461890877923,0.19886914298404,0.160737468791194,0.45887434828328,0.45887434828328,0.442424087596592,1,0.292816970945845,-0.0164502606866881,0,"[0.4,0.5)","review"
34,"Organizational Strategy","balanced",0.357004230108578,-0.0226403328124434,0.702233951236121,0.894885115860961,0.270888633909635,0.25711775792297,0.334363897296134,0.334363897296134,0.369576661997666,0,0.11179921581506,0.0352127647015313,0,"[0.3,0.4)","acceptable"
35,"Healthcare","representativeness",0.275946314469911,0.0340936466818675,0.427786102332175,1.12357598047238,0.111441867984831,0.0850688805570826,0.310039961151779,0.298107184813125,0.360041297990769,0,0.0888678936372067,0.0619341131776436,0.0119327763386536,"[0.2,0.3)","acceptable"
36,"Infrastructure","confirmation",0.672928692505229,0.199697655742057,0.707097204774618,1.4813160946127,0.0927111997967586,0.0650815395405516,0.872626348247286,0.9240167692455,0.947137016602628,1,0.00577345135589162,0.0231202473571286,0.0513904209982139,"[0.9,1]","acceptable"
37,"Infrastructure","balanced",0.256257781316526,-0.16515478247311,0.845484834630042,0.897404356789775,0.0384904778329656,0.194189805909991,0.0911029988434165,0.0911029988434165,0.0858696454320778,0,0.00829975639826356,-0.00523335341133879,0,"[0,0.1)","acceptable"
38,"Organizational Strategy","balanced",0.268587237654719,0.133438659599051,0.682467437698506,1.42533775963821,0.247362104686908,0.100866501359269,0.40202589725377,0.40202589725377,0.426340178330002,1,0.357573027555158,0.0243142810762319,0,"[0.4,0.5)","review"
39,"Healthcare","availability",0.591216640744824,-0.19346951355692,0.269494023988955,1.35131420700345,0.264435111125931,0.284337914991192,0.397747127187904,0.537481343763824,0.546182159259526,0,0.288886194894165,0.00870081549570212,0.13973421657592,"[0.5,0.6)","review"
40,"AI Governance","anchoring",0.472524408565368,0.133080991217867,0.785621243086643,1.16688065405469,0.0519731580046937,0.0881504354998469,0.605605399783235,0.686612529269769,0.707660178196424,0,0.471436765350229,0.0210476489266547,0.0810071294865339,"[0.6,0.7)","review"
41,"Infrastructure","anchoring",0.54221383088734,-0.11310377321206,0.653917543799616,1.51704618143849,0.0130680991569534,0.0493378525832668,0.42911005767528,0.530273426431231,0.548752607949282,0,0.281189906779118,0.0184791815180509,0.101163368755952,"[0.5,0.6)","review"
42,"AI Governance","anchoring",0.424584387883078,0.222098350408487,0.392464662459679,0.720703233568929,0.182438048883341,0.0207273465581238,0.646682738291565,0.532284604167216,0.592444252427252,1,0.218757691499017,0.0601596482600355,0.114398134124349,"[0.5,0.6)","acceptable"
43,"Infrastructure","confirmation",0.597518053045496,-0.0270083405775949,0.436717490712181,0.946577202039771,0.274836547952145,0.0469912056578323,0.570509712467901,0.773932028849376,0.788052412952185,1,0.0511067275801592,0.0141203841028088,0.203422316381475,"[0.7,0.8)","review"
44,"Healthcare","balanced",0.568157258699648,0.0208935807459056,0.607340680249035,1.10766840858851,0.0439162656432018,0.293208661931567,0.589050839445554,0.589050839445554,0.573094743256164,0,0.346980891451511,-0.0159560961893893,0,"[0.5,0.6)","review"
45,"Healthcare","availability",0.476447540533263,-0.169122769264504,0.575895220902748,1.17027788383421,0.0882755853468552,0.119646354136057,0.307324771268759,0.359655382970234,0.400597766951844,1,0.410041228558997,0.0409423839816098,0.0523306117014755,"[0.3,0.4)","review"
46,"Financial Risk","representativeness",0.323554298805539,0.0965267701540142,0.59427108396776,1.12407053727657,0.248312620818615,0.284887445974164,0.420081068959553,0.386296699405648,0.354261862982586,0,0.149225139971697,-0.0320348364230615,0.033784369553905,"[0.3,0.4)","acceptable"
47,"Public Policy","availability",0.64902739089448,0.148637182777748,0.377434690739028,0.967914660694078,0.294308506557718,0.243399706087075,0.797664573672228,0.77207123517364,0.760160029017548,1,0.05195152183527,-0.011911206156092,0.0255933384985874,"[0.7,0.8)","acceptable"
48,"AI Governance","anchoring",0.732853501127101,0.136793294572271,0.57977606120985,0.838590885605663,0.202731862594374,0.0128695763647556,0.869646795699373,0.739204965179088,0.643161177881556,1,0.0680140501872409,-0.0960437872975314,0.130441830520285,"[0.7,0.8)","review"
49,"Healthcare","overconfidence",0.600110884953756,-0.143355280160904,0.752273925323971,1.12098509920761,0.125663886358961,0.193965490534902,0.456755604792852,0.456755604792852,0.439457846709993,1,0.29511447292398,-0.0172977580828592,0,"[0.4,0.5)","review"
50,"Healthcare","confirmation",0.478526012937073,-0.148197790957056,0.328956546541303,1.28159894736018,0.114692114526406,0.111715289787389,0.330328221980017,0.382981562175555,0.390741491331584,0,0.146674876966429,0.00775992915602874,0.0526533401955385,"[0.3,0.4)","acceptable"
51,"Organizational Strategy","representativeness",0.63376333421329,0.066623333026655,0.230993412202224,1.20747133716941,0.0872021781513467,0.162478270358406,0.700386667239945,0.677068500680616,0.70229045052005,1,0.104284753252665,0.0252219498394336,0.0233181665593293,"[0.6,0.7)","acceptable"
52,"Organizational Strategy","representativeness",0.831732696585823,0.13050400535576,0.623285935260355,1.33534692244139,0.133335809223354,0.00748446397483349,0.962236701941583,0.916560300067067,0.847666390373288,1,0.00696218352489786,-0.0688939096937795,0.045676401874516,"[0.9,1]","acceptable"
53,"Healthcare","balanced",0.617529347969685,0.153983611497097,0.592810949939303,1.11339029697701,0.154929156415164,0.282598697533831,0.771512959466781,0.771512959466781,0.873074815952167,1,0.0522063276916287,0.101561856485386,0,"[0.7,0.8)","acceptable"
54,"Infrastructure","anchoring",0.846592329232953,0.164461189764552,0.492472459725104,0.978851981717162,0.190268854564056,0.198408488044515,0.99,0.766112606876297,0.728831500766832,1,0.0547033126622016,-0.0372811061094644,0.223887393123703,"[0.7,0.8)","review"
55,"Financial Risk","availability",0.813799114979338,-0.190714545082301,0.55728100463748,1.02524961004965,0.271826600795612,0.118230893276632,0.623084569897037,0.638817212314891,0.587136099989323,0,0.408087430749769,-0.0516811123255682,0.0157326424178541,"[0.6,0.7)","review"
56,"Organizational Strategy","confirmation",0.671128132927697,-0.109328447375447,0.714854291919619,1.13854435423855,0.210865198192187,0.164606770151295,0.561799685552251,0.672879474553047,0.659714455785089,0,0.452766787274784,-0.0131650187679575,0.111079789000796,"[0.6,0.7)","review"
57,"AI Governance","overconfidence",0.209278561605606,0.17341050831601,0.798139278031886,0.986865272046998,0.0105525074992329,0.290320967556909,0.382689069921616,0.382689069921616,0.335764697890263,0,0.146450924237472,-0.0469243720313534,0,"[0.3,0.4)","acceptable"
58,"Healthcare","anchoring",0.231422771839425,-0.195755373337306,0.584862275165506,1.32374176993035,0.26772467920091,0.0906169713707641,0.0356673985021189,0.282805093000643,0.294777180774432,0,0.0799787206271023,0.0119720877737894,0.247137694498524,"[0.2,0.3)","review"
59,"Organizational Strategy","balanced",0.800698204513174,-0.241251645144075,0.487837847648188,1.16222113207914,0.113713629730046,0.0196336947614327,0.559446559369098,0.559446559369098,0.541839055896607,0,0.312980452789922,-0.0176075034724914,0,"[0.5,0.6)","review"
60,"Healthcare","availability",0.45984420904424,-0.0432926942594349,0.364709394890815,1.3467360341223,0.102497047372162,0.0110230141086504,0.416551514784805,0.560984935028924,0.580862301527132,1,0.192734227271558,0.0198773664982084,0.144433420244118,"[0.5,0.6)","review"
61,"Healthcare","balanced",0.376833290408831,0.0454309445340186,0.683184204855934,1.07841245892923,0.184750633500516,0.183200483978726,0.42226423494285,0.42226423494285,0.386641400758786,0,0.17830708411187,-0.0356228341840636,0,"[0.4,0.5)","acceptable"
62,"AI Governance","confirmation",0.34405548296636,0.00815791520290077,0.709364132024348,0.827524400921538,0.0805294094374403,0.0715300664305687,0.35221339816926,0.391601402468514,0.420866995773759,0,0.153351658415307,0.0292655933052453,0.0393880042992533,"[0.3,0.4)","acceptable"
63,"Public Policy","confirmation",0.455570999730844,0.217348138103262,0.65870085102506,0.96375975087285,0.167621451895684,0.245124027784914,0.672919137834106,0.721222889625933,0.726302748106125,1,0.0777166772685147,0.00507985848019188,0.0483037517918274,"[0.7,0.8)","acceptable"
64,"Public Policy","overconfidence",0.79825564319035,-0.119743795366958,0.680649005249143,1.32153935006354,0.299396024784073,0.265279296529479,0.678511847823393,0.678511847823393,0.74991658695275,0,0.460378327636715,0.071404739129357,0,"[0.6,0.7)","review"
65,"Infrastructure","representativeness",0.49923358312808,0.105351220816374,0.381190943787806,1.28234301686753,0.163846358307637,0.261773091461509,0.604584803944454,0.567711876658723,0.64327357010142,1,0.186873021581923,0.0755616934426975,0.0368729272857308,"[0.5,0.6)","acceptable"
66,"AI Governance","availability",0.78739056243794,-0.165925984969363,0.414266260829754,1.12774594440125,0.0544972611358389,0.00909358214121312,0.621464577468578,0.700854156829224,0.716044864581407,0,0.491196549144803,0.0151907077521822,0.0793895793606467,"[0.7,0.8)","review"
67,"Healthcare","confirmation",0.345249318832066,0.159936183365062,0.526635769545101,1.29111432041973,0.111966591258533,0.0219611409120262,0.505185502197128,0.587072375884745,0.585279731325258,0,0.34465397452696,-0.00179264455948724,0.0818868736876175,"[0.5,0.6)","review"
68,"Public Policy","balanced",0.3281163247535,0.125053512281738,0.454064279445447,0.901013961364515,0.187074161949567,0.0446431313641369,0.453169837035239,0.453169837035239,0.458611596108937,1,0.299023227128067,0.00544175907369809,0,"[0.4,0.5)","review"
69,"AI Governance","representativeness",0.103995709121227,-0.105002034921199,0.512795737292618,1.21082928285468,0.0381200316594914,0.0796624838607386,0.01,0.0428984981924295,0.0649095596225324,0,0.00184028114716588,0.0220110614301028,0.0328984981924295,"[0,0.1)","acceptable"
70,"Infrastructure","confirmation",0.461894785251934,-0.160093482001685,0.888311308226548,1.57557784130331,0.256895785639063,0.16068200035952,0.301801303250249,0.451079231635667,0.418756015734304,0,0.203472473213024,-0.0323232159013634,0.149277928385418,"[0.4,0.5)","review"
71,"Infrastructure","availability",0.382874473778065,0.0586459671612829,0.80799108655192,0.821887843240984,0.299367177626118,0.00800252538174391,0.441520440939348,0.362880282950449,0.322600441649693,0,0.131682099754198,-0.0402798413007558,0.0786401579888992,"[0.3,0.4)","acceptable"
72,"Public Policy","balanced",0.203220661228988,0.0561509936815128,0.585576214268804,1.35700373600703,0.00135332741774619,0.260472315363586,0.259371654910501,0.259371654910501,0.293699745601566,0,0.067273655371012,0.0343280906910649,0,"[0.2,0.3)","acceptable"
73,"Financial Risk","overconfidence",0.487378579529468,0.182859429856762,0.616173017956316,1.29069772243965,0.0220008213305846,0.121658675302751,0.67023800938623,0.67023800938623,0.738333213140722,0,0.449218989226016,0.0680952037544921,0,"[0.6,0.7)","review"
74,"Financial Risk","availability",0.702471540740225,0.0698582252953202,0.418023635190912,1.49069801687729,0.268762690317817,0.0781802807701752,0.772329766035546,0.99,0.99,1,1e-04,0,0.217670233964454,"[0.9,1]","review"
75,"AI Governance","availability",0.130847027490381,-0.204050344997086,0.630025555286556,1.2983911911957,0.251213790779002,0.0925325888441876,0.01,0.012983911911957,0.01,0,0.000168581968537458,-0.00298391191195697,0.00298391191195697,"[0,0.1)","acceptable"
76,"AI Governance","anchoring",0.635020652867388,0.183688576333225,0.396618486754596,0.993514010543004,0.239886483061127,0.000179109536111355,0.818709229200613,0.628768395099905,0.590163330451925,0,0.395349694676511,-0.03860506464798,0.189940834100707,"[0.6,0.7)","review"
77,"Infrastructure","confirmation",0.631614713312592,0.170877164229751,0.893315502093174,1.04968517937232,0.0401895528892055,0.251488284138031,0.802491877542343,0.746622620405396,0.750766626222235,1,0.0642000964902278,0.00414400581683827,0.0558692571369466,"[0.7,0.8)","acceptable"
78,"Organizational Strategy","anchoring",0.77162104381714,-0.00225459667854011,0.708742381096818,0.750039187865332,0.0956077463692054,0.298653987050056,0.7693664471386,0.742085617419798,0.789178564036414,1,0.0665198287417268,0.047092946616616,0.0272808297188021,"[0.7,0.8)","acceptable"
79,"AI Governance","confirmation",0.306371749867685,-0.210313663468696,0.662982841487974,1.33907619754318,0.00684299657586962,0.19832496419549,0.0960580863989889,0.0321187461912632,0.0398214043870691,0,0.00103161385689878,0.00770265819580593,0.0639393402077258,"[0,0.1)","acceptable"
80,"Infrastructure","balanced",0.201103863096796,-0.239174748421647,0.654035151051357,0.959707484580576,0.0972920643165708,0.0433656928595155,0.01,0.01,0.01,0,1e-04,0,0,"[0,0.1)","acceptable"
81,"Organizational Strategy","availability",0.794616524328012,-0.0955165857449174,0.649052602588199,1.50725401237141,0.167970806895755,0.115071186725982,0.699099938583095,0.99,0.97150757946963,1,1e-04,-0.0184924205303701,0.290900061416905,"[0.9,1]","review"
82,"Healthcare","anchoring",0.582298795541283,0.115840536891483,0.706156268855557,1.46250511738472,0.165819062059745,0.278478007251397,0.698139332432765,0.701746953823022,0.672771452397123,1,0.0889548795538468,-0.0289755014258989,0.00360762139025617,"[0.7,0.8)","acceptable"
83,"Healthcare","availability",0.553333352168556,0.247819461394101,0.691768959071487,1.26562253658194,0.294757897825912,0.274030812433921,0.801152813562658,0.99,0.96443932320495,1,1e-04,-0.0255606767950499,0.188847186437342,"[0.9,1]","review"
84,"Public Policy","representativeness",0.327177075226791,-0.022456681355834,0.462521466123872,1.36969904010184,0.296315410290845,0.0463528162334114,0.304720393870957,0.312580232345499,0.33034593330223,1,0.472545936962168,0.0177657009567306,0.00785983847454186,"[0.3,0.4)","review"
85,"Healthcare","overconfidence",0.261339605750982,0.0976036860374734,0.857435755082406,1.40010630618781,0.220616365084425,0.13278995489236,0.358943291788455,0.358943291788455,0.302520608503837,1,0.410953703143022,-0.056422683284618,0,"[0.3,0.4)","review"
86,"AI Governance","availability",0.714787192258518,0.222328378935345,0.395879819453694,1.5809887872776,0.248466646112502,0.172895893547684,0.937115571193863,0.99,0.966637830472869,1,1e-04,-0.0233621695271307,0.0528844288061373,"[0.9,1]","acceptable"
87,"Organizational Strategy","confirmation",0.524952268018387,-0.0180957044940442,0.782292654505,1.51016130545177,0.0152243485674262,0.271760190557688,0.506856563524343,0.423919975683093,0.431370589593313,0,0.179708145783154,0.00745061391021951,0.08293658784125,"[0.4,0.5)","acceptable"
88,"AI Governance","availability",0.778395614901092,0.103371353121474,0.2404214163078,0.811670401552692,0.0703465545549989,0.0717360286507756,0.881766968022566,0.715704149010776,0.703690440461547,1,0.080824130889687,-0.012013708549229,0.16606281901179,"[0.7,0.8)","review"
89,"Infrastructure","balanced",0.551226753240917,0.168076057801954,0.642737916111946,1.55628763923887,0.076534874131903,0.224246881040744,0.719302811042871,0.719302811042871,0.725690827593039,1,0.078790911888434,0.0063880165501673,0,"[0.7,0.8)","acceptable"
90,"Public Policy","availability",0.25055868960917,-0.22561290091835,0.719969731057063,1.03893106495962,0.0861867559840903,0.142232681927271,0.0249457886908203,0.0259169548108115,0.0667167582292002,0,0.000671688546665644,0.0407998034183887,0.000971166119991169,"[0,0.1)","acceptable"
91,"Infrastructure","availability",0.714346080110408,-0.0481552465353161,0.38943073831033,0.98381884272676,0.0679603609722108,0.223743142141029,0.666190833575092,0.655411094923023,0.687345170071326,1,0.11874151350215,0.0319340751483034,0.0107797386520697,"[0.6,0.7)","acceptable"
92,"Healthcare","availability",0.592275074648205,0.0203306506155059,0.883797617303207,1.2315078248037,0.08791109835729,0.128670914308168,0.612605725263711,0.754428744181807,0.752665133318556,0,0.569162730047739,-0.00176361086325127,0.141823018918096,"[0.7,0.8)","review"
93,"Healthcare","overconfidence",0.428254537773319,0.116483125835657,0.647631508647464,1.00752782907803,0.0378231784561649,0.245316797168925,0.544737663608976,0.544737663608976,0.562632729052566,1,0.207263794936214,0.0178950654435903,0,"[0.5,0.6)","acceptable"
94,"Financial Risk","balanced",0.203293481457513,-0.177057450637221,0.225439866865054,1.31297948986758,0.213059616135433,0.0214503044262528,0.0262360308202915,0.0262360308202915,0.01,0,0.000688329313203285,-0.0162360308202915,0,"[0,0.1)","acceptable"
95,"AI Governance","confirmation",0.115755464963149,-0.0674003229942173,0.589386162534356,1.03399768378586,0.254380232538097,0.0802294795867056,0.048355141968932,0.223779010144062,0.246813111054817,0,0.0500770453810564,0.0230341009107545,0.17542386817513,"[0.2,0.3)","review"
96,"AI Governance","balanced",0.631218397896737,-0.240006485953927,0.716826407238841,1.0775496004615,0.295860784873366,0.134113906044513,0.39121191194281,0.39121191194281,0.396643161454831,0,0.153046760045949,0.00543124951202101,0,"[0.3,0.4)","acceptable"
97,"Organizational Strategy","confirmation",0.17264332723571,-0.24537212238647,0.223210103623569,1.47811150192283,0.298018407379277,0.023711213003844,0.01,0.240115801352076,0.199632522929207,0,0.0576555980589497,-0.0404832784228688,0.230115801352076,"[0.2,0.3)","review"
98,"Financial Risk","overconfidence",0.163152367132716,0.148000523331575,0.25895723849535,1.52718781698495,0.134204942313954,0.144922592374496,0.311152890464291,0.311152890464291,0.235614046650007,0,0.096816121244283,-0.0755388438142836,0,"[0.3,0.4)","acceptable"
99,"Organizational Strategy","anchoring",0.246739884919953,0.0908374689752236,0.243158229184337,1.34765949270222,0.0219203903339803,0.237330030463636,0.337577353895176,0.295088747775299,0.335249674328731,0,0.0870773690635938,0.0401609265534325,0.0424886061198776,"[0.2,0.3)","acceptable"
100,"Infrastructure","representativeness",0.839000398782082,-0.236951917875558,0.446863033040427,1.41441923126113,0.192445187363774,0.239767337869853,0.602048480906524,0.684981652162969,0.72002548764291,0,0.469199863799911,0.0350438354799411,0.0829331712564453,"[0.6,0.7)","review"
101,"AI Governance","confirmation",0.598782044043764,-0.0977462878217921,0.225463228300214,1.44782165247016,0.238361038709991,0.0289888713508844,0.501035756221972,0.681578482217155,0.65385975758672,1,0.10139226298713,-0.0277187246304358,0.180542725995183,"[0.6,0.7)","review"
102,"Public Policy","availability",0.841160677513108,0.224170249071904,0.512388391070999,1.37418144471012,0.181293805665337,0.0666875376133248,0.99,0.99,0.99,1,1e-04,0,0,"[0.9,1]","acceptable"
103,"Infrastructure","availability",0.390913596050814,-0.108440744690597,0.844976230151951,1.2566082112724,0.0429331747116521,0.0549301902763545,0.282472851360217,0.354957704480775,0.229397979322039,0,0.125994971970261,-0.125559725158737,0.0724848531205586,"[0.3,0.4)","review"
104,"Public Policy","overconfidence",0.710449433734175,-0.0706485080299899,0.621923224697821,1.05821067250799,0.294713816349395,0.291348559618928,0.639800925704185,0.639800925704185,0.695721295985859,1,0.129743373123562,0.055920370281674,0,"[0.6,0.7)","acceptable"
105,"Public Policy","anchoring",0.302114432642702,0.000757430563680828,0.71227658088319,1.04784722414333,0.258926930115558,0.124027482722886,0.302871863206383,0.487103986160946,0.512942250381068,0,0.237270293333883,0.0258382642201223,0.184232122954563,"[0.4,0.5)","review"
106,"AI Governance","confirmation",0.458119093754794,-0.117346800630912,0.445439113653265,1.49608994640876,0.0242588116088882,0.222722347942181,0.340772293123882,0.28222652063123,0.263002115276978,0,0.0796518089476098,-0.0192244053542515,0.0585457724926527,"[0.2,0.3)","acceptable"
107,"Organizational Strategy","representativeness",0.249314423149917,0.205145643092692,0.206562659167685,0.765407820348628,0.17618896861095,0.214146896917373,0.454460066242609,0.382659091160167,0.390371386907602,0,0.146427980047525,0.00771229574743482,0.0718009750824422,"[0.3,0.4)","acceptable"
