trial,strategy,value,regret,winner,downside_breach
17,Balanced Strategy,61.241462,7.814221,False,False
17,Resilience Strategy,64.025177,5.030507,False,False
17,Adaptive Strategy,65.980952,3.074732,False,False
17,Precautionary Strategy,69.055683,0.0,True,False
18,Efficiency Strategy,43.880192,48.686095,False,True
18,Balanced Strategy,70.923605,21.642681,False,False
18,Resilience Strategy,90.32132,2.244967,False,False
18,Adaptive Strategy,83.887671,8.678616,False,False
18,Precautionary Strategy,92.566287,0.0,True,False
19,Efficiency Strategy,32.843967,52.209821,False,True
19,Balanced Strategy,61.98591,23.067878,False,False
19,Resilience Strategy,68.696975,16.356814,False,False
19,Adaptive Strategy,72.59607,12.457718,False,False
19,Precautionary Strategy,85.053788,0.0,True,False
20,Efficiency Strategy,74.725554,31.626106,False,False
20,Balanced Strategy,93.36633,12.98533,False,False
20,Resilience Strategy,94.119732,12.231927,False,False
20,Adaptive Strategy,106.35166,0.0,True,False
20,Precautionary Strategy,95.610176,10.741484,False,False
21,Efficiency Strategy,72.327188,36.139899,False,False
21,Balanced Strategy,91.347692,17.119395,False,False
21,Resilience Strategy,99.908981,8.558106,False,False
21,Adaptive Strategy,108.467087,0.0,True,False
21,Precautionary Strategy,91.940586,16.526501,False,False
22,Efficiency Strategy,57.482589,33.984236,False,False
22,Balanced Strategy,70.237592,21.229234,False,False
22,Resilience Strategy,74.023876,17.44295,False,False
22,Adaptive Strategy,79.436072,12.030753,False,False
22,Precautionary Strategy,91.466825,0.0,True,False
23,Efficiency Strategy,51.524276,34.971711,False,True
23,Balanced Strategy,73.053299,13.442688,False,False
23,Resilience Strategy,63.24599,23.249996,False,False
23,Adaptive Strategy,86.495987,0.0,True,False
23,Precautionary Strategy,81.451577,5.04441,False,False
24,Efficiency Strategy,72.154256,32.394269,False,False
24,Balanced Strategy,93.489332,11.059194,False,False
24,Resilience Strategy,99.922096,4.62643,False,False
24,Adaptive Strategy,104.548526,0.0,True,False
24,Precautionary Strategy,102.452879,2.095647,False,False
25,Efficiency Strategy,53.298996,17.962911,False,True
25,Balanced Strategy,63.6455,7.616407,False,False
25,Resilience Strategy,65.157113,6.104794,False,False
25,Adaptive Strategy,63.222086,8.03982,False,False
25,Precautionary Strategy,71.261907,0.0,True,False
26,Efficiency Strategy,101.370192,30.461885,False,False
26,Balanced Strategy,106.597121,25.234956,False,False
26,Resilience Strategy,86.995833,44.836244,False,False
26,Adaptive Strategy,131.832077,0.0,True,False
26,Precautionary Strategy,94.772523,37.059553,False,False
27,Efficiency Strategy,32.449211,50.10119,False,True
27,Balanced Strategy,56.890962,25.659438,False,False
27,Resilience Strategy,77.349132,5.201269,False,False
27,Adaptive Strategy,68.380591,14.169809,False,False
27,Precautionary Strategy,82.5504,0.0,True,False
28,Efficiency Strategy,56.345416,21.470657,False,False
28,Balanced Strategy,72.024339,5.791734,False,False
28,Resilience Strategy,71.424934,6.391139,False,False
28,Adaptive Strategy,77.816074,0.0,True,False
28,Precautionary Strategy,77.059607,0.756467,False,False
29,Efficiency Strategy,56.795195,29.520285,False,False
29,Balanced Strategy,70.507637,15.807843,False,False
29,Resilience Strategy,69.570888,16.744591,False,False
29,Adaptive Strategy,72.813121,13.502359,False,False
29,Precautionary Strategy,86.31548,0.0,True,False
30,Efficiency Strategy,43.176275,27.851438,False,True
30,Balanced Strategy,63.441365,7.586349,False,False
30,Resilience Strategy,68.905645,2.122069,False,False
30,Adaptive Strategy,63.826642,7.201072,False,False
30,Precautionary Strategy,71.027714,0.0,True,False
31,Efficiency Strategy,40.501444,30.118415,False,True
31,Balanced Strategy,67.397229,3.22263,False,False
31,Resilience Strategy,66.75016,3.869699,False,False
31,Adaptive Strategy,70.619859,0.0,True,False
31,Precautionary Strategy,63.553451,7.066408,False,False
32,Efficiency Strategy,59.382123,9.514336,False,False
32,Balanced Strategy,67.393906,1.502552,False,False
32,Resilience Strategy,68.04122,0.855239,False,False
32,Adaptive Strategy,68.896459,0.0,True,False
32,Precautionary Strategy,67.827883,1.068576,False,False
33,Efficiency Strategy,100.698234,8.73526,False,False
33,Balanced Strategy,108.394783,1.038711,False,False
33,Resilience Strategy,102.046218,7.387276,False,False
33,Adaptive Strategy,109.433494,0.0,True,False
33,Precautionary Strategy,101.228574,8.20492,False,False
34,Efficiency Strategy,56.148552,29.856399,False,False
34,Balanced Strategy,70.706062,15.298889,False,False
34,Resilience Strategy,79.946808,6.058143,False,False
34,Adaptive Strategy,76.580124,9.424827,False,False
34,Precautionary Strategy,86.004951,0.0,True,False
35,Efficiency Strategy,49.72708,34.152863,False,True
35,Balanced Strategy,67.707992,16.17195,False,False
35,Resilience Strategy,81.554591,2.325351,False,False
35,Adaptive Strategy,76.148726,7.731217,False,False
35,Precautionary Strategy,83.879943,0.0,True,False
36,Efficiency Strategy,73.62689,20.123935,False,False
36,Balanced Strategy,86.254371,7.496454,False,False
36,Resilience Strategy,73.037718,20.713107,False,False
36,Adaptive Strategy,93.750825,0.0,True,False
36,Precautionary Strategy,77.865293,15.885532,False,False
37,Efficiency Strategy,49.826364,39.878795,False,True
37,Balanced Strategy,66.085656,23.619503,False,False
37,Resilience Strategy,80.558783,9.146376,False,False
37,Adaptive Strategy,76.015299,13.68986,False,False
37,Precautionary Strategy,89.705159,0.0,True,False
38,Efficiency Strategy,104.194724,11.979626,False,False
38,Balanced Strategy,107.34392,8.830429,False,False
38,Resilience Strategy,94.13416,22.04019,False,False
38,Adaptive Strategy,116.174349,0.0,True,False
38,Precautionary Strategy,91.058856,25.115493,False,False
39,Efficiency Strategy,53.005539,34.9164,False,True
39,Balanced Strategy,68.052983,19.868956,False,False
39,Resilience Strategy,78.941832,8.980107,False,False
39,Adaptive Strategy,86.348036,1.573903,False,False
39,Precautionary Strategy,87.921939,0.0,True,False
40,Efficiency Strategy,41.336539,36.707358,False,True
40,Balanced Strategy,59.348515,18.695381,False,False
40,Resilience Strategy,78.043896,0.0,True,False
40,Adaptive Strategy,64.247161,13.796735,False,False
40,Precautionary Strategy,75.962544,2.081352,False,False
41,Efficiency Strategy,51.67807,32.01248,False,True
41,Balanced Strategy,65.776275,17.914275,False,False
41,Resilience Strategy,83.69055,0.0,True,False
41,Adaptive Strategy,83.366776,0.323774,False,False
41,Precautionary Strategy,76.328562,7.361988,False,False
42,Efficiency Strategy,70.556228,26.888681,False,False
42,Balanced Strategy,93.987592,3.457317,False,False
42,Resilience Strategy,79.52413,17.920779,False,False
42,Adaptive Strategy,97.444909,0.0,True,False
42,Precautionary Strategy,97.312354,0.132555,False,False
43,Efficiency Strategy,92.458937,32.952676,False,False
43,Balanced Strategy,98.516275,26.895339,False,False
43,Resilience Strategy,95.593567,29.818046,False,False
43,Adaptive Strategy,125.411613,0.0,True,False
43,Precautionary Strategy,108.772148,16.639466,False,False
44,Efficiency Strategy,81.67711,18.426033,False,False
44,Balanced Strategy,84.26286,15.840283,False,False
44,Resilience Strategy,76.425059,23.678084,False,False
44,Adaptive Strategy,100.103143,0.0,True,False
44,Precautionary Strategy,84.064574,16.038569,False,False
45,Efficiency Strategy,78.079105,22.674746,False,False
45,Balanced Strategy,93.582236,7.171614,False,False
45,Resilience Strategy,93.256062,7.497789,False,False
45,Adaptive Strategy,100.753851,0.0,True,False
45,Precautionary Strategy,98.323932,2.429919,False,False
46,Efficiency Strategy,43.984358,37.630164,False,True
46,Balanced Strategy,78.082441,3.532081,False,False
46,Resilience Strategy,75.560263,6.054259,False,False
46,Adaptive Strategy,81.614522,0.0,True,False
46,Precautionary Strategy,80.339855,1.274667,False,False
47,Efficiency Strategy,34.334387,42.668951,False,True
47,Balanced Strategy,57.208661,19.794677,False,False
47,Resilience Strategy,69.389434,7.613904,False,False
47,Adaptive Strategy,69.67134,7.331998,False,False
47,Precautionary Strategy,77.003338,0.0,True,False
48,Efficiency Strategy,67.270065,21.144207,False,False
48,Balanced Strategy,76.05632,12.357952,False,False
48,Resilience Strategy,81.973705,6.440567,False,False
48,Adaptive Strategy,86.503104,1.911168,False,False
48,Precautionary Strategy,88.414272,0.0,True,False
49,Efficiency Strategy,59.097939,28.738122,False,False
49,Balanced Strategy,79.478292,8.357769,False,False
49,Resilience Strategy,83.84756,3.988501,False,False
49,Adaptive Strategy,87.83606,0.0,True,False
49,Precautionary Strategy,87.412882,0.423178,False,False
50,Efficiency Strategy,63.101418,37.679194,False,False
50,Balanced Strategy,89.098596,11.682017,False,False
50,Resilience Strategy,81.739632,19.04098,False,False
50,Adaptive Strategy,100.780612,0.0,True,False
50,Precautionary Strategy,86.208737,14.571875,False,False
51,Efficiency Strategy,87.12684,28.447354,False,False
51,Balanced Strategy,99.961808,15.612386,False,False
51,Resilience Strategy,91.860019,23.714175,False,False
51,Adaptive Strategy,115.574194,0.0,True,False
51,Precautionary Strategy,86.761131,28.813063,False,False
52,Efficiency Strategy,39.648293,36.732349,False,True
52,Balanced Strategy,57.607933,18.772709,False,False
52,Resilience Strategy,62.244922,14.135721,False,False
52,Adaptive Strategy,73.505743,2.874899,False,False
52,Precautionary Strategy,76.380643,0.0,True,False
53,Efficiency Strategy,64.518541,16.940735,False,False
53,Balanced Strategy,76.952839,4.506438,False,False
53,Resilience Strategy,76.896767,4.56251,False,False
53,Adaptive Strategy,81.459276,0.0,True,False
53,Precautionary Strategy,76.593825,4.865451,False,False
54,Efficiency Strategy,82.021332,25.061966,False,False
54,Balanced Strategy,82.588369,24.494929,False,False
54,Resilience Strategy,80.726743,26.356555,False,False
54,Adaptive Strategy,107.083298,0.0,True,False
54,Precautionary Strategy,86.842626,20.240672,False,False
55,Efficiency Strategy,37.25906,46.399909,False,True
55,Balanced Strategy,62.764852,20.894118,False,False
55,Resilience Strategy,82.507329,1.151641,False,False
55,Adaptive Strategy,71.258827,12.400142,False,False
55,Precautionary Strategy,83.65897,0.0,True,False
56,Efficiency Strategy,79.393902,8.501947,False,False
56,Balanced Strategy,84.164203,3.731646,False,False
56,Resilience Strategy,79.739999,8.15585,False,False
56,Adaptive Strategy,87.895849,0.0,True,False
56,Precautionary Strategy,77.112092,10.783756,False,False
57,Efficiency Strategy,61.680692,36.434254,False,False
57,Balanced Strategy,91.159446,6.9555,False,False
57,Resilience Strategy,87.058589,11.056358,False,False
57,Adaptive Strategy,91.980694,6.134252,False,False
57,Precautionary Strategy,98.114946,0.0,True,False
58,Efficiency Strategy,45.486539,43.055583,False,True
58,Balanced Strategy,68.155656,20.386466,False,False
58,Resilience Strategy,77.604028,10.938094,False,False
58,Adaptive Strategy,80.553505,7.988617,False,False
58,Precautionary Strategy,88.542122,0.0,True,False
59,Efficiency Strategy,58.480695,18.99752,False,False
59,Balanced Strategy,63.706,13.772214,False,False
59,Resilience Strategy,77.478214,0.0,True,False
59,Adaptive Strategy,70.478798,6.999416,False,False
59,Precautionary Strategy,73.89358,3.584634,False,False
60,Efficiency Strategy,28.092138,50.05514,False,True
60,Balanced Strategy,53.803033,24.344245,False,True
60,Resilience Strategy,77.387655,0.759623,False,False
60,Adaptive Strategy,66.838868,11.308409,False,False
60,Precautionary Strategy,78.147278,0.0,True,False
61,Efficiency Strategy,54.017123,27.193071,False,True
61,Balanced Strategy,70.828902,10.381292,False,False
61,Resilience Strategy,77.849126,3.361068,False,False
61,Adaptive Strategy,79.203726,2.006468,False,False
61,Precautionary Strategy,81.210194,0.0,True,False
62,Efficiency Strategy,60.16816,16.324152,False,False
62,Balanced Strategy,66.859508,9.632804,False,False
62,Resilience Strategy,74.019304,2.473008,False,False
62,Adaptive Strategy,71.024677,5.467635,False,False
62,Precautionary Strategy,76.492312,0.0,True,False
63,Efficiency Strategy,59.191632,4.461173,False,False
63,Balanced Strategy,63.652805,0.0,True,False
63,Resilience Strategy,61.465197,2.187608,False,False
63,Adaptive Strategy,63.154947,0.497857,False,False
63,Precautionary Strategy,60.839228,2.813577,False,False
64,Efficiency Strategy,47.714922,31.034989,False,True
64,Balanced Strategy,67.796177,10.953733,False,False
64,Resilience Strategy,69.103473,9.646437,False,False
64,Adaptive Strategy,65.021327,13.728583,False,False
64,Precautionary Strategy,78.749911,0.0,True,False
65,Efficiency Strategy,69.007487,20.818199,False,False
65,Balanced Strategy,89.825686,0.0,True,False
65,Resilience Strategy,83.827962,5.997724,False,False
65,Adaptive Strategy,87.006552,2.819134,False,False
65,Precautionary Strategy,82.332017,7.493669,False,False
66,Efficiency Strategy,83.593313,35.293463,False,False
66,Balanced Strategy,102.491704,16.395072,False,False
66,Resilience Strategy,101.183561,17.703215,False,False
66,Adaptive Strategy,118.886776,0.0,True,False
66,Precautionary Strategy,109.302038,9.584738,False,False
67,Efficiency Strategy,48.075539,21.684417,False,True
67,Balanced Strategy,60.535117,9.224838,False,False
67,Resilience Strategy,65.445409,4.314547,False,False
67,Adaptive Strategy,69.759956,0.0,True,False
67,Precautionary Strategy,60.667627,9.092329,False,False
68,Efficiency Strategy,39.134898,43.733601,False,True
68,Balanced Strategy,63.254814,19.613685,False,False
68,Resilience Strategy,82.868499,0.0,True,False
68,Adaptive Strategy,78.867158,4.001341,False,False
68,Precautionary Strategy,79.920045,2.948454,False,False
69,Efficiency Strategy,100.351136,9.92799,False,False
69,Balanced Strategy,104.8548,5.424326,False,False
69,Resilience Strategy,91.254901,19.024225,False,False
69,Adaptive Strategy,110.279126,0.0,True,False
69,Precautionary Strategy,87.053744,23.225382,False,False
70,Efficiency Strategy,49.510533,42.047655,False,True
70,Balanced Strategy,72.542293,19.015895,False,False
70,Resilience Strategy,81.116878,10.44131,False,False
70,Adaptive Strategy,86.168408,5.389781,False,False
70,Precautionary Strategy,91.558188,0.0,True,False
71,Efficiency Strategy,66.933043,41.803137,False,False
71,Balanced Strategy,95.3885,13.34768,False,False
71,Resilience Strategy,96.290439,12.445742,False,False
71,Adaptive Strategy,108.73618,0.0,True,False
71,Precautionary Strategy,84.847934,23.888246,False,False
72,Efficiency Strategy,66.719351,5.470022,False,False
72,Balanced Strategy,71.356755,0.832618,False,False
72,Resilience Strategy,67.715492,4.473881,False,False
72,Adaptive Strategy,72.189373,0.0,True,False
72,Precautionary Strategy,70.133043,2.05633,False,False
73,Efficiency Strategy,87.674429,10.731803,False,False
73,Balanced Strategy,96.033717,2.372516,False,False
73,Resilience Strategy,82.895882,15.51035,False,False
73,Adaptive Strategy,98.406232,0.0,True,False
73,Precautionary Strategy,80.174848,18.231384,False,False
74,Efficiency Strategy,53.99349,31.497112,False,True
74,Balanced Strategy,70.321324,15.169278,False,False
74,Resilience Strategy,83.146271,2.344331,False,False
74,Adaptive Strategy,74.660823,10.82978,False,False
74,Precautionary Strategy,85.490602,0.0,True,False
75,Efficiency Strategy,76.369253,25.200298,False,False
75,Balanced Strategy,93.595956,7.973595,False,False
75,Resilience Strategy,97.441502,4.128049,False,False
75,Adaptive Strategy,101.569551,0.0,True,False
75,Precautionary Strategy,86.262522,15.307028,False,False
76,Efficiency Strategy,92.282845,2.387783,False,False
76,Balanced Strategy,94.670628,0.0,True,False
76,Resilience Strategy,85.287504,9.383124,False,False
76,Adaptive Strategy,94.58868,0.081948,False,False
76,Precautionary Strategy,80.568262,14.102365,False,False
77,Efficiency Strategy,48.642815,31.118091,False,True
77,Balanced Strategy,66.803271,12.957636,False,False
77,Resilience Strategy,73.461045,6.299862,False,False
77,Adaptive Strategy,75.555594,4.205312,False,False
77,Precautionary Strategy,79.760907,0.0,True,False
78,Efficiency Strategy,53.651089,26.705534,False,True
78,Balanced Strategy,67.808412,12.548211,False,False
78,Resilience Strategy,77.980452,2.376171,False,False
78,Adaptive Strategy,76.609753,3.74687,False,False
78,Precautionary Strategy,80.356623,0.0,True,False
79,Efficiency Strategy,38.539846,37.119149,False,True
79,Balanced Strategy,70.042466,5.616529,False,False
79,Resilience Strategy,75.658995,0.0,True,False
79,Adaptive Strategy,71.442051,4.216943,False,False
79,Precautionary Strategy,70.453283,5.205712,False,False
80,Efficiency Strategy,76.221013,32.160459,False,False
80,Balanced Strategy,88.535305,19.846167,False,False
80,Resilience Strategy,86.648706,21.732766,False,False
80,Adaptive Strategy,108.381472,0.0,True,False
80,Precautionary Strategy,91.61446,16.767012,False,False
81,Efficiency Strategy,75.609471,25.149656,False,False
81,Balanced Strategy,88.767316,11.991811,False,False
81,Resilience Strategy,81.714473,19.044653,False,False
81,Adaptive Strategy,100.759126,0.0,True,False
81,Precautionary Strategy,87.754476,13.004651,False,False
82,Efficiency Strategy,62.759865,14.438362,False,False
82,Balanced Strategy,66.845588,10.352639,False,False
82,Resilience Strategy,64.551607,12.646621,False,False
82,Adaptive Strategy,77.198228,0.0,True,False
82,Precautionary Strategy,73.619755,3.578473,False,False
83,Efficiency Strategy,31.959973,46.207587,False,True
83,Balanced Strategy,60.129206,18.038354,False,False
83,Resilience Strategy,71.644,6.52356,False,False
83,Adaptive Strategy,76.246051,1.921509,False,False
83,Precautionary Strategy,78.16756,0.0,True,False
84,Efficiency Strategy,34.477885,53.619289,False,True
84,Balanced Strategy,57.413482,30.683692,False,False
84,Resilience Strategy,73.032247,15.064927,False,False
84,Adaptive Strategy,76.073993,12.023181,False,False
84,Precautionary Strategy,88.097174,0.0,True,False
85,Efficiency Strategy,87.978547,3.922644,False,False
85,Balanced Strategy,90.897623,1.003568,False,False
85,Resilience Strategy,83.256812,8.644378,False,False
85,Adaptive Strategy,91.90119,0.0,True,False
85,Precautionary Strategy,81.750374,10.150816,False,False
86,Efficiency Strategy,41.112481,43.639397,False,True
86,Balanced Strategy,65.183678,19.5682,False,False
86,Resilience Strategy,76.325045,8.426833,False,False
86,Adaptive Strategy,77.375107,7.376771,False,False
86,Precautionary Strategy,84.751878,0.0,True,False
87,Efficiency Strategy,47.587589,45.73672,False,True
87,Balanced Strategy,78.458719,14.86559,False,False
87,Resilience Strategy,76.689301,16.635008,False,False
87,Adaptive Strategy,78.138033,15.186276,False,False
87,Precautionary Strategy,93.324309,0.0,True,False
88,Efficiency Strategy,71.367325,25.061621,False,False
88,Balanced Strategy,70.168173,26.260773,False,False
88,Resilience Strategy,75.68422,20.744726,False,False
88,Adaptive Strategy,96.428946,0.0,True,False
88,Precautionary Strategy,95.351331,1.077614,False,False
89,Efficiency Strategy,51.333424,11.901803,False,True
89,Balanced Strategy,61.93797,1.297257,False,False
89,Resilience Strategy,60.728763,2.506464,False,False
89,Adaptive Strategy,61.285737,1.94949,False,False
89,Precautionary Strategy,63.235227,0.0,True,False
90,Efficiency Strategy,67.583511,31.005102,False,False
90,Balanced Strategy,88.03408,10.554532,False,False
90,Resilience Strategy,87.850192,10.73842,False,False
90,Adaptive Strategy,92.252066,6.336546,False,False
90,Precautionary Strategy,98.588612,0.0,True,False
91,Efficiency Strategy,49.484287,27.539079,False,True
91,Balanced Strategy,59.5542,17.469166,False,False
91,Resilience Strategy,75.379297,1.644069,False,False
91,Adaptive Strategy,70.616518,6.406848,False,False
91,Precautionary Strategy,77.023366,0.0,True,False
92,Efficiency Strategy,60.833428,18.162789,False,False
92,Balanced Strategy,72.118426,6.87779,False,False
92,Resilience Strategy,70.73083,8.265386,False,False
92,Adaptive Strategy,77.324237,1.671979,False,False
92,Precautionary Strategy,78.996216,0.0,True,False
93,Efficiency Strategy,52.476288,22.926833,False,True
93,Balanced Strategy,63.856122,11.546999,False,False
93,Resilience Strategy,68.297633,7.105487,False,False
93,Adaptive Strategy,75.40312,0.0,True,False
93,Precautionary Strategy,75.012097,0.391023,False,False
94,Efficiency Strategy,88.724914,24.656264,False,False
94,Balanced Strategy,104.981359,8.39982,False,False
94,Resilience Strategy,99.206622,14.174556,False,False
94,Adaptive Strategy,113.381179,0.0,True,False
94,Precautionary Strategy,101.788001,11.593178,False,False
95,Efficiency Strategy,71.859917,7.628904,False,False
95,Balanced Strategy,77.984583,1.504239,False,False
95,Resilience Strategy,76.698874,2.789948,False,False
95,Adaptive Strategy,79.488822,0.0,True,False
95,Precautionary Strategy,63.088435,16.400387,False,False
96,Efficiency Strategy,63.992953,14.148528,False,False
96,Balanced Strategy,78.141482,0.0,True,False
96,Resilience Strategy,61.768443,16.373039,False,False
96,Adaptive Strategy,68.13786,10.003622,False,False
96,Precautionary Strategy,76.889002,1.252479,False,False
97,Efficiency Strategy,73.620635,35.449392,False,False
97,Balanced Strategy,99.731288,9.338739,False,False
97,Resilience Strategy,102.401707,6.66832,False,False
97,Adaptive Strategy,109.070027,0.0,True,False
97,Precautionary Strategy,90.538748,18.531279,False,False
98,Efficiency Strategy,46.627661,30.488554,False,True
98,Balanced Strategy,63.606573,13.509641,False,False
98,Resilience Strategy,71.798038,5.318176,False,False
98,Adaptive Strategy,70.058765,7.057449,False,False
98,Precautionary Strategy,77.116214,0.0,True,False
99,Efficiency Strategy,51.403073,24.969855,False,True
99,Balanced Strategy,70.518096,5.854832,False,False
99,Resilience Strategy,76.372928,0.0,True,False
99,Adaptive Strategy,75.810071,0.562857,False,False
99,Precautionary Strategy,74.963639,1.409289,False,False
100,Efficiency Strategy,49.183221,45.864047,False,True
100,Balanced Strategy,64.95465,30.092618,False,False
100,Resilience Strategy,82.959292,12.087976,False,False
100,Adaptive Strategy,74.176165,20.871103,False,False
100,Precautionary Strategy,95.047268,0.0,True,False
101,Efficiency Strategy,104.033117,9.117261,False,False
101,Balanced Strategy,107.36346,5.786918,False,False
101,Resilience Strategy,94.656525,18.493853,False,False
101,Adaptive Strategy,113.150378,0.0,True,False
101,Precautionary Strategy,91.576139,21.574239,False,False
102,Efficiency Strategy,53.663702,19.425747,False,True
102,Balanced Strategy,62.957515,10.131934,False,False
102,Resilience Strategy,71.203297,1.886151,False,False
102,Adaptive Strategy,70.416239,2.673209,False,False
102,Precautionary Strategy,73.089449,0.0,True,False
103,Efficiency Strategy,79.748765,13.968427,False,False
103,Balanced Strategy,86.172568,7.544625,False,False
103,Resilience Strategy,80.70644,13.010752,False,False
103,Adaptive Strategy,93.717192,0.0,True,False
103,Precautionary Strategy,76.098934,17.618258,False,False
104,Efficiency Strategy,47.625774,16.019588,False,True
104,Balanced Strategy,58.955874,4.689488,False,False
104,Resilience Strategy,62.743683,0.901679,False,False
104,Adaptive Strategy,60.067278,3.578084,False,False
104,Precautionary Strategy,63.645362,0.0,True,False
105,Efficiency Strategy,29.432781,53.165012,False,True
105,Balanced Strategy,70.154012,12.443781,False,False
105,Resilience Strategy,73.858815,8.738978,False,False
105,Adaptive Strategy,81.52154,1.076253,False,False
105,Precautionary Strategy,82.597792,0.0,True,False
106,Efficiency Strategy,37.627675,42.069926,False,True
106,Balanced Strategy,64.339707,15.357894,False,False
106,Resilience Strategy,73.100848,6.596753,False,False
106,Adaptive Strategy,79.268207,0.429394,False,False
106,Precautionary Strategy,79.697601,0.0,True,False
107,Efficiency Strategy,41.363269,34.320807,False,True
107,Balanced Strategy,67.434268,8.249808,False,False
107,Resilience Strategy,70.110647,5.573429,False,False
107,Adaptive Strategy,59.292091,16.391986,False,False
107,Precautionary Strategy,75.684076,0.0,True,False
108,Efficiency Strategy,74.006959,20.517152,False,False
108,Balanced Strategy,80.983098,13.541014,False,False
108,Resilience Strategy,83.245345,11.278767,False,False
108,Adaptive Strategy,94.524112,0.0,True,False
108,Precautionary Strategy,86.188612,8.3355,False,False
109,Efficiency Strategy,73.469968,36.947411,False,False
109,Balanced Strategy,95.352588,15.064792,False,False
109,Resilience Strategy,96.900868,13.516512,False,False
109,Adaptive Strategy,110.417379,0.0,True,False
109,Precautionary Strategy,101.001465,9.415914,False,False
110,Efficiency Strategy,39.302742,45.951214,False,True
110,Balanced Strategy,57.989745,27.264211,False,False
110,Resilience Strategy,77.296634,7.957322,False,False
110,Adaptive Strategy,74.641406,10.61255,False,False
