scenario,trial,strategy,value,best_trial_value,regret,downside_breach,scenario_probability
Baseline,18,Balanced Strategy,82.68048,82.68048,0.0,False,0.3
Baseline,18,Resilience Strategy,74.5946,82.68048,8.08588,False,0.3
Baseline,18,Adaptive Strategy,81.184093,82.68048,1.496387,False,0.3
Baseline,18,Precautionary Strategy,74.303908,82.68048,8.376572,False,0.3
Baseline,19,Efficiency Strategy,80.154223,81.780066,1.625842,False,0.3
Baseline,19,Balanced Strategy,81.780066,81.780066,0.0,False,0.3
Baseline,19,Resilience Strategy,75.47108,81.780066,6.308986,False,0.3
Baseline,19,Adaptive Strategy,77.367167,81.780066,4.412899,False,0.3
Baseline,19,Precautionary Strategy,76.510156,81.780066,5.26991,False,0.3
Baseline,20,Efficiency Strategy,78.043141,86.259303,8.216161,False,0.3
Baseline,20,Balanced Strategy,82.780825,86.259303,3.478478,False,0.3
Baseline,20,Resilience Strategy,74.56028,86.259303,11.699023,False,0.3
Baseline,20,Adaptive Strategy,86.259303,86.259303,0.0,False,0.3
Baseline,20,Precautionary Strategy,72.723371,86.259303,13.535932,False,0.3
Baseline,21,Efficiency Strategy,81.679181,81.679181,0.0,False,0.3
Baseline,21,Balanced Strategy,79.445357,81.679181,2.233824,False,0.3
Baseline,21,Resilience Strategy,73.101193,81.679181,8.577988,False,0.3
Baseline,21,Adaptive Strategy,77.014656,81.679181,4.664525,False,0.3
Baseline,21,Precautionary Strategy,73.346908,81.679181,8.332273,False,0.3
Baseline,22,Efficiency Strategy,81.169963,81.549123,0.37916,False,0.3
Baseline,22,Balanced Strategy,81.549123,81.549123,0.0,False,0.3
Baseline,22,Resilience Strategy,76.716652,81.549123,4.832472,False,0.3
Baseline,22,Adaptive Strategy,73.272382,81.549123,8.276741,False,0.3
Baseline,22,Precautionary Strategy,75.932893,81.549123,5.616231,False,0.3
Baseline,23,Efficiency Strategy,78.567557,80.393069,1.825511,False,0.3
Baseline,23,Balanced Strategy,77.450221,80.393069,2.942847,False,0.3
Baseline,23,Resilience Strategy,72.767847,80.393069,7.625222,False,0.3
Baseline,23,Adaptive Strategy,80.393069,80.393069,0.0,False,0.3
Baseline,23,Precautionary Strategy,78.974629,80.393069,1.41844,False,0.3
Baseline,24,Efficiency Strategy,73.734698,79.061548,5.32685,False,0.3
Baseline,24,Balanced Strategy,77.816585,79.061548,1.244963,False,0.3
Baseline,24,Resilience Strategy,78.735354,79.061548,0.326193,False,0.3
Baseline,24,Adaptive Strategy,79.061548,79.061548,0.0,False,0.3
Baseline,24,Precautionary Strategy,72.707246,79.061548,6.354302,False,0.3
Baseline,25,Efficiency Strategy,77.193329,77.193329,0.0,False,0.3
Baseline,25,Balanced Strategy,75.376132,77.193329,1.817197,False,0.3
Baseline,25,Resilience Strategy,75.309836,77.193329,1.883493,False,0.3
Baseline,25,Adaptive Strategy,76.771147,77.193329,0.422182,False,0.3
Baseline,25,Precautionary Strategy,76.455595,77.193329,0.737734,False,0.3
Baseline,26,Efficiency Strategy,76.909542,85.950294,9.040752,False,0.3
Baseline,26,Balanced Strategy,85.950294,85.950294,0.0,False,0.3
Baseline,26,Resilience Strategy,75.492522,85.950294,10.457773,False,0.3
Baseline,26,Adaptive Strategy,84.497068,85.950294,1.453226,False,0.3
Baseline,26,Precautionary Strategy,69.890208,85.950294,16.060086,False,0.3
Baseline,27,Efficiency Strategy,76.533582,80.069437,3.535855,False,0.3
Baseline,27,Balanced Strategy,80.069437,80.069437,0.0,False,0.3
Baseline,27,Resilience Strategy,79.887163,80.069437,0.182274,False,0.3
Baseline,27,Adaptive Strategy,75.357252,80.069437,4.712185,False,0.3
Baseline,27,Precautionary Strategy,76.771859,80.069437,3.297578,False,0.3
Baseline,28,Efficiency Strategy,78.674062,83.700639,5.026577,False,0.3
Baseline,28,Balanced Strategy,83.700639,83.700639,0.0,False,0.3
Baseline,28,Resilience Strategy,76.787157,83.700639,6.913482,False,0.3
Baseline,28,Adaptive Strategy,80.556214,83.700639,3.144425,False,0.3
Baseline,28,Precautionary Strategy,72.235051,83.700639,11.465588,False,0.3
Baseline,29,Efficiency Strategy,73.155461,86.460802,13.305341,False,0.3
Baseline,29,Balanced Strategy,79.686268,86.460802,6.774534,False,0.3
Baseline,29,Resilience Strategy,74.07491,86.460802,12.385892,False,0.3
Baseline,29,Adaptive Strategy,86.460802,86.460802,0.0,False,0.3
Baseline,29,Precautionary Strategy,71.966926,86.460802,14.493876,False,0.3
Baseline,30,Efficiency Strategy,77.861176,81.183444,3.322268,False,0.3
Baseline,30,Balanced Strategy,74.392996,81.183444,6.790448,False,0.3
Baseline,30,Resilience Strategy,73.463612,81.183444,7.719831,False,0.3
Baseline,30,Adaptive Strategy,81.183444,81.183444,0.0,False,0.3
Baseline,30,Precautionary Strategy,76.27188,81.183444,4.911564,False,0.3
Baseline,31,Efficiency Strategy,81.244305,81.773551,0.529246,False,0.3
Baseline,31,Balanced Strategy,78.967555,81.773551,2.805996,False,0.3
Baseline,31,Resilience Strategy,71.298265,81.773551,10.475286,False,0.3
Baseline,31,Adaptive Strategy,81.773551,81.773551,0.0,False,0.3
Baseline,31,Precautionary Strategy,75.350961,81.773551,6.42259,False,0.3
Baseline,32,Efficiency Strategy,78.374975,80.663688,2.288713,False,0.3
Baseline,32,Balanced Strategy,76.999137,80.663688,3.664551,False,0.3
Baseline,32,Resilience Strategy,78.050153,80.663688,2.613535,False,0.3
Baseline,32,Adaptive Strategy,80.663688,80.663688,0.0,False,0.3
Baseline,32,Precautionary Strategy,75.899474,80.663688,4.764214,False,0.3
Baseline,33,Efficiency Strategy,80.72222,86.858386,6.136166,False,0.3
Baseline,33,Balanced Strategy,80.927817,86.858386,5.930569,False,0.3
Baseline,33,Resilience Strategy,75.509548,86.858386,11.348838,False,0.3
Baseline,33,Adaptive Strategy,86.858386,86.858386,0.0,False,0.3
Baseline,33,Precautionary Strategy,74.531109,86.858386,12.327277,False,0.3
Baseline,34,Efficiency Strategy,76.012107,80.756137,4.74403,False,0.3
Baseline,34,Balanced Strategy,79.435901,80.756137,1.320236,False,0.3
Baseline,34,Resilience Strategy,79.098306,80.756137,1.657831,False,0.3
Baseline,34,Adaptive Strategy,80.756137,80.756137,0.0,False,0.3
Baseline,34,Precautionary Strategy,75.358133,80.756137,5.398004,False,0.3
Baseline,35,Efficiency Strategy,80.487194,81.298269,0.811075,False,0.3
Baseline,35,Balanced Strategy,77.561424,81.298269,3.736845,False,0.3
Baseline,35,Resilience Strategy,69.470291,81.298269,11.827979,False,0.3
Baseline,35,Adaptive Strategy,81.298269,81.298269,0.0,False,0.3
Baseline,35,Precautionary Strategy,74.489204,81.298269,6.809065,False,0.3
Baseline,36,Efficiency Strategy,75.075969,81.713259,6.63729,False,0.3
Baseline,36,Balanced Strategy,81.713259,81.713259,0.0,False,0.3
Baseline,36,Resilience Strategy,76.472702,81.713259,5.240557,False,0.3
Baseline,36,Adaptive Strategy,77.415023,81.713259,4.298236,False,0.3
Baseline,36,Precautionary Strategy,75.354655,81.713259,6.358604,False,0.3
Baseline,37,Efficiency Strategy,76.311685,80.264356,3.952671,False,0.3
Baseline,37,Balanced Strategy,74.650924,80.264356,5.613432,False,0.3
Baseline,37,Resilience Strategy,76.008851,80.264356,4.255505,False,0.3
Baseline,37,Adaptive Strategy,80.264356,80.264356,0.0,False,0.3
Baseline,37,Precautionary Strategy,71.564151,80.264356,8.700205,False,0.3
Baseline,38,Efficiency Strategy,78.468837,81.601057,3.13222,False,0.3
Baseline,38,Balanced Strategy,80.56428,81.601057,1.036777,False,0.3
Baseline,38,Resilience Strategy,72.917388,81.601057,8.683668,False,0.3
Baseline,38,Adaptive Strategy,81.601057,81.601057,0.0,False,0.3
Baseline,38,Precautionary Strategy,76.845195,81.601057,4.755862,False,0.3
Baseline,39,Efficiency Strategy,74.762,87.198031,12.436031,False,0.3
Baseline,39,Balanced Strategy,80.24267,87.198031,6.955361,False,0.3
Baseline,39,Resilience Strategy,74.658267,87.198031,12.539764,False,0.3
Baseline,39,Adaptive Strategy,87.198031,87.198031,0.0,False,0.3
Baseline,39,Precautionary Strategy,68.213091,87.198031,18.98494,False,0.3
Baseline,40,Efficiency Strategy,78.985852,86.104767,7.118915,False,0.3
Baseline,40,Balanced Strategy,78.181265,86.104767,7.923502,False,0.3
Baseline,40,Resilience Strategy,74.349407,86.104767,11.75536,False,0.3
Baseline,40,Adaptive Strategy,86.104767,86.104767,0.0,False,0.3
Baseline,40,Precautionary Strategy,73.774281,86.104767,12.330486,False,0.3
Baseline,41,Efficiency Strategy,83.622831,83.622831,0.0,False,0.3
Baseline,41,Balanced Strategy,77.773556,83.622831,5.849275,False,0.3
Baseline,41,Resilience Strategy,75.701536,83.622831,7.921295,False,0.3
Baseline,41,Adaptive Strategy,78.927457,83.622831,4.695374,False,0.3
Baseline,41,Precautionary Strategy,71.727936,83.622831,11.894895,False,0.3
Baseline,42,Efficiency Strategy,77.087449,79.807403,2.719954,False,0.3
Baseline,42,Balanced Strategy,78.252285,79.807403,1.555118,False,0.3
Baseline,42,Resilience Strategy,75.257475,79.807403,4.549928,False,0.3
Baseline,42,Adaptive Strategy,74.084916,79.807403,5.722487,False,0.3
Baseline,42,Precautionary Strategy,79.807403,79.807403,0.0,False,0.3
Baseline,43,Efficiency Strategy,76.399009,84.328717,7.929707,False,0.3
Baseline,43,Balanced Strategy,84.328717,84.328717,0.0,False,0.3
Baseline,43,Resilience Strategy,71.628664,84.328717,12.700053,False,0.3
Baseline,43,Adaptive Strategy,81.277607,84.328717,3.051109,False,0.3
Baseline,43,Precautionary Strategy,83.294826,84.328717,1.03389,False,0.3
Baseline,44,Efficiency Strategy,74.290812,81.817465,7.526653,False,0.3
Baseline,44,Balanced Strategy,74.614101,81.817465,7.203365,False,0.3
Baseline,44,Resilience Strategy,73.010471,81.817465,8.806994,False,0.3
Baseline,44,Adaptive Strategy,81.817465,81.817465,0.0,False,0.3
Baseline,44,Precautionary Strategy,75.88002,81.817465,5.937445,False,0.3
Baseline,45,Efficiency Strategy,80.7711,80.7711,0.0,False,0.3
Baseline,45,Balanced Strategy,78.328963,80.7711,2.442137,False,0.3
Baseline,45,Resilience Strategy,69.843248,80.7711,10.927852,False,0.3
Baseline,45,Adaptive Strategy,79.094911,80.7711,1.676189,False,0.3
Baseline,45,Precautionary Strategy,77.520668,80.7711,3.250432,False,0.3
Baseline,46,Efficiency Strategy,78.296988,84.594504,6.297516,False,0.3
Baseline,46,Balanced Strategy,73.229184,84.594504,11.365321,False,0.3
Baseline,46,Resilience Strategy,74.544845,84.594504,10.049659,False,0.3
Baseline,46,Adaptive Strategy,84.594504,84.594504,0.0,False,0.3
Baseline,46,Precautionary Strategy,80.179644,84.594504,4.41486,False,0.3
Baseline,47,Efficiency Strategy,78.58506,80.027907,1.442847,False,0.3
Baseline,47,Balanced Strategy,80.027907,80.027907,0.0,False,0.3
Baseline,47,Resilience Strategy,70.929383,80.027907,9.098524,False,0.3
Baseline,47,Adaptive Strategy,77.870271,80.027907,2.157636,False,0.3
Baseline,47,Precautionary Strategy,73.940748,80.027907,6.087159,False,0.3
Baseline,48,Efficiency Strategy,78.409593,80.840553,2.430959,False,0.3
Baseline,48,Balanced Strategy,80.840553,80.840553,0.0,False,0.3
Baseline,48,Resilience Strategy,73.215374,80.840553,7.625178,False,0.3
Baseline,48,Adaptive Strategy,76.944173,80.840553,3.896379,False,0.3
Baseline,48,Precautionary Strategy,71.466654,80.840553,9.373898,False,0.3
Baseline,49,Efficiency Strategy,73.429077,81.030228,7.601151,False,0.3
Baseline,49,Balanced Strategy,81.030228,81.030228,0.0,False,0.3
Baseline,49,Resilience Strategy,67.713157,81.030228,13.317071,False,0.3
Baseline,49,Adaptive Strategy,79.400166,81.030228,1.630062,False,0.3
Baseline,49,Precautionary Strategy,75.149635,81.030228,5.880593,False,0.3
Baseline,50,Efficiency Strategy,81.466038,81.466038,0.0,False,0.3
Baseline,50,Balanced Strategy,79.313899,81.466038,2.152139,False,0.3
Baseline,50,Resilience Strategy,77.653852,81.466038,3.812186,False,0.3
Baseline,50,Adaptive Strategy,79.202988,81.466038,2.26305,False,0.3
Baseline,50,Precautionary Strategy,71.566788,81.466038,9.89925,False,0.3
Baseline,51,Efficiency Strategy,74.876821,83.790807,8.913986,False,0.3
Baseline,51,Balanced Strategy,83.682007,83.790807,0.108799,False,0.3
Baseline,51,Resilience Strategy,77.632663,83.790807,6.158143,False,0.3
Baseline,51,Adaptive Strategy,81.862194,83.790807,1.928613,False,0.3
Baseline,51,Precautionary Strategy,83.790807,83.790807,0.0,False,0.3
Baseline,52,Efficiency Strategy,76.802976,80.961049,4.158073,False,0.3
Baseline,52,Balanced Strategy,80.961049,80.961049,0.0,False,0.3
Baseline,52,Resilience Strategy,75.572775,80.961049,5.388274,False,0.3
Baseline,52,Adaptive Strategy,79.734343,80.961049,1.226706,False,0.3
Baseline,52,Precautionary Strategy,80.748514,80.961049,0.212535,False,0.3
Baseline,53,Efficiency Strategy,81.419814,81.68501,0.265195,False,0.3
Baseline,53,Balanced Strategy,74.901561,81.68501,6.783449,False,0.3
Baseline,53,Resilience Strategy,73.450461,81.68501,8.234549,False,0.3
Baseline,53,Adaptive Strategy,81.68501,81.68501,0.0,False,0.3
Baseline,53,Precautionary Strategy,76.14955,81.68501,5.53546,False,0.3
Baseline,54,Efficiency Strategy,72.854659,80.186666,7.332007,False,0.3
Baseline,54,Balanced Strategy,72.333315,80.186666,7.85335,False,0.3
Baseline,54,Resilience Strategy,68.930899,80.186666,11.255767,False,0.3
Baseline,54,Adaptive Strategy,80.186666,80.186666,0.0,False,0.3
Baseline,54,Precautionary Strategy,73.49039,80.186666,6.696275,False,0.3
Baseline,55,Efficiency Strategy,77.935658,77.935658,0.0,False,0.3
Baseline,55,Balanced Strategy,76.790976,77.935658,1.144682,False,0.3
Baseline,55,Resilience Strategy,70.977287,77.935658,6.958371,False,0.3
Baseline,55,Adaptive Strategy,74.330865,77.935658,3.604793,False,0.3
Baseline,55,Precautionary Strategy,74.787562,77.935658,3.148096,False,0.3
Baseline,56,Efficiency Strategy,78.010162,82.078981,4.068819,False,0.3
Baseline,56,Balanced Strategy,82.078981,82.078981,0.0,False,0.3
Baseline,56,Resilience Strategy,77.022387,82.078981,5.056594,False,0.3
Baseline,56,Adaptive Strategy,79.827853,82.078981,2.251128,False,0.3
Baseline,56,Precautionary Strategy,77.847783,82.078981,4.231198,False,0.3
Baseline,57,Efficiency Strategy,76.490899,78.645565,2.154666,False,0.3
Baseline,57,Balanced Strategy,77.117491,78.645565,1.528074,False,0.3
Baseline,57,Resilience Strategy,73.088265,78.645565,5.5573,False,0.3
Baseline,57,Adaptive Strategy,78.645565,78.645565,0.0,False,0.3
Baseline,57,Precautionary Strategy,67.30279,78.645565,11.342775,False,0.3
Baseline,58,Efficiency Strategy,77.368978,79.849657,2.480679,False,0.3
Baseline,58,Balanced Strategy,79.849657,79.849657,0.0,False,0.3
Baseline,58,Resilience Strategy,73.563203,79.849657,6.286454,False,0.3
Baseline,58,Adaptive Strategy,78.258476,79.849657,1.591181,False,0.3
Baseline,58,Precautionary Strategy,74.915411,79.849657,4.934245,False,0.3
Baseline,59,Efficiency Strategy,82.050612,82.050612,0.0,False,0.3
Baseline,59,Balanced Strategy,79.214765,82.050612,2.835846,False,0.3
Baseline,59,Resilience Strategy,73.127099,82.050612,8.923513,False,0.3
Baseline,59,Adaptive Strategy,78.625658,82.050612,3.424953,False,0.3
Baseline,59,Precautionary Strategy,73.590731,82.050612,8.459881,False,0.3
Baseline,60,Efficiency Strategy,73.105703,85.934036,12.828333,False,0.3
Baseline,60,Balanced Strategy,78.724218,85.934036,7.209818,False,0.3
Baseline,60,Resilience Strategy,74.833547,85.934036,11.100489,False,0.3
Baseline,60,Adaptive Strategy,85.934036,85.934036,0.0,False,0.3
Baseline,60,Precautionary Strategy,76.630421,85.934036,9.303615,False,0.3
Baseline,61,Efficiency Strategy,80.002088,80.002088,0.0,False,0.3
Baseline,61,Balanced Strategy,76.961154,80.002088,3.040933,False,0.3
Baseline,61,Resilience Strategy,76.659765,80.002088,3.342323,False,0.3
Baseline,61,Adaptive Strategy,76.981853,80.002088,3.020235,False,0.3
Baseline,61,Precautionary Strategy,74.735882,80.002088,5.266206,False,0.3
Baseline,62,Efficiency Strategy,78.156212,82.102121,3.945909,False,0.3
Baseline,62,Balanced Strategy,76.800772,82.102121,5.301349,False,0.3
Baseline,62,Resilience Strategy,80.648139,82.102121,1.453982,False,0.3
Baseline,62,Adaptive Strategy,82.102121,82.102121,0.0,False,0.3
Baseline,62,Precautionary Strategy,68.091815,82.102121,14.010306,False,0.3
Baseline,63,Efficiency Strategy,78.55858,81.797294,3.238715,False,0.3
Baseline,63,Balanced Strategy,77.877765,81.797294,3.91953,False,0.3
Baseline,63,Resilience Strategy,74.654129,81.797294,7.143166,False,0.3
Baseline,63,Adaptive Strategy,81.797294,81.797294,0.0,False,0.3
Baseline,63,Precautionary Strategy,74.971598,81.797294,6.825696,False,0.3
Baseline,64,Efficiency Strategy,70.782546,84.303613,13.521067,False,0.3
Baseline,64,Balanced Strategy,75.625041,84.303613,8.678572,False,0.3
Baseline,64,Resilience Strategy,76.967872,84.303613,7.33574,False,0.3
Baseline,64,Adaptive Strategy,84.303613,84.303613,0.0,False,0.3
Baseline,64,Precautionary Strategy,79.509459,84.303613,4.794154,False,0.3
Baseline,65,Efficiency Strategy,82.309505,82.309505,0.0,False,0.3
Baseline,65,Balanced Strategy,72.93339,82.309505,9.376115,False,0.3
Baseline,65,Resilience Strategy,76.958446,82.309505,5.351058,False,0.3
Baseline,65,Adaptive Strategy,74.651129,82.309505,7.658375,False,0.3
Baseline,65,Precautionary Strategy,78.640802,82.309505,3.668703,False,0.3
Baseline,66,Efficiency Strategy,77.660048,82.331913,4.671864,False,0.3
Baseline,66,Balanced Strategy,75.676494,82.331913,6.655419,False,0.3
Baseline,66,Resilience Strategy,80.679703,82.331913,1.65221,False,0.3
Baseline,66,Adaptive Strategy,82.331913,82.331913,0.0,False,0.3
Baseline,66,Precautionary Strategy,68.126553,82.331913,14.205359,False,0.3
Baseline,67,Efficiency Strategy,77.780404,79.004416,1.224012,False,0.3
Baseline,67,Balanced Strategy,76.90658,79.004416,2.097836,False,0.3
Baseline,67,Resilience Strategy,74.983886,79.004416,4.02053,False,0.3
Baseline,67,Adaptive Strategy,79.004416,79.004416,0.0,False,0.3
Baseline,67,Precautionary Strategy,77.920482,79.004416,1.083934,False,0.3
Baseline,68,Efficiency Strategy,72.630141,80.092565,7.462424,False,0.3
Baseline,68,Balanced Strategy,80.052216,80.092565,0.04035,False,0.3
Baseline,68,Resilience Strategy,80.092565,80.092565,0.0,False,0.3
Baseline,68,Adaptive Strategy,77.919119,80.092565,2.173446,False,0.3
Baseline,68,Precautionary Strategy,74.431946,80.092565,5.660619,False,0.3
Baseline,69,Efficiency Strategy,77.506005,80.691151,3.185146,False,0.3
Baseline,69,Balanced Strategy,77.030893,80.691151,3.660257,False,0.3
Baseline,69,Resilience Strategy,76.593681,80.691151,4.09747,False,0.3
Baseline,69,Adaptive Strategy,80.691151,80.691151,0.0,False,0.3
Baseline,69,Precautionary Strategy,70.968697,80.691151,9.722453,False,0.3
Baseline,70,Efficiency Strategy,82.186048,82.186048,0.0,False,0.3
Baseline,70,Balanced Strategy,81.474845,82.186048,0.711203,False,0.3
Baseline,70,Resilience Strategy,74.148679,82.186048,8.037369,False,0.3
Baseline,70,Adaptive Strategy,78.489976,82.186048,3.696073,False,0.3
Baseline,70,Precautionary Strategy,71.446912,82.186048,10.739136,False,0.3
Baseline,71,Efficiency Strategy,80.592823,80.592823,0.0,False,0.3
Baseline,71,Balanced Strategy,78.660565,80.592823,1.932258,False,0.3
Baseline,71,Resilience Strategy,76.028315,80.592823,4.564508,False,0.3
Baseline,71,Adaptive Strategy,79.84663,80.592823,0.746193,False,0.3
Baseline,71,Precautionary Strategy,75.649228,80.592823,4.943595,False,0.3
Baseline,72,Efficiency Strategy,76.552063,82.888762,6.336699,False,0.3
Baseline,72,Balanced Strategy,81.391562,82.888762,1.4972,False,0.3
Baseline,72,Resilience Strategy,74.100367,82.888762,8.788395,False,0.3
Baseline,72,Adaptive Strategy,82.888762,82.888762,0.0,False,0.3
Baseline,72,Precautionary Strategy,75.817152,82.888762,7.07161,False,0.3
Baseline,73,Efficiency Strategy,76.550171,78.17779,1.627619,False,0.3
Baseline,73,Balanced Strategy,76.520668,78.17779,1.657121,False,0.3
Baseline,73,Resilience Strategy,71.82964,78.17779,6.34815,False,0.3
Baseline,73,Adaptive Strategy,78.17779,78.17779,0.0,False,0.3
Baseline,73,Precautionary Strategy,70.846537,78.17779,7.331252,False,0.3
Baseline,74,Efficiency Strategy,79.497389,87.237989,7.7406,False,0.3
Baseline,74,Balanced Strategy,78.960193,87.237989,8.277796,False,0.3
Baseline,74,Resilience Strategy,79.360303,87.237989,7.877687,False,0.3
Baseline,74,Adaptive Strategy,87.237989,87.237989,0.0,False,0.3
Baseline,74,Precautionary Strategy,73.872667,87.237989,13.365322,False,0.3
Baseline,75,Efficiency Strategy,72.255948,77.955639,5.699691,False,0.3
Baseline,75,Balanced Strategy,77.955639,77.955639,0.0,False,0.3
