"cycle","domain","aspiration","satisficing_option","optimizing_option","search_length","opportunity_loss","review_flag"
22,"Organizational Strategy",0.644997746834997,3,6,3,0.130175676727569,"acceptable"
318,"Financial Risk",0.602833146278281,2,6,2,0.126783028706649,"acceptable"
65,"Healthcare",0.572174036146607,5,12,5,0.125934170896637,"acceptable"
100,"Financial Risk",0.712636207409669,2,8,2,0.125176849713536,"acceptable"
438,"AI Governance",0.615983235759195,1,2,1,0.11794864529226,"acceptable"
244,"Healthcare",0.792771772863343,1,10,1,0.117847835902859,"acceptable"
406,"Financial Risk",0.651169673476834,1,11,1,0.11720603203612,"acceptable"
471,"AI Governance",0.5647422101954,2,4,2,0.11492316518008,"acceptable"
92,"AI Governance",0.686272805156186,4,10,4,0.113954369899805,"acceptable"
49,"Public Policy",0.557301281245891,1,9,1,0.112921388115298,"acceptable"
3,"Infrastructure",0.592634406208526,1,6,1,0.112637267131,"acceptable"
72,"Financial Risk",0.642473428652156,1,3,1,0.111880781422112,"acceptable"
496,"Public Policy",0.569769470759202,1,9,1,0.110748795893901,"acceptable"
222,"Healthcare",0.661985409546178,3,10,3,0.109466042861345,"acceptable"
162,"AI Governance",0.607457211420406,1,5,1,0.109435509534009,"acceptable"
89,"Infrastructure",0.578158659879118,4,6,4,0.106925799376912,"acceptable"
55,"Financial Risk",0.551591996997595,1,11,1,0.106273384226111,"acceptable"
203,"Public Policy",0.581860716468655,2,3,2,0.104736932342974,"acceptable"
15,"Healthcare",0.644178654768039,3,10,3,0.104609397612512,"acceptable"
328,"Healthcare",0.630801613754593,4,5,4,0.104027587542048,"acceptable"
400,"Organizational Strategy",0.633284832846839,2,8,2,0.102569897939428,"acceptable"
360,"Financial Risk",0.610852038171142,1,11,1,0.102318070469524,"acceptable"
204,"Healthcare",0.554144074094947,2,9,2,0.10152283552452,"acceptable"
134,"Infrastructure",0.557456626158673,1,8,1,0.101409802647953,"acceptable"
466,"Financial Risk",0.642496442194097,3,7,3,0.10043921692628,"acceptable"
381,"Public Policy",0.624453014489263,2,5,2,0.0959284258113627,"acceptable"
373,"Healthcare",0.628121934565716,1,5,1,0.0946117813644354,"acceptable"
245,"Healthcare",0.645331849956419,1,3,1,0.0926529749486183,"acceptable"
42,"Financial Risk",0.601564449239522,3,4,3,0.0925007431347707,"acceptable"
305,"Organizational Strategy",0.637443373017013,5,9,5,0.0919335542835465,"acceptable"
41,"Healthcare",0.637833520644344,2,4,2,0.0904449394410686,"acceptable"
168,"Public Policy",0.620271850849967,3,6,3,0.0898342021573934,"acceptable"
48,"Organizational Strategy",0.658660054921638,3,11,3,0.0893032186243778,"acceptable"
115,"Financial Risk",0.640414431761019,1,3,1,0.0853660835702356,"acceptable"
209,"Public Policy",0.61008829055354,1,5,1,0.0821303881429183,"acceptable"
378,"AI Governance",0.627718360198196,1,3,1,0.0818210703324965,"acceptable"
96,"Healthcare",0.616155427920166,1,11,1,0.0814743367653211,"acceptable"
119,"Infrastructure",0.774026747990865,8,9,8,0.0812046608421951,"acceptable"
85,"AI Governance",0.718304793075658,3,11,3,0.078278867998218,"acceptable"
51,"Healthcare",0.55045984512195,1,2,1,0.078220195046232,"acceptable"
356,"Infrastructure",0.65249885851983,1,9,1,0.0780410916187994,"acceptable"
212,"Organizational Strategy",0.718025244828314,5,6,5,0.0768478436563351,"acceptable"
316,"Healthcare",0.739365542160813,4,7,4,0.0768386885065631,"acceptable"
46,"Healthcare",0.696839487242978,2,12,2,0.0766869524379219,"acceptable"
404,"Organizational Strategy",0.568399580407422,1,10,1,0.0747024872283065,"acceptable"
78,"Financial Risk",0.601761062536389,4,11,4,0.0724515869878322,"acceptable"
207,"AI Governance",0.599113168655895,3,5,3,0.0710114001840192,"acceptable"
90,"Public Policy",0.62766500062542,10,12,10,0.0705383886131667,"acceptable"
7,"Financial Risk",0.569094911452849,3,10,3,0.0676020613220316,"acceptable"
254,"Financial Risk",0.624145269854926,1,7,1,0.0650069791474033,"acceptable"
59,"AI Governance",0.626257914174348,2,5,2,0.0643028273713938,"acceptable"
449,"Financial Risk",0.594717802107334,1,8,1,0.0637112586744348,"acceptable"
385,"Public Policy",0.584943033033051,5,7,5,0.0624063688565305,"acceptable"
148,"Public Policy",0.56712374431314,1,2,1,0.0622951555427158,"acceptable"
463,"Healthcare",0.648062223272864,1,9,1,0.0608459696495798,"acceptable"
291,"Healthcare",0.637826256928965,1,7,1,0.0584479129067635,"acceptable"
132,"Public Policy",0.710149614957627,3,4,3,0.0570676489536202,"acceptable"
182,"Financial Risk",0.615958493135404,1,9,1,0.0569409537939242,"acceptable"
303,"Infrastructure",0.731863234986085,4,12,4,0.0568780506182321,"acceptable"
458,"AI Governance",0.671770517970435,3,7,3,0.056723555422896,"acceptable"
58,"Healthcare",0.816458705526311,8,11,8,0.0562642911368927,"acceptable"
108,"Organizational Strategy",0.636072467030026,2,7,2,0.0557820073462502,"acceptable"
488,"Public Policy",0.687862538725603,4,7,4,0.0555104935646867,"acceptable"
382,"Public Policy",0.648663224463817,7,9,7,0.0554509195573618,"acceptable"
433,"Infrastructure",0.569282996896654,1,9,1,0.0522847567277818,"acceptable"
226,"Financial Risk",0.66346999721136,6,10,6,0.0521731460536642,"acceptable"
358,"Public Policy",0.565160910398699,1,12,1,0.0517973609880736,"acceptable"
70,"AI Governance",0.669424205007963,1,10,1,0.0517155356283795,"acceptable"
332,"Healthcare",0.701368724456988,6,7,6,0.0511675793653928,"acceptable"
391,"Financial Risk",0.645466778753325,1,9,1,0.0495689899973678,"acceptable"
442,"Public Policy",0.580083613856696,3,8,3,0.0489793773427839,"acceptable"
455,"Public Policy",0.705314228918869,6,11,6,0.0489713720838052,"acceptable"
476,"Infrastructure",0.607280598958023,3,10,3,0.0489286554644801,"acceptable"
81,"Public Policy",0.573427812224254,2,6,2,0.0485270492300891,"acceptable"
143,"AI Governance",0.697461722476874,2,9,2,0.047968774906977,"acceptable"
339,"Public Policy",0.659108659471385,3,11,3,0.0468936543220133,"acceptable"
75,"Organizational Strategy",0.707883896445855,6,9,6,0.0458222764090962,"acceptable"
95,"Healthcare",0.633725893935189,7,12,7,0.0452710437684239,"acceptable"
246,"Healthcare",0.588196420951281,1,6,1,0.0451501245078034,"acceptable"
474,"Infrastructure",0.573764917177614,1,7,1,0.0431006598918435,"acceptable"
263,"Infrastructure",0.593240231918171,5,8,5,0.0423062417700549,"acceptable"
73,"Public Policy",0.608932460409124,1,7,1,0.0421719187969379,"acceptable"
279,"Public Policy",0.604894715198316,2,9,2,0.0365595012074361,"acceptable"
218,"Public Policy",0.704516240891535,2,3,2,0.0350983006071858,"acceptable"
124,"Public Policy",0.788818115093745,6,9,6,0.034833452421393,"acceptable"
68,"AI Governance",0.64257550338516,2,11,2,0.0334631706771277,"acceptable"
346,"Infrastructure",0.621917967197951,1,6,1,0.0324702291202366,"acceptable"
317,"Healthcare",0.691115483387839,2,4,2,0.0323193551823975,"acceptable"
273,"Organizational Strategy",0.573333899788559,1,8,1,0.0316503522961696,"acceptable"
26,"Infrastructure",0.613643111910205,3,10,3,0.031570720171091,"acceptable"
153,"Organizational Strategy",0.807134385313839,4,7,4,0.0311925533955738,"acceptable"
397,"Organizational Strategy",0.616598135863896,3,7,3,0.0308352595187855,"acceptable"
395,"AI Governance",0.709486371786334,2,7,2,0.030047267737795,"acceptable"
284,"Public Policy",0.711730832115281,4,11,4,0.0299640769174419,"acceptable"
154,"Healthcare",0.594924264915753,2,8,2,0.0295018559674243,"acceptable"
71,"Public Policy",0.680579347114544,7,11,7,0.0273129404587428,"acceptable"
158,"Financial Risk",0.64973300636746,2,5,2,0.0272407834794117,"acceptable"
396,"Healthcare",0.720444026405457,1,12,1,0.0257038109058914,"acceptable"
82,"Healthcare",0.638135568078142,1,9,1,0.024972941556808,"acceptable"
487,"Infrastructure",0.645946794003248,1,2,1,0.0248839247295275,"acceptable"
265,"Organizational Strategy",0.630725758641493,1,12,1,0.024553181419766,"acceptable"
366,"AI Governance",0.551179841845296,2,7,2,0.0238141553165857,"acceptable"
462,"Public Policy",0.748783159556333,2,6,2,0.022315296774246,"acceptable"
260,"Public Policy",0.701770370337181,9,11,9,0.0220626682637834,"acceptable"
8,"Organizational Strategy",0.600586312131491,4,11,4,0.0219470983691985,"acceptable"
23,"Public Policy",0.576363519683946,5,12,5,0.0211315042989715,"acceptable"
52,"Organizational Strategy",0.757829759677406,7,11,7,0.0210826658120136,"acceptable"
147,"Infrastructure",0.583545068502426,2,9,2,0.020570585596311,"acceptable"
432,"Public Policy",0.790920330858789,4,9,4,0.0193714267184996,"acceptable"
140,"Infrastructure",0.791754767529201,1,8,1,0.0192369221709668,"acceptable"
445,"Healthcare",0.663595150047913,2,10,2,0.0174636086892364,"acceptable"
480,"AI Governance",0.582947641271166,4,6,4,0.0158966616481675,"acceptable"
420,"Healthcare",0.609397989341524,2,11,2,0.0129775264961735,"acceptable"
238,"Healthcare",0.768767801146023,1,10,1,0.0106608601268404,"acceptable"
460,"AI Governance",0.696066079712473,1,12,1,0.00884153589714742,"acceptable"
63,"Public Policy",0.68848942019511,1,6,1,0.00841914516075659,"acceptable"
21,"Infrastructure",0.690283094772603,2,9,2,0.00806155318423218,"acceptable"
353,"Organizational Strategy",0.697103825982194,4,6,4,0.0077022702692553,"acceptable"
435,"AI Governance",0.755731234673876,3,7,3,0.00669358196116632,"acceptable"
448,"Infrastructure",0.605334537357558,4,12,4,0.00631263809674731,"acceptable"
402,"AI Governance",0.633065108442679,3,4,3,0.00583526138918122,"acceptable"
237,"Healthcare",0.675811768744607,6,9,6,0.00436977459279231,"acceptable"
94,"Public Policy",0.635716862126719,2,5,2,0.00318455776713222,"acceptable"
170,"Public Policy",0.746066327707376,6,7,6,0.00315145931745786,"acceptable"
103,"AI Governance",0.758029712198768,7,10,7,0.000200642786449823,"acceptable"
1,"Public Policy",0.803010361590423,7,7,7,0,"acceptable"
4,"Financial Risk",0.660871483972296,2,2,2,0,"acceptable"
5,"Public Policy",0.698633402779233,7,7,7,0,"acceptable"
6,"Healthcare",0.780021365948487,8,8,8,0,"acceptable"
9,"AI Governance",0.625547808012925,3,3,3,0,"acceptable"
10,"Financial Risk",0.814575049164705,4,4,4,0,"review"
11,"AI Governance",0.787401805196423,9,9,9,0,"review"
12,"Financial Risk",0.631244660913944,1,1,1,0,"acceptable"
13,"Public Policy",0.791890621185303,10,10,10,0,"review"
14,"Infrastructure",0.725352566908114,1,1,1,0,"acceptable"
16,"Infrastructure",0.679046708764508,4,4,4,0,"review"
17,"AI Governance",0.737382977728266,1,1,1,0,"acceptable"
18,"Public Policy",0.772523955020588,6,6,6,0,"acceptable"
19,"Public Policy",0.770099922956433,3,3,3,0,"acceptable"
20,"AI Governance",0.797727938271128,5,5,5,0,"review"
24,"Public Policy",0.592425161341671,1,1,1,0,"acceptable"
25,"Organizational Strategy",0.759770896993577,7,7,7,0,"review"
27,"Public Policy",0.819832338718697,3,3,3,0,"review"
28,"Financial Risk",0.738003474827856,10,10,10,0,"review"
30,"Healthcare",0.66476070743287,1,1,1,0,"acceptable"
31,"AI Governance",0.730156267655548,7,7,7,0,"acceptable"
32,"AI Governance",0.748698499484453,12,12,12,0,"review"
34,"Infrastructure",0.71327869003173,1,1,1,0,"acceptable"
35,"Infrastructure",0.635693000545725,4,4,4,0,"acceptable"
37,"Healthcare",0.799079027553089,2,2,2,0,"review"
38,"Organizational Strategy",0.600940156457946,11,11,11,0,"review"
39,"Public Policy",0.633349917235319,1,1,1,0,"acceptable"
40,"Financial Risk",0.618723641333636,1,1,1,0,"review"
43,"Healthcare",0.792182972056325,11,11,11,0,"review"
44,"Infrastructure",0.562966688305605,2,2,2,0,"acceptable"
45,"Public Policy",0.704999341268558,6,6,6,0,"review"
50,"Public Policy",0.819936074577272,8,8,8,0,"acceptable"
57,"Infrastructure",0.692985720804427,5,5,5,0,"review"
62,"Organizational Strategy",0.727607308123261,7,7,7,0,"review"
64,"Infrastructure",0.780485882766079,4,4,4,0,"acceptable"
67,"Healthcare",0.798455839485396,9,9,9,0,"acceptable"
69,"Organizational Strategy",0.686676255366765,5,5,5,0,"review"
74,"Financial Risk",0.651166915558279,4,4,4,0,"review"
76,"Organizational Strategy",0.802367994575761,11,11,11,0,"review"
77,"Financial Risk",0.646849805663805,1,1,1,0,"acceptable"
79,"Public Policy",0.777267836199608,1,1,1,0,"review"
80,"AI Governance",0.66648871876765,6,6,6,0,"review"
83,"Infrastructure",0.735864814128727,8,8,8,0,"acceptable"
84,"Infrastructure",0.661530710305087,5,5,5,0,"acceptable"
86,"AI Governance",0.795202624946833,8,8,8,0,"review"
87,"Infrastructure",0.812010140651837,3,3,3,0,"review"
91,"AI Governance",0.626448976304382,3,3,3,0,"acceptable"
93,"Public Policy",0.578486409685575,2,2,2,0,"acceptable"
98,"Organizational Strategy",0.701512794976588,8,8,8,0,"acceptable"
99,"Infrastructure",0.722657867621165,10,10,10,0,"review"
101,"Healthcare",0.796142443011049,8,8,8,0,"review"
102,"Financial Risk",0.580773237391841,1,1,1,0,"acceptable"
104,"Public Policy",0.713708326229826,11,11,11,0,"review"
105,"Public Policy",0.75431783803273,4,4,4,0,"review"
106,"Financial Risk",0.601005165094975,1,1,1,0,"acceptable"
107,"Organizational Strategy",0.667375532567967,5,5,5,0,"acceptable"
109,"Healthcare",0.656444141950924,3,3,3,0,"acceptable"
110,"Financial Risk",0.686005646639969,2,2,2,0,"acceptable"
111,"Infrastructure",0.785255429416429,9,9,9,0,"acceptable"
112,"Financial Risk",0.732257383547258,2,2,2,0,"acceptable"
113,"Financial Risk",0.679417671787087,3,3,3,0,"acceptable"
114,"Infrastructure",0.696983847755473,6,6,6,0,"acceptable"
116,"Public Policy",0.762778709712438,4,4,4,0,"acceptable"
117,"Infrastructure",0.611301281736232,1,1,1,0,"acceptable"
120,"Organizational Strategy",0.609221307036933,10,10,10,0,"review"
122,"Organizational Strategy",0.680977644654922,10,10,10,0,"acceptable"
123,"Infrastructure",0.733882831379306,6,6,6,0,"acceptable"
125,"AI Governance",0.736556353138294,4,4,4,0,"acceptable"
126,"Public Policy",0.814768566270359,3,3,3,0,"review"
127,"Healthcare",0.689493544891011,4,4,4,0,"acceptable"
128,"Financial Risk",0.753456403671298,5,5,5,0,"review"
129,"Financial Risk",0.656973515336867,2,2,2,0,"acceptable"
131,"Organizational Strategy",0.802843133381102,1,1,1,0,"acceptable"
135,"Financial Risk",0.606795185615774,1,1,1,0,"acceptable"
136,"Infrastructure",0.790575632026885,1,1,1,0,"review"
137,"Healthcare",0.677992559697013,2,2,2,0,"acceptable"
138,"AI Governance",0.770961521142162,11,11,11,0,"review"
139,"AI Governance",0.806022174803074,8,8,8,0,"review"
141,"Financial Risk",0.729339670797344,6,6,6,0,"acceptable"
142,"Healthcare",0.779751780808438,6,6,6,0,"review"
144,"Organizational Strategy",0.783034237104002,5,5,5,0,"acceptable"
145,"Healthcare",0.720664507884067,9,9,9,0,"acceptable"
146,"AI Governance",0.550197944887914,2,2,2,0,"acceptable"
150,"AI Governance",0.784289168061223,11,11,11,0,"review"
151,"Public Policy",0.664095701295882,1,1,1,0,"acceptable"
152,"Healthcare",0.730357525679283,3,3,3,0,"review"
155,"Healthcare",0.683217398209963,1,1,1,0,"acceptable"
156,"AI Governance",0.699520151389297,12,12,12,0,"review"
157,"Organizational Strategy",0.693167063174769,5,5,5,0,"acceptable"
159,"AI Governance",0.779702484279405,8,8,8,0,"acceptable"
160,"AI Governance",0.650326658221893,2,2,2,0,"acceptable"
161,"Healthcare",0.688421772767324,3,3,3,0,"acceptable"
164,"AI Governance",0.808481267655734,10,10,10,0,"review"
165,"Infrastructure",0.804338827780448,12,12,12,0,"review"
166,"AI Governance",0.770785117452033,5,5,5,0,"review"
169,"Financial Risk",0.809426788075361,5,5,5,0,"review"
171,"Infrastructure",0.676654628159013,1,1,1,0,"acceptable"
172,"Public Policy",0.696639980555046,10,10,10,0,"acceptable"
173,"Healthcare",0.759821857917123,2,2,2,0,"acceptable"
175,"Financial Risk",0.710519313842524,6,6,6,0,"acceptable"
176,"AI Governance",0.636122965083923,2,2,2,0,"acceptable"
177,"Public Policy",0.718609657206107,1,1,1,0,"acceptable"
178,"Healthcare",0.697278986342717,1,1,1,0,"acceptable"
179,"Public Policy",0.643312762135174,4,4,4,0,"acceptable"
180,"Infrastructure",0.770972965834662,5,5,5,0,"acceptable"
181,"AI Governance",0.738152004939038,10,10,10,0,"acceptable"
183,"Infrastructure",0.629339711542707,4,4,4,0,"acceptable"
185,"Infrastructure",0.759711595992558,1,1,1,0,"review"
186,"AI Governance",0.787571625802666,5,5,5,0,"acceptable"
187,"AI Governance",0.759665856889915,4,4,4,0,"review"
188,"Financial Risk",0.607132860873826,3,3,3,0,"acceptable"
189,"Public Policy",0.741412488222122,9,9,9,0,"acceptable"
190,"Financial Risk",0.762670045546256,4,4,4,0,"acceptable"
191,"Public Policy",0.726916019690689,12,12,12,0,"review"
195,"Organizational Strategy",0.738965126094408,9,9,9,0,"acceptable"
196,"Organizational Strategy",0.76924780086847,6,6,6,0,"review"
197,"AI Governance",0.808194006779231,1,1,1,0,"review"
198,"AI Governance",0.66859672005754,1,1,1,0,"acceptable"
199,"Public Policy",0.623993095438927,7,7,7,0,"acceptable"
200,"AI Governance",0.660758604379371,6,6,6,0,"acceptable"
201,"Infrastructure",0.640136355543509,12,12,12,0,"review"
202,"Infrastructure",0.742147741916124,5,5,5,0,"acceptable"
205,"Infrastructure",0.655088958381675,8,8,8,0,"acceptable"
206,"Healthcare",0.794371772671584,2,2,2,0,"review"
208,"Organizational Strategy",0.78362636368256,9,9,9,0,"acceptable"
210,"Financial Risk",0.746573551998008,1,1,1,0,"review"
211,"AI Governance",0.733029305972159,1,1,1,0,"acceptable"
213,"AI Governance",0.779439084480982,7,7,7,0,"review"
214,"Healthcare",0.761141563844867,9,9,9,0,"review"
215,"Public Policy",0.723131912839599,6,6,6,0,"acceptable"
216,"Public Policy",0.572772591980174,7,7,7,0,"acceptable"
219,"Public Policy",0.68390944145387,7,7,7,0,"acceptable"
224,"AI Governance",0.717710652954411,12,12,12,0,"review"
225,"AI Governance",0.741304143469315,10,10,10,0,"acceptable"
228,"AI Governance",0.765742122337688,11,11,11,0,"review"
229,"Organizational Strategy",0.705223621006589,10,10,10,0,"acceptable"
230,"Healthcare",0.739480819082819,7,7,7,0,"acceptable"
232,"AI Governance",0.707206682758406,1,1,1,0,"acceptable"
233,"Healthcare",0.780224229714368,10,10,10,0,"review"
234,"Public Policy",0.781966020583641,2,2,2,0,"acceptable"
235,"Financial Risk",0.643142024276313,8,8,8,0,"acceptable"
239,"Financial Risk",0.811728553150315,9,9,9,0,"acceptable"
240,"Public Policy",0.744052790172864,2,2,2,0,"acceptable"
241,"Public Policy",0.659531075707637,7,7,7,0,"acceptable"
242,"Financial Risk",0.608542378034908,9,9,9,0,"acceptable"
243,"Organizational Strategy",0.665942255288828,5,5,5,0,"acceptable"
247,"Public Policy",0.713801479893737,4,4,4,0,"acceptable"
248,"Organizational Strategy",0.605893085361458,3,3,3,0,"acceptable"
249,"AI Governance",0.7245247287862,5,5,5,0,"acceptable"
250,"Healthcare",0.624739067805931,3,3,3,0,"acceptable"
251,"Financial Risk",0.728015469885431,1,1,1,0,"acceptable"
252,"Organizational Strategy",0.697279325558338,10,10,10,0,"review"
253,"Financial Risk",0.786818658653647,1,1,1,0,"acceptable"
255,"Organizational Strategy",0.733638072095346,1,1,1,0,"acceptable"
256,"Healthcare",0.670436902567744,1,1,1,0,"acceptable"
257,"Healthcare",0.817908965966199,2,2,2,0,"review"
259,"Infrastructure",0.783756817863323,4,4,4,0,"acceptable"
261,"Public Policy",0.680244513447396,6,6,6,0,"acceptable"
262,"Organizational Strategy",0.735467749293894,2,2,2,0,"acceptable"
264,"Infrastructure",0.79254506210098,9,9,9,0,"review"
266,"Financial Risk",0.578443887976464,2,2,2,0,"acceptable"
267,"Infrastructure",0.743633059058338,1,1,1,0,"acceptable"
268,"Healthcare",0.728749810035806,10,10,10,0,"acceptable"
269,"Financial Risk",0.785710220250767,3,3,3,0,"acceptable"
271,"Healthcare",0.774954989347607,12,12,12,0,"review"
272,"Financial Risk",0.705446244208142,5,5,5,0,"acceptable"
274,"Financial Risk",0.656562248331029,3,3,3,0,"acceptable"
275,"Financial Risk",0.776673495227005,6,6,6,0,"review"
276,"Organizational Strategy",0.819046741491184,3,3,3,0,"review"
277,"Public Policy",0.718312328113243,1,1,1,0,"acceptable"
278,"Healthcare",0.564924509611446,6,6,6,0,"acceptable"
280,"Organizational Strategy",0.795163987621199,5,5,5,0,"acceptable"
281,"Financial Risk",0.773582175115589,6,6,6,0,"review"
283,"AI Governance",0.763473933637142,1,1,1,0,"review"
286,"AI Governance",0.696605065108743,4,4,4,0,"acceptable"
287,"Organizational Strategy",0.768246967054438,8,8,8,0,"review"
288,"Healthcare",0.706454468786251,1,1,1,0,"acceptable"
289,"Infrastructure",0.592598232282326,5,5,5,0,"acceptable"
290,"Infrastructure",0.559437172270846,3,3,3,0,"acceptable"
292,"AI Governance",0.719541742210276,12,12,12,0,"review"
293,"Public Policy",0.637418295955285,3,3,3,0,"acceptable"
295,"Financial Risk",0.787588531828951,5,5,5,0,"review"
296,"Organizational Strategy",0.807045539109968,4,4,4,0,"review"
298,"Organizational Strategy",0.772185481449123,7,7,7,0,"review"
299,"Infrastructure",0.704833089467138,4,4,4,0,"acceptable"
300,"Infrastructure",0.757977419055533,10,10,10,0,"acceptable"
301,"Financial Risk",0.703405304702464,3,3,3,0,"acceptable"
302,"Financial Risk",0.807316847736947,7,7,7,0,"review"
306,"Public Policy",0.627121899190825,6,6,6,0,"review"
307,"Organizational Strategy",0.718821248796303,9,9,9,0,"review"
308,"Infrastructure",0.713840184044093,4,4,4,0,"acceptable"
309,"AI Governance",0.618789996460546,1,1,1,0,"acceptable"
310,"Healthcare",0.80876098846551,10,10,10,0,"review"
311,"AI Governance",0.689758922525216,8,8,8,0,"acceptable"
312,"Financial Risk",0.667722336912993,2,2,2,0,"review"
313,"Healthcare",0.756012920935173,11,11,11,0,"review"
314,"Healthcare",0.754570047487505,6,6,6,0,"review"
319,"Financial Risk",0.672941449873615,6,6,6,0,"review"
320,"AI Governance",0.696877667042427,2,2,2,0,"review"
322,"Organizational Strategy",0.793844426092692,5,5,5,0,"review"
323,"Public Policy",0.70891290382715,2,2,2,0,"acceptable"
324,"Organizational Strategy",0.73728713837685,3,3,3,0,"acceptable"
325,"Public Policy",0.594189541859087,3,3,3,0,"acceptable"
326,"Organizational Strategy",0.74488400014583,2,2,2,0,"acceptable"
330,"Organizational Strategy",0.782157121060882,4,4,4,0,"review"
331,"Financial Risk",0.810020203622989,1,1,1,0,"review"
334,"Infrastructure",0.646947533017956,11,11,11,0,"review"
335,"Organizational Strategy",0.740841275015846,4,4,4,0,"review"
