"cycle","domain","search_length","search_cost_per_option","search_cost_total","satisficing_net_value"
338,"Healthcare",8,0.0277525375713594,0.222020300570875,0.587882901590006
260,"Public Policy",9,0.02428148153238,0.21853333379142,0.538652120284865
423,"AI Governance",10,0.021792276496999,0.21792276496999,0.485327642186557
369,"AI Governance",8,0.0266979623259977,0.213583698607982,0.383828227552788
219,"Public Policy",7,0.0302704088483006,0.211892861938104,0.614686451540133
430,"Financial Risk",10,0.0211453446280211,0.211453446280211,0.527057239835888
310,"Healthcare",10,0.0207529422617517,0.207529422617517,0.551759441634952
481,"Infrastructure",7,0.0295263331662864,0.206684332164005,0.540579867259886
287,"Organizational Strategy",8,0.025712657161057,0.205701257288456,0.497762309658945
200,"AI Governance",6,0.0342172743286938,0.205303645972163,0.575596378944673
95,"Healthcare",7,0.0287517954967916,0.201262568477541,0.577636155636644
424,"Healthcare",7,0.0286765803699382,0.200736062589567,0.626102168101938
221,"Infrastructure",6,0.0332665956299752,0.199599573779851,0.530106742243191
382,"Public Policy",7,0.0283048985502683,0.198134289851878,0.458271038516658
388,"AI Governance",8,0.0245936402305961,0.196749121844769,0.534203805622651
230,"Healthcare",7,0.0280640868912451,0.196448608238716,0.703530478270259
205,"Infrastructure",8,0.0241737143765204,0.193389715012163,0.58313402849958
405,"Organizational Strategy",9,0.0213001516461372,0.191701364815235,0.585210298974273
426,"Infrastructure",12,0.0159447880345397,0.191337456414476,0.512964995535502
349,"Organizational Strategy",8,0.0237666316865943,0.190133053492754,0.568646575518453
75,"Organizational Strategy",6,0.031595071721822,0.189570430330932,0.580783502469396
124,"Public Policy",6,0.0310274847852997,0.186164908711798,0.721480780909769
13,"Public Policy",10,0.0185041202348657,0.185041202348657,0.435997638836287
281,"Financial Risk",6,0.0304869631468318,0.182921778880991,0.512164845416037
62,"Organizational Strategy",7,0.0261119751282968,0.182783825898078,0.523333979096076
427,"Public Policy",6,0.0302531099761836,0.181518659857102,0.65233791086802
139,"AI Governance",8,0.0225045581045561,0.180036464836449,0.507911552349473
455,"Public Policy",6,0.0298821253702044,0.179292752221226,0.579998948714557
494,"Public Policy",7,0.025495383052621,0.178467681368347,0.560264688097901
472,"Financial Risk",7,0.0249669175106101,0.174768422574271,0.650386882958942
84,"Infrastructure",5,0.0346952985832468,0.173476492916234,0.574022929139085
52,"Organizational Strategy",7,0.0247804703307338,0.173463292315137,0.593041994668562
441,"Organizational Strategy",8,0.0214920361875556,0.171936289500445,0.726488654851023
119,"Infrastructure",8,0.0213380972342566,0.170704777874053,0.685617820378393
186,"AI Governance",5,0.0340813483996317,0.170406741998159,0.631690463318316
53,"Healthcare",6,0.0279171477002092,0.167502886201255,0.571860376353764
268,"Healthcare",10,0.0166851661587134,0.166851661587134,0.573050845748865
169,"Financial Risk",5,0.0330514971911907,0.165257485955954,0.546469994018558
224,"AI Governance",12,0.0137581174285151,0.165097409142181,0.540237664257837
65,"Healthcare",5,0.0329261348838918,0.164630674419459,0.450787784101189
159,"AI Governance",8,0.0205442860419862,0.16435428833589,0.704971257593331
451,"Infrastructure",11,0.0147347715403885,0.162082486944273,0.687052958318964
322,"Organizational Strategy",5,0.0323560761171393,0.161780380585697,0.50020132682228
5,"Public Policy",7,0.0230529870628379,0.161370909439865,0.619087395253049
50,"Public Policy",8,0.020055489288643,0.160443914309144,0.719969473263128
272,"Financial Risk",5,0.0314801499131136,0.157400749565568,0.705340171265352
425,"Healthcare",11,0.0142550487001427,0.15680553570157,0.606621815491446
500,"Infrastructure",5,0.0310222244425677,0.155111122212838,0.545632390990922
385,"Public Policy",5,0.0309190424112603,0.154595212056302,0.437705957590164
319,"Financial Risk",6,0.0257252174988389,0.154351304993033,0.513931940579116
38,"Organizational Strategy",11,0.0139122416079044,0.153034657686948,0.518146800786139
493,"Infrastructure",5,0.0305808099382557,0.152904049691278,0.637986835366657
61,"Organizational Strategy",5,0.030089836907573,0.150449184537865,0.628210334158333
249,"AI Governance",5,0.0300214708293788,0.150107354146894,0.584283553684491
175,"Financial Risk",6,0.0249690594780259,0.149814356868155,0.575063119333828
107,"Organizational Strategy",5,0.0299331390089355,0.149665695044677,0.621424039181428
23,"Public Policy",5,0.0298732818616554,0.149366409308277,0.4999637599435
114,"Infrastructure",6,0.0245354453474283,0.14721267208457,0.691604307971669
6,"Healthcare",8,0.0182838880480267,0.146271104384214,0.677538640812013
195,"Organizational Strategy",9,0.0162434877781197,0.146191390003077,0.613210278725954
71,"Public Policy",7,0.0207094404147938,0.144966082903557,0.567824962989249
275,"Financial Risk",6,0.0241522712470032,0.144913627482019,0.514885011211019
484,"Healthcare",9,0.015984225384891,0.143858028464019,0.751481158183887
437,"Financial Risk",6,0.0238060710765421,0.142836426459253,0.690444671971877
333,"Organizational Strategy",5,0.0285436555603519,0.14271827780176,0.591580754908206
196,"Organizational Strategy",6,0.0237689779140055,0.142613867484033,0.60850862847864
76,"Organizational Strategy",11,0.0128153722779825,0.140969095057807,0.700271597282298
98,"Organizational Strategy",8,0.0175345339882188,0.14027627190575,0.630342435308195
302,"Financial Risk",7,0.0200383605761454,0.140268524033018,0.614690536004491
263,"Infrastructure",5,0.0278675986034796,0.139337993017398,0.576128616696444
271,"Healthcare",12,0.0115418674773537,0.138502409728244,0.478821934696659
459,"Organizational Strategy",11,0.0125651964754798,0.138217161230278,0.744367084018614
8,"Organizational Strategy",4,0.034479782411363,0.137919129645452,0.502956248725018
241,"Public Policy",7,0.0196438825852238,0.137507178096567,0.558857261009932
355,"AI Governance",4,0.0342104182881303,0.136841673152521,0.525935631737647
340,"Public Policy",4,0.0342086480441503,0.136834592176601,0.566263102586942
440,"Healthcare",6,0.0227244954020716,0.13634697241243,0.540413632052207
332,"Healthcare",6,0.022622228122782,0.135733368736692,0.58466786730317
289,"Infrastructure",5,0.0266825983882882,0.133412991941441,0.785742860210594
335,"Organizational Strategy",4,0.0333120773662813,0.133248309465125,0.576719414897904
407,"Organizational Strategy",4,0.0333064335864037,0.133225734345615,0.696327414915804
303,"Infrastructure",4,0.0332792056165636,0.133116822466254,0.662271443599477
330,"Organizational Strategy",4,0.0330695059197024,0.13227802367881,0.640377728408779
454,"Organizational Strategy",8,0.01635876650922,0.13087013207376,0.537581873331389
467,"Infrastructure",8,0.0160702134645544,0.128561707716435,0.622295948567996
153,"Organizational Strategy",4,0.0318722759350203,0.127489103740081,0.685078831475693
495,"Public Policy",12,0.0105150470952503,0.126180565143004,0.716409210059328
56,"Financial Risk",4,0.0311059384490363,0.124423753796145,0.575383269388951
408,"Public Policy",4,0.0310292484704405,0.124116993881762,0.550845908240007
328,"Healthcare",4,0.0306401440198533,0.122560576079413,0.587095487275688
446,"Financial Risk",5,0.0244827379076742,0.122413689538371,0.54931165329194
409,"Infrastructure",7,0.0174083334975876,0.121858334483113,0.586179849172614
243,"Organizational Strategy",5,0.024225828810595,0.121129144052975,0.589286250647665
233,"Healthcare",10,0.0119025701773353,0.119025701773353,0.540736084769533
142,"Healthcare",6,0.0196803595242091,0.118082157145255,0.647587323624672
216,"Public Policy",7,0.0166098228725605,0.116268760107924,0.632651923481194
316,"Healthcare",4,0.0289631982566789,0.115852793026716,0.635314939934844
150,"AI Governance",11,0.0105191846401431,0.115711031041574,0.61676072207359
118,"AI Governance",4,0.0284192836028524,0.11367713441141,0.602006715690176
88,"Healthcare",5,0.0225897466624156,0.112948733312078,0.649694769523967
16,"Infrastructure",4,0.0280655667372048,0.112262266948819,0.551121915965628
69,"Organizational Strategy",5,0.0219529455737211,0.109764727868605,0.560810741445736
365,"Organizational Strategy",11,0.0099528000317514,0.109480800349265,0.548763978990384
215,"Public Policy",6,0.0182460779114626,0.109476467468776,0.71308483348012
367,"Infrastructure",5,0.0218029758217745,0.109014879108873,0.696413582966169
348,"Healthcare",8,0.0133464319282211,0.106771455425769,0.650363831002303
128,"Financial Risk",5,0.0212579878862016,0.106289939431008,0.646043952103756
465,"Financial Risk",6,0.0176373882521875,0.105824329513125,0.635441618772824
278,"Healthcare",6,0.0175763884978369,0.105458330987021,0.708182254867103
42,"Financial Risk",3,0.0349791823141277,0.104937546942383,0.709245088919997
392,"AI Governance",4,0.0261643610103056,0.104657444041222,0.599558598804863
343,"AI Governance",3,0.0346241907845251,0.103872572353575,0.803169493346941
229,"Organizational Strategy",10,0.010356984056998,0.10356984056998,0.709217800448096
499,"Public Policy",4,0.0256360485986806,0.102544194394722,0.743532979703942
35,"Infrastructure",4,0.0254184795240872,0.101673918096349,0.729279725079106
190,"Financial Risk",4,0.0252586793294176,0.10103471731767,0.689672405971275
374,"AI Governance",8,0.0124214002187364,0.0993712017498912,0.63858076051889
293,"Public Policy",3,0.0326159659167752,0.0978478977503256,0.66100173254963
10,"Financial Risk",4,0.0243159232405014,0.0972636929620056,0.588330992196566
452,"Public Policy",6,0.0161725540924817,0.0970353245548902,0.554464778515914
168,"Public Policy",3,0.0320820303726941,0.0962460911180823,0.603268470302797
170,"Public Policy",6,0.0159227689704858,0.0955366138229148,0.706814566612207
431,"AI Governance",3,0.0317355033569038,0.0952065100707114,0.628834057872195
394,"Healthcare",6,0.0158547878870741,0.0951287273224446,0.82604609740898
1,"Public Policy",7,0.0135841860435903,0.0950893023051321,0.800264539793177
123,"Infrastructure",6,0.015726476602722,0.094358859616332,0.643108941200189
183,"Infrastructure",4,0.0234614464873448,0.0938457859493792,0.736810930459838
157,"Organizational Strategy",5,0.0187153342692181,0.0935766713460905,0.718109969586476
242,"Financial Risk",9,0.0103304562275298,0.0929741060477682,0.621140021781684
286,"AI Governance",4,0.0231711435248144,0.0926845740992576,0.792832336034626
314,"Healthcare",6,0.015445571297314,0.092673427783884,0.555114061722852
270,"AI Governance",4,0.0227835022611544,0.0911340090446176,0.629634779591342
116,"Public Policy",4,0.0227043144474737,0.0908172577898948,0.736147589344802
214,"Healthcare",9,0.0100475643342361,0.0904280790081249,0.652504678288766
43,"Healthcare",11,0.00819046346936375,0.0900950981630012,0.596352647398129
247,"Public Policy",4,0.0225068404967897,0.0900273619871588,0.645624603957811
390,"Organizational Strategy",10,0.00899746862938628,0.0899746862938628,0.733388924403798
379,"AI Governance",6,0.0149854843784124,0.0899129062704744,0.756403426331591
80,"AI Governance",6,0.014977291256655,0.08986374753993,0.514613357019723
413,"Public Policy",4,0.0224537639738992,0.0898150558955968,0.529471488190574
305,"Organizational Strategy",5,0.0178981051989831,0.0894905259949155,0.58759036457766
92,"AI Governance",4,0.022109782199841,0.088439128799364,0.598782681654446
269,"Financial Risk",3,0.0294311153469607,0.0882933460408821,0.779861509338952
22,"Organizational Strategy",3,0.0293841570895165,0.0881524712685495,0.615765362825134
26,"Infrastructure",3,0.0293563904357143,0.0880691713071429,0.567540895780888
207,"AI Governance",3,0.0292231645691209,0.0876694937073627,0.574743178997468
239,"Financial Risk",9,0.00972136802971363,0.0874923122674227,0.745347776589915
67,"Healthcare",9,0.00971079614479095,0.0873971653031186,0.790043217131808
417,"Organizational Strategy",5,0.0174567322339863,0.0872836611699315,0.633249711142853
20,"AI Governance",5,0.0172526364261284,0.086263182130642,0.710378422508142
226,"Financial Risk",6,0.0143459313362837,0.0860755880177022,0.588684937136333
384,"Financial Risk",7,0.0122654097736813,0.0858578684157691,0.633173177617037
342,"Organizational Strategy",4,0.0214220063644461,0.0856880254577844,0.487450320915032
58,"Healthcare",8,0.0106907879794016,0.0855263038352128,0.740769122250942
126,"Public Policy",3,0.0284186622034758,0.0852559866104274,0.617515150193493
103,"AI Governance",7,0.011876850083936,0.083137950587552,0.741886069360737
212,"Organizational Strategy",5,0.0165898536378518,0.082949268189259,0.697050409416649
172,"Public Policy",10,0.0082780846580863,0.082780846580863,0.653852256274173
179,"Public Policy",4,0.0206163780996576,0.0824655123986304,0.648555073205218
429,"Healthcare",8,0.0102757219946943,0.0822057759575544,0.564039005091467
327,"Public Policy",7,0.0116761907236651,0.0817333350656557,0.584144760278614
301,"Financial Risk",3,0.0271366834174842,0.0814100502524526,0.71754219446459
15,"Healthcare",3,0.0271235997625627,0.0813707992876881,0.717333871547598
485,"Healthcare",8,0.0101597268274054,0.0812778146192432,0.738979845218179
261,"Public Policy",6,0.0134225085610524,0.0805350513663144,0.775607138517985
259,"Infrastructure",4,0.0199828246142715,0.079931298457086,0.819059281609952
237,"Healthcare",6,0.0131824213080108,0.0790945278480648,0.619574820459985
298,"Organizational Strategy",7,0.011184361865744,0.078290533060208,0.682198213291746
167,"Organizational Strategy",6,0.0129591414192691,0.0777548485156146,0.55333029220434
25,"Organizational Strategy",7,0.0110940051102079,0.0776580357714553,0.672496074297856
145,"Healthcare",9,0.00859429315663874,0.0773486384097486,0.708512939655201
421,"Infrastructure",3,0.0257585646002553,0.0772756938007659,0.746568445042735
448,"Infrastructure",4,0.0191787491599098,0.0767149966396392,0.565612947521339
464,"AI Governance",6,0.012743952840101,0.076463717040606,0.71237301619263
359,"AI Governance",12,0.00636328598484397,0.0763594318181276,0.660084964355994
498,"Healthcare",4,0.0189647693908773,0.0758590775635092,0.543637232427018
91,"AI Governance",3,0.0250919236219488,0.0752757708658464,0.783353568551146
78,"Financial Risk",4,0.0187041151197627,0.0748164604790508,0.614858881137756
180,"Infrastructure",5,0.0149615100328811,0.0748075501644055,0.735166479414256
325,"Public Policy",3,0.0247510688216426,0.0742532064649278,0.821602715829371
11,"AI Governance",9,0.00823961219051853,0.0741565097146668,0.554526357049269
486,"Organizational Strategy",3,0.0238289988646284,0.0714869965938852,0.695562497894703
156,"AI Governance",12,0.00592348471051082,0.0710818165261298,0.669716448249294
41,"Healthcare",2,0.0348936980916187,0.0697873961832374,0.609758771027531
445,"Healthcare",2,0.0348188385250978,0.0696376770501956,0.668647042151887
189,"Public Policy",9,0.0077073981356807,0.0693665832211263,0.747921993758876
321,"Organizational Strategy",3,0.0231135108927265,0.0693405326781795,0.639954166639005
206,"Healthcare",2,0.0338144384906627,0.0676288769813254,0.643269406891485
129,"Financial Risk",2,0.0336553454003297,0.0673106908006594,0.861320755043653
290,"Infrastructure",3,0.0223220575996675,0.0669661727990025,0.803229746141005
258,"Organizational Strategy",2,0.0334630500548519,0.0669261001097038,0.643039508087592
201,"Infrastructure",12,0.00557215480133891,0.0668658576160669,0.652099983301014
294,"Infrastructure",2,0.033407646198757,0.066815292397514,0.612295186041923
9,"AI Governance",3,0.0219446666771546,0.0658340000314638,0.725160350383935
193,"Healthcare",5,0.0130507911462337,0.0652539557311685,0.529483482031762
307,"Organizational Strategy",9,0.00708734336309135,0.0637860902678221,0.641292533137238
188,"Financial Risk",3,0.0212017358583398,0.0636052075750194,0.669730163337438
28,"Financial Risk",10,0.006357725081034,0.06357725081034,0.536400660650297
395,"AI Governance",2,0.0314725111145526,0.0629450222291052,0.683770546883627
222,"Healthcare",3,0.0208555534784682,0.0625666604354046,0.60590288014211
173,"Healthcare",2,0.0312303553754464,0.0624607107508928,0.803778441921909
176,"AI Governance",2,0.0307247168989852,0.0614494337979704,0.740454078475419
203,"Public Policy",2,0.030652077915147,0.061304155830294,0.567073641247946
324,"Organizational Strategy",3,0.020342367971316,0.061027103913948,0.800970485222607
99,"Infrastructure",10,0.0060902800085023,0.060902800085023,0.642516802282704
480,"AI Governance",4,0.0151924480963498,0.0607697923853992,0.597548312589338
141,"Financial Risk",6,0.0100900179683231,0.0605401078099386,0.712066370227546
111,"Infrastructure",9,0.00667149459244683,0.0600434513320215,0.788459649992398
45,"Public Policy",6,0.00989844351541251,0.059390661092475,0.544394407366403
323,"Public Policy",2,0.0296415240759961,0.0592830481519922,0.730744068093724
280,"Organizational Strategy",5,0.0118518107198179,0.0592590535990895,0.798103781889276
44,"Infrastructure",2,0.0295428615598939,0.0590857231197878,0.764548279994087
109,"Healthcare",3,0.0195262484136038,0.0585787452408114,0.761401049643342
90,"Public Policy",10,0.00585198431741446,0.0585198431741446,0.704678652327701
488,"Public Policy",4,0.0145973744406365,0.058389497762546,0.688213435136643
353,"Organizational Strategy",4,0.0144923157710582,0.0579692630842328,0.701177366452246
476,"Infrastructure",3,0.0193134998693131,0.0579404996079393,0.61549620631253
85,"AI Governance",3,0.0192642366024666,0.0577927098073998,0.664219645403152
432,"Public Policy",4,0.0141826067958027,0.0567304271832108,0.838226281825263
236,"AI Governance",2,0.0282477068621665,0.056495413724333,0.576556885053581
161,"Healthcare",3,0.0187722869263962,0.0563168607791886,0.648357154795755
366,"AI Governance",2,0.0281584153417498,0.0563168306834996,0.693155177747127
279,"Public Policy",2,0.0280311709269881,0.0560623418539762,0.584678308338167
368,"AI Governance",5,0.0111956935632043,0.0559784678160215,0.69465538311812
478,"AI Governance",7,0.00796492759836838,0.0557544931885787,0.804747134347292
410,"Healthcare",2,0.0276729474193417,0.0553458948386834,0.752666052204088
235,"Financial Risk",8,0.00691684784600511,0.0553347827680409,0.725397524554282
414,"Healthcare",7,0.00788970348192379,0.0552279243734665,0.779897620665914
83,"Infrastructure",8,0.00689902886981145,0.0551922309584916,0.790059099692266
202,"Infrastructure",5,0.0109867831761949,0.0549339158809745,0.701413230980031
317,"Healthcare",2,0.0273052440560423,0.0546104881120846,0.76648601790916
282,"AI Governance",2,0.0271087759966031,0.0542175519932062,0.617825848818447
160,"AI Governance",2,0.0271052339789458,0.0542104679578916,0.781256068645864
113,"Financial Risk",3,0.0180255197873339,0.0540765593620017,0.743102320195176
18,"Public Policy",6,0.00897996150190011,0.0538797690114007,0.745984691316051
158,"Financial Risk",2,0.0267894493951462,0.0535788987902924,0.682570267648341
297,"Financial Risk",5,0.0106904674274847,0.0534523371374235,0.69455813231355
74,"Financial Risk",4,0.0131987985898741,0.0527951943594964,0.587799199515736
57,"Infrastructure",5,0.0105301173171028,0.052650586585514,0.631284585248893
462,"Public Policy",2,0.0260815022373572,0.0521630044747144,0.726367905914442
81,"Public Policy",2,0.0260239481925964,0.0520478963851928,0.523615932089036
68,"AI Governance",2,0.0258283880888484,0.0516567761776968,0.648772520848923
336,"Financial Risk",3,0.0171996703068726,0.0515990109206178,0.692315592082208
132,"Public Policy",3,0.0171932961349376,0.0515798884048128,0.775347888607605
110,"Financial Risk",2,0.0257448406447656,0.0514896812895312,0.803915243956552
351,"Financial Risk",4,0.0128412983915769,0.0513651935663076,0.665718171119335
444,"AI Governance",3,0.0169972033333033,0.0509916099999099,0.536664925010819
470,"Healthcare",2,0.0244239135156386,0.0488478270312772,0.640962400375978
326,"Organizational Strategy",2,0.0244089590758085,0.048817918151617,0.826480643686084
479,"Public Policy",3,0.0162537079164758,0.0487611237494274,0.67016993005504
299,"Infrastructure",4,0.0120845871930942,0.0483383487723768,0.736522321637623
152,"Healthcare",3,0.0160994141711853,0.0482982425135559,0.662113452356172
276,"Organizational Strategy",3,0.0160591127234511,0.0481773381703533,0.729107242336031
19,"Public Policy",3,0.0160495429090224,0.0481486287270672,0.834863170069542
315,"Public Policy",3,0.0159596974705346,0.0478790924116038,0.700942458555553
457,"Infrastructure",2,0.0237970734247938,0.0475941468495876,0.693842000784845
415,"Public Policy",4,0.0118664325447753,0.0474657301791012,0.639907359039561
389,"Infrastructure",7,0.00678056194912642,0.0474639336438849,0.70179723239355
489,"Financial Risk",2,0.0237171099148691,0.0474342198297382,0.569212403427112
339,"Public Policy",3,0.0157799568749033,0.0473398706247099,0.677989842336767
87,"Infrastructure",3,0.0156307594384998,0.0468922783154994,0.64585268943624
127,"Healthcare",4,0.0113286544918083,0.0453146179672332,0.812528902676515
48,"Organizational Strategy",3,0.0149481627671048,0.0448444883013144,0.626728140165369
4,"Financial Risk",2,0.0222042769682594,0.0444085539365188,0.75456592710969
37,"Healthcare",2,0.022063363736961,0.044126727473922,0.698963768113186
112,"Financial Risk",2,0.0218965529813431,0.0437931059626862,0.71426914640445
311,"AI Governance",8,0.00546533454209566,0.0437226763367653,0.679365191855381
93,"Public Policy",2,0.0217510137567297,0.0435020275134594,0.61834767450834
295,"Financial Risk",5,0.00869881881400943,0.0434940940700471,0.74203016751676
402,"AI Governance",3,0.0143856156733818,0.0431568470201454,0.66197297742844
46,"Healthcare",2,0.0214929032046348,0.0429858064092696,0.7135096564026
266,"Financial Risk",2,0.0214096106472425,0.042819221294485,0.691488460090212
184,"Healthcare",2,0.0213985585351475,0.042797117070295,0.551618978213659
234,"Public Policy",2,0.0213630007137544,0.0427260014275088,0.813870292791062
94,"Public Policy",2,0.0212419412564486,0.0424838825128972,0.706416748948608
137,"Healthcare",2,0.0208740614680573,0.0417481229361146,0.752451629931342
284,"Public Policy",4,0.0103945047524758,0.0415780190099032,0.835809170231223
306,"Public Policy",6,0.00689703343203291,0.0413822005921975,0.5791708580649
376,"Public Policy",8,0.00512427835958078,0.0409942268766462,0.736281330475214
60,"AI Governance",2,0.0197209170879796,0.0394418341759592,0.644230019496376
435,"AI Governance",3,0.0127575942897238,0.0382727828691714,0.79609905600401
154,"Healthcare",2,0.0188981600967236,0.0377963201934472,0.586759212474859
218,"Public Policy",2,0.018854771873448,0.037709543746896,0.716688873288032
361,"Healthcare",5,0.00750875576166436,0.0375437788083218,0.801061235058385
144,"Organizational Strategy",5,0.00742588116088882,0.0371294058044441,0.892975854517426
471,"AI Governance",2,0.018482397722546,0.036964795445092,0.633109589593749
344,"Public Policy",2,0.0184052966954187,0.0368105933908374,0.766942196916015
397,"Organizational Strategy",3,0.0121085649263114,0.0363256947789342,0.630447564950945
262,"Organizational Strategy",2,0.0179518570238724,0.0359037140477448,0.763065883770552
89,"Infrastructure",4,0.00896390598034486,0.0358556239213794,0.641050406279393
166,"AI Governance",5,0.00714503044262528,0.0357251522131264,0.716634825443166
393,"Infrastructure",2,0.0177530704601668,0.0355061409203336,0.737965737066314
422,"Financial Risk",3,0.0118277644366026,0.0354832933098078,0.789394517438486
100,"Financial Risk",2,0.0175753545481712,0.0351507090963424,0.692716392922542
227,"Public Policy",2,0.0173092942219228,0.0346185884438456,0.637055256886832
291,"Healthcare",1,0.0345539738703519,0.0345539738703519,0.640712929539012
373,"Healthcare",1,0.0344566221651621,0.0344566221651621,0.618410774376387
341,"Healthcare",1,0.0344294035271741,0.0344294035271741,0.896266785246911
246,"Healthcare",1,0.0341793303750455,0.0341793303750455,0.568157903949629
7,"Financial Risk",3,0.0113417581655085,0.0340252744965255,0.663269839954315
97,"Public Policy",1,0.0340175025281496,0.0340175025281496,0.613844160001408
66,"Organizational Strategy",1,0.0338590759108774,0.0338590759108774,0.5712848402226
337,"AI Governance",1,0.0331149877607822,0.0331149877607822,0.648060921718179
133,"Organizational Strategy",1,0.033083214731887,0.033083214731887,0.545304301743065
363,"AI Governance",1,0.0330287893442437,0.0330287893442437,0.633100696598424
377,"Organizational Strategy",1,0.0328240079875104,0.0328240079875104,0.636760758611222
411,"Financial Risk",2,0.0163343951338902,0.0326687902677804,0.803485972136259
108,"Organizational Strategy",2,0.0163133912719786,0.0326267825439572,0.707886703018505
238,"Healthcare",1,0.0323550687800162,0.0323550687800162,0.759506011157257
396,"Healthcare",1,0.0323240089952014,0.0323240089952014,0.706995358650369
378,"AI Governance",1,0.0319650006829761,0.0319650006829761,0.645299471573572
274,"Financial Risk",3,0.0103804004611447,0.0311412013834341,0.779019337457593
320,"AI Governance",2,0.0155039224401116,0.0310078448802232,0.636238628307263
36,"Organizational Strategy",2,0.015487980179023,0.030975960358046,0.600998891271289
309,"AI Governance",1,0.0309614920429885,0.0309614920429885,0.750614156979514
232,"AI Governance",1,0.0309043196961284,0.0309043196961284,0.812768732441441
72,"Financial Risk",1,0.0306281313556246,0.0306281313556246,0.65487299609918
318,"Financial Risk",2,0.0152682520658709,0.0305365041317418,0.577499446260493
231,"AI Governance",1,0.0305027393135242,0.0305027393135242,0.587318817257488
433,"Infrastructure",1,0.0304481195425615,0.0304481195425615,0.805308540012669
386,"Public Policy",2,0.0152011268935166,0.0304022537870332,0.689477161816861
248,"Organizational Strategy",3,0.0100693707563914,0.0302081122691742,0.647407146542875
469,"Healthcare",3,0.0100581746012904,0.0301745238038712,0.700564623638397
296,"Organizational Strategy",4,0.00749233282636851,0.029969331305474,0.767768432693848
273,"Organizational Strategy",1,0.0296606619516388,0.0296606619516388,0.607736948579246
79,"Public Policy",1,0.0293754699942656,0.0293754699942656,0.617386813895223
412,"AI Governance",2,0.014635969849769,0.029271939699538,0.826133891147239
428,"Public Policy",1,0.0292622544267215,0.0292622544267215,0.641933894894752
418,"Financial Risk",1,0.0291199419624172,0.0291199419624172,0.706371200692798
51,"Healthcare",1,0.0290276366728358,0.0290276366728358,0.693519183730303
308,"Infrastructure",4,0.00725078446092084,0.0290031378436834,0.8305790106114
82,"Healthcare",1,0.0288258645939641,0.0288258645939641,0.786933165856171
450,"Infrastructure",1,0.0285631155804731,0.0285631155804731,0.801365064493594
400,"Organizational Strategy",2,0.0142179927881807,0.0284359855763614,0.750473915216536
