"cycle","domain","aspiration","search_cost_per_option","optimizing_option","optimizing_adjusted_utility","optimizing_net_value","satisficing_option","satisficing_adjusted_utility","satisficing_net_value","satisficing_found","search_length","opportunity_loss","net_value_advantage","review_flag"
150,"AI Governance",0.784289168061223,0.0105191846401431,11,0.732471753115163,0.606241537433446,11,0.732471753115163,0.61676072207359,FALSE,11,0,0.010519184640143,"review"
152,"Healthcare",0.730357525679283,0.0160994141711853,3,0.710411694869728,0.517218724815504,3,0.710411694869728,0.662113452356172,FALSE,3,0,0.144894727540668,"review"
156,"AI Governance",0.699520151389297,0.00592348471051082,12,0.740798264775424,0.669716448249294,12,0.740798264775424,0.669716448249294,TRUE,12,0,0,"review"
163,"Organizational Strategy",0.631766738335136,0.00692090190714225,7,0.861423887483357,0.77837306459765,1,0.634433770190566,0.627512868283424,TRUE,1,0.226990117292791,-0.150860196314226,"review"
164,"AI Governance",0.808481267655734,0.027546803841833,10,0.667568149034075,0.337006502932079,10,0.667568149034075,0.392100110615745,FALSE,10,0,0.0550936076836661,"review"
165,"Infrastructure",0.804338827780448,0.0248408488044515,12,0.799309667032212,0.501219481378794,12,0.799309667032212,0.501219481378794,FALSE,12,0,0,"review"
166,"AI Governance",0.770785117452033,0.00714503044262528,5,0.752359977656293,0.666619612344789,5,0.752359977656293,0.716634825443166,FALSE,5,0,0.050015213098377,"review"
167,"Organizational Strategy",0.580569076295942,0.0129591414192691,9,0.861212511211634,0.705702814180404,6,0.631085140719954,0.55333029220434,TRUE,6,0.230127370491679,-0.152372521976064,"review"
169,"Financial Risk",0.809426788075361,0.0330514971911907,5,0.711727479974512,0.315109513680223,5,0.711727479974512,0.546469994018558,FALSE,5,0,0.231360480338335,"review"
174,"Infrastructure",0.597647536769509,0.0216030675079674,7,0.913705357518047,0.654468547422439,1,0.711787393075689,0.690184325567721,TRUE,1,0.201917964442359,0.0357157781452824,"review"
185,"Infrastructure",0.759711595992558,0.0194555089506321,1,0.752906052372951,0.519439944965367,1,0.752906052372951,0.733450543422319,FALSE,1,0,0.214010598456953,"review"
187,"AI Governance",0.759665856889915,0.00571480268146843,4,0.740823346338097,0.672245714160476,4,0.740823346338097,0.717964135612223,FALSE,4,0,0.0457184214517474,"review"
191,"Public Policy",0.726916019690689,0.0190130132017657,12,0.767612497857443,0.539456339436254,12,0.767612497857443,0.539456339436254,TRUE,12,0,0,"review"
192,"Financial Risk",0.550724873293657,0.0235612308653072,4,0.89724235102926,0.614507580645574,1,0.562873057724794,0.539311826859487,TRUE,1,0.334369293304466,-0.075195753786087,"review"
194,"Public Policy",0.672756086201407,0.0259397363290191,2,0.892039411822555,0.580762575874326,1,0.687331809736738,0.661392073407719,TRUE,1,0.204707602085817,0.0806294975333925,"review"
196,"Organizational Strategy",0.76924780086847,0.0237689779140055,6,0.751122495962673,0.465894760994607,6,0.751122495962673,0.60850862847864,FALSE,6,0,0.142613867484033,"review"
197,"AI Governance",0.808194006779231,0.0102533446950838,1,0.807472309167983,0.684432172826978,1,0.807472309167983,0.7972189644729,FALSE,1,0,0.112786791645922,"review"
201,"Infrastructure",0.640136355543509,0.00557215480133891,12,0.718965840917081,0.652099983301014,12,0.718965840917081,0.652099983301014,TRUE,12,0,0,"review"
206,"Healthcare",0.794371772671584,0.0338144384906627,2,0.710898283872811,0.305125021984858,2,0.710898283872811,0.643269406891485,FALSE,2,0,0.338144384906627,"review"
210,"Financial Risk",0.746573551998008,0.0135790388565511,1,0.745353322279526,0.582404856000913,1,0.745353322279526,0.731774283422974,FALSE,1,0,0.149369427422061,"review"
213,"AI Governance",0.779439084480982,0.0338326451927424,7,0.764122119690173,0.358130377377264,7,0.764122119690173,0.527293603340976,FALSE,7,0,0.169163225963712,"review"
214,"Healthcare",0.761141563844867,0.0100475643342361,9,0.742932757296891,0.622361985286058,9,0.742932757296891,0.652504678288766,FALSE,9,0,0.0301426930027082,"review"
217,"Healthcare",0.579681798808742,0.010122517994605,4,0.908481347961351,0.787011132026091,1,0.654707991701807,0.644585473707202,TRUE,1,0.253773356259544,-0.142425658318889,"review"
224,"AI Governance",0.717710652954411,0.0137581174285151,12,0.705335073400018,0.540237664257837,12,0.705335073400018,0.540237664257837,FALSE,12,0,0,"review"
227,"Public Policy",0.551193871328142,0.0173092942219228,3,0.923022572733462,0.715311042070389,2,0.671673845330678,0.637055256886832,TRUE,2,0.251348727402784,-0.0782557851835567,"review"
228,"AI Governance",0.765742122337688,0.0209655398130417,11,0.689103138470629,0.437516660714128,11,0.689103138470629,0.45848220052717,FALSE,11,0,0.0209655398130417,"review"
233,"Healthcare",0.780224229714368,0.0119025701773353,10,0.659761786542886,0.516930944414863,10,0.659761786542886,0.540736084769533,FALSE,10,0,0.0238051403546706,"review"
252,"Organizational Strategy",0.697279325558338,0.0239332778565586,10,0.644776388037488,0.357577053758785,10,0.644776388037488,0.405443609471902,FALSE,10,0,0.0478665557131171,"review"
257,"Healthcare",0.817908965966199,0.00800356024410576,2,0.744379422553933,0.648336699624664,2,0.744379422553933,0.728372302065722,FALSE,2,0,0.0800356024410576,"review"
264,"Infrastructure",0.79254506210098,0.0313906101766042,9,0.787588548154128,0.410901226034878,9,0.787588548154128,0.50507305656469,FALSE,9,0,0.0941718305298127,"review"
271,"Healthcare",0.774954989347607,0.0115418674773537,12,0.617324344424903,0.478821934696659,12,0.617324344424903,0.478821934696659,FALSE,12,0,0,"review"
275,"Financial Risk",0.776673495227005,0.0241522712470032,6,0.659798638693038,0.369971383728999,6,0.659798638693038,0.514885011211019,FALSE,6,0,0.144913627482019,"review"
276,"Organizational Strategy",0.819046741491184,0.0160591127234511,3,0.777284580506384,0.584575227824971,3,0.777284580506384,0.729107242336031,FALSE,3,0,0.14453201451106,"review"
281,"Financial Risk",0.773582175115589,0.0304869631468318,6,0.695086624297028,0.329243066535046,6,0.695086624297028,0.512164845416037,FALSE,6,0,0.182921778880991,"review"
283,"AI Governance",0.763473933637142,0.0251800824888051,1,0.650307315478295,0.348146325612634,1,0.650307315478295,0.62512723298949,FALSE,1,0,0.276980907376856,"review"
285,"AI Governance",0.605965754261706,0.0223456618841738,9,0.933689350504428,0.665541407894343,1,0.665973515216189,0.643627853332015,TRUE,1,0.26771583528824,-0.0219135545623284,"review"
287,"Organizational Strategy",0.768246967054438,0.025712657161057,8,0.703463566947401,0.394911681014717,8,0.703463566947401,0.497762309658945,FALSE,8,0,0.102850628644228,"review"
292,"AI Governance",0.719541742210276,0.0203684857301414,12,0.698951987959788,0.454530159198091,12,0.698951987959788,0.454530159198091,FALSE,12,0,0,"review"
294,"Infrastructure",0.595342483075801,0.033407646198757,4,0.88928512474835,0.488393370363267,2,0.679110478439437,0.612295186041923,TRUE,2,0.210174646308914,0.123901815678656,"review"
295,"Financial Risk",0.787588531828951,0.00869881881400943,5,0.785524261586807,0.681138435818694,5,0.785524261586807,0.74203016751676,FALSE,5,0,0.060891731698066,"review"
296,"Organizational Strategy",0.807045539109968,0.00749233282636851,4,0.797737763999322,0.7078297700829,4,0.797737763999322,0.767768432693848,FALSE,4,0,0.059938662610948,"review"
298,"Organizational Strategy",0.772185481449123,0.011184361865744,7,0.760488746351954,0.626276403963026,7,0.760488746351954,0.682198213291746,FALSE,7,0,0.05592180932872,"review"
302,"Financial Risk",0.807316847736947,0.0200383605761454,7,0.754959060037509,0.514498733123764,7,0.754959060037509,0.614690536004491,FALSE,7,0,0.100191802880727,"review"
304,"Organizational Strategy",0.578423278930131,0.00834976039361209,4,0.88847144362059,0.788274318897245,1,0.670901510070131,0.662551749676519,TRUE,1,0.217569933550459,-0.125722569220726,"review"
306,"Public Policy",0.627121899190825,0.00689703343203291,6,0.620553058657098,0.537788657472703,6,0.620553058657098,0.5791708580649,FALSE,6,0,0.0413822005921975,"review"
307,"Organizational Strategy",0.718821248796303,0.00708734336309135,9,0.70507862340506,0.620030503047964,9,0.70507862340506,0.641292533137238,FALSE,9,0,0.0212620300892741,"review"
310,"Healthcare",0.80876098846551,0.0207529422617517,10,0.75928886425247,0.510253557111449,10,0.75928886425247,0.551759441634952,FALSE,10,0,0.0415058845235035,"review"
312,"Financial Risk",0.667722336912993,0.00636536301346496,2,0.652712173184711,0.576327817023132,2,0.652712173184711,0.639981447157781,FALSE,2,0,0.0636536301346495,"review"
313,"Healthcare",0.756012920935173,0.0265479577193037,11,0.765834884874217,0.447259392242573,11,0.765834884874217,0.473807349961877,TRUE,11,0,0.0265479577193037,"review"
314,"Healthcare",0.754570047487505,0.015445571297314,6,0.647787489506736,0.462440633938968,6,0.647787489506736,0.555114061722852,FALSE,6,0,0.0926734277838841,"review"
319,"Financial Risk",0.672941449873615,0.0257252174988389,6,0.668283245572149,0.359580635586082,6,0.668283245572149,0.513931940579116,FALSE,6,0,0.154351304993033,"review"
320,"AI Governance",0.696877667042427,0.0155039224401116,2,0.667246473187487,0.481199403906147,2,0.667246473187487,0.636238628307263,FALSE,2,0,0.155039224401116,"review"
321,"Organizational Strategy",0.694135669996031,0.0231135108927265,5,0.913008787790313,0.635646657077596,3,0.709294699317184,0.639954166639005,TRUE,3,0.203714088473129,0.00430750956140902,"review"
322,"Organizational Strategy",0.793844426092692,0.0323560761171393,5,0.661981707407976,0.273708794002304,5,0.661981707407976,0.50020132682228,FALSE,5,0,0.226492532819975,"review"
329,"Healthcare",0.714205039425287,0.025856132118497,7,0.942931852210313,0.632658266788348,1,0.735431230726564,0.709575098608067,TRUE,1,0.207500621483749,0.0769168318197183,"review"
330,"Organizational Strategy",0.782157121060882,0.0330695059197024,4,0.772655752087589,0.37582168105116,4,0.772655752087589,0.640377728408779,FALSE,4,0,0.264556047357619,"review"
331,"Financial Risk",0.810020203622989,0.00940112671814859,1,0.797573255868629,0.684759735250846,1,0.797573255868629,0.78817212915048,FALSE,1,0,0.103412393899634,"review"
334,"Infrastructure",0.646947533017956,0.0238703823112883,11,0.64219509898671,0.355750511251251,11,0.64219509898671,0.379620893562539,FALSE,11,0,0.0238703823112882,"review"
335,"Organizational Strategy",0.740841275015846,0.0333120773662813,4,0.709967724363029,0.310222795967653,4,0.709967724363029,0.576719414897904,FALSE,4,0,0.26649661893025,"review"
336,"Financial Risk",0.745850597447716,0.0171996703068726,3,0.743914603002826,0.537518559320355,3,0.743914603002826,0.692315592082208,FALSE,3,0,0.154797032761853,"review"
337,"AI Governance",0.704501041756012,0.0331149877607822,1,0.681175909478961,0.283796056349574,1,0.681175909478961,0.648060921718179,FALSE,1,0,0.364264865368605,"review"
345,"Infrastructure",0.811027794466354,0.0345279900892638,7,0.740916788868109,0.326580907796944,7,0.740916788868109,0.499220858243263,FALSE,7,0,0.172639950446319,"review"
349,"Organizational Strategy",0.794137918893248,0.0237666316865943,8,0.758779629011208,0.473580048772076,8,0.758779629011208,0.568646575518453,FALSE,8,0,0.0950665267463773,"review"
350,"AI Governance",0.630979724084027,0.0219585611205548,11,0.659443017653671,0.395940284207013,11,0.659443017653671,0.417898845327568,TRUE,11,0,0.0219585611205548,"review"
352,"Financial Risk",0.784502236396074,0.0284804591606371,8,0.736438068099826,0.39467255817218,8,0.736438068099826,0.508594394814729,FALSE,8,0,0.113921836642548,"review"
354,"Organizational Strategy",0.559731230535545,0.00590516742318869,6,0.859630605687038,0.788768596608774,4,0.651174021787197,0.627553352094442,TRUE,4,0.208456583899842,-0.161215244514332,"review"
359,"AI Governance",0.751347781156655,0.00636328598484397,12,0.736444396174122,0.660084964355994,12,0.736444396174122,0.660084964355994,FALSE,12,0,0,"review"
362,"Financial Risk",0.590992376101203,0.0198791198176332,7,0.917424661386758,0.67887522357516,1,0.592304203320469,0.572425083502836,TRUE,1,0.325120458066289,-0.106450140072324,"review"
365,"Organizational Strategy",0.669944551712833,0.0099528000317514,11,0.658244779339649,0.538811178958633,11,0.658244779339649,0.548763978990384,FALSE,11,0,0.00995280003175136,"review"
369,"AI Governance",0.731819012106862,0.0266979623259977,8,0.597411926160769,0.277036378248798,8,0.597411926160769,0.383828227552788,FALSE,8,0,0.106791849303991,"review"
370,"Organizational Strategy",0.681589532492217,0.0206644078646787,11,0.599077683312998,0.351104788936854,11,0.599077683312998,0.371769196801532,FALSE,11,0,0.0206644078646786,"review"
371,"AI Governance",0.673893157080747,0.0227514446526766,11,0.690257581456423,0.417240245624304,11,0.690257581456423,0.439991690276981,TRUE,11,0,0.0227514446526766,"review"
374,"AI Governance",0.771252786787227,0.0124214002187364,8,0.737951962268781,0.588895159643944,8,0.737951962268781,0.63858076051889,FALSE,8,0,0.0496856008749456,"review"
375,"AI Governance",0.675525208616164,0.0290479009016417,12,0.68465367014612,0.336078859326419,12,0.68465367014612,0.336078859326419,TRUE,12,0,0,"review"
383,"Organizational Strategy",0.767942758849822,0.00802097238367423,2,0.726900787738497,0.630649119134407,2,0.726900787738497,0.710858842971149,FALSE,2,0,0.0802097238367424,"review"
384,"Financial Risk",0.773081036903895,0.0122654097736813,7,0.719031046032806,0.57184612874863,7,0.719031046032806,0.633173177617037,FALSE,7,0,0.0613270488684067,"review"
388,"AI Governance",0.770675603360869,0.0245936402305961,8,0.73095292746742,0.435829244700267,8,0.73095292746742,0.534203805622651,FALSE,8,0,0.0983745609223842,"review"
389,"Infrastructure",0.769601714471355,0.00678056194912642,7,0.749261166037435,0.667894422647917,7,0.749261166037435,0.70179723239355,FALSE,7,0,0.0339028097456321,"review"
398,"AI Governance",0.732616115571,0.0325113151385449,7,0.660696303011799,0.27056052134926,7,0.660696303011799,0.433117097041985,FALSE,7,0,0.162556575692724,"review"
401,"Organizational Strategy",0.711831018531229,0.0255033255624585,10,0.645359190421539,0.339319283672037,10,0.645359190421539,0.390325934796954,FALSE,10,0,0.051006651124917,"review"
408,"Public Policy",0.673845373003278,0.0310292484704405,8,0.921483782632231,0.549132800986945,4,0.674962902121769,0.550845908240007,TRUE,4,0.246520880510462,0.00171310725306195,"review"
409,"Infrastructure",0.801656870201696,0.0174083334975876,7,0.708038183655727,0.499138181684676,7,0.708038183655727,0.586179849172614,FALSE,7,0,0.087041667487938,"review"
413,"Public Policy",0.587348590230104,0.0224537639738992,8,0.875717400551017,0.606272232864227,4,0.619286544086171,0.529471488190574,TRUE,4,0.256430856464846,-0.0768007446736528,"review"
415,"Public Policy",0.798353568112943,0.0118664325447753,4,0.687373089218662,0.544975898681359,4,0.687373089218662,0.639907359039561,FALSE,4,0,0.0949314603582024,"review"
417,"Organizational Strategy",0.768727752831765,0.0174567322339863,5,0.720533372312784,0.511052585504949,5,0.720533372312784,0.633249711142853,FALSE,5,0,0.122197125637904,"review"
419,"Infrastructure",0.733560562268831,0.00987261835485697,1,0.595009003364808,0.476537583106525,1,0.595009003364808,0.585136385009951,FALSE,1,0,0.108598801903427,"review"
423,"AI Governance",0.800815065712668,0.021792276496999,10,0.703250407156547,0.441743089192559,10,0.703250407156547,0.485327642186557,FALSE,10,0,0.0435845529939979,"review"
425,"Healthcare",0.728780917478725,0.0142550487001427,11,0.763427351193016,0.592366766791304,11,0.763427351193016,0.606621815491446,TRUE,11,0,0.0142550487001427,"review"
426,"Infrastructure",0.717064272810239,0.0159447880345397,12,0.704302451949979,0.512964995535502,12,0.704302451949979,0.512964995535502,FALSE,12,0,0,"review"
428,"Public Policy",0.683679423967842,0.0292622544267215,1,0.671196149321474,0.320049096200816,1,0.671196149321474,0.641933894894752,FALSE,1,0,0.321884798693936,"review"
429,"Healthcare",0.733481545522809,0.0102757219946943,8,0.646244781049022,0.52293611711269,8,0.646244781049022,0.564039005091467,FALSE,8,0,0.0411028879787773,"review"
434,"Healthcare",0.751716840649024,0.0266281609027646,11,0.745455808949695,0.425917878116519,11,0.745455808949695,0.452546039019284,FALSE,11,0,0.0266281609027647,"review"
443,"Organizational Strategy",0.716408059059177,0.0278539234376512,1,0.70244295799469,0.368195876742875,1,0.70244295799469,0.674589034557039,FALSE,1,0,0.306393157814164,"review"
444,"AI Governance",0.719708572803065,0.0169972033333033,3,0.587656535010729,0.383690095011089,3,0.587656535010729,0.536664925010819,FALSE,3,0,0.15297482999973,"review"
451,"Infrastructure",0.777200972500723,0.0147347715403885,11,0.849135445263237,0.672318186778575,11,0.849135445263237,0.687052958318964,TRUE,11,0,0.0147347715403884,"review"
453,"Healthcare",0.598675499786623,0.0159897775715217,6,0.830801247097552,0.638923916239291,1,0.605263485938938,0.589273708367416,TRUE,1,0.225537761158614,-0.0496502078718749,"review"
454,"Organizational Strategy",0.716696664351039,0.01635876650922,8,0.668452005405149,0.472146807294509,8,0.668452005405149,0.537581873331389,FALSE,8,0,0.06543506603688,"review"
456,"Financial Risk",0.6186892731837,0.0116617828817107,3,0.932240570792928,0.7922991762124,2,0.623863329616588,0.600539763853167,TRUE,2,0.30837724117634,-0.191759412359234,"review"
459,"Organizational Strategy",0.81589290084783,0.0125651964754798,11,0.882584245248891,0.731801887543134,11,0.882584245248891,0.744367084018614,TRUE,11,0,0.0125651964754797,"review"
468,"Organizational Strategy",0.648551876747515,0.0342865160992369,12,0.678426732685587,0.266988539494744,12,0.678426732685587,0.266988539494744,TRUE,12,0,0,"review"
469,"Healthcare",0.808241480621509,0.0100581746012904,3,0.730739147442268,0.610041052226784,3,0.730739147442268,0.700564623638397,FALSE,3,0,0.0905235714116134,"review"
470,"Healthcare",0.769523817778099,0.0244239135156386,2,0.689810227407255,0.396723265219592,2,0.689810227407255,0.640962400375978,FALSE,2,0,0.244239135156386,"review"
481,"Infrastructure",0.75352391688386,0.0295263331662864,7,0.747264199423891,0.392948201428455,7,0.747264199423891,0.540579867259886,FALSE,7,0,0.147631665831432,"review"
482,"Infrastructure",0.750397978359833,0.0270583508163691,11,0.765704268026383,0.441004058229954,11,0.765704268026383,0.468062409046323,TRUE,11,0,0.027058350816369,"review"
486,"Organizational Strategy",0.818063939665444,0.0238289988646284,3,0.767049494488588,0.481101508113047,3,0.767049494488588,0.695562497894703,FALSE,3,0,0.214460989781655,"review"
489,"Financial Risk",0.690791147614364,0.0237171099148691,2,0.61664662325685,0.332041304278421,2,0.61664662325685,0.569212403427112,FALSE,2,0,0.237171099148691,"review"
493,"Infrastructure",0.799975513084792,0.0305808099382557,5,0.790890885057935,0.423921165798867,5,0.790890885057935,0.637986835366657,FALSE,5,0,0.21406566956779,"review"
495,"Public Policy",0.742852761980612,0.0105150470952503,12,0.842589775202332,0.716409210059328,12,0.842589775202332,0.716409210059328,TRUE,12,0,0,"review"
497,"Financial Risk",0.781954085109755,0.00707549710059539,4,0.657113501415307,0.572207536208163,4,0.657113501415307,0.628811513012926,FALSE,4,0,0.0566039768047631,"review"
498,"Healthcare",0.708361493558623,0.0189647693908773,4,0.619496309990527,0.391919077299999,4,0.619496309990527,0.543637232427018,FALSE,4,0,0.151718155127019,"review"
500,"Infrastructure",0.703871021473315,0.0310222244425677,5,0.700743513203761,0.328476819892949,5,0.700743513203761,0.545632390990922,FALSE,5,0,0.217155571097974,"review"
