time,node,stress,buffer,failed,systemic_loss,external_shock
18,Transport,0.383715,0.204063,False,0.24,0.0
18,Healthcare,0.363612,0.172628,False,0.24,0.0
18,Communications,0.432847,0.190975,True,0.24,0.0
18,Public Administration,0.55168,0.049839,True,0.24,0.0
19,Energy,0.583978,0.202023,True,0.82,0.0
19,Water,0.417675,0.252206,False,0.82,0.0
19,Transport,0.499274,0.179122,True,0.82,0.0
19,Healthcare,0.488113,0.148579,True,0.82,0.0
19,Communications,0.431573,0.171449,True,0.82,0.0
19,Public Administration,0.736657,0.005906,True,0.82,0.0
20,Energy,0.886227,0.146125,True,1.0,0.0
20,Water,0.757124,0.206636,True,1.0,0.0
20,Transport,0.819996,0.128522,True,1.0,0.0
20,Healthcare,1.006731,0.08304,True,1.0,0.0
20,Communications,0.652112,0.13428,True,1.0,0.0
20,Public Administration,1.098015,0.0,True,1.0,0.0
21,Energy,1.172205,0.067349,True,1.0,0.0
21,Water,1.109711,0.132859,True,1.0,0.0
21,Transport,1.147195,0.051746,True,1.0,0.0
21,Healthcare,1.679634,0.0,True,1.0,0.0
21,Communications,0.885964,0.078403,True,1.0,0.0
21,Public Administration,1.463047,0.0,True,1.0,0.0
22,Energy,1.480039,0.0,True,1.0,0.0
22,Water,1.477519,0.029657,True,1.0,0.0
22,Transport,1.485852,0.0,True,1.0,0.0
22,Healthcare,2.351602,0.0,True,1.0,0.0
22,Communications,1.109742,0.004623,True,1.0,0.0
22,Public Administration,1.831278,0.0,True,1.0,0.0
23,Energy,1.782496,0.0,True,1.0,0.0
23,Water,1.827519,0.0,True,1.0,0.0
23,Transport,1.820758,0.0,True,1.0,0.0
23,Healthcare,3.042515,0.0,True,1.0,0.0
23,Communications,1.350078,0.0,True,1.0,0.0
23,Public Administration,2.203402,0.0,True,1.0,0.0
24,Energy,2.068017,0.0,True,1.0,0.0
24,Water,2.187303,0.0,True,1.0,0.0
24,Transport,2.133276,0.0,True,1.0,0.0
24,Healthcare,3.729469,0.0,True,1.0,0.0
24,Communications,1.573161,0.0,True,1.0,0.0
24,Public Administration,2.588605,0.0,True,1.0,0.0
25,Energy,2.346907,0.0,True,1.0,0.0
25,Water,2.555507,0.0,True,1.0,0.0
25,Transport,2.443276,0.0,True,1.0,0.0
25,Healthcare,4.410515,0.0,True,1.0,0.0
25,Communications,1.800772,0.0,True,1.0,0.0
25,Public Administration,2.961844,0.0,True,1.0,0.0
