"forecast_id","domain","base_rate","evidence_strength","confidence_profile","outcome","true_probability","forecast_probability","brier_component","log_loss_component","probability_bin"
55,"Strategic Forecast",0.12084432792617,0.120620559086092,"underconfident",1,0.241464887012262,0.33195217655797,0.446287894405633,1.10276436695348,"[0.3,0.4)"
56,"Strategic Forecast",0.778096136834938,0.141218768316321,"underconfident",1,0.919314905151259,0.772554688348318,0.0517313697923306,0.258052478737606,"[0.7,0.8)"
57,"Policy Forecast",0.730807004636154,-0.143427748815157,"well calibrated",0,0.587379255820997,0.587379255820997,0.345014390168828,0.885226402878321,"[0.5,0.6)"
58,"Model Governance Forecast",0.822774207533803,0.00899411155842245,"well calibrated",0,0.831768319092225,0.831768319092225,0.691838536645506,1.78241319657671,"[0.8,0.9)"
59,"Risk Forecast",0.561972150718793,-0.154146180488169,"well calibrated",0,0.407825970230624,0.407825970230624,0.16632202199455,0.523954718093585,"[0.4,0.5)"
60,"Strategic Forecast",0.191077459335793,-0.021598081337288,"well calibrated",1,0.169479377998505,0.169479377998505,0.68976450356975,1.7750240232889,"[0.1,0.2)"
61,"Model Governance Forecast",0.794023184769321,0.0132915888680145,"well calibrated",1,0.807314773637336,0.807314773637336,0.0371275964584312,0.214041632689977,"[0.8,0.9)"
62,"Policy Forecast",0.193451086315326,-0.0760921409819275,"underconfident",0,0.117358945333399,0.251283314466709,0.0631433041293751,0.289394623987027,"[0.2,0.3)"
63,"Policy Forecast",0.517059651110321,0.120759744779207,"underconfident",1,0.637819395889528,0.589582607328193,0.168442436207524,0.528340437646267,"[0.5,0.6)"
64,"Strategic Forecast",0.235179082280956,-0.227099138777703,"overconfident",0,0.02,0.01,1e-04,0.0100503358535015,"[0,0.1)"
65,"Operational Forecast",0.841216792259365,-0.107679686509073,"overconfident",0,0.733537105750293,0.815275092762895,0.664673476879547,1.68888754847507,"[0.8,0.9)"
66,"Operational Forecast",0.62612720511388,-0.164815039956011,"overconfident",0,0.461312165157869,0.447771422963124,0.200499247222421,0.593793229581242,"[0.4,0.5)"
67,"Model Governance Forecast",0.291019820282236,-0.112469369196333,"overconfident",0,0.178550451085903,0.0660431089659687,0.00436169224189081,0.0683249970282954,"[0,0.1)"
68,"Model Governance Forecast",0.698622521560173,0.0970339259365574,"overconfident",1,0.795656447496731,0.899136204120587,0.010173505319204,0.106320749734387,"[0.8,0.9)"
69,"Policy Forecast",0.38072090371279,0.17387285688892,"underconfident",0,0.55459376060171,0.535485944391112,0.286745196640441,0.766763461532908,"[0.5,0.6)"
70,"Model Governance Forecast",0.765021169756073,0.00375304475892335,"well calibrated",1,0.768774214514997,0.768774214514997,0.0534653638731567,0.262957961801385,"[0.7,0.8)"
71,"Policy Forecast",0.202402491262183,0.226769292727113,"well calibrated",0,0.429171783989295,0.429171783989295,0.184188420172554,0.560666962206829,"[0.4,0.5)"
72,"Risk Forecast",0.77733181710355,-0.211018712376244,"overconfident",0,0.566313104727305,0.589522691381862,0.347537003654114,0.890434629039827,"[0.5,0.6)"
73,"Risk Forecast",0.776761107286438,0.0113027594052255,"well calibrated",1,0.788063866691664,0.788063866691664,0.0449169246016888,0.238176143307463,"[0.7,0.8)"
74,"Strategic Forecast",0.744232375954743,0.112568696262315,"underconfident",1,0.856801072217058,0.731920696941088,0.071866512728552,0.312083108401933,"[0.7,0.8)"
75,"Risk Forecast",0.498923312837724,-0.199850219651125,"underconfident",0,0.299073093186598,0.369397510571289,0.136454520816265,0.461079584164552,"[0.3,0.4)"
76,"Model Governance Forecast",0.719755132647697,0.142088721506298,"underconfident",1,0.861843854153994,0.735198505200096,0.0701198316482634,0.307614741130844,"[0.7,0.8)"
77,"Model Governance Forecast",0.801323811605107,-0.0250189016805962,"well calibrated",1,0.776304909924511,0.776304909924511,0.0500394933238812,0.253209910813342,"[0.7,0.8)"
78,"Policy Forecast",0.52366621515248,-0.0267744974698871,"well calibrated",1,0.496891717682593,0.496891717682593,0.253117943736372,0.699383148489042,"[0.4,0.5)"
79,"Strategic Forecast",0.395885372383054,0.115055775386281,"underconfident",0,0.510941147769336,0.507111746050068,0.257162322981949,0.707472796047895,"[0.5,0.6)"
80,"Policy Forecast",0.240424830198754,-0.00326849147677422,"overconfident",0,0.237156338721979,0.145161057274672,0.0210717325491006,0.156842198870925,"[0.1,0.2)"
81,"Risk Forecast",0.76262467118213,-0.196374603547156,"well calibrated",1,0.566250067634974,0.566250067634974,0.188139003826665,0.568719482741238,"[0.5,0.6)"
82,"Risk Forecast",0.275402529945131,0.210301587125286,"well calibrated",1,0.485704117070418,0.485704117070418,0.264500255198318,0.722155653095604,"[0.4,0.5)"
83,"Operational Forecast",0.808245113142766,-0.129899007384665,"well calibrated",1,0.678346105758101,0.678346105758101,0.103461227680979,0.388097640823396,"[0.6,0.7)"
84,"Model Governance Forecast",0.593661417858675,0.0767595140496269,"well calibrated",1,0.670420931908302,0.670420931908302,0.108622362124192,0.399849507288115,"[0.6,0.7)"
85,"Model Governance Forecast",0.21964927718509,0.192130426177755,"underconfident",0,0.411779703362845,0.442656807185849,0.19594504894797,0.584574083706062,"[0.4,0.5)"
86,"Operational Forecast",0.815398259169888,0.194371943478473,"well calibrated",1,0.98,0.98,0.000400000000000001,0.0202027073175195,"[0.9,1]"
87,"Policy Forecast",0.216481195087545,0.237766103004105,"well calibrated",0,0.45424729809165,0.45424729809165,0.206340607823564,0.60558933274739,"[0.4,0.5)"
88,"Model Governance Forecast",0.816995563008822,-0.00898855773266405,"well calibrated",1,0.808007005276158,0.808007005276158,0.0368613100230291,0.213184550602389,"[0.8,0.9)"
89,"Strategic Forecast",0.589259687776212,-0.201910050353035,"well calibrated",0,0.387349637423176,0.387349637423176,0.150039741611866,0.48996087676963,"[0.3,0.4)"
90,"Policy Forecast",0.120281336794142,0.215247505228035,"overconfident",1,0.335528842022177,0.277963936729939,0.521336076662528,1.28026389769941,"[0.2,0.3)"
91,"Strategic Forecast",0.417160722392146,-0.0918309346307069,"well calibrated",1,0.325329787761439,0.325329787761439,0.455179895282025,1.12291587957081,"[0.3,0.4)"
92,"Strategic Forecast",0.251605786813889,-0.0150823305593804,"underconfident",0,0.236523456254508,0.32874024656543,0.1080701497119,0.398599103008284,"[0.3,0.4)"
93,"Model Governance Forecast",0.565035660716239,0.0280269924551249,"well calibrated",1,0.593062653171364,0.593062653171364,0.165598004243929,0.522455230976318,"[0.5,0.6)"
94,"Operational Forecast",0.79155235652579,0.160312356543727,"underconfident",1,0.951864713069517,0.793712063495186,0.0425547127474141,0.231034523939219,"[0.7,0.8)"
95,"Strategic Forecast",0.532613886136096,0.0679323127260432,"well calibrated",1,0.600546198862139,0.600546198862139,0.159563339243486,0.509915706429461,"[0.6,0.7)"
96,"Risk Forecast",0.207729623967316,-0.0674348141765222,"overconfident",0,0.140294809790794,0.0143979932175716,0.000207302208693237,0.0145026501026529,"[0,0.1)"
97,"Model Governance Forecast",0.373813589825295,-0.00993926881346852,"overconfident",0,0.363874321011826,0.316230333365966,0.10000162374075,0.380134162757895,"[0.3,0.4)"
98,"Strategic Forecast",0.139982165500987,-0.179630229366012,"well calibrated",0,0.02,0.02,4e-04,0.0202027073175195,"[0,0.1)"
99,"Model Governance Forecast",0.186674471967854,-0.13085571967531,"well calibrated",0,0.0558187522925437,0.0558187522925437,0.00311573310749635,0.0574371315761158,"[0,0.1)"
100,"Model Governance Forecast",0.644262949493714,0.170866363332607,"well calibrated",1,0.81512931282632,0.81512931282632,0.0341771709760685,0.204408512282835,"[0.8,0.9)"
101,"Strategic Forecast",0.226109951757826,0.15625783323776,"well calibrated",0,0.382367784995586,0.382367784995586,0.14620512300243,0.481862120031528,"[0.3,0.4)"
102,"Risk Forecast",0.818836775689851,0.244581085746177,"well calibrated",1,0.98,0.98,0.000400000000000001,0.0202027073175195,"[0.9,1]"
103,"Operational Forecast",0.145344545331318,0.114715943462215,"overconfident",0,0.260060488793533,0.17608165987127,0.0310047509430216,0.193683855769093,"[0.1,0.2)"
104,"Risk Forecast",0.830105828901287,-0.0638708572369069,"overconfident",1,0.76623497166438,0.859417211746913,0.0197635203530122,0.151500780209824,"[0.8,0.9)"
105,"Risk Forecast",0.469141830946319,0.00518934079445899,"well calibrated",0,0.474331171740778,0.474331171740778,0.224990060484979,0.643083868598221,"[0.4,0.5)"
106,"Strategic Forecast",0.62719083003467,0.214532044017687,"well calibrated",0,0.841722874052357,0.841722874052357,0.70849739670296,1.84340782065578,"[0.8,0.9)"
107,"Operational Forecast",0.642873378377408,0.039235494332388,"overconfident",1,0.682108872709796,0.745846978158224,0.064593758511306,0.293234822931299,"[0.7,0.8)"
108,"Strategic Forecast",0.673100941663142,-0.046818140312098,"underconfident",1,0.626282801351044,0.582083820878179,0.174653932771782,0.541140819493435,"[0.5,0.6)"
109,"Model Governance Forecast",0.759570262534544,-0.144056500401348,"overconfident",1,0.615513762133196,0.655943578879815,0.11837482091403,0.421680501542092,"[0.6,0.7)"
110,"Strategic Forecast",0.634219098975882,0.161062429193407,"well calibrated",0,0.795281528169289,0.795281528169289,0.63247270904728,1.58611955183846,"[0.7,0.8)"
111,"Operational Forecast",0.283755994017702,-0.00416931859217584,"well calibrated",1,0.279586675425526,0.279586675425526,0.518995358224447,1.27444292560382,"[0.2,0.3)"
112,"Strategic Forecast",0.469588561239652,-0.169357674894854,"overconfident",0,0.300230886344798,0.230311696565477,0.0530434775748684,0.261769646822728,"[0.2,0.3)"
113,"Operational Forecast",0.668236566148698,0.104946073959582,"overconfident",1,0.77318264010828,0.868796564146178,0.017214341579848,0.140646284522328,"[0.8,0.9)"
114,"Model Governance Forecast",0.100280108884908,0.0542950606904924,"well calibrated",1,0.154575169575401,0.154575169575401,0.714743143898463,1.86707476649524,"[0.1,0.2)"
115,"Strategic Forecast",0.162875120143872,-0.194823354948312,"well calibrated",0,0.02,0.02,4e-04,0.0202027073175195,"[0,0.1)"
116,"Strategic Forecast",0.682437122764532,-0.138732690480538,"well calibrated",1,0.543704432283994,0.543704432283994,0.208205645117272,0.609349502786989,"[0.5,0.6)"
117,"Risk Forecast",0.320141984638758,0.0232865232974291,"underconfident",1,0.343428507936187,0.398228530158522,0.362128901915173,0.920729242107167,"[0.3,0.4)"
118,"Risk Forecast",0.360861085320357,-0.205915126134641,"overconfident",0,0.154945959185716,0.0341770449007162,0.00116807039814557,0.0347747378615088,"[0,0.1)"
119,"Policy Forecast",0.586838223179802,-0.185470734839328,"overconfident",1,0.401367488340475,0.366846109259641,0.400883849359655,1.00281283968554,"[0.3,0.4)"
120,"Policy Forecast",0.732796519028489,0.121886988985352,"well calibrated",1,0.854683508013841,0.854683508013841,0.0211168828431635,0.15702404463943,"[0.8,0.9)"
121,"Risk Forecast",0.151806022995152,0.191521308384836,"well calibrated",0,0.343327331379987,0.343327331379987,0.117873656472504,0.420569605929506,"[0.3,0.4)"
122,"Risk Forecast",0.299003810586873,0.223131251521409,"well calibrated",1,0.522135062108282,0.522135062108282,0.228354898866256,0.649828984895796,"[0.5,0.6)"
123,"Policy Forecast",0.63274022025289,-0.1214557394851,"well calibrated",0,0.51128448076779,0.51128448076779,0.261411820273989,0.715974719056755,"[0.5,0.6)"
124,"Policy Forecast",0.138301628315821,-0.142399940872565,"well calibrated",0,0.02,0.02,4e-04,0.0202027073175195,"[0,0.1)"
125,"Risk Forecast",0.351610618608538,-0.145787029294297,"well calibrated",0,0.205823589314241,0.205823589314241,0.0423633499181973,0.23044966270827,"[0.2,0.3)"
126,"Strategic Forecast",0.770109039987437,-0.155809226096608,"well calibrated",0,0.61429981389083,0.61429981389083,0.377364261346308,0.952694931244944,"[0.6,0.7)"
127,"Strategic Forecast",0.271022383961827,-0.150854650652036,"underconfident",0,0.12016773330979,0.253109026651364,0.0640641793724008,0.29183605718065,"[0.2,0.3)"
128,"Risk Forecast",0.528973258531187,-0.17912776384037,"overconfident",1,0.349845494690817,0.297291417832603,0.493799351451714,1.21304241642265,"[0.2,0.3)"
129,"Risk Forecast",0.243283929675817,0.0977241758955643,"overconfident",0,0.341008105571382,0.285360942521365,0.081430867516682,0.335977678465172,"[0.2,0.3)"
130,"Strategic Forecast",0.849822429381311,-0.0882872116053477,"overconfident",1,0.761535217775963,0.85307254399755,0.0215876773273518,0.158910689388527,"[0.8,0.9)"
131,"Policy Forecast",0.476387232216075,-0.0596700898604468,"well calibrated",1,0.416717142355628,0.416717142355628,0.340218892021784,0.87534760303745,"[0.4,0.5)"
132,"Operational Forecast",0.71504463350866,0.12359081429895,"well calibrated",1,0.83863544780761,0.83863544780761,0.0260385187042506,0.175979174917502,"[0.8,0.9)"
133,"Model Governance Forecast",0.577823765715584,-0.109405554132536,"overconfident",0,0.468418211583048,0.457364585637115,0.20918236419501,0.611317612986526,"[0.4,0.5)"
134,"Risk Forecast",0.739598010689951,0.13091913308017,"underconfident",1,0.870517143770121,0.740836143450579,0.067165904541569,0.299975807085248,"[0.7,0.8)"
135,"Policy Forecast",0.615329329587985,-0.213487932342105,"overconfident",0,0.40184139724588,0.367485886281938,0.135045876616422,0.458052744450666,"[0.3,0.4)"
136,"Risk Forecast",0.683135664113797,0.0855502877384424,"well calibrated",0,0.76868595185224,0.76868595185224,0.590878092574984,1.46397897597403,"[0.7,0.8)"
137,"Operational Forecast",0.209987667994574,0.209593808511272,"well calibrated",1,0.419581476505846,0.419581476505846,0.336885662415134,0.86849754903538,"[0.4,0.5)"
138,"Risk Forecast",0.304844130377751,0.138124673627317,"well calibrated",1,0.442968804005068,0.442968804005068,0.310283753311545,0.814255931269716,"[0.4,0.5)"
139,"Strategic Forecast",0.295315824006684,0.120236742543057,"well calibrated",1,0.415552566549741,0.415552566549741,0.341578802466595,0.878146158730389,"[0.4,0.5)"
140,"Policy Forecast",0.366648390097544,-0.0902107291622087,"well calibrated",0,0.276437660935335,0.276437660935335,0.0764177803833992,0.323568573436993,"[0.2,0.3)"
141,"Model Governance Forecast",0.295698018360417,0.0672316199634224,"well calibrated",1,0.36292963832384,0.36292963832384,0.405858645726194,1.01354629732411,"[0.3,0.4)"
142,"Risk Forecast",0.741541074495763,-0.034280150430277,"well calibrated",1,0.707260924065486,0.707260924065486,0.0856961665789934,0.34635562308661,"[0.7,0.8)"
143,"Strategic Forecast",0.6511444376898,-0.0837118123890832,"overconfident",0,0.567432625300717,0.591034044155967,0.349321241351358,0.894123363948925,"[0.5,0.6)"
144,"Strategic Forecast",0.740734457934741,0.126198151847348,"overconfident",1,0.866932609782089,0.99,1e-04,0.0100503358535015,"[0.9,1]"
145,"Model Governance Forecast",0.650729153153952,-0.239590573823079,"overconfident",1,0.411138579330873,0.380037082096678,0.384354019575201,0.967486446557817,"[0.3,0.4)"
146,"Operational Forecast",0.640032981545664,-0.0554330921731889,"well calibrated",0,0.584599889372475,0.584599889372475,0.34175703065431,0.878513101224502,"[0.5,0.6)"
147,"Policy Forecast",0.83750445607584,-0.0986074152169749,"well calibrated",0,0.738897040858865,0.738897040858865,0.545968836989987,1.34284046997806,"[0.7,0.8)"
148,"Risk Forecast",0.221445523574948,-0.165940195322037,"well calibrated",0,0.0555053282529116,0.0555053282529116,0.00308084146446346,0.0571052334041947,"[0,0.1)"
149,"Strategic Forecast",0.674634908873122,0.0576525419019163,"well calibrated",1,0.732287450775038,0.732287450775038,0.0716700090125275,0.311582149788647,"[0.7,0.8)"
150,"Model Governance Forecast",0.815476916870102,-0.207922165631317,"well calibrated",1,0.607554751238786,0.607554751238786,0.154013273275251,0.498312982332549,"[0.6,0.7)"
151,"Operational Forecast",0.299430391483475,-0.141820854274556,"overconfident",0,0.157609537208918,0.0377728752320399,0.00142679010329525,0.0385047597504163,"[0,0.1)"
152,"Risk Forecast",0.1643781775143,0.248253898811527,"well calibrated",1,0.412632076325826,0.412632076325826,0.34500107776131,0.885198939423384,"[0.4,0.5)"
153,"Model Governance Forecast",0.271694314340129,-0.187056941445917,"overconfident",0,0.0846373728942126,0.01,1e-04,0.0100503358535015,"[0,0.1)"
154,"Operational Forecast",0.349322142160963,-0.227703869342804,"overconfident",0,0.121618272818159,0.01,1e-04,0.0100503358535015,"[0,0.1)"
155,"Policy Forecast",0.813849256571848,0.199426757404581,"underconfident",1,0.98,0.812,0.035344,0.208254938820459,"[0.8,0.9)"
156,"Risk Forecast",0.842474188969936,0.00584698875900358,"overconfident",1,0.84832117772894,0.970233589934069,0.000886039168213175,0.0302184221108142,"[0.9,1]"
157,"Strategic Forecast",0.428870209516026,-0.22451689641457,"underconfident",0,0.204353313101456,0.307829653515946,0.0947590955837474,0.367923188218824,"[0.3,0.4)"
158,"Operational Forecast",0.624927413207479,0.236731376615353,"well calibrated",1,0.861658789822832,0.861658789822832,0.0191382904332834,0.148895922154338,"[0.8,0.9)"
159,"Operational Forecast",0.766807716712356,-0.170976852765307,"overconfident",0,0.595830863947049,0.629371666328516,0.396108694377133,0.992555514541469,"[0.6,0.7)"
160,"Policy Forecast",0.725619604892563,0.149423634633422,"well calibrated",1,0.875043239525985,0.875043239525985,0.0156141919881604,0.133481977244357,"[0.8,0.9)"
161,"Policy Forecast",0.650816095317714,-0.172236869926564,"well calibrated",0,0.47857922539115,0.47857922539115,0.229038074975993,0.651197934377652,"[0.4,0.5)"
162,"Policy Forecast",0.585177480557468,-0.0367606499930844,"well calibrated",0,0.548416830564383,0.548416830564383,0.300761020046284,0.794995716144226,"[0.5,0.6)"
163,"Operational Forecast",0.732158700725995,-0.154007203993388,"underconfident",1,0.578151496732607,0.550798472876195,0.201782011970359,0.596386284687409,"[0.5,0.6)"
164,"Strategic Forecast",0.219730938749854,0.101548566948622,"overconfident",0,0.321279505698476,0.258727332692943,0.0669398326824046,0.299386749296869,"[0.2,0.3)"
165,"Strategic Forecast",0.372779670543969,0.150355101446621,"well calibrated",0,0.52313477199059,0.52313477199059,0.273669989665646,0.74052136887676,"[0.5,0.6)"
166,"Strategic Forecast",0.306319381657522,0.231432896107435,"well calibrated",0,0.537752277764957,0.537752277764957,0.2891775122414,0.771654336287795,"[0.5,0.6)"
167,"Model Governance Forecast",0.193595891899895,-0.225992559804581,"well calibrated",0,0.02,0.02,4e-04,0.0202027073175195,"[0,0.1)"
168,"Policy Forecast",0.524220211803913,0.0375998028321192,"underconfident",0,0.561820014636032,0.540183009513421,0.291797683766977,0.776926715429325,"[0.5,0.6)"
169,"Strategic Forecast",0.604930167226121,-0.039624015102163,"overconfident",0,0.565306152123958,0.588163305367343,0.345936073780638,0.887128380459688,"[0.5,0.6)"
170,"Model Governance Forecast",0.101277347560972,-0.107675811741501,"underconfident",0,0.02,0.188,0.035344,0.208254938820459,"[0.1,0.2)"
171,"Policy Forecast",0.700690916820895,-0.0774128170451149,"overconfident",1,0.62327809977578,0.666425434697303,0.111271990616883,0.405827021544978,"[0.6,0.7)"
172,"Strategic Forecast",0.248682149301749,0.213367156335153,"overconfident",1,0.462049305636901,0.448766562609817,0.303858302496997,0.801252431538032,"[0.4,0.5)"
