"case_id","domain","bias_source","hygiene_practice","true_value","evidence_quality","decision_stakes","pre_hygiene_judgment","post_hygiene_judgment","outcome","pre_error","post_error","pre_absolute_error","post_absolute_error","error_reduction","pre_brier_score","post_brier_score","brier_improvement","post_probability_bin","review_flag"
27,"Infrastructure","groupthink","calibration_review",0.897206238098443,"medium","medium",0.768328141996321,0.85350263756008,1,-0.128878096102122,-0.0437036005383625,0.128878096102122,0.0437036005383625,0.0851744955637591,0.0536718497908768,0.0214614772018533,0.0322103725890236,"[0.8,0.9)","acceptable"
28,"Financial Risk","groupthink","calibration_review",0.200708893686533,"low","low",0.251622498700776,0.148804741642351,1,0.0509136050142429,-0.0519041520441821,0.0509136050142429,0.0519041520441821,-0.00099054702993917,0.56006888445087,0.724533367850545,-0.164464483399675,"[0.1,0.2)","review"
29,"Healthcare","availability","premortem",0.135673809051514,"high","high",0.199293699440002,0.0730549550986209,0,0.063619890388488,-0.0626188539528928,0.063619890388488,0.0626188539528928,0.00100103643559515,0.0397179786364817,0.00533702646446152,0.0343809521720202,"[0,0.1)","acceptable"
30,"Public Policy","confirmation","base_rate_check",0.819082811847329,"high","medium",0.93298559981637,0.883757350578078,1,0.113902787969041,0.0646745387307484,0.113902787969041,0.0646745387307484,0.0492282492382926,0.00449092983197168,0.013512353544628,-0.00902142371265628,"[0.8,0.9)","acceptable"
31,"Healthcare","model_overtrust","base_rate_check",0.509355182014406,"high","high",0.578245548963501,0.488418465755423,1,0.0688903669490953,-0.020936716258983,0.0688903669490953,0.020936716258983,0.0479536506901123,0.177876816969099,0.261715666180036,-0.0838388492109371,"[0.4,0.5)","review"
32,"Organizational Strategy","groupthink","base_rate_check",0.140772965736687,"medium","high",0.0502578601154631,0.16967797033132,0,-0.0905151056212241,0.0289050045946327,0.0905151056212241,0.0289050045946327,0.0616101010265914,0.00252585250338545,0.0287906136157563,-0.0262647611123708,"[0.1,0.2)","acceptable"
33,"Financial Risk","anchoring","model_validation",0.878770202584565,"low","high",0.99,0.99,1,0.111229797415435,0.111229797415435,0.111229797415435,0.111229797415435,0,1e-04,1e-04,0,"[0.9,1]","review"
34,"Organizational Strategy","confirmation","premortem",0.226437035575509,"high","low",0.267082616138507,0.187753127748493,1,0.040645580562998,-0.0386839078270166,0.040645580562998,0.0386839078270166,0.00196167273598147,0.537167891566375,0.659744981482357,-0.122577089915982,"[0.1,0.2)","review"
35,"Healthcare","availability","structured_dissent",0.739077815413475,"medium","high",0.739340573898691,0.71335414165948,0,0.000262758485216397,-0.025723673753995,0.000262758485216397,0.025723673753995,-0.0254609152687786,0.546624484212846,0.508874131422734,0.037750352790113,"[0.7,0.8)","review"
36,"Infrastructure","groupthink","model_validation",0.224421008117497,"medium","medium",0.259406886221252,0.266037104037464,0,0.0349858781037553,0.0416160959199671,0.0349858781037553,0.0416160959199671,-0.00663021781621187,0.0672919326190057,0.0707757407246405,-0.0034838081056348,"[0.2,0.3)","review"
37,"Infrastructure","availability","decision_record",0.441182960011065,"high","high",0.398506188808954,0.458588259189373,1,-0.042676771202111,0.0174052991783077,0.042676771202111,0.0174052991783077,0.0252714720238033,0.36179480490113,0.293126673087594,0.0686681318135359,"[0.4,0.5)","review"
38,"Organizational Strategy","groupthink","independent_estimates",0.25358847361058,"low","low",0.24659618036164,0.105570968282766,0,-0.00699229324893957,-0.148017505327814,0.00699229324893957,0.148017505327814,-0.141025212078874,0.0608096761689507,0.0111452293441608,0.0496644468247899,"[0.1,0.2)","review"
39,"Healthcare","anchoring","base_rate_check",0.662477707117796,"low","high",0.849949163749418,0.878505515944364,1,0.187471456631622,0.216027808826568,0.187471456631622,0.216027808826568,-0.0285563521949465,0.0225152534594991,0.0147609096559452,0.00775434380355392,"[0.8,0.9)","review"
40,"AI Governance","groupthink","structured_dissent",0.740568162314594,"medium","medium",0.578369986386689,0.814051833328843,1,-0.162198175927905,0.073483671014249,0.162198175927905,0.073483671014249,0.0887145049136562,0.177771868379561,0.0345767206883644,0.143195147691197,"[0.8,0.9)","acceptable"
41,"Infrastructure","anchoring","structured_dissent",0.870292633771896,"medium","high",0.801220042793593,0.99,1,-0.0690725909783038,0.119707366228104,0.0690725909783038,0.119707366228104,-0.0506347752497999,0.0395134713869812,1e-04,0.0394134713869812,"[0.9,1]","review"
42,"AI Governance","framing","decision_record",0.13841190431267,"high","medium",0.153558108031561,0.13516693675434,0,0.015146203718891,-0.00324496755833067,0.015146203718891,0.00324496755833067,0.0119012361605603,0.0235800925422326,0.0182701007915516,0.005309991750681,"[0.1,0.2)","acceptable"
43,"Infrastructure","anchoring","independent_estimates",0.560159684531391,"low","high",0.675975542644817,0.524519763734987,1,0.115815858113427,-0.0356399207964033,0.115815858113427,0.0356399207964033,0.0801759373170234,0.104991848964321,0.226081455078632,-0.121089606114312,"[0.5,0.6)","review"
44,"Healthcare","overconfidence","premortem",0.436601575836539,"medium","medium",0.606220503355877,0.47212386258289,0,0.169618927519338,0.0355222867463512,0.169618927519338,0.0355222867463512,0.134096640772987,0.367503298689053,0.222900941620188,0.144602357068865,"[0.4,0.5)","acceptable"
45,"Healthcare","overconfidence","structured_dissent",0.327718701213598,"medium","low",0.533399887667578,0.335668330367481,0,0.20568118645398,0.00794962915388281,0.20568118645398,0.00794962915388281,0.197731557300097,0.284515440163785,0.112673228011692,0.171842212152092,"[0.3,0.4)","acceptable"
46,"Financial Risk","overconfidence","structured_dissent",0.376139492727816,"medium","medium",0.494102642914718,0.34985778786016,1,0.117963150186902,-0.0262817048676556,0.117963150186902,0.0262817048676556,0.0916814453192462,0.255932135905873,0.422684896006084,-0.166752760100211,"[0.3,0.4)","review"
47,"Public Policy","groupthink","premortem",0.841387450136244,"low","low",0.704322792212588,0.660437449351492,1,-0.137064657923657,-0.180950000784752,0.137064657923657,0.180950000784752,-0.0438853428610952,0.0874250112049606,0.11530272580292,-0.0278777145979597,"[0.6,0.7)","review"
48,"AI Governance","availability","model_validation",0.825901043228805,"medium","medium",0.670374370989724,0.808379300442189,1,-0.155526672239081,-0.017521742786616,0.155526672239081,0.017521742786616,0.138004929452465,0.10865305530042,0.0367184924990248,0.0719345628013951,"[0.8,0.9)","acceptable"
49,"Healthcare","confirmation","model_validation",0.875350508280099,"high","low",0.80470566894796,0.859617713026143,0,-0.070644839332138,-0.0157327952539554,0.070644839332138,0.0157327952539554,0.0549120440781826,0.647551213636985,0.738942612548297,-0.091391398911312,"[0.8,0.9)","review"
50,"Healthcare","availability","model_validation",0.739348568022251,"high","medium",0.841078634187444,0.772331413500066,1,0.101730066165193,0.0329828454778147,0.101730066165193,0.0329828454778147,0.0687472206873779,0.0252560005117283,0.051832985278878,-0.0265769847671497,"[0.7,0.8)","acceptable"
51,"Organizational Strategy","groupthink","base_rate_check",0.229937103390694,"medium","medium",0.286524263209513,0.326025338552098,0,0.0565871598188193,0.0960882351614043,0.0565871598188193,0.0960882351614043,-0.039501075342585,0.0820961534077543,0.10629252137801,-0.0241963679702558,"[0.3,0.4)","review"
52,"Organizational Strategy","anchoring","base_rate_check",0.3186498939991,"medium","medium",0.492511702234885,0.474852641309131,1,0.173861808235785,0.156202747310031,0.173861808235785,0.156202747310031,0.0176590609257538,0.257544372368534,0.275779748339996,-0.018235375971462,"[0.4,0.5)","review"
53,"Healthcare","availability","base_rate_check",0.711083678714931,"low","high",0.616411999545017,0.646357122663763,1,-0.0946716791699138,-0.0647265560511685,0.0946716791699138,0.0647265560511685,0.0299451231187453,0.147139754093052,0.125063284690653,0.0220764694023988,"[0.6,0.7)","review"
54,"Infrastructure","framing","base_rate_check",0.75855479631573,"high","low",0.880791183968361,0.834583408341787,1,0.122236387652631,0.076028612026057,0.122236387652631,0.076028612026057,0.0462077756265741,0.0142107418196652,0.0273626487958201,-0.0131519069761549,"[0.8,0.9)","acceptable"
55,"Financial Risk","confirmation","decision_record",0.541166860982776,"low","high",0.647886787698301,0.720088653914475,0,0.106719926715525,0.178921792931699,0.106719926715525,0.178921792931699,-0.0722018662161737,0.419757289674023,0.51852766949636,-0.0987703798223368,"[0.7,0.8)","review"
56,"Organizational Strategy","model_overtrust","premortem",0.215893775038421,"high","medium",0.380501648200175,0.334379233872698,0,0.164607873161754,0.118485458834277,0.164607873161754,0.118485458834277,0.0461224143274768,0.14478150428305,0.111809472045293,0.0329720322377572,"[0.3,0.4)","acceptable"
57,"AI Governance","framing","premortem",0.706838850863278,"low","medium",0.675147658449344,0.647056466624375,1,-0.0316911924139339,-0.0597823842389029,0.0316911924139339,0.0597823842389029,-0.028091191824969,0.105529043810944,0.124569137751671,-0.0190400939407269,"[0.6,0.7)","review"
58,"Healthcare","overconfidence","calibration_review",0.169415739923716,"low","low",0.234597180679605,0.341119272289948,0,0.065181440755889,0.171703532366232,0.065181440755889,0.171703532366232,-0.106522091610343,0.055035837182819,0.116362357927624,-0.0613265207448045,"[0.3,0.4)","review"
59,"Organizational Strategy","overconfidence","premortem",0.660638618469238,"medium","medium",0.844011606560138,0.588367516017876,1,0.1833729880909,-0.0722711024513624,0.1833729880909,0.0722711024513624,0.111101885639537,0.0243323788879492,0.169441301869294,-0.145108922981344,"[0.5,0.6)","acceptable"
60,"Healthcare","groupthink","base_rate_check",0.763144418224692,"medium","medium",0.598259957801478,0.902346465704009,1,-0.164884460423214,0.139202047479317,0.164884460423214,0.139202047479317,0.0256824129438975,0.16139506150567,0.00953621276049831,0.151858848745172,"[0.9,1]","acceptable"
61,"Healthcare","framing","premortem",0.49345362726599,"high","high",0.521981032581999,0.598106047702445,1,0.028527405316009,0.104652420436455,0.028527405316009,0.104652420436455,-0.0761250151204464,0.228502133211372,0.161518748893349,0.0669833843180229,"[0.5,0.6)","review"
62,"AI Governance","model_overtrust","premortem",0.538089058734477,"medium","medium",0.597807702717638,0.632039347149409,1,0.0597186439831617,0.0939502884149328,0.0597186439831617,0.0939502884149328,-0.0342316444317711,0.161758643993264,0.135395042046233,0.0263636019470307,"[0.6,0.7)","review"
63,"Public Policy","anchoring","independent_estimates",0.635518282279372,"low","medium",0.735194020471183,0.736054657366588,1,0.0996757381918103,0.100536375087215,0.0996757381918103,0.100536375087215,-0.000860636895405165,0.0701222067942165,0.0696671438978694,0.000455062896347072,"[0.7,0.8)","review"
64,"Public Policy","overconfidence","model_validation",0.128067266009748,"low","medium",0.0772133820630236,0.01,0,-0.0508538839467244,-0.118067266009748,0.0508538839467244,0.118067266009748,-0.0672133820630236,0.00596190636961046,1e-04,0.00586190636961046,"[0,0.1)","review"
65,"Infrastructure","confirmation","model_validation",0.190430451743305,"medium","medium",0.313671542039016,0.182117289475483,0,0.123241090295711,-0.00831316226782136,0.123241090295711,0.00831316226782136,0.11492792802789,0.0983898362851343,0.033166707125897,0.0652231291592373,"[0.1,0.2)","acceptable"
66,"AI Governance","overconfidence","premortem",0.65024285223335,"low","low",0.938375648192922,0.683829022069739,0,0.288132795959571,0.0335861698363887,0.288132795959571,0.0335861698363887,0.254546626123182,0.880548857121486,0.467622131424856,0.41292672569663,"[0.6,0.7)","review"
67,"Healthcare","availability","premortem",0.164077535644174,"medium","high",0.315086241017965,0.367709689588834,0,0.151008705373791,0.20363215394466,0.151008705373791,0.20363215394466,-0.0526234485708687,0.0992793392788311,0.135210415817516,-0.0359310765386853,"[0.3,0.4)","review"
68,"Public Policy","framing","premortem",0.35261246226728,"high","medium",0.469533185023543,0.332827090222549,0,0.116920722756263,-0.019785372044731,0.116920722756263,0.019785372044731,0.0971353507115323,0.220461411838353,0.110773871986009,0.109687539852344,"[0.3,0.4)","acceptable"
69,"AI Governance","availability","independent_estimates",0.711574457399547,"medium","low",0.760656857508722,0.623469846222697,1,0.0490824001091753,-0.0881046111768501,0.0490824001091753,0.0881046111768501,-0.0390222110676748,0.0572851398576,0.141774956703559,-0.0844898168459594,"[0.6,0.7)","review"
70,"Infrastructure","availability","model_validation",0.379963202774525,"medium","high",0.403101096033845,0.361896921832621,0,0.0231378932593199,-0.0180662809419041,0.0231378932593199,0.0180662809419041,0.00507161231741582,0.162490493623687,0.130969382031926,0.0315211115917609,"[0.3,0.4)","acceptable"
71,"Infrastructure","confirmation","premortem",0.527424718439579,"medium","low",0.526134908356207,0.619500065085795,0,-0.00128981008337237,0.0920753466462161,0.00128981008337237,0.0920753466462161,-0.0907855365628437,0.276817941790994,0.383780330641304,-0.10696238885031,"[0.6,0.7)","review"
72,"Public Policy","groupthink","calibration_review",0.814609358087182,"medium","low",0.568239886187672,0.741094905846822,1,-0.24636947189951,-0.0735144522403596,0.24636947189951,0.0735144522403596,0.17285501965915,0.186416795879234,0.0670318477784657,0.119384948100768,"[0.7,0.8)","acceptable"
73,"Financial Risk","framing","structured_dissent",0.458114883862436,"medium","low",0.606626470506502,0.435421584432643,1,0.148511586644066,-0.0226932994297929,0.148511586644066,0.0226932994297929,0.125818287214274,0.154742733706172,0.318748787324547,-0.164006053618376,"[0.4,0.5)","review"
74,"Financial Risk","model_overtrust","base_rate_check",0.362443569488823,"low","high",0.355076369441522,0.497425209502513,0,-0.00736720004730185,0.13498164001369,0.00736720004730185,0.13498164001369,-0.127614439966388,0.126079228135772,0.247431839048619,-0.121352610912847,"[0.4,0.5)","review"
75,"AI Governance","overconfidence","calibration_review",0.137491205334663,"medium","low",0.41059180504145,0.203446620668956,0,0.273100599706786,0.0659554153342924,0.273100599706786,0.0659554153342924,0.207145184372494,0.168585630367196,0.041390527461618,0.127195102905578,"[0.2,0.3)","acceptable"
76,"AI Governance","framing","decision_record",0.411461883969605,"medium","medium",0.36471987372737,0.549917874743534,0,-0.0467420102422355,0.138455990773929,0.0467420102422355,0.138455990773929,-0.0917139805316935,0.133020586291708,0.302409668962445,-0.169389082670737,"[0.5,0.6)","review"
77,"Infrastructure","groupthink","structured_dissent",0.327607292681932,"low","low",0.207750445092739,0.355053472870126,1,-0.119856847589193,0.0274461801881933,0.119856847589193,0.0274461801881933,0.0924106674010001,0.627659357250753,0.415956022856886,0.211703334393868,"[0.3,0.4)","review"
78,"Organizational Strategy","groupthink","base_rate_check",0.316206364706159,"high","low",0.348934801597026,0.410281058178406,0,0.0327284368908675,0.0940746934722476,0.0327284368908675,0.0940746934722476,-0.06134625658138,0.121755495765556,0.168330546699993,-0.0465750509344367,"[0.4,0.5)","review"
79,"AI Governance","model_overtrust","premortem",0.560967396944761,"high","high",0.707815843360222,0.646501136067973,1,0.146848446415461,0.0855337391232114,0.146848446415461,0.0855337391232114,0.0613147072922493,0.0853715813912983,0.124961446801234,-0.0395898654099356,"[0.6,0.7)","acceptable"
80,"Infrastructure","overconfidence","structured_dissent",0.603589266911149,"high","low",0.682870092793788,0.64730783220614,0,0.0792808258826392,0.0437185652949906,0.0792808258826392,0.0437185652949906,0.0355622605876486,0.466311563632197,0.419007429635412,0.0473041339967851,"[0.6,0.7)","review"
81,"Organizational Strategy","model_overtrust","independent_estimates",0.35069529004395,"high","high",0.43276653868968,0.42772755553338,0,0.0820712486457297,0.07703226548943,0.0820712486457297,0.07703226548943,0.00503898315629969,0.187286877009446,0.182950861762561,0.00433601524688534,"[0.4,0.5)","acceptable"
82,"Healthcare","framing","decision_record",0.650974254496396,"high","medium",0.67719222757255,0.679229888678023,1,0.0262179730761545,0.0282556341816278,0.0262179730761545,0.0282556341816278,-0.00203766110547332,0.104204857939572,0.102893464317513,0.00131139362205904,"[0.6,0.7)","review"
83,"Healthcare","anchoring","base_rate_check",0.525913565792143,"medium","low",0.572574253141156,0.659067864431331,0,0.0466606873490123,0.133154298639187,0.0466606873490123,0.133154298639187,-0.086493611290175,0.327841275360152,0.434370449926075,-0.106529174565923,"[0.6,0.7)","review"
84,"Public Policy","confirmation","structured_dissent",0.707995566725731,"high","high",0.764227806554919,0.817729766790181,0,0.0562322398291881,0.10973420006445,0.0562322398291881,0.10973420006445,-0.0535019602352623,0.584044140311743,0.668681971494724,-0.0846378311829816,"[0.8,0.9)","review"
85,"Healthcare","confirmation","decision_record",0.619874579459429,"low","medium",0.651120639962062,0.459104318829663,1,0.0312460605026329,-0.160770260629765,0.0312460605026329,0.160770260629765,-0.129524200127133,0.121716807860481,0.292568137908722,-0.170851330048241,"[0.4,0.5)","review"
86,"AI Governance","availability","decision_record",0.497507505305111,"medium","medium",0.7667142310132,0.499892272371475,0,0.269206725708088,0.0023847670663637,0.269206725708088,0.0023847670663637,0.266821958641725,0.587850712038162,0.249892283976717,0.337958428061445,"[0.4,0.5)","acceptable"
87,"Organizational Strategy","availability","model_validation",0.456253616325557,"low","high",0.354656293274931,0.601111327523252,0,-0.101597323050626,0.144857711197695,0.101597323050626,0.144857711197695,-0.0432603881470682,0.125781086359514,0.361334828076766,-0.235553741717252,"[0.6,0.7)","review"
88,"AI Governance","model_overtrust","independent_estimates",0.356461821496487,"high","high",0.465116074980293,0.368847920818265,0,0.108654253483806,0.0123860993217785,0.108654253483806,0.0123860993217785,0.0962681541620279,0.216332963205074,0.136048788691957,0.0802841745131164,"[0.3,0.4)","acceptable"
89,"Infrastructure","availability","model_validation",0.632421046867967,"high","high",0.598158757887329,0.548151443233433,0,-0.0342622889806377,-0.0842696036345338,0.0342622889806377,0.0842696036345338,-0.0500073146538962,0.357793899637312,0.300470004718895,0.057323894918417,"[0.5,0.6)","review"
90,"Public Policy","groupthink","calibration_review",0.106158603727818,"medium","medium",0.0998386417472971,0.0721672797834766,0,-0.00631996198052048,-0.0339913239443409,0.00631996198052048,0.0339913239443409,-0.0276713619638204,0.00996775438594513,0.0052081162713466,0.00475963811459853,"[0,0.1)","review"
91,"Infrastructure","framing","model_validation",0.42318218704313,"medium","medium",0.448396835515639,0.398941989405341,0,0.0252146484725081,-0.024240197637789,0.0252146484725081,0.024240197637789,0.000974450834719198,0.201059722100439,0.159154710910692,0.0419050111897471,"[0.3,0.4)","acceptable"
92,"Healthcare","overconfidence","decision_record",0.777396793290973,"high","medium",0.95400033478754,0.867689545622161,0,0.176603541496567,0.0902927523311879,0.176603541496567,0.0902927523311879,0.0863107891653795,0.910116638774739,0.752885147581992,0.157231491192747,"[0.8,0.9)","review"
93,"Healthcare","framing","calibration_review",0.40008692163974,"low","medium",0.508646570904592,0.266564928085088,0,0.108559649264851,-0.133521993554652,0.108559649264851,0.133521993554652,-0.0249623442898011,0.258721334093,0.0710568608850083,0.187664473207991,"[0.2,0.3)","review"
94,"Financial Risk","overconfidence","independent_estimates",0.773426239192486,"medium","high",0.99,0.8675240655282,1,0.216573760807514,0.094097826335714,0.216573760807514,0.094097826335714,0.1224759344718,1e-04,0.0175498732141767,-0.0174498732141767,"[0.8,0.9)","acceptable"
95,"AI Governance","framing","calibration_review",0.419765342958272,"medium","high",0.403800594667967,0.255361837923715,1,-0.0159647482903042,-0.164403505034557,0.0159647482903042,0.164403505034557,-0.148438756744252,0.35545373091827,0.554485992420348,-0.199032261502079,"[0.2,0.3)","review"
96,"AI Governance","groupthink","independent_estimates",0.68761312160641,"low","medium",0.663514347488975,0.634272550315536,1,-0.0240987741174342,-0.0533405712908734,0.0240987741174342,0.0533405712908734,-0.0292417971734392,0.11322259434577,0.133756567452702,-0.020533973106932,"[0.6,0.7)","review"
97,"Organizational Strategy","anchoring","structured_dissent",0.690841532871127,"medium","medium",0.763839368319336,0.833151995510483,0,0.072997835448209,0.142310462639356,0.072997835448209,0.142310462639356,-0.0693126271911472,0.583450580594483,0.6941422476231,-0.110691667028618,"[0.8,0.9)","review"
98,"Financial Risk","groupthink","calibration_review",0.361142423935235,"medium","low",0.40087451177296,0.271214521411525,0,0.0397320878377255,-0.0899279025237091,0.0397320878377255,0.0899279025237091,-0.0501958146859836,0.160700374189209,0.0735573166244828,0.0871430575647263,"[0.2,0.3)","review"
99,"Organizational Strategy","anchoring","decision_record",0.735356389172375,"medium","high",0.796316036191067,0.814564267171745,0,0.0609596470186915,0.0792078779993701,0.0609596470186915,0.0792078779993701,-0.0182482309806786,0.634119229495052,0.663514945353043,-0.0293957158579903,"[0.8,0.9)","review"
100,"Infrastructure","confirmation","decision_record",0.748782192915678,"medium","medium",0.703832641134829,0.753889582761122,0,-0.0449495517808491,0.00510738984544346,0.0449495517808491,0.00510738984544346,0.0398421619354057,0.495380386726829,0.568349502995738,-0.072969116268909,"[0.7,0.8)","review"
