"simulation_id","alternative","score","rank"
11,"Resilience-Priority Option",0.742969756770479,3
11,"Low-Cost Minimum Option",0.614365118314416,5
11,"Adaptive Portfolio Option",0.832412128784814,1
12,"Efficiency-First Option",0.570382448036555,6
12,"Balanced Option",0.75344393900895,2
12,"Equity-Priority Option",0.713462716790634,4
12,"Resilience-Priority Option",0.747250526313638,3
12,"Low-Cost Minimum Option",0.580647023265448,5
12,"Adaptive Portfolio Option",0.831888929723364,1
13,"Efficiency-First Option",0.560034856050644,6
13,"Balanced Option",0.75248265144135,2
13,"Equity-Priority Option",0.734729539369707,4
13,"Resilience-Priority Option",0.7361135478618,3
13,"Low-Cost Minimum Option",0.571637260031966,5
13,"Adaptive Portfolio Option",0.832326254496688,1
14,"Efficiency-First Option",0.519730154630027,6
14,"Balanced Option",0.751056224121303,3
14,"Equity-Priority Option",0.744880331292075,4
14,"Resilience-Priority Option",0.759114916822174,2
14,"Low-Cost Minimum Option",0.532136718991271,5
14,"Adaptive Portfolio Option",0.849272873679259,1
15,"Efficiency-First Option",0.571338321910915,6
15,"Balanced Option",0.750391706102005,2
15,"Equity-Priority Option",0.706285271830909,4
15,"Resilience-Priority Option",0.736619881883665,3
15,"Low-Cost Minimum Option",0.591226360084537,5
15,"Adaptive Portfolio Option",0.844214114817712,1
16,"Efficiency-First Option",0.602777723411978,6
16,"Balanced Option",0.747729314580004,2
16,"Equity-Priority Option",0.689960175994776,4
16,"Resilience-Priority Option",0.721695687639285,3
16,"Low-Cost Minimum Option",0.628496353865866,5
16,"Adaptive Portfolio Option",0.821748682627262,1
17,"Efficiency-First Option",0.534726502878404,6
17,"Balanced Option",0.75411701945986,2
17,"Equity-Priority Option",0.745707426132365,3
17,"Resilience-Priority Option",0.743816899997403,4
17,"Low-Cost Minimum Option",0.541704379826729,5
17,"Adaptive Portfolio Option",0.846301946952634,1
18,"Efficiency-First Option",0.530798884654244,6
18,"Balanced Option",0.75699486113532,3
18,"Equity-Priority Option",0.729155650063498,4
18,"Resilience-Priority Option",0.782180484330952,2
18,"Low-Cost Minimum Option",0.531569528736172,5
18,"Adaptive Portfolio Option",0.852447637249892,1
19,"Efficiency-First Option",0.555774361858379,6
19,"Balanced Option",0.75726096827636,2
19,"Equity-Priority Option",0.735375136217659,4
19,"Resilience-Priority Option",0.749997033741185,3
19,"Low-Cost Minimum Option",0.558076709148954,5
19,"Adaptive Portfolio Option",0.843211051028275,1
20,"Efficiency-First Option",0.546936112401638,6
20,"Balanced Option",0.758315518645152,3
20,"Equity-Priority Option",0.726889448810791,4
20,"Resilience-Priority Option",0.769684979379876,2
20,"Low-Cost Minimum Option",0.547291415223248,5
20,"Adaptive Portfolio Option",0.852926983591213,1
21,"Efficiency-First Option",0.546349463519862,6
21,"Balanced Option",0.754398018128376,3
21,"Equity-Priority Option",0.733830098334998,4
21,"Resilience-Priority Option",0.755604708246513,2
21,"Low-Cost Minimum Option",0.55456247325244,5
21,"Adaptive Portfolio Option",0.84687643312146,1
22,"Efficiency-First Option",0.5355664861145,6
22,"Balanced Option",0.753835237298118,3
22,"Equity-Priority Option",0.733559561933314,4
22,"Resilience-Priority Option",0.759508289433103,2
22,"Low-Cost Minimum Option",0.54243740722173,5
22,"Adaptive Portfolio Option",0.843570353261764,1
23,"Efficiency-First Option",0.540009346831054,6
23,"Balanced Option",0.74837256802285,2
23,"Equity-Priority Option",0.732431741354461,4
23,"Resilience-Priority Option",0.741967626419575,3
23,"Low-Cost Minimum Option",0.559853812692057,5
23,"Adaptive Portfolio Option",0.841986163960062,1
24,"Efficiency-First Option",0.536411724200977,6
24,"Balanced Option",0.755456860572827,3
24,"Equity-Priority Option",0.730748916130239,4
24,"Resilience-Priority Option",0.766218994924391,2
24,"Low-Cost Minimum Option",0.539355354750864,5
24,"Adaptive Portfolio Option",0.84253407581573,1
25,"Efficiency-First Option",0.575546900027313,6
25,"Balanced Option",0.752412025234875,2
25,"Equity-Priority Option",0.720606952770175,4
25,"Resilience-Priority Option",0.733552033649673,3
25,"Low-Cost Minimum Option",0.5902093030228,5
25,"Adaptive Portfolio Option",0.83590236226809,1
26,"Efficiency-First Option",0.543125306486541,5
26,"Balanced Option",0.759076944188322,3
26,"Equity-Priority Option",0.733490363945538,4
26,"Resilience-Priority Option",0.763301946466199,2
26,"Low-Cost Minimum Option",0.540928317747672,6
26,"Adaptive Portfolio Option",0.851795281049962,1
27,"Efficiency-First Option",0.520276407307283,6
27,"Balanced Option",0.752062802035434,3
27,"Equity-Priority Option",0.729477302534697,4
27,"Resilience-Priority Option",0.766142525532176,2
27,"Low-Cost Minimum Option",0.530767596931575,5
27,"Adaptive Portfolio Option",0.853737515687826,1
28,"Efficiency-First Option",0.547442085824049,6
28,"Balanced Option",0.753674768984332,2
28,"Equity-Priority Option",0.729512502684883,4
28,"Resilience-Priority Option",0.751101169521585,3
28,"Low-Cost Minimum Option",0.557224926788726,5
28,"Adaptive Portfolio Option",0.846747549554996,1
29,"Efficiency-First Option",0.560079857155642,6
29,"Balanced Option",0.755102744516578,2
29,"Equity-Priority Option",0.737618655296896,4
29,"Resilience-Priority Option",0.739189410049866,3
29,"Low-Cost Minimum Option",0.56747474541087,5
29,"Adaptive Portfolio Option",0.840116364957649,1
30,"Efficiency-First Option",0.562412492802021,6
30,"Balanced Option",0.753871746944385,2
30,"Equity-Priority Option",0.72335971865833,4
30,"Resilience-Priority Option",0.743713411614385,3
30,"Low-Cost Minimum Option",0.571269582264752,5
30,"Adaptive Portfolio Option",0.834678594691655,1
31,"Efficiency-First Option",0.544505638557931,6
31,"Balanced Option",0.747713278830096,2
31,"Equity-Priority Option",0.719072061767941,4
31,"Resilience-Priority Option",0.73708549333735,3
31,"Low-Cost Minimum Option",0.567140288168119,5
31,"Adaptive Portfolio Option",0.847204074153424,1
32,"Efficiency-First Option",0.585877379754001,6
32,"Balanced Option",0.7525126537546,2
32,"Equity-Priority Option",0.7107729902838,4
32,"Resilience-Priority Option",0.736269812648808,3
32,"Low-Cost Minimum Option",0.601598857492268,5
32,"Adaptive Portfolio Option",0.835223985650163,1
33,"Efficiency-First Option",0.5628492186097,6
33,"Balanced Option",0.757975106023705,2
33,"Equity-Priority Option",0.732907374458855,4
33,"Resilience-Priority Option",0.749408368028886,3
33,"Low-Cost Minimum Option",0.563517807836401,5
33,"Adaptive Portfolio Option",0.838350515835444,1
34,"Efficiency-First Option",0.543722783742446,5
34,"Balanced Option",0.7580594983311,2
34,"Equity-Priority Option",0.745967459772157,4
34,"Resilience-Priority Option",0.752534620377589,3
34,"Low-Cost Minimum Option",0.542381209672825,6
34,"Adaptive Portfolio Option",0.842637030853102,1
35,"Efficiency-First Option",0.525037184550093,6
35,"Balanced Option",0.756163335537698,3
35,"Equity-Priority Option",0.735303056604761,4
35,"Resilience-Priority Option",0.773509095624918,2
35,"Low-Cost Minimum Option",0.526691016946539,5
35,"Adaptive Portfolio Option",0.851728472103676,1
36,"Efficiency-First Option",0.554812771178068,6
36,"Balanced Option",0.752284684754775,3
36,"Equity-Priority Option",0.720787740416232,4
36,"Resilience-Priority Option",0.753834849564479,2
36,"Low-Cost Minimum Option",0.566133932265286,5
36,"Adaptive Portfolio Option",0.834826186008158,1
37,"Efficiency-First Option",0.557835658992293,6
37,"Balanced Option",0.749562173345475,2
37,"Equity-Priority Option",0.738763867017288,3
37,"Resilience-Priority Option",0.721198204658286,4
37,"Low-Cost Minimum Option",0.57720488199989,5
37,"Adaptive Portfolio Option",0.838270632838107,1
38,"Efficiency-First Option",0.632652387944224,6
38,"Balanced Option",0.750647552743649,2
38,"Equity-Priority Option",0.689384513262774,4
38,"Resilience-Priority Option",0.705054581545996,3
38,"Low-Cost Minimum Option",0.65448196264233,5
38,"Adaptive Portfolio Option",0.812461242981091,1
39,"Efficiency-First Option",0.532187360182939,6
39,"Balanced Option",0.751325818678643,3
39,"Equity-Priority Option",0.719373314863068,4
39,"Resilience-Priority Option",0.772265114025598,2
39,"Low-Cost Minimum Option",0.543910608963211,5
39,"Adaptive Portfolio Option",0.843595144405731,1
40,"Efficiency-First Option",0.551601352911823,6
40,"Balanced Option",0.752419269526904,2
40,"Equity-Priority Option",0.731597944462717,4
40,"Resilience-Priority Option",0.747733465656329,3
40,"Low-Cost Minimum Option",0.562433620580342,5
40,"Adaptive Portfolio Option",0.834776203610808,1
41,"Efficiency-First Option",0.554604007776134,6
41,"Balanced Option",0.754573439474499,3
41,"Equity-Priority Option",0.717510873560485,4
41,"Resilience-Priority Option",0.760444820764711,2
41,"Low-Cost Minimum Option",0.562036530437711,5
41,"Adaptive Portfolio Option",0.841857058949608,1
42,"Efficiency-First Option",0.554756977044396,6
42,"Balanced Option",0.749793843871912,2
42,"Equity-Priority Option",0.734933280119034,3
42,"Resilience-Priority Option",0.724275222270331,4
42,"Low-Cost Minimum Option",0.575187416429908,5
42,"Adaptive Portfolio Option",0.848415273451144,1
43,"Efficiency-First Option",0.586228694871052,6
43,"Balanced Option",0.751081778954996,2
43,"Equity-Priority Option",0.713334019740261,4
43,"Resilience-Priority Option",0.723018213004931,3
43,"Low-Cost Minimum Option",0.603881649501558,5
43,"Adaptive Portfolio Option",0.829156542631882,1
44,"Efficiency-First Option",0.580051892435211,6
44,"Balanced Option",0.751411230472306,2
44,"Equity-Priority Option",0.707766062152067,4
44,"Resilience-Priority Option",0.738629760244293,3
44,"Low-Cost Minimum Option",0.596315338693926,5
44,"Adaptive Portfolio Option",0.831338925169769,1
45,"Efficiency-First Option",0.574102111354527,6
45,"Balanced Option",0.756673953507962,2
45,"Equity-Priority Option",0.72684851411375,4
45,"Resilience-Priority Option",0.742713676032891,3
45,"Low-Cost Minimum Option",0.577334449681345,5
45,"Adaptive Portfolio Option",0.828954379064346,1
46,"Efficiency-First Option",0.60528035006334,6
46,"Balanced Option",0.750253613677097,2
46,"Equity-Priority Option",0.697670184480974,4
46,"Resilience-Priority Option",0.719267908335132,3
46,"Low-Cost Minimum Option",0.627854911520904,5
46,"Adaptive Portfolio Option",0.830625449888607,1
47,"Efficiency-First Option",0.555262643417444,6
47,"Balanced Option",0.749856051842417,2
47,"Equity-Priority Option",0.730992793940972,4
47,"Resilience-Priority Option",0.733549186390614,3
47,"Low-Cost Minimum Option",0.57258377487732,5
47,"Adaptive Portfolio Option",0.835068934377774,1
48,"Efficiency-First Option",0.550013350852775,6
48,"Balanced Option",0.7486941900574,2
48,"Equity-Priority Option",0.726976472873593,4
48,"Resilience-Priority Option",0.735104895665122,3
48,"Low-Cost Minimum Option",0.570546087900995,5
48,"Adaptive Portfolio Option",0.842106523987497,1
49,"Efficiency-First Option",0.560371580444797,6
49,"Balanced Option",0.749428316180722,2
49,"Equity-Priority Option",0.738617714245304,3
49,"Resilience-Priority Option",0.72350890888971,4
49,"Low-Cost Minimum Option",0.578772467268131,5
49,"Adaptive Portfolio Option",0.830406332103655,1
50,"Efficiency-First Option",0.575112061591666,6
50,"Balanced Option",0.747997307790383,2
50,"Equity-Priority Option",0.72886445260242,3
50,"Resilience-Priority Option",0.717297994032466,4
50,"Low-Cost Minimum Option",0.597448603495394,5
50,"Adaptive Portfolio Option",0.823654335211125,1
51,"Efficiency-First Option",0.613676470287107,6
51,"Balanced Option",0.750110749183989,2
51,"Equity-Priority Option",0.695352010898439,4
51,"Resilience-Priority Option",0.715295338244181,3
51,"Low-Cost Minimum Option",0.635730461863369,5
51,"Adaptive Portfolio Option",0.820947268684427,1
52,"Efficiency-First Option",0.589300905557037,6
52,"Balanced Option",0.749106020582273,2
52,"Equity-Priority Option",0.702865027802553,4
52,"Resilience-Priority Option",0.718732466382496,3
52,"Low-Cost Minimum Option",0.614191457166301,5
52,"Adaptive Portfolio Option",0.840660443467889,1
53,"Efficiency-First Option",0.579847759790784,6
53,"Balanced Option",0.748605617511673,2
53,"Equity-Priority Option",0.716499292840019,4
53,"Resilience-Priority Option",0.724941935425684,3
53,"Low-Cost Minimum Option",0.601961681980759,5
53,"Adaptive Portfolio Option",0.827280973025552,1
54,"Efficiency-First Option",0.549572012560518,6
54,"Balanced Option",0.758449857107427,3
54,"Equity-Priority Option",0.705673572859241,4
54,"Resilience-Priority Option",0.790899225817978,2
54,"Low-Cost Minimum Option",0.549691525759317,5
54,"Adaptive Portfolio Option",0.8540579042229,1
55,"Efficiency-First Option",0.538398256996533,6
55,"Balanced Option",0.748583971996046,2
55,"Equity-Priority Option",0.73276574770149,4
55,"Resilience-Priority Option",0.744532575724671,3
55,"Low-Cost Minimum Option",0.557818250097093,5
55,"Adaptive Portfolio Option",0.84331740060589,1
56,"Efficiency-First Option",0.605845385382539,6
56,"Balanced Option",0.748863060278673,2
56,"Equity-Priority Option",0.694232639326991,4
56,"Resilience-Priority Option",0.718498400714024,3
56,"Low-Cost Minimum Option",0.631805867419366,5
56,"Adaptive Portfolio Option",0.831427996469473,1
57,"Efficiency-First Option",0.552895322611141,6
57,"Balanced Option",0.751310406339041,2
57,"Equity-Priority Option",0.727268674461498,4
57,"Resilience-Priority Option",0.7443004226836,3
57,"Low-Cost Minimum Option",0.568761381669864,5
57,"Adaptive Portfolio Option",0.845587647234445,1
58,"Efficiency-First Option",0.585319057752081,6
58,"Balanced Option",0.747240386135048,2
58,"Equity-Priority Option",0.708364993847024,4
58,"Resilience-Priority Option",0.721186819180483,3
58,"Low-Cost Minimum Option",0.611601305353498,5
58,"Adaptive Portfolio Option",0.829142377911951,1
59,"Efficiency-First Option",0.540723730208923,6
59,"Balanced Option",0.753093304016572,2
59,"Equity-Priority Option",0.73303445417545,4
59,"Resilience-Priority Option",0.752883087094451,3
59,"Low-Cost Minimum Option",0.553738242094314,5
59,"Adaptive Portfolio Option",0.859365932409939,1
60,"Efficiency-First Option",0.557773661719579,6
60,"Balanced Option",0.756702919591538,2
60,"Equity-Priority Option",0.723542251437205,4
60,"Resilience-Priority Option",0.752277886763725,3
60,"Low-Cost Minimum Option",0.563900797974285,5
60,"Adaptive Portfolio Option",0.855054748807737,1
61,"Efficiency-First Option",0.594525704139197,6
61,"Balanced Option",0.747889660839415,2
61,"Equity-Priority Option",0.714977701509338,3
61,"Resilience-Priority Option",0.70364270096595,4
61,"Low-Cost Minimum Option",0.62070093834677,5
61,"Adaptive Portfolio Option",0.828046983720404,1
62,"Efficiency-First Option",0.559715042866722,6
62,"Balanced Option",0.755617147632438,2
62,"Equity-Priority Option",0.727875310775913,4
62,"Resilience-Priority Option",0.751095646371584,3
62,"Low-Cost Minimum Option",0.564420742973346,5
62,"Adaptive Portfolio Option",0.835092443083665,1
63,"Efficiency-First Option",0.568072262804779,6
63,"Balanced Option",0.751842353892257,2
63,"Equity-Priority Option",0.723419239215862,4
63,"Resilience-Priority Option",0.732497302345826,3
63,"Low-Cost Minimum Option",0.584417009860265,5
63,"Adaptive Portfolio Option",0.842869228139386,1
64,"Efficiency-First Option",0.558667011257483,6
64,"Balanced Option",0.754155372276321,2
64,"Equity-Priority Option",0.738761595677972,3
64,"Resilience-Priority Option",0.729040382827591,4
64,"Low-Cost Minimum Option",0.567338659284172,5
64,"Adaptive Portfolio Option",0.837668446189321,1
65,"Efficiency-First Option",0.565134511316118,6
65,"Balanced Option",0.748369314794087,2
65,"Equity-Priority Option",0.718235526538294,4
65,"Resilience-Priority Option",0.734977187536603,3
65,"Low-Cost Minimum Option",0.585875182328185,5
65,"Adaptive Portfolio Option",0.829405851059993,1
66,"Efficiency-First Option",0.544628983569469,6
66,"Balanced Option",0.756409784516917,3
66,"Equity-Priority Option",0.710825360370828,4
66,"Resilience-Priority Option",0.783217179765142,2
66,"Low-Cost Minimum Option",0.548819267089649,5
66,"Adaptive Portfolio Option",0.854247226733303,1
67,"Efficiency-First Option",0.572978186044707,6
67,"Balanced Option",0.756114298859511,2
67,"Equity-Priority Option",0.726481016811438,4
67,"Resilience-Priority Option",0.730052673848987,3
67,"Low-Cost Minimum Option",0.578852425034246,5
67,"Adaptive Portfolio Option",0.836858194527289,1
68,"Efficiency-First Option",0.539547708500293,6
68,"Balanced Option",0.748444404909035,2
68,"Equity-Priority Option",0.73388965420737,4
68,"Resilience-Priority Option",0.73906979523149,3
68,"Low-Cost Minimum Option",0.560002084040154,5
68,"Adaptive Portfolio Option",0.845711804042452,1
69,"Efficiency-First Option",0.543489729404592,6
69,"Balanced Option",0.75636847075655,2
69,"Equity-Priority Option",0.744767706749097,3
69,"Resilience-Priority Option",0.74459110100372,4
69,"Low-Cost Minimum Option",0.54655095157008,5
69,"Adaptive Portfolio Option",0.845561216357402,1
70,"Efficiency-First Option",0.570129746738412,6
70,"Balanced Option",0.753490228141566,3
70,"Equity-Priority Option",0.708689210195079,4
70,"Resilience-Priority Option",0.757173681191382,2
70,"Low-Cost Minimum Option",0.579805366504832,5
70,"Adaptive Portfolio Option",0.830181842091279,1
71,"Efficiency-First Option",0.551354070221793,6
71,"Balanced Option",0.755624902390494,3
71,"Equity-Priority Option",0.716705454389744,4
71,"Resilience-Priority Option",0.759244519756964,2
71,"Low-Cost Minimum Option",0.559487774180593,5
71,"Adaptive Portfolio Option",0.858775208685068,1
72,"Efficiency-First Option",0.523791064644915,6
72,"Balanced Option",0.754600720808297,3
72,"Equity-Priority Option",0.737595064430607,4
72,"Resilience-Priority Option",0.770133240927183,2
72,"Low-Cost Minimum Option",0.529643147806983,5
72,"Adaptive Portfolio Option",0.854710284761227,1
73,"Efficiency-First Option",0.619716554285223,6
73,"Balanced Option",0.755668192722671,2
73,"Equity-Priority Option",0.689169228975514,4
73,"Resilience-Priority Option",0.727127631841419,3
73,"Low-Cost Minimum Option",0.630635109336395,5
73,"Adaptive Portfolio Option",0.825270511274569,1
74,"Efficiency-First Option",0.56369014032593,6
74,"Balanced Option",0.754066924056485,2
74,"Equity-Priority Option",0.73715594623453,3
74,"Resilience-Priority Option",0.734013178896518,4
74,"Low-Cost Minimum Option",0.573286887419338,5
74,"Adaptive Portfolio Option",0.836666730085429,1
75,"Efficiency-First Option",0.542328143257087,6
75,"Balanced Option",0.756039281897623,3
75,"Equity-Priority Option",0.733875708691479,4
75,"Resilience-Priority Option",0.760363530420418,2
75,"Low-Cost Minimum Option",0.542971599500273,5
75,"Adaptive Portfolio Option",0.833522734567407,1
76,"Efficiency-First Option",0.565250146693288,6
76,"Balanced Option",0.755363257947164,2
76,"Equity-Priority Option",0.716576164067089,4
76,"Resilience-Priority Option",0.748590403175198,3
76,"Low-Cost Minimum Option",0.57254000615609,5
76,"Adaptive Portfolio Option",0.842099564983472,1
77,"Efficiency-First Option",0.560612399720464,6
77,"Balanced Option",0.757695273599313,2
77,"Equity-Priority Option",0.719399179223522,4
77,"Resilience-Priority Option",0.75427908661455,3
77,"Low-Cost Minimum Option",0.564437399427027,5
77,"Adaptive Portfolio Option",0.853723722462502,1
78,"Efficiency-First Option",0.533338491768346,6
78,"Balanced Option",0.749194172614128,3
78,"Equity-Priority Option",0.753068519055527,2
78,"Resilience-Priority Option",0.729029423761639,4
78,"Low-Cost Minimum Option",0.550268757738179,5
78,"Adaptive Portfolio Option",0.839615818188983,1
79,"Efficiency-First Option",0.545042572048926,6
79,"Balanced Option",0.753755510233524,3
79,"Equity-Priority Option",0.722864073436596,4
79,"Resilience-Priority Option",0.762220744922792,2
79,"Low-Cost Minimum Option",0.554245649009959,5
79,"Adaptive Portfolio Option",0.847491549846783,1
80,"Efficiency-First Option",0.549053935358233,6
80,"Balanced Option",0.75041639004885,2
80,"Equity-Priority Option",0.731049659071394,4
80,"Resilience-Priority Option",0.737353035343229,3
80,"Low-Cost Minimum Option",0.564983800609979,5
80,"Adaptive Portfolio Option",0.839451590248812,1
81,"Efficiency-First Option",0.569262838768379,6
81,"Balanced Option",0.748406182229872,2
81,"Equity-Priority Option",0.72174401294373,4
81,"Resilience-Priority Option",0.725098267459759,3
81,"Low-Cost Minimum Option",0.59244174590016,5
81,"Adaptive Portfolio Option",0.837241330731682,1
82,"Efficiency-First Option",0.597188674891293,6
82,"Balanced Option",0.751217062717428,2
82,"Equity-Priority Option",0.697625852405447,4
82,"Resilience-Priority Option",0.731815813970205,3
82,"Low-Cost Minimum Option",0.61447357323478,5
82,"Adaptive Portfolio Option",0.822850839045077,1
83,"Efficiency-First Option",0.564638512347756,6
83,"Balanced Option",0.751508426057408,2
83,"Equity-Priority Option",0.724036965814353,4
83,"Resilience-Priority Option",0.733832233691576,3
83,"Low-Cost Minimum Option",0.579301191408991,5
83,"Adaptive Portfolio Option",0.834535223436192,1
84,"Efficiency-First Option",0.557105746195473,6
84,"Balanced Option",0.754678073502261,2
84,"Equity-Priority Option",0.732560229295255,4
84,"Resilience-Priority Option",0.745198813443448,3
84,"Low-Cost Minimum Option",0.564639587247016,5
84,"Adaptive Portfolio Option",0.839325655504021,1
85,"Efficiency-First Option",0.550584019311242,6
85,"Balanced Option",0.753760592303555,2
85,"Equity-Priority Option",0.727396269223277,4
85,"Resilience-Priority Option",0.745809871605021,3
85,"Low-Cost Minimum Option",0.560059723027282,5
85,"Adaptive Portfolio Option",0.844702361204739,1
86,"Efficiency-First Option",0.577803284966486,6
86,"Balanced Option",0.751521872039694,2
86,"Equity-Priority Option",0.698887414579055,4
86,"Resilience-Priority Option",0.749613112945613,3
86,"Low-Cost Minimum Option",0.594013681008873,5
86,"Adaptive Portfolio Option",0.835099644237005,1
87,"Efficiency-First Option",0.552157959647025,6
87,"Balanced Option",0.752242935463716,2
87,"Equity-Priority Option",0.728751353628997,4
87,"Resilience-Priority Option",0.746891682418381,3
87,"Low-Cost Minimum Option",0.563556526632368,5
87,"Adaptive Portfolio Option",0.83569848866036,1
88,"Efficiency-First Option",0.560036432729031,6
88,"Balanced Option",0.757727427229419,3
88,"Equity-Priority Option",0.717211405118761,4
88,"Resilience-Priority Option",0.764739731075225,2
88,"Low-Cost Minimum Option",0.563076626430264,5
88,"Adaptive Portfolio Option",0.850638863347721,1
89,"Efficiency-First Option",0.530155946015058,6
89,"Balanced Option",0.747326618580823,2
89,"Equity-Priority Option",0.739220800560935,4
89,"Resilience-Priority Option",0.742615211548904,3
89,"Low-Cost Minimum Option",0.550248425552592,5
89,"Adaptive Portfolio Option",0.838581963575446,1
90,"Efficiency-First Option",0.533857539018623,6
90,"Balanced Option",0.752812081928273,3
90,"Equity-Priority Option",0.728981813871466,4
90,"Resilience-Priority Option",0.7605147088813,2
90,"Low-Cost Minimum Option",0.542712139782701,5
90,"Adaptive Portfolio Option",0.843973489507763,1
91,"Efficiency-First Option",0.538863014001281,6
91,"Balanced Option",0.75452530459394,3
91,"Equity-Priority Option",0.737565699860459,4
91,"Resilience-Priority Option",0.756171750870248,2
91,"Low-Cost Minimum Option",0.545051277036984,5
91,"Adaptive Portfolio Option",0.844470468014027,1
92,"Efficiency-First Option",0.55273032908395,6
92,"Balanced Option",0.752536463381706,2
92,"Equity-Priority Option",0.725491686790403,4
92,"Resilience-Priority Option",0.74696116310042,3
92,"Low-Cost Minimum Option",0.566934705303943,5
92,"Adaptive Portfolio Option",0.851329996688948,1
93,"Efficiency-First Option",0.534341269098129,6
93,"Balanced Option",0.752125102702174,3
93,"Equity-Priority Option",0.734976212334355,4
93,"Resilience-Priority Option",0.757681647159609,2
93,"Low-Cost Minimum Option",0.54460963334048,5
93,"Adaptive Portfolio Option",0.841547618292959,1
94,"Efficiency-First Option",0.54490000390983,6
94,"Balanced Option",0.75302735638308,2
94,"Equity-Priority Option",0.732674720955699,4
94,"Resilience-Priority Option",0.747281461686209,3
94,"Low-Cost Minimum Option",0.554720638813824,5
94,"Adaptive Portfolio Option",0.841869127329555,1
95,"Efficiency-First Option",0.577280021600237,6
95,"Balanced Option",0.750068288716155,2
95,"Equity-Priority Option",0.717469337468723,4
95,"Resilience-Priority Option",0.720526329678172,3
95,"Low-Cost Minimum Option",0.598916547617815,5
95,"Adaptive Portfolio Option",0.842633080774183,1
96,"Efficiency-First Option",0.570465002417434,6
96,"Balanced Option",0.756529500629765,3
96,"Equity-Priority Option",0.71202843127276,4
96,"Resilience-Priority Option",0.762891602221865,2
96,"Low-Cost Minimum Option",0.574483953919996,5
96,"Adaptive Portfolio Option",0.83539429043757,1
97,"Efficiency-First Option",0.569141624052444,6
97,"Balanced Option",0.755425906582005,2
97,"Equity-Priority Option",0.718752964017521,4
97,"Resilience-Priority Option",0.746114940263096,3
97,"Low-Cost Minimum Option",0.576210436356413,5
97,"Adaptive Portfolio Option",0.838362918452183,1
98,"Efficiency-First Option",0.555769627753573,6
98,"Balanced Option",0.752000745907301,2
98,"Equity-Priority Option",0.731340724275246,4
98,"Resilience-Priority Option",0.738618304498341,3
98,"Low-Cost Minimum Option",0.567975610514728,5
98,"Adaptive Portfolio Option",0.833959680530091,1
99,"Efficiency-First Option",0.564484616448835,6
99,"Balanced Option",0.749443178589561,2
