"case_id","domain","probability_high","weighted_high","probability_weight_distortion","gamma","review_flag"
423,"Financial Risk",0.645993080176413,0.519055641329986,0.126937438846427,0.638369622081518,"review"
428,"AI Governance",0.886783813498914,0.76035171795233,0.126432095546584,0.692716492526233,"review"
377,"Healthcare",0.872809547372162,0.746996809100034,0.125812738272129,0.697043669130653,"review"
701,"Financial Risk",0.844409522227943,0.720287429207416,0.124122093020527,0.702781667560339,"review"
358,"Healthcare",0.628081197664142,0.505034082183232,0.12304711548091,0.633677641954273,"review"
588,"Infrastructure",0.813438223302364,0.691569592399651,0.121868630902713,0.705314515344799,"review"
451,"Infrastructure",0.898527304269373,0.77785007255697,0.120677231712403,0.697119852062315,"review"
343,"Healthcare",0.730268344841898,0.609885221402984,0.120383123438913,0.688602569885552,"review"
641,"Healthcare",0.552813032642007,0.433502940307404,0.119310092334603,0.585202820505947,"review"
709,"Financial Risk",0.527484518475831,0.409088647961241,0.11839587051459,0.565376054216176,"review"
149,"Infrastructure",0.817077004350722,0.698816966461408,0.118260037889314,0.711159380245954,"review"
311,"Public Policy",0.559718645736575,0.442351509393667,0.117367136342908,0.593940043076873,"review"
714,"Infrastructure",0.603161298111081,0.486043820326357,0.117117477784724,0.626865602936596,"review"
39,"Healthcare",0.613202974386513,0.496638916278802,0.116564058107712,0.634641275368631,"review"
422,"Financial Risk",0.85750526227057,0.741215528914049,0.116289733356521,0.713687741942704,"review"
236,"Organizational Strategy",0.571137202344835,0.455712240049735,0.1154249622951,0.606142279785126,"review"
655,"Infrastructure",0.620945209264755,0.505792853267035,0.11515235599772,0.642115658242255,"review"
487,"Financial Risk",0.728113500960171,0.613750312919187,0.114363188040984,0.697564176935703,"review"
70,"Infrastructure",0.562605840526521,0.448421299457063,0.114184541069458,0.601517175510526,"review"
91,"Infrastructure",0.581885058991611,0.467988682988651,0.11389637600296,0.616896279156208,"review"
568,"AI Governance",0.782649226114154,0.668995019183173,0.113654206930981,0.713779312092811,"review"
412,"Public Policy",0.894497362151742,0.781620750483386,0.112876611668356,0.710561147518456,"review"
257,"Organizational Strategy",0.685165926814079,0.57338109804916,0.111784828764919,0.683985820505768,"review"
478,"Healthcare",0.725712302699685,0.614554672487238,0.111157630212447,0.702009776700288,"review"
667,"Infrastructure",0.86634109262377,0.755466488984836,0.110874603638934,0.720952158328146,"review"
202,"AI Governance",0.628937198035419,0.518544644060781,0.110392553974638,0.655339849274606,"review"
135,"Public Policy",0.61576501429081,0.505851824089319,0.109913190201491,0.647665912657976,"review"
719,"Public Policy",0.599570687301457,0.489770645093067,0.10980004220839,0.636776496656239,"review"
290,"Healthcare",0.678626455925405,0.569155304471694,0.109471151453711,0.6847686259076,"review"
415,"Public Policy",0.763079883717,0.653874047160401,0.1092058365566,0.716706964373589,"review"
336,"Organizational Strategy",0.865143245831132,0.757003460700132,0.108139785131,0.725506712496281,"review"
261,"Healthcare",0.744432624056935,0.636401884496978,0.108030739559957,0.71349139045924,"review"
708,"Public Policy",0.7484206488356,0.641356082060626,0.107064566774973,0.71631168788299,"review"
525,"Public Policy",0.728373607434332,0.621348538897264,0.107025068537068,0.709931492153555,"review"
574,"Healthcare",0.64002187717706,0.533669260844192,0.106352616332868,0.669187979679555,"review"
245,"Organizational Strategy",0.73858649097383,0.6341399514501,0.10444653952373,0.717767990194261,"review"
175,"AI Governance",0.821338122151792,0.717235880053365,0.104102242098427,0.734138248302042,"review"
426,"AI Governance",0.504144812189043,0.400197249047076,0.103947563141966,0.568265489954501,"acceptable"
160,"AI Governance",0.851314603351057,0.74909650096622,0.102218102384837,0.736840176023543,"review"
324,"Infrastructure",0.83593679536134,0.733851222550709,0.102085572810631,0.737782250437885,"acceptable"
100,"Infrastructure",0.875158091261983,0.773577857141225,0.101580234120758,0.734355225786567,"acceptable"
109,"Public Policy",0.614205685444176,0.512842621950204,0.101363063493972,0.661836767010391,"acceptable"
654,"Public Policy",0.535507697053254,0.434499284400623,0.101008412652631,0.601741049811244,"acceptable"
520,"AI Governance",0.711987462081015,0.611155626715809,0.100831835365206,0.714628544263542,"acceptable"
242,"Organizational Strategy",0.868737915158272,0.768396472556704,0.100341442601567,0.737708640098572,"review"
548,"AI Governance",0.587857198901474,0.48837049649107,0.0994867024104042,0.646751750912517,"acceptable"
658,"Public Policy",0.520994241535664,0.422583871577761,0.098410369957903,0.59349704887718,"acceptable"
229,"AI Governance",0.545745038427413,0.447837971513773,0.0979070669136393,0.61617100648582,"review"
486,"Infrastructure",0.645037933066487,0.548602565030687,0.0964353680358,0.690172951109707,"review"
53,"Healthcare",0.545012757182121,0.44965277585071,0.0953599813314108,0.62026444831863,"acceptable"
477,"Healthcare",0.830859611928463,0.735772079988624,0.0950875319398392,0.749747543875128,"review"
260,"Infrastructure",0.680928340181708,0.586134019496767,0.0947943206849414,0.712162881437689,"review"
370,"Healthcare",0.815670321322978,0.721115963765686,0.0945543575572915,0.750130353495479,"acceptable"
41,"Infrastructure",0.662021667510271,0.567496985855633,0.0945246816546386,0.703174192924052,"acceptable"
108,"Financial Risk",0.85423804204911,0.760431604274479,0.0938064377746314,0.75091605912894,"acceptable"
590,"Organizational Strategy",0.532676931843162,0.438881409417303,0.0937955224258588,0.612453964166343,"review"
243,"Healthcare",0.472187361679971,0.378413375441306,0.093773986238665,0.554846515133977,"review"
392,"Infrastructure",0.779948217608035,0.686276577598753,0.0936716400092815,0.747154186852276,"review"
205,"Public Policy",0.513575470261276,0.420485369631229,0.093090100630047,0.596394635830075,"review"
657,"Financial Risk",0.58020131289959,0.487760436672632,0.0924408762269571,0.654297794867307,"acceptable"
239,"Organizational Strategy",0.10686814468354,0.198777347995957,0.0919092033124172,0.563126095663756,"review"
488,"Infrastructure",0.565076714009047,0.473228313675773,0.0918484003332735,0.643588505871594,"acceptable"
679,"AI Governance",0.832560218498111,0.741112272608924,0.0914479458891865,0.756160438898951,"acceptable"
472,"Organizational Strategy",0.550343105569482,0.459522623360305,0.0908204822091771,0.633421274274588,"acceptable"
563,"Infrastructure",0.118181737139821,0.207806959308837,0.0896252221690162,0.557628730684519,"acceptable"
594,"AI Governance",0.547573699615896,0.459407216424195,0.0881664831917012,0.636246149800718,"acceptable"
289,"Infrastructure",0.124891567230225,0.211975868055802,0.0870843008255773,0.567306921537966,"acceptable"
121,"Healthcare",0.718258500657976,0.631463551184031,0.086794949473945,0.742966489586979,"acceptable"
366,"Organizational Strategy",0.855936827138066,0.769305423003296,0.0866314041347706,0.763542286027223,"review"
440,"Organizational Strategy",0.675714206323028,0.58926837369158,0.0864458326314477,0.725698844529688,"acceptable"
661,"AI Governance",0.663714067451656,0.577415622263842,0.0862984451878136,0.719985293410718,"acceptable"
489,"Public Policy",0.527401913329959,0.441471195739021,0.0859307175909376,0.622851568553597,"review"
118,"Healthcare",0.518561753071845,0.432659555818093,0.0859021972537514,0.614761913567781,"review"
359,"Public Policy",0.129947501420975,0.215562321173993,0.0856148197530181,0.567662180960178,"acceptable"
346,"Healthcare",0.826061938330531,0.740660631015235,0.0854013073152962,0.767068408615887,"review"
293,"Organizational Strategy",0.129809370450676,0.214904422777832,0.0850950523271565,0.575931207183749,"acceptable"
447,"AI Governance",0.681489663571119,0.596606221694438,0.0848834418766814,0.731533825676888,"acceptable"
55,"Financial Risk",0.12652583271265,0.211303347027099,0.0847775143144491,0.58926950218156,"acceptable"
541,"Infrastructure",0.132877296768129,0.21747008386441,0.0845927870962812,0.570235990919173,"acceptable"
65,"Infrastructure",0.107500181905925,0.190575172714115,0.0830749908081902,0.624631888978183,"review"
592,"Healthcare",0.634593574330211,0.552063219214159,0.0825303551160518,0.711327818688005,"acceptable"
379,"AI Governance",0.105129312537611,0.187198800978188,0.0820694884405775,0.631411811895669,"acceptable"
630,"Infrastructure",0.10332172755152,0.185246386185075,0.0819246586335547,0.632877881918103,"review"
62,"AI Governance",0.582197971083224,0.500384092815195,0.0818138782680286,0.677148664277047,"acceptable"
28,"Financial Risk",0.886641495116055,0.805427769397706,0.081213725718349,0.767450681049377,"acceptable"
604,"Public Policy",0.119973998144269,0.200699297986953,0.0807252998426838,0.629823775682598,"review"
469,"Financial Risk",0.10187081489712,0.182146869787421,0.0802760548903011,0.641894679609686,"review"
330,"Infrastructure",0.146447348967195,0.226511399506432,0.0800640505392377,0.576144424639642,"acceptable"
136,"Organizational Strategy",0.148558290116489,0.227362934108141,0.0788046439916524,0.588609950616956,"review"
633,"Healthcare",0.130368666537106,0.209056827239279,0.0786881607021725,0.632556101400405,"acceptable"
223,"Healthcare",0.795889492891729,0.717396401124193,0.0784930917675364,0.77797357738018,"review"
634,"Healthcare",0.14961198233068,0.22789911687642,0.0782871345457402,0.592096181679517,"review"
516,"Financial Risk",0.494735804572701,0.416498756245442,0.0782370483272598,0.607039965316653,"acceptable"
294,"Financial Risk",0.654724388197064,0.576599246919067,0.0781251412779977,0.731994792073965,"acceptable"
38,"Organizational Strategy",0.618897315487266,0.540938107997968,0.0779592074892976,0.711150665115565,"review"
176,"Financial Risk",0.656986933387816,0.57958926831509,0.0773976650727255,0.734742848947644,"review"
105,"Public Policy",0.117912437207997,0.194665311113699,0.0767528739057025,0.654562384355813,"review"
77,"Infrastructure",0.744663185998797,0.668128923526584,0.0765342624722136,0.771642697788775,"acceptable"
103,"Infrastructure",0.133830041065812,0.210298881995205,0.0764688409293933,0.643765569198877,"acceptable"
365,"Financial Risk",0.524243299476802,0.44880969945948,0.0754336000173227,0.641562774218619,"review"
509,"Financial Risk",0.154928640089929,0.230218412668906,0.0752897725789769,0.613524385914207,"acceptable"
45,"Healthcare",0.765477319434285,0.690947570526066,0.074529748908219,0.780764546897262,"review"
383,"Healthcare",0.162143531814218,0.236612038344645,0.0744685065304278,0.586842569988221,"acceptable"
363,"Financial Risk",0.16244181971997,0.236794082675644,0.0743522629556738,0.556617110222578,"review"
528,"Infrastructure",0.160428211838007,0.234763978165528,0.0743357663275211,0.603875191044062,"review"
312,"AI Governance",0.643262659758329,0.569243057123111,0.0740196026352186,0.734501308016479,"review"
178,"Organizational Strategy",0.698508795164526,0.624789164426254,0.0737196307382711,0.761899904720485,"acceptable"
14,"Infrastructure",0.688404905050993,0.615651636165154,0.0727532688858387,0.759766817186028,"review"
613,"Infrastructure",0.473275651969016,0.401146632884237,0.0721290190847786,0.59741967394948,"review"
391,"Organizational Strategy",0.46508657746017,0.392983623080619,0.072102954379551,0.588659134600312,"review"
608,"Organizational Strategy",0.495492139458656,0.423486847605647,0.0720052918530096,0.620865072309971,"review"
145,"Infrastructure",0.740564310364425,0.668902779337142,0.0716615310272837,0.780578036326915,"review"
280,"Healthcare",0.629194312915206,0.557714542046722,0.0714797708684837,0.731860868446529,"acceptable"
21,"Infrastructure",0.62422954402864,0.552921301481823,0.0713082425468172,0.729181350488216,"acceptable"
246,"Infrastructure",0.636289387755096,0.56546771587401,0.0708216718810862,0.73758856318891,"review"
517,"Organizational Strategy",0.170546461641788,0.241343148210012,0.0707966865682232,0.61186633175239,"review"
579,"Public Policy",0.809851359575987,0.739450791308017,0.07040056826797,0.795497534051538,"acceptable"
225,"Public Policy",0.749062341451645,0.679128449739828,0.0699338917118169,0.786487637739629,"acceptable"
50,"Healthcare",0.881482991203666,0.811708594741377,0.0697743964622892,0.791414572484791,"review"
164,"Infrastructure",0.128852760978043,0.198558273768932,0.0697055127908886,0.687105105351657,"acceptable"
382,"Financial Risk",0.159226988069713,0.228813211255943,0.0695862231862298,0.659187048021704,"review"
364,"Organizational Strategy",0.767581993341446,0.698180756129319,0.0694012372121265,0.791802086681128,"review"
442,"Healthcare",0.176775735989213,0.246008315009745,0.0692325790205322,0.591387227270752,"acceptable"
270,"Organizational Strategy",0.742618439532816,0.673399261716471,0.0692191778163451,0.786323286779225,"acceptable"
166,"Financial Risk",0.178362904861569,0.247013283887583,0.0686503790260139,0.588275718968362,"acceptable"
607,"Financial Risk",0.176341409422457,0.244981406435584,0.0686399970131268,0.558520910609514,"review"
497,"Healthcare",0.557678292691708,0.489090829573521,0.0685874631181868,0.686649437528104,"acceptable"
106,"AI Governance",0.125657082162797,0.193903961588008,0.0682468794252102,0.695898362156004,"review"
124,"Public Policy",0.123102107644081,0.191033845641469,0.0679317379973883,0.698261590767652,"acceptable"
40,"AI Governance",0.678464307263494,0.610536748445224,0.0679275588182697,0.766023144777864,"acceptable"
148,"Healthcare",0.61048009544611,0.54279011340864,0.0676899820374696,0.728614075481892,"acceptable"
216,"Infrastructure",0.180099750496447,0.247748853685093,0.0676491031886456,0.614006284438074,"acceptable"
2,"AI Governance",0.565532205998898,0.498417523931623,0.0671146820672748,0.696615407988429,"review"
511,"Infrastructure",0.889662235975266,0.822597359227721,0.0670648767475445,0.794690704438835,"acceptable"
434,"Public Policy",0.133807898312807,0.200867216978168,0.0670593186653609,0.698709870036691,"review"
88,"AI Governance",0.458841494470835,0.39260466754448,0.0662368269263544,0.594162825215608,"review"
456,"Healthcare",0.546941066533327,0.480779038818256,0.0661620277150716,0.683106183633208,"review"
57,"AI Governance",0.149323690496385,0.214729566777642,0.0654058762812571,0.698412169516087,"acceptable"
169,"Infrastructure",0.619809309765697,0.55459912312656,0.0652101866391361,0.740544949658215,"acceptable"
207,"Infrastructure",0.892197263427079,0.827071780734915,0.0651254826921641,0.797972716018558,"review"
338,"AI Governance",0.128604199551046,0.193408967851023,0.0648047682999773,0.712074111774564,"acceptable"
420,"Public Policy",0.179422893002629,0.243906811054242,0.0644839180516123,0.663985993247479,"acceptable"
221,"AI Governance",0.777890835702419,0.713954486511823,0.0639363491905961,0.805362887028605,"review"
575,"AI Governance",0.55057474616915,0.486865280641992,0.0637094655271582,0.692168799694628,"review"
521,"Organizational Strategy",0.138509957306087,0.202201966014703,0.0636920087086157,0.714086821302772,"review"
292,"Public Policy",0.705386186763644,0.641846856884163,0.063539329879481,0.787028368469328,"review"
593,"Public Policy",0.792537656053901,0.729175424816206,0.0633622312376944,0.808681728783995,"acceptable"
174,"Public Policy",0.877208423800766,0.814367446400474,0.0628409774002929,0.807039850298315,"acceptable"
114,"AI Governance",0.649953180924058,0.587271499403488,0.0626816815205704,0.764184186607599,"acceptable"
407,"Financial Risk",0.750989906676114,0.688439333297317,0.0625505733787967,0.803024004399776,"acceptable"
371,"Public Policy",0.195186423882842,0.257679216008298,0.0624927921254562,0.604311501793563,"acceptable"
531,"AI Governance",0.424701633863151,0.362728803279884,0.0619728305832669,0.563805606216192,"acceptable"
571,"Public Policy",0.198507044650614,0.259827318434503,0.0613202737838884,0.612123665586114,"acceptable"
538,"AI Governance",0.562263883650303,0.501019036037376,0.0612448476129271,0.70817968454212,"review"
401,"Healthcare",0.200469756685197,0.261076443799268,0.060606687114071,0.620044595934451,"review"
689,"Financial Risk",0.816052656434476,0.755931222355444,0.0601214340790324,0.817686047125608,"acceptable"
595,"Financial Risk",0.140929281152785,0.200437519445414,0.0595082382926292,0.734264814201742,"acceptable"
173,"Public Policy",0.807610017992556,0.748568782589972,0.0590412354025842,0.819605397153646,"acceptable"
214,"AI Governance",0.204644090309739,0.263459333501922,0.0588152431921827,0.641625078767538,"review"
555,"Financial Risk",0.507915686443448,0.44970141366509,0.058214272778358,0.665521552134305,"review"
501,"Healthcare",0.477123920246959,0.419054052549205,0.0580698676977535,0.633140668831766,"review"
134,"AI Governance",0.531638924591243,0.47362044852389,0.0580184760673529,0.689246241096407,"acceptable"
29,"Healthcare",0.794846956059337,0.737010405632529,0.0578365504268081,0.821180799882859,"review"
304,"Healthcare",0.209273757226765,0.266737972240809,0.0574642150140438,0.620614515244961,"acceptable"
479,"Healthcare",0.182650596275926,0.240092650547985,0.0574420542720597,0.71640717247501,"acceptable"
612,"Healthcare",0.730945914797485,0.673821795418907,0.0571241193785782,0.810274975560605,"review"
527,"Infrastructure",0.739773115701973,0.683417763481275,0.0563553522206985,0.814485272206366,"review"
153,"Public Policy",0.843576305732131,0.787370288323488,0.0562060174086431,0.826259774621576,"review"
665,"Public Policy",0.188148129358888,0.244091512785744,0.0559433834268566,0.720168076921254,"acceptable"
13,"Organizational Strategy",0.50832114815712,0.452881019531118,0.0554401286260017,0.672997696418315,"review"
631,"Financial Risk",0.689613405428827,0.634216364024918,0.0553970414039093,0.800414970424026,"review"
685,"AI Governance",0.409542470052838,0.35424459174116,0.0552978783116781,0.559602694306523,"acceptable"
396,"Financial Risk",0.536976177804172,0.481935775181075,0.0550404026230968,0.701982114743441,"review"
206,"AI Governance",0.824867480434477,0.770045478397663,0.054822002036814,0.829835059866309,"review"
362,"Public Policy",0.449404885992408,0.394709658202188,0.0546952277902195,0.609479123912752,"acceptable"
253,"Healthcare",0.845064084604383,0.790625092542363,0.0544389920620192,0.830199539475143,"acceptable"
493,"AI Governance",0.502979693748057,0.448595429348293,0.0543842643997644,0.670220484212041,"acceptable"
676,"Public Policy",0.21121939830482,0.26543573086099,0.05421633255617,0.572071134671569,"acceptable"
295,"Public Policy",0.216846508346498,0.2708809631662,0.0540344548197022,0.602779331896454,"review"
10,"Infrastructure",0.583755354583263,0.529793323258597,0.0539620313246661,0.744126713741571,"acceptable"
619,"Infrastructure",0.212979495152831,0.26671954549257,0.0537400503397391,0.691011215373874,"review"
576,"AI Governance",0.214394501037896,0.268030010680639,0.0536355096427433,0.687487003207207,"acceptable"
524,"Healthcare",0.220394254289567,0.273994529589033,0.0536002752994657,0.637400459125638,"review"
75,"AI Governance",0.181772821396589,0.235301151892242,0.0535283304956528,0.742850777227432,"review"
698,"Healthcare",0.522936840541661,0.469671415047306,0.0532654254943552,0.693363301083446,"review"
499,"AI Governance",0.560382864624262,0.507125645889593,0.053257218734669,0.72744623105973,"review"
438,"Financial Risk",0.220839243195951,0.273933969371156,0.0530947261752051,0.617887888941914,"review"
421,"Infrastructure",0.166934434138238,0.219965661581629,0.0530312274433901,0.755957164615393,"acceptable"
155,"Healthcare",0.728028997592628,0.675456287526952,0.0525727100656758,0.820443041436374,"acceptable"
