"case_id","domain","option_name","expected_utility","prospect_score","rank_divergence","review_flag"
68,"Public Policy","Status Quo",9.7002154616403,12.1631420344558,-48,"review"
157,"Public Policy","Status Quo",4.16001818922892,54.5033115802983,48,"review"
217,"Public Policy","High-Upside Alternative",7.68410429640961,-38.004158719899,-48,"review"
221,"AI Governance","Balanced Alternative",13.4557747041252,29.0704440486902,-48,"review"
245,"Organizational Strategy","Cautious Alternative",6.60611840432208,90.8531116489407,48,"review"
315,"Healthcare","High-Upside Alternative",-3.92674728123016,11.1573572985372,48,"review"
382,"Financial Risk","High-Upside Alternative",7.06175968838701,-56.0173755281402,-48,"review"
390,"Public Policy","Cautious Alternative",5.50008744081871,63.8746539831438,48,"review"
419,"Financial Risk","Status Quo",12.611519897744,27.5207417782548,-48,"review"
555,"Financial Risk","Balanced Alternative",4.68453611071306,78.6245966296553,48,"review"
336,"Organizational Strategy","Balanced Alternative",13.7703348595017,30.3798557410291,-47,"review"
456,"Healthcare","Status Quo",5.99143919532474,-52.7748524628755,-47,"review"
597,"AI Governance","Status Quo",3.12074022424695,56.8473231581016,47,"review"
612,"Healthcare","High-Upside Alternative",3.13448412139997,45.1932702118539,47,"review"
119,"Financial Risk","Loss-Avoidance Alternative",1.27800903647787,44.6613002601793,46,"review"
353,"Public Policy","High-Upside Alternative",12.8808559785536,30.9927694772801,-46,"review"
486,"Infrastructure","Loss-Avoidance Alternative",7.04883487333684,82.032195393019,46,"review"
522,"Organizational Strategy","Status Quo",5.8122762784721,-123.64464904396,-46,"review"
666,"Healthcare","Status Quo",9.48277462093131,3.94848064662072,-46,"review"
1,"Public Policy","Balanced Alternative",5.7402923066397,64.4950416198934,45,"review"
242,"Organizational Strategy","Cautious Alternative",7.8561984197554,-43.0202804258784,-45,"review"
347,"Infrastructure","High-Upside Alternative",-2.11058386036936,32.3543716961732,45,"review"
355,"Healthcare","Loss-Avoidance Alternative",7.08284288233729,82.4504231617469,45,"review"
381,"Financial Risk","Balanced Alternative",-5.83111021354747,19.5725343165454,45,"review"
146,"Infrastructure","Cautious Alternative",7.51443989475933,-62.9218926067881,-44,"review"
176,"Financial Risk","Status Quo",5.74640252384367,87.044503358606,44,"review"
264,"Healthcare","Loss-Avoidance Alternative",4.05974010662607,-65.2601734922527,-43,"review"
281,"Public Policy","Balanced Alternative",3.3030675771454,44.5287154223244,43,"review"
308,"Financial Risk","Balanced Alternative",7.21932391486659,-33.8028880650806,-43,"review"
385,"Healthcare","Balanced Alternative",-7.12972630679965,-18.0470594128133,43,"review"
45,"Healthcare","Status Quo",11.5956399478734,35.2876204945316,-42,"review"
49,"Healthcare","Balanced Alternative",5.66158588270722,-51.1570684453158,-42,"review"
58,"Healthcare","Cautious Alternative",4.18601544210484,-58.6998404223513,-42,"review"
106,"AI Governance","Loss-Avoidance Alternative",7.47650129900417,-35.13521939139,-42,"review"
136,"Organizational Strategy","Loss-Avoidance Alternative",7.37810880813001,98.4460857510251,42,"review"
156,"Healthcare","High-Upside Alternative",8.27685363166086,129.693108250148,42,"review"
358,"Healthcare","Status Quo",13.5876790669786,51.7080312306943,-42,"review"
363,"Financial Risk","Balanced Alternative",-8.81490511150697,-0.0820074928993364,42,"review"
478,"Healthcare","Cautious Alternative",8.78938290375331,141.588845305995,42,"review"
513,"AI Governance","Loss-Avoidance Alternative",14.0852931787123,36.4290680278406,-42,"review"
551,"Healthcare","Cautious Alternative",2.96040188275075,36.1542163996359,42,"review"
714,"Infrastructure","High-Upside Alternative",9.34413465064426,-9.65800462714626,-42,"review"
310,"Public Policy","Loss-Avoidance Alternative",5.64203355126703,-71.2549918941718,-41,"acceptable"
409,"AI Governance","Balanced Alternative",8.35257680123238,-1.47183010711931,-41,"review"
415,"Public Policy","Loss-Avoidance Alternative",6.24004336882064,-61.5467940136837,-41,"review"
592,"Healthcare","Balanced Alternative",2.40768305229617,32.9009253068314,41,"acceptable"
598,"AI Governance","High-Upside Alternative",6.03169839595017,66.3789742611202,41,"review"
718,"Healthcare","Status Quo",-7.83096021224422,-23.3180534323069,41,"acceptable"
290,"Healthcare","Balanced Alternative",9.26518673134849,15.7852201503765,-40,"review"
342,"AI Governance","Cautious Alternative",4.79834153751364,58.995954634132,40,"acceptable"
416,"Infrastructure","Loss-Avoidance Alternative",8.30114887672301,-21.4229543157976,-40,"acceptable"
417,"Organizational Strategy","Loss-Avoidance Alternative",8.61456301342826,-20.2850150880557,-40,"acceptable"
448,"Organizational Strategy","High-Upside Alternative",6.55693343800745,70.973730567807,40,"review"
558,"Financial Risk","Cautious Alternative",12.674321890525,39.4019734146701,-40,"review"
651,"Healthcare","Status Quo",2.88821373750344,35.0919717946877,40,"acceptable"
2,"AI Governance","Status Quo",6.23054956294823,66.8591949418381,39,"review"
228,"Healthcare","Loss-Avoidance Alternative",1.99203799653248,23.1557667214527,39,"acceptable"
325,"Financial Risk","High-Upside Alternative",2.16533446477537,44.2345221897808,39,"acceptable"
585,"AI Governance","Status Quo",6.869659568873,-56.8840760801529,-39,"acceptable"
667,"Infrastructure","Status Quo",7.79962487096076,-31.8563457812066,-39,"review"
43,"Infrastructure","Balanced Alternative",11.3089120792641,32.4390656504612,-38,"review"
100,"Infrastructure","Balanced Alternative",7.82765193248304,-28.7837314405029,-38,"acceptable"
305,"Organizational Strategy","Cautious Alternative",3.21296709806957,42.843349911638,38,"review"
418,"Public Policy","Cautious Alternative",12.1886253228382,33.9051797663728,-38,"review"
5,"Healthcare","Status Quo",-0.819764781902918,11.3990070213669,37,"acceptable"
102,"Public Policy","Balanced Alternative",10.1709889752794,27.886884483917,-37,"review"
115,"Organizational Strategy","Loss-Avoidance Alternative",4.24002433075459,49.1883967564134,37,"acceptable"
177,"Organizational Strategy","Status Quo",8.53763385213196,-18.1972290666417,-37,"review"
206,"AI Governance","High-Upside Alternative",11.2123591829259,30.2943338273473,-37,"review"
234,"Infrastructure","Status Quo",4.96736101224539,-99.3945940553395,-37,"review"
499,"AI Governance","Balanced Alternative",4.46366764490363,54.7186089940242,37,"review"
523,"Healthcare","Loss-Avoidance Alternative",5.56621881296187,-49.2397508070401,-37,"acceptable"
525,"Public Policy","Cautious Alternative",7.34265708239998,-11.96257282742,-37,"review"
8,"Healthcare","Status Quo",3.83237759968932,-57.4978495189078,-36,"acceptable"
69,"AI Governance","Status Quo",0.364181818134606,32.6948687751342,36,"review"
148,"Healthcare","Loss-Avoidance Alternative",3.20350244298791,-91.0066800395838,-36,"acceptable"
197,"Financial Risk","High-Upside Alternative",4.77470379045408,60.3465879278421,36,"review"
379,"AI Governance","Cautious Alternative",7.07011690297518,-47.076920804031,-36,"acceptable"
426,"AI Governance","Loss-Avoidance Alternative",8.65869328388925,20.9883230233978,-36,"acceptable"
626,"Healthcare","Loss-Avoidance Alternative",8.27318627614661,95.4075378757446,36,"acceptable"
12,"AI Governance","Status Quo",7.46217835617297,91.4939640434059,35,"review"
98,"Financial Risk","High-Upside Alternative",7.32883408310159,100.949149493076,35,"acceptable"
194,"Infrastructure","Status Quo",3.5040949840981,-117.447311638272,-35,"review"
271,"AI Governance","High-Upside Alternative",-9.34198632044892,-31.1907502639075,35,"review"
299,"Infrastructure","Balanced Alternative",5.7761748010458,60.1324894771353,35,"acceptable"
383,"Healthcare","Cautious Alternative",-4.98209927935833,-17.3486242496113,35,"acceptable"
427,"Financial Risk","High-Upside Alternative",1.10730989773288,35.7296068621466,35,"acceptable"
570,"Financial Risk","Cautious Alternative",-6.94323016008858,-6.82577217386873,35,"review"
595,"Financial Risk","High-Upside Alternative",1.26050981071123,36.397284296589,35,"acceptable"
152,"Healthcare","Cautious Alternative",1.78674290193911,-213.655636844525,-34,"review"
641,"Healthcare","Loss-Avoidance Alternative",4.94451007934135,-49.603506484036,-34,"review"
698,"Healthcare","Loss-Avoidance Alternative",5.0875959706823,-39.0858935397856,-34,"review"
224,"Public Policy","Cautious Alternative",7.89804969870483,86.0144432489196,33,"acceptable"
287,"Infrastructure","Loss-Avoidance Alternative",5.01364652148786,54.3141350947738,33,"acceptable"
566,"Infrastructure","High-Upside Alternative",11.9937192710144,38.8425676256123,-33,"review"
13,"Organizational Strategy","High-Upside Alternative",2.87382493680058,-179.069072195035,-32,"review"
103,"Infrastructure","Cautious Alternative",-9.49024499691442,-15.4247281498616,32,"acceptable"
138,"Healthcare","Status Quo",1.806943675521,17.0250776949156,32,"review"
199,"Public Policy","Loss-Avoidance Alternative",14.2123429590928,46.4684137526489,-32,"review"
210,"Public Policy","Balanced Alternative",7.24349730177872,-9.70686592742643,-32,"review"
484,"Organizational Strategy","High-Upside Alternative",-4.29677278658261,-9.06192176261491,32,"acceptable"
532,"Public Policy","Balanced Alternative",6.60954558895124,55.2672265845952,32,"review"
657,"Financial Risk","Status Quo",7.84451832508372,110.380890592071,32,"acceptable"
125,"AI Governance","Cautious Alternative",4.53843976485525,-67.4766443352549,-31,"review"
189,"Healthcare","Balanced Alternative",-3.3572486637917,-7.17602100948224,31,"acceptable"
191,"Financial Risk","High-Upside Alternative",2.08139790675814,-76.7163833951117,-31,"acceptable"
205,"Public Policy","Loss-Avoidance Alternative",12.2635361521464,40.0105100145258,-31,"review"
360,"Infrastructure","Loss-Avoidance Alternative",3.01964489455129,-101.342346795998,-31,"acceptable"
431,"Infrastructure","Loss-Avoidance Alternative",7.99533254116957,80.27616440106,31,"review"
517,"Organizational Strategy","High-Upside Alternative",-8.20372868867256,-23.2642615846844,31,"review"
520,"AI Governance","Status Quo",14.5579701437448,53.3994337206073,-31,"acceptable"
521,"Organizational Strategy","Status Quo",1.85830608058203,27.8829591872918,31,"review"
616,"Infrastructure","High-Upside Alternative",2.08693536411386,35.55670459848,31,"acceptable"
663,"Financial Risk","High-Upside Alternative",7.15254754412938,72.3131474134667,31,"acceptable"
679,"AI Governance","High-Upside Alternative",10.1792224039907,34.1941329016876,-31,"acceptable"
689,"Financial Risk","Cautious Alternative",6.61263866000523,60.8906370569025,31,"acceptable"
26,"Healthcare","Balanced Alternative",-1.96131467547798,-6.34489652159794,30,"acceptable"
81,"Organizational Strategy","High-Upside Alternative",8.19132757969125,85.6131604202099,30,"acceptable"
303,"Healthcare","Status Quo",-0.160068936291724,-192.360389249258,-30,"review"
561,"Organizational Strategy","High-Upside Alternative",-5.85887051083233,-19.9478777705012,30,"acceptable"
659,"Organizational Strategy","Balanced Alternative",6.84075210410228,-39.3763948963994,-30,"acceptable"
114,"AI Governance","Status Quo",12.2829218540874,49.1574953522575,-29,"acceptable"
226,"Public Policy","High-Upside Alternative",8.54439915491859,22.2679914685463,-29,"review"
230,"Infrastructure","Loss-Avoidance Alternative",9.49626215553615,128.168126459759,29,"acceptable"
302,"Public Policy","Status Quo",6.82685963461795,-12.655926472089,-29,"review"
349,"Public Policy","Status Quo",5.24959376955529,40.0106415158541,29,"review"
405,"Organizational Strategy","Cautious Alternative",10.2572765893523,39.6069791392288,-29,"acceptable"
451,"Infrastructure","Loss-Avoidance Alternative",14.7898057005836,60.9318633429265,-29,"review"
581,"Financial Risk","Balanced Alternative",6.94286809197985,61.1233766408241,29,"review"
664,"Infrastructure","Status Quo",9.89439318878718,29.3824745891626,-29,"review"
715,"Healthcare","High-Upside Alternative",-0.214819498270057,0.555321006914049,29,"acceptable"
25,"Infrastructure","Status Quo",8.46661241249858,82.7505288992422,28,"acceptable"
128,"Public Policy","Balanced Alternative",7.10801353748799,56.7736712634448,28,"acceptable"
289,"Infrastructure","Loss-Avoidance Alternative",2.23412827314614,34.7627892806835,28,"acceptable"
432,"Healthcare","Status Quo",-0.348021330999111,-0.605388865834804,28,"acceptable"
496,"AI Governance","Balanced Alternative",7.35097922788505,66.7186119967955,28,"acceptable"
637,"Financial Risk","Loss-Avoidance Alternative",5.16332002912721,48.5603967966864,28,"acceptable"
665,"Public Policy","Loss-Avoidance Alternative",-4.73715183914019,-8.39982509909035,28,"acceptable"
687,"Infrastructure","Balanced Alternative",3.65686063449462,38.4731837995724,28,"acceptable"
710,"Infrastructure","Loss-Avoidance Alternative",6.14655847918902,49.8961847168455,28,"review"
110,"Healthcare","Cautious Alternative",3.36970311954934,27.0787676412912,27,"review"
141,"Organizational Strategy","Balanced Alternative",6.48381511379057,51.2184709427269,27,"acceptable"
263,"Healthcare","Cautious Alternative",3.44057936434401,-51.7434086741462,-27,"acceptable"
321,"Organizational Strategy","Loss-Avoidance Alternative",3.40580961446537,32.1325442480141,27,"acceptable"
351,"Infrastructure","Status Quo",8.21098842061217,77.1837195049924,27,"review"
371,"Public Policy","Cautious Alternative",-3.70687056495368,-7.14521926800504,27,"acceptable"
401,"Healthcare","High-Upside Alternative",-4.46163187618972,-25.1222044613542,27,"review"
423,"Financial Risk","High-Upside Alternative",5.52980906874133,-25.8984473117953,-27,"review"
563,"Infrastructure","Balanced Alternative",1.58557438766191,25.2751788277545,27,"acceptable"
639,"Infrastructure","Status Quo",9.11209205694471,95.962497940474,27,"review"
713,"AI Governance","Cautious Alternative",7.72056182886192,15.0817283514549,-27,"review"
35,"Healthcare","High-Upside Alternative",12.8616342688964,67.409917792929,-26,"review"
46,"Financial Risk","Loss-Avoidance Alternative",1.60149589256665,-67.6106734376545,-26,"review"
78,"Organizational Strategy","High-Upside Alternative",4.53538191636975,-63.315961978569,-26,"review"
211,"Infrastructure","Cautious Alternative",5.31086152583658,42.3336070275855,26,"review"
269,"Financial Risk","Status Quo",8.69560463256919,129.819683469523,26,"review"
283,"Financial Risk","Loss-Avoidance Alternative",-5.97611077631022,-18.4812266626727,26,"review"
309,"Healthcare","Balanced Alternative",7.83415992541001,69.6572971073784,26,"acceptable"
328,"Financial Risk","Status Quo",7.98559539872304,99.0365022499124,26,"acceptable"
365,"Financial Risk","High-Upside Alternative",3.36005009207158,-50.2228374516983,-26,"review"
394,"Financial Risk","Loss-Avoidance Alternative",1.88183934300162,-65.8991409846251,-26,"review"
546,"Public Policy","Loss-Avoidance Alternative",8.50165979639775,25.3454432360512,-26,"acceptable"
549,"Organizational Strategy","High-Upside Alternative",8.76363317950648,90.8760046953876,26,"review"
609,"Public Policy","Balanced Alternative",10.3856305364176,34.5780874436222,-26,"acceptable"
624,"AI Governance","Loss-Avoidance Alternative",0.724094090236157,-117.169983472723,-26,"acceptable"
27,"Infrastructure","Cautious Alternative",9.56894199820647,107.090120226251,25,"acceptable"
56,"Organizational Strategy","High-Upside Alternative",2.99417911837716,-89.7656070966201,-25,"acceptable"
95,"AI Governance","High-Upside Alternative",1.42334030998433,25.4402427930371,25,"acceptable"
204,"Infrastructure","High-Upside Alternative",10.7010180609797,38.2225129683205,-25,"acceptable"
207,"Infrastructure","Loss-Avoidance Alternative",14.9958928543477,67.858180516269,-25,"review"
208,"Public Policy","Status Quo",-2.9735256139392,-7.12262219386229,25,"acceptable"
227,"Financial Risk","Balanced Alternative",-9.77153364377501,-26.6743992408499,25,"acceptable"
286,"Financial Risk","Balanced Alternative",6.21562117249278,-21.2545008990349,-25,"review"
334,"AI Governance","Cautious Alternative",8.09063169346853,24.130951736549,-25,"acceptable"
548,"AI Governance","High-Upside Alternative",1.22641307775043,-99.3219488649914,-25,"acceptable"
583,"Healthcare","Status Quo",1.0977724869529,-0.34131278335294,25,"acceptable"
610,"Healthcare","Cautious Alternative",-7.45865471700517,-49.958759464278,25,"acceptable"
638,"Organizational Strategy","Status Quo",14.2638445098479,59.2182903816328,-25,"review"
142,"Organizational Strategy","Status Quo",2.64697379837015,20.3941645193419,24,"acceptable"
249,"AI Governance","Loss-Avoidance Alternative",2.28230131692889,-83.5398330198961,-24,"review"
369,"Healthcare","Cautious Alternative",6.25727455452814,-16.2764934491277,-24,"acceptable"
384,"Healthcare","Cautious Alternative",14.3748145401913,77.4992929607823,-24,"acceptable"
404,"Healthcare","Balanced Alternative",-1.58530655579921,-14.7280788271037,24,"review"
452,"Financial Risk","Status Quo",7.93709533337927,88.8496787445857,24,"review"
462,"Healthcare","Cautious Alternative",7.01273449389771,54.5967928752233,24,"review"
588,"Infrastructure","Balanced Alternative",12.8825660436097,56.2927576883948,-24,"review"
184,"Organizational Strategy","Balanced Alternative",8.1598268981961,69.433677909676,23,"acceptable"
232,"AI Governance","Loss-Avoidance Alternative",16.5266979661554,63.0226202392185,-23,"review"
307,"AI Governance","Status Quo",-1.35758719573264,-4.97025027153873,23,"acceptable"
370,"Healthcare","Cautious Alternative",10.3047037819727,40.0907477509579,-23,"acceptable"
442,"Healthcare","Status Quo",-5.78201141044367,-34.2440031561258,23,"acceptable"
527,"Infrastructure","Status Quo",11.5709171734003,49.136547582083,-23,"review"
557,"Healthcare","High-Upside Alternative",12.4484659893124,58.739711748264,-23,"review"
567,"Financial Risk","Balanced Alternative",3.8128587158888,40.8825090186623,23,"review"
571,"Public Policy","Balanced Alternative",8.14434444711411,70.1068253036517,23,"acceptable"
80,"Infrastructure","Status Quo",8.4176693439247,22.8984682261262,-22,"review"
88,"AI Governance","High-Upside Alternative",8.44894364211113,33.7229888610383,-22,"review"
449,"AI Governance","Loss-Avoidance Alternative",0.343028326493168,-108.671100169412,-22,"review"
565,"Healthcare","Balanced Alternative",9.950544231731,38.2890062076005,-22,"review"
591,"Healthcare","Balanced Alternative",10.9021131207906,132.26894514613,22,"review"
594,"AI Governance","Status Quo",0.275579013214553,11.6336334304841,22,"acceptable"
606,"Healthcare","Cautious Alternative",-4.06027189230966,-29.6040933734085,22,"review"
633,"Healthcare","Status Quo",1.74907920307783,-88.9308443235494,-22,"acceptable"
686,"Healthcare","Balanced Alternative",6.09444279913656,42.227987256218,22,"acceptable"
697,"Infrastructure","Balanced Alternative",9.0130562451678,28.0172725635527,-22,"review"
16,"Healthcare","Balanced Alternative",5.9136793925168,39.5196855871046,21,"acceptable"
19,"Public Policy","Cautious Alternative",5.63959866992408,36.7565241874384,21,"acceptable"
53,"Healthcare","High-Upside Alternative",12.6270765765596,68.6116484619064,-21,"acceptable"
149,"Infrastructure","Loss-Avoidance Alternative",13.8150091270231,67.0691434915592,-21,"review"
170,"Organizational Strategy","Cautious Alternative",15.6743814972,63.4972913452972,-21,"review"
196,"Infrastructure","Balanced Alternative",10.274947859709,125.123128805915,21,"review"
292,"Public Policy","Status Quo",14.4816330718917,59.1234685482493,-21,"review"
314,"Financial Risk","Status Quo",-2.7539480242168,-7.1065889889417,21,"acceptable"
333,"Infrastructure","Cautious Alternative",-3.94717692292307,-17.9287185924493,21,"acceptable"
357,"Infrastructure","High-Upside Alternative",10.7853922352977,196.591715639081,21,"review"
435,"Public Policy","High-Upside Alternative",8.49738793676331,29.4130308096832,-21,"acceptable"
531,"AI Governance","Cautious Alternative",7.43715323622478,60.8449423206789,21,"acceptable"
534,"AI Governance","Cautious Alternative",7.12905986953076,56.51009986181,21,"acceptable"
636,"Public Policy","Balanced Alternative",-6.58483459439087,-49.0533319104364,21,"acceptable"
688,"Public Policy","Cautious Alternative",5.13552940729127,33.5444903721519,21,"review"
693,"Financial Risk","High-Upside Alternative",9.05629795654154,120.292953684898,21,"acceptable"
50,"Healthcare","Cautious Alternative",13.6558757795876,80.2921577928717,-20,"review"
123,"Financial Risk","Cautious Alternative",7.99780170510803,27.0789745074809,-20,"review"
164,"Infrastructure","Balanced Alternative",1.15249413054175,11.4891947361833,20,"acceptable"
236,"Organizational Strategy","High-Upside Alternative",1.27254096137766,-90.31464763965,-20,"review"
241,"Public Policy","Balanced Alternative",2.21278351441416,-93.0715324659448,-20,"review"
259,"Financial Risk","Status Quo",3.98091617163441,38.0026572215005,20,"acceptable"
280,"Healthcare","Status Quo",6.89247836475245,51.3140151432289,20,"acceptable"
420,"Public Policy","Cautious Alternative",1.96547931660752,-100.622430028507,-20,"acceptable"
