"case_id","domain","option_name","loss_aversion","prospect_score","frame_sensitivity_index","review_flag"
147,"Healthcare","Balanced Alternative",2.85726414993405,134.154923378758,202.563707413836,"review"
584,"Healthcare","Balanced Alternative",2.85528659783304,50.2759019018004,159.744082691183,"review"
181,"Public Policy","High-Upside Alternative",2.85362404622138,20.1536192318342,102.649015510539,"review"
218,"Organizational Strategy","Loss-Avoidance Alternative",2.85061046406627,41.3229203868093,195.586157513268,"review"
373,"Financial Risk","Cautious Alternative",2.84974187090993,143.563614303963,202.4184320154,"review"
52,"Organizational Strategy","Cautious Alternative",2.84937048181891,-115.02990027315,218.066141654521,"review"
644,"Financial Risk","Cautious Alternative",2.84595117643476,29.7584815359988,104.177246216114,"review"
352,"Financial Risk","Status Quo",2.84473938085139,28.6702914392212,124.513390731748,"review"
301,"Organizational Strategy","Balanced Alternative",2.84313023425639,71.4610727320655,235.110884853748,"review"
672,"Public Policy","Balanced Alternative",2.8423078160733,49.5237882025056,228.108669314592,"review"
605,"Infrastructure","Status Quo",2.84129919148982,69.5291012868818,206.475186856828,"review"
42,"AI Governance","Status Quo",2.8400566007942,-62.3162554696969,168.850186435818,"review"
671,"Financial Risk","High-Upside Alternative",2.83937330804765,-106.17121423663,377.521808830708,"review"
617,"Healthcare","Loss-Avoidance Alternative",2.83865046799183,54.5144639138863,168.895675277148,"review"
392,"Infrastructure","Cautious Alternative",2.83340101502836,26.4198244777109,146.134065496949,"review"
158,"Infrastructure","Status Quo",2.83301325514913,15.5786425808169,154.730276901135,"review"
262,"Healthcare","High-Upside Alternative",2.83262084461749,-24.5012005607384,177.86391463415,"review"
630,"Infrastructure","Cautious Alternative",2.83181878104806,-103.712956579757,166.149242210324,"review"
217,"Public Policy","High-Upside Alternative",2.83162660561502,-38.004158719899,328.280039428616,"review"
250,"AI Governance","Status Quo",2.83129753507674,49.967182517024,167.211801949016,"review"
3,"Public Policy","Cautious Alternative",2.82925049960613,8.92818148339465,388.941863001889,"review"
606,"Healthcare","Cautious Alternative",2.82891607433558,-29.6040933734085,119.010383913538,"review"
597,"AI Governance","Status Quo",2.8280222132802,56.8473231581016,317.380620163853,"review"
376,"Organizational Strategy","High-Upside Alternative",2.82786495573819,-147.938619600325,253.805652690924,"review"
102,"Public Policy","Balanced Alternative",2.82563337497413,27.886884483917,335.598677241325,"review"
581,"Financial Risk","Balanced Alternative",2.82535653337836,61.1233766408241,285.196503949985,"review"
565,"Healthcare","Balanced Alternative",2.82279280163348,38.2890062076005,169.048428282437,"review"
697,"Infrastructure","Balanced Alternative",2.81474302969873,28.0172725635527,189.96269286789,"review"
7,"Healthcare","High-Upside Alternative",2.81049164347351,81.0642200353209,332.802824756959,"review"
357,"Infrastructure","High-Upside Alternative",2.81032059267163,196.591715639081,258.985674917044,"review"
20,"Financial Risk","Balanced Alternative",2.80946213416755,-2.950401327411,185.821289353817,"review"
110,"Healthcare","Cautious Alternative",2.8042393013835,27.0787676412912,126.918130492852,"review"
12,"AI Governance","Status Quo",2.80222751647234,91.4939640434059,110.088508072391,"review"
598,"AI Governance","High-Upside Alternative",2.79690415225923,66.3789742611202,237.760228545137,"review"
316,"Financial Risk","Loss-Avoidance Alternative",2.79263627789915,41.5501975363782,159.182226133057,"review"
667,"Infrastructure","Status Quo",2.78838025517762,-31.8563457812066,166.117747312161,"review"
700,"Infrastructure","Cautious Alternative",2.78705327995121,-20.7994098958412,270.673244398916,"review"
423,"Financial Risk","High-Upside Alternative",2.78094362728298,-25.8984473117953,233.253585295077,"review"
564,"Financial Risk","Cautious Alternative",2.77796362601221,-102.822707003886,169.535312725218,"review"
495,"Healthcare","Balanced Alternative",2.77429103590548,-54.804764724408,294.452724660719,"review"
234,"Infrastructure","Status Quo",2.77190833725035,-99.3945940553395,280.460893667236,"review"
461,"Financial Risk","Status Quo",2.77129124291241,46.3576363959025,282.880175491915,"review"
388,"Healthcare","Status Quo",2.77011085674167,41.9832011529877,152.584391227168,"review"
13,"Organizational Strategy","High-Upside Alternative",2.76551205329597,-179.069072195035,461.537004493589,"review"
36,"Infrastructure","Cautious Alternative",2.76527834869921,36.0770872386998,112.924289454325,"review"
640,"Financial Risk","Balanced Alternative",2.76455583646894,67.4627915866195,125.192652251896,"review"
343,"Healthcare","Cautious Alternative",2.76149203442037,107.357337816506,216.643786768662,"review"
94,"Financial Risk","Balanced Alternative",2.76130057312548,-54.637378196191,186.925327095082,"review"
413,"Public Policy","Balanced Alternative",2.75669457353652,51.2088806593015,172.669545038536,"review"
78,"Organizational Strategy","High-Upside Alternative",2.75562935620546,-63.315961978569,274.919590693181,"review"
144,"Organizational Strategy","Status Quo",2.75332222282886,-70.6756735130607,231.548804800657,"review"
522,"Organizational Strategy","Status Quo",2.75221440456808,-123.64464904396,452.273023968033,"review"
152,"Healthcare","Cautious Alternative",2.75116215087473,-213.655636844525,294.95296200955,"review"
58,"Healthcare","Cautious Alternative",2.74997072406113,-58.6998404223513,81.0931552398159,"review"
159,"Financial Risk","Cautious Alternative",2.74843099229038,15.1346330427077,246.184775739235,"review"
106,"AI Governance","Loss-Avoidance Alternative",2.74020192176104,-35.13521939139,98.8007899692587,"review"
393,"Organizational Strategy","Balanced Alternative",2.73980688415468,13.3071562176798,133.430239660882,"review"
105,"Public Policy","Status Quo",2.73827807977796,23.0075670608487,244.829830898598,"review"
151,"Infrastructure","Balanced Alternative",2.73712181150913,138.014251856619,319.902486297925,"review"
443,"Healthcare","High-Upside Alternative",2.73057710789144,66.6688994542652,195.885354944758,"review"
404,"Healthcare","Balanced Alternative",2.72515544593334,-14.7280788271037,246.381005244074,"review"
364,"Organizational Strategy","Loss-Avoidance Alternative",2.72433397769928,-5.67074539463637,237.370042238435,"review"
104,"Public Policy","Loss-Avoidance Alternative",2.72127364985645,-96.2950836623471,121.166318946361,"review"
90,"Public Policy","Balanced Alternative",2.71969424560666,-40.7431977225737,255.799512542069,"review"
356,"Financial Risk","Status Quo",2.71926455833018,-14.9779486248013,135.035340493546,"review"
666,"Healthcare","Status Quo",2.71906552091241,3.94848064662072,206.396668821376,"review"
35,"Healthcare","High-Upside Alternative",2.71548223048449,67.409917792929,360.217899275848,"review"
646,"Healthcare","Loss-Avoidance Alternative",2.71533201262355,3.06061186461384,266.535750299821,"review"
258,"Public Policy","Balanced Alternative",2.71339962854981,-141.056251683795,304.301466463276,"review"
607,"Financial Risk","Balanced Alternative",2.71267635002732,25.664114522579,113.500023845748,"review"
182,"AI Governance","High-Upside Alternative",2.70940160676837,-57.3993644281131,85.9168448932491,"review"
318,"Financial Risk","Status Quo",2.70825718343258,0.247868802628354,186.447285102449,"review"
60,"Healthcare","Cautious Alternative",2.70680779442191,-18.8442766062286,234.549045313882,"review"
549,"Organizational Strategy","High-Upside Alternative",2.70524925403297,90.8760046953876,204.321868209489,"review"
567,"Financial Risk","Balanced Alternative",2.703738938272,40.8825090186623,118.204607791291,"review"
501,"Healthcare","Loss-Avoidance Alternative",2.70260112173855,-65.6424874901017,241.154280420158,"review"
86,"AI Governance","High-Upside Alternative",2.69127132818103,-69.6348207153129,146.136385343347,"review"
168,"Public Policy","Status Quo",2.68501533158123,-65.6731526451571,298.555927793731,"review"
214,"AI Governance","Loss-Avoidance Alternative",2.68466422371566,-68.1747430954534,292.759732214459,"review"
24,"AI Governance","Status Quo",2.68180830851197,-246.660804931811,304.782687729049,"review"
675,"Infrastructure","Loss-Avoidance Alternative",2.68027207106352,-79.329744514738,269.315563957313,"review"
394,"Financial Risk","Loss-Avoidance Alternative",2.67939457632601,-65.8991409846251,230.068154151924,"review"
6,"Infrastructure","High-Upside Alternative",2.67524900697172,55.7484715772882,291.292269205829,"review"
419,"Financial Risk","Status Quo",2.67125887311995,27.5207417782548,260.218142183946,"review"
528,"Infrastructure","High-Upside Alternative",2.66905810832977,-152.031694774077,272.943575719099,"review"
82,"Healthcare","Loss-Avoidance Alternative",2.66773936860263,-131.277869038587,224.454282581013,"review"
720,"Infrastructure","High-Upside Alternative",2.66044049821794,64.7925631445652,181.55682598742,"review"
641,"Healthcare","Loss-Avoidance Alternative",2.65883507803082,-49.603506484036,55.3556982747868,"review"
71,"Infrastructure","High-Upside Alternative",2.65503588542342,36.4262449577137,148.759065138825,"review"
527,"Infrastructure","Status Quo",2.65455376952887,49.136547582083,275.008475477007,"review"
249,"AI Governance","Loss-Avoidance Alternative",2.65375370122492,-83.5398330198961,214.1266124697,"review"
50,"Healthcare","Cautious Alternative",2.65226166509092,80.2921577928717,418.870898188809,"review"
283,"Financial Risk","Loss-Avoidance Alternative",2.64546105861664,-18.4812266626727,263.905128606312,"review"
37,"Infrastructure","Balanced Alternative",2.64542375057936,-96.9190911912174,188.88634493314,"review"
681,"Public Policy","Loss-Avoidance Alternative",2.64431810453534,107.550466426998,275.878059092238,"review"
510,"Healthcare","Status Quo",2.64396766684949,-256.200938222584,327.842653755596,"review"
125,"AI Governance","Cautious Alternative",2.64008916728199,-67.4766443352549,144.316186665262,"review"
437,"Public Policy","Balanced Alternative",2.63998538888991,147.284561762708,251.296198143482,"review"
286,"Financial Risk","Balanced Alternative",2.63732299655676,-21.2545008990349,292.744339683483,"review"
172,"Healthcare","Status Quo",2.63638536594808,17.9497627013532,91.5177385848776,"review"
241,"Public Policy","Balanced Alternative",2.63599231727421,-93.0715324659448,49.3615225446183,"review"
11,"Public Policy","High-Upside Alternative",2.63576217181981,45.6494436053312,180.918652038459,"review"
615,"Financial Risk","Cautious Alternative",2.63250893577933,-25.1548555697705,336.204259910293,"review"
160,"AI Governance","Balanced Alternative",2.63049265481532,-17.7165798113188,380.027414419688,"review"
550,"Organizational Strategy","Status Quo",2.62628845311701,-41.4352196572581,166.725309923462,"review"
195,"Infrastructure","High-Upside Alternative",2.6213971119374,-80.7326985658202,196.789146887945,"review"
429,"Healthcare","Status Quo",2.61786187030375,68.3909629160624,250.081008273798,"review"
45,"Healthcare","Status Quo",2.60818810686469,35.2876204945316,357.106047414753,"review"
165,"Healthcare","Balanced Alternative",2.60508667379618,27.5919806440081,82.3221585306719,"review"
18,"Public Policy","Status Quo",2.60144207142293,-127.175021457525,145.909059044764,"review"
244,"Organizational Strategy","Status Quo",2.5971921890974,101.24858441714,323.511498208392,"review"
88,"AI Governance","High-Upside Alternative",2.59691348820925,33.7229888610383,88.8015843712714,"review"
428,"AI Governance","Cautious Alternative",2.59646245054901,56.0077335393645,88.6986099956632,"review"
91,"Infrastructure","Balanced Alternative",2.59529220685363,20.2998427787787,264.01463644901,"review"
619,"Infrastructure","High-Upside Alternative",2.59522755630314,45.274978139245,111.319642794104,"review"
46,"Financial Risk","Loss-Avoidance Alternative",2.59204651005566,-67.6106734376545,26.9217354584544,"review"
680,"Healthcare","Loss-Avoidance Alternative",2.59094370193779,69.75781645384,83.4512953510528,"review"
122,"Public Policy","High-Upside Alternative",2.58016602881253,13.34027555568,45.8342486012557,"review"
220,"Infrastructure","Status Quo",2.57963845543563,46.8635260029172,216.197085135017,"review"
403,"Public Policy","Balanced Alternative",2.5766206137836,14.5297568537305,73.9977454306607,"review"
85,"Healthcare","Balanced Alternative",2.57494126670063,33.6670559281587,135.171015432924,"review"
256,"Public Policy","Loss-Avoidance Alternative",2.57178823761642,56.0120551383022,143.437224118326,"review"
481,"AI Governance","High-Upside Alternative",2.56969357132912,-165.024432535898,383.00745800461,"review"
74,"Financial Risk","Status Quo",2.56955191679299,70.6048279264132,270.662311067525,"review"
349,"Public Policy","Status Quo",2.56945003904402,40.0106415158541,166.068430035596,"review"
255,"Organizational Strategy","High-Upside Alternative",2.56605551019311,107.598713630568,403.54887025534,"review"
575,"AI Governance","Balanced Alternative",2.56228855587542,51.8793139188167,166.374803870693,"review"
298,"AI Governance","Loss-Avoidance Alternative",2.56138498075306,-26.6828880499325,247.644963433713,"review"
608,"Organizational Strategy","Status Quo",2.55977193899453,20.3241141861967,95.2175677845107,"review"
119,"Financial Risk","Loss-Avoidance Alternative",2.55796260721982,44.6613002601793,20.1297140271717,"review"
566,"Infrastructure","High-Upside Alternative",2.55726458020508,38.8425676256123,133.21434888508,"review"
43,"Infrastructure","Balanced Alternative",2.55215223245323,32.4390656504612,212.564533542574,"review"
691,"Healthcare","Balanced Alternative",2.5486890129745,27.3424744202098,131.742618797867,"review"
271,"AI Governance","High-Upside Alternative",2.5458155091852,-31.1907502639075,195.843372816526,"review"
458,"Financial Risk","Loss-Avoidance Alternative",2.54511490128934,-66.2607642739323,217.231041463374,"review"
690,"Infrastructure","Loss-Avoidance Alternative",2.53976887911558,-90.5292545422426,212.18712040897,"review"
75,"AI Governance","High-Upside Alternative",2.53957105465233,47.5374312545078,149.544337662705,"review"
487,"Financial Risk","Loss-Avoidance Alternative",2.53809445276856,45.7520451219583,176.963419358553,"review"
412,"Public Policy","Balanced Alternative",2.53631795272231,3.47656348279934,273.379777533212,"review"
231,"Infrastructure","Balanced Alternative",2.53331783637404,77.0097867072362,492.50936962973,"review"
146,"Infrastructure","Cautious Alternative",2.52986354790628,-62.9218926067881,118.806618013823,"review"
374,"Organizational Strategy","Balanced Alternative",2.52461439035833,-6.34572216831311,196.073665193717,"review"
492,"Financial Risk","Status Quo",2.52204831503332,-16.7470555220595,244.961189295115,"review"
305,"Organizational Strategy","Cautious Alternative",2.5218701723963,42.843349911638,99.3165857936969,"review"
574,"Healthcare","Cautious Alternative",2.52160703502595,-30.7813135142188,300.852225744841,"review"
446,"AI Governance","Status Quo",2.52007371634245,-32.5832224977248,200.197839411663,"review"
15,"Healthcare","Status Quo",2.51987236477435,-4.57371228474742,184.760486026901,"review"
69,"AI Governance","Status Quo",2.51443763747811,32.6948687751342,142.579685282111,"review"
205,"Public Policy","Loss-Avoidance Alternative",2.51273604594171,40.0105100145258,193.03129272785,"review"
32,"Organizational Strategy","Status Quo",2.50925208441913,62.8126418584837,223.72279312342,"review"
193,"Organizational Strategy","Loss-Avoidance Alternative",2.50747191049159,86.4748429996728,212.491806842626,"review"
229,"AI Governance","Balanced Alternative",2.50355280786753,66.3308596365371,190.073163273496,"review"
