"case_id","domain","reference_point","sure_outcome","risky_high_outcome","risky_high_probability","loss_aversion","alpha","beta","risky_low_outcome","risky_low_probability","sure_gain","risky_gain_high","risky_gain_low","sure_loss","risky_loss_high","risky_loss_low","ev_sure_gain","ev_risky_gain","ev_sure_loss","ev_risky_loss","prospect_sure_gain","prospect_risky_gain","prospect_sure_loss","prospect_risky_loss","gain_frame_choice","loss_frame_choice","frame_reversal","gain_frame_risk_premium","loss_frame_risk_premium","frame_sensitivity_index","review_flag"
61,"Public Policy",-100,200,300,0.531317079719156,1.54129549665377,0.839724404457956,0.774848198890686,0,0.468682920280844,200,300,0,-200,-300,0,200,159.395123915747,-200,-159.395123915747,120.253900095725,103.755901191569,-54.6490110602155,-27.2766837577934,"sure option","risky option",TRUE,-16.4979989041562,27.372327302422,43.8703262065783,"review"
62,"AI Governance",100,200,240,0.820265010837466,1.97819164614193,0.827524810377508,0.766248324606568,0,0.179734989162534,200,240,0,-200,-240,0,200,196.863602600992,-200,-196.863602600992,45.190757458206,36.8527351662358,-156.443806637271,-153.359126202064,"sure option","risky option",TRUE,-8.3380222919702,3.08468043520668,11.4227027271769,"review"
63,"Healthcare",100,200,360,0.673706130869687,2.77367434916086,0.773963511176407,0.793000477692112,0,0.326293869130313,200,360,0,-200,-360,0,200,242.534207113087,-200,-242.534207113087,35.3123826852049,14.9521413495653,-255.513475030337,-276.485620260467,"sure option","sure option",FALSE,-20.3602413356395,-20.9721452301304,0.611903894490894,"acceptable"
64,"Healthcare",0,160,240,0.600022976845503,1.43845644560643,0.943798882188275,0.799934177659452,0,0.399977023154497,160,240,0,-160,-240,0,160,144.005514442921,-160,-144.005514442921,120.29455663817,105.829949907009,-83.3772606635069,-69.1953515573403,"sure option","risky option",TRUE,-14.4646067311613,14.1819091061666,28.6465158373278,"review"
65,"Infrastructure",-100,160,360,0.515798417851329,2.58310472923331,0.757079044636339,0.913156156754121,0,0.484201582148671,160,360,0,-160,-360,0,160,185.687430426478,-160,-185.687430426478,67.348156917017,69.3246591104563,-108.610490858111,-197.912931957252,"risky option","sure option",TRUE,1.9765021934393,-89.3024410991404,91.2789432925797,"review"
66,"AI Governance",0,80,360,0.838153981231153,2.30112482248805,0.831739472318441,0.903286056639627,0,0.161846018768847,80,360,0,-80,-360,0,80,301.735433243215,-80,-301.735433243215,38.2714627598375,112.073131074672,-120.496609495445,-392.949187370955,"risky option","sure option",TRUE,73.801668314835,-272.45257787551,346.254246190345,"review"
67,"Public Policy",-100,200,180,0.60364699549973,2.0389015105553,0.946602040389553,0.874802784854546,0,0.39635300450027,200,180,0,-200,-180,0,200,108.656459189951,-200,-108.656459189951,221.232045087411,156.097644397379,-114.551773492899,-25.8916889281091,"sure option","risky option",TRUE,-65.1344006900327,88.6600845647903,153.794485254823,"review"
68,"Healthcare",100,120,240,0.64424139810726,2.58990938081406,0.919092390174046,0.827759116562083,0,0.35575860189274,120,240,0,-120,-240,0,120,154.617935545743,-120,-154.617935545743,15.6951969001635,18.7868785327938,-225.033045392229,-249.551076548371,"risky option","sure option",TRUE,3.09168163263024,-24.5180311561419,27.6097127887722,"review"
69,"AI Governance",0,160,180,0.53814435955137,2.57156415092759,0.76853683530353,0.790824426803738,0,0.46185564044863,160,180,0,-160,-180,0,160,96.8659847192466,-160,-96.8659847192466,49.4250817252178,29.1178152727927,-142.321097692163,-84.0660693298084,"sure option","risky option",TRUE,-20.3072664524251,58.255028362355,78.5622948147801,"review"
70,"Infrastructure",100,80,300,0.583927682135254,2.05771498484537,0.802357259998098,0.841261485079303,0,0.416072317864746,80,300,0,-80,-300,0,80,175.178304640576,-80,-175.178304640576,-25.5794761702347,-0.233735521250438,-162.427334398347,-226.893643996655,"risky option","sure option",TRUE,25.3457406489843,-64.4663095983084,89.8120502472926,"review"
71,"Infrastructure",100,200,300,0.711030279751867,2.78338356162421,0.871670035086572,0.760640372661874,0,0.288969720248133,200,300,0,-200,-300,0,200,213.30908392556,-200,-213.30908392556,55.3783574456433,45.336856303585,-213.192288895312,-215.377720223028,"sure option","sure option",FALSE,-10.0415011420582,-2.18543132771606,7.85606981434218,"acceptable"
72,"Healthcare",0,200,300,0.751224788837135,2.1647083111573,0.830442481953651,0.821923145791516,0,0.248775211162865,200,300,0,-200,-300,0,200,225.36743665114,-200,-225.36743665114,81.4466189997321,85.6794427382072,-168.526886428098,-176.673978534358,"risky option","sure option",TRUE,4.23282373847513,-8.14709210626003,12.3799158447352,"review"
73,"Financial Risk",-100,120,180,0.52947642384097,2.4331536068581,0.77674892093055,0.836781689664349,0,0.47052357615903,120,180,0,-120,-180,0,120,95.3057562913746,-120,-95.3057562913746,65.9894167258865,58.9678173241031,-29.8433522609278,-33.5767433795427,"sure option","sure option",FALSE,-7.02159940178342,-3.73339111861494,3.28820828316848,"acceptable"
74,"Financial Risk",100,120,180,0.56430280553177,2.60111434967257,0.932596623292193,0.790480700926855,0,0.43569719446823,120,180,0,-120,-180,0,120,101.574504995719,-120,-101.574504995719,16.3431655798285,-9.58319486394225,-184.841450373314,-169.39492389669,"sure option","risky option",TRUE,-25.9263604437707,15.4465264766239,41.3728869203946,"review"
75,"AI Governance",0,80,300,0.529760713130236,2.74693346624263,0.936837904900312,0.75756683377549,0,0.470239286869764,80,300,0,-80,-300,0,80,158.928213939071,-80,-158.928213939071,60.6578253406643,110.851311192094,-75.9566839253677,-109.524882088463,"risky option","sure option",TRUE,50.1934858514297,-33.5681981630953,83.761684014525,"review"
76,"AI Governance",100,80,180,0.676598160900176,2.09286367790774,0.80378835843876,0.839635828416795,0,0.323401839099824,80,180,0,-80,-180,0,80,121.787668962032,-80,-121.787668962032,-25.8900172015714,-9.43179194071754,-163.81306602213,-192.958789481401,"risky option","sure option",TRUE,16.4582252608539,-29.1457234592716,45.6039487201255,"review"
77,"Infrastructure",100,80,300,0.517221126519144,1.5758220741991,0.757717820676044,0.800484622642398,0,0.482778873480856,80,300,0,-80,-300,0,80,155.166337955743,-80,-155.166337955743,-17.33651041888,-1.69913160469667,-100.651010639559,-129.003556922049,"risky option","sure option",TRUE,15.6373788141833,-28.3525462824898,43.9899250966731,"review"
78,"Organizational Strategy",0,200,180,0.827452458348125,1.74016781314276,0.870779810054228,0.841046922234818,0,0.172547541651875,200,180,0,-200,-180,0,200,148.941442502663,-200,-148.941442502663,100.853381118428,76.1357822467298,-149.921986240167,-113.533540482039,"sure option","risky option",TRUE,-24.7175988716985,36.3884457581281,61.1060446298266,"review"
79,"AI Governance",0,160,300,0.651763234008104,1.5963107614778,0.787422223528847,0.825810890831053,0,0.348236765991896,160,300,0,-160,-300,0,160,195.528970202431,-160,-195.528970202431,54.396763107259,58.160774955928,-105.512454940874,-115.568908014686,"risky option","sure option",TRUE,3.76401184866899,-10.0564530738119,13.8204649224808,"review"
80,"Infrastructure",100,80,180,0.468827787041664,2.1216477161739,0.897173579363152,0.922245453251526,0,0.531172212958336,80,180,0,-80,-180,0,80,84.3890016674995,-80,-84.3890016674995,-33.6157087439344,-54.8760534407255,-255.028130835643,-258.4848406386,"sure option","sure option",FALSE,-21.2603446967911,-3.45670980295733,17.8036348938338,"acceptable"
