"case_id","domain","gain_frame_choice","loss_frame_choice","frame_reversal","frame_sensitivity_index"
736,"Organizational Strategy","risky option","sure option",TRUE,173.487447171742
124,"Healthcare","risky option","sure option",TRUE,173.408700639141
451,"Infrastructure","risky option","sure option",TRUE,172.48800249359
165,"Public Policy","risky option","sure option",TRUE,171.713548395462
392,"Infrastructure","risky option","sure option",TRUE,171.680733179769
452,"Financial Risk","risky option","sure option",TRUE,170.857144767143
479,"Public Policy","risky option","sure option",TRUE,169.285912730731
616,"Infrastructure","sure option","risky option",TRUE,168.881881865778
556,"Infrastructure","risky option","sure option",TRUE,167.224761590381
652,"Organizational Strategy","risky option","sure option",TRUE,167.082043127355
516,"Financial Risk","risky option","sure option",TRUE,167.075485729111
160,"AI Governance","risky option","sure option",TRUE,166.995441164713
595,"Financial Risk","sure option","risky option",TRUE,166.761224944295
758,"Organizational Strategy","risky option","sure option",TRUE,166.057088207291
694,"Healthcare","risky option","sure option",TRUE,164.473649396198
92,"Public Policy","risky option","sure option",TRUE,164.392735004386
715,"Public Policy","sure option","risky option",TRUE,163.984471370114
637,"Financial Risk","risky option","sure option",TRUE,162.784845746977
628,"AI Governance","risky option","sure option",TRUE,159.858183074736
784,"Public Policy","risky option","sure option",TRUE,158.639449478479
216,"Infrastructure","sure option","risky option",TRUE,158.201580058184
151,"Infrastructure","sure option","risky option",TRUE,156.686772472686
681,"Healthcare","risky option","sure option",TRUE,156.437944678185
798,"Public Policy","sure option","risky option",TRUE,154.716415269374
515,"Public Policy","risky option","sure option",TRUE,154.380149273934
67,"Public Policy","sure option","risky option",TRUE,153.794485254823
122,"Healthcare","sure option","risky option",TRUE,152.537227030476
5,"Public Policy","risky option","sure option",TRUE,152.130019845009
138,"Public Policy","risky option","sure option",TRUE,151.674123746302
320,"AI Governance","risky option","sure option",TRUE,151.450302326831
557,"Public Policy","sure option","risky option",TRUE,151.000844858302
529,"AI Governance","risky option","sure option",TRUE,150.428687136338
351,"Infrastructure","risky option","sure option",TRUE,150.262298677827
228,"Public Policy","risky option","sure option",TRUE,150.106789072219
745,"Healthcare","risky option","sure option",TRUE,150.088228610333
748,"Financial Risk","risky option","sure option",TRUE,149.728790813907
136,"Organizational Strategy","risky option","sure option",TRUE,149.025744899517
251,"Financial Risk","sure option","risky option",TRUE,148.830799822732
469,"Financial Risk","sure option","risky option",TRUE,146.862005230005
380,"Public Policy","risky option","sure option",TRUE,146.760534492039
626,"Public Policy","risky option","sure option",TRUE,145.899257855057
720,"Infrastructure","sure option","risky option",TRUE,145.503469154284
762,"Healthcare","risky option","sure option",TRUE,144.994663579152
227,"Financial Risk","sure option","risky option",TRUE,144.529304440699
300,"AI Governance","risky option","sure option",TRUE,143.850089861667
246,"Infrastructure","risky option","sure option",TRUE,143.361863381374
553,"Healthcare","risky option","sure option",TRUE,143.199241728146
799,"Infrastructure","risky option","sure option",TRUE,142.34386829803
474,"Healthcare","risky option","sure option",TRUE,142.215371570724
544,"AI Governance","risky option","sure option",TRUE,141.401789505999
672,"Healthcare","risky option","sure option",TRUE,140.764886859528
234,"Infrastructure","sure option","risky option",TRUE,140.705410715649
209,"Healthcare","sure option","risky option",TRUE,140.287619849057
309,"Public Policy","sure option","risky option",TRUE,139.959314927045
609,"Healthcare","risky option","sure option",TRUE,139.832614098321
387,"Healthcare","risky option","sure option",TRUE,139.758818631084
168,"Healthcare","risky option","sure option",TRUE,139.738566070363
105,"Healthcare","risky option","sure option",TRUE,138.723733201749
229,"AI Governance","risky option","sure option",TRUE,138.65488481937
735,"Infrastructure","sure option","risky option",TRUE,138.306640032012
653,"Infrastructure","risky option","sure option",TRUE,138.274632741762
307,"AI Governance","risky option","sure option",TRUE,137.773027927748
299,"Infrastructure","risky option","sure option",TRUE,137.482949795286
509,"Financial Risk","sure option","risky option",TRUE,137.198432395292
289,"Infrastructure","risky option","sure option",TRUE,137.091425767376
204,"Infrastructure","risky option","sure option",TRUE,136.873423190312
497,"Public Policy","risky option","sure option",TRUE,136.414657840342
110,"Public Policy","risky option","sure option",TRUE,136.317566281146
249,"AI Governance","risky option","sure option",TRUE,136.309898389155
294,"Financial Risk","sure option","risky option",TRUE,136.080744893336
549,"Organizational Strategy","sure option","risky option",TRUE,135.913431654201
680,"Public Policy","risky option","sure option",TRUE,135.061977077498
42,"AI Governance","risky option","sure option",TRUE,134.625232655414
704,"Financial Risk","risky option","sure option",TRUE,134.205598804514
471,"AI Governance","risky option","sure option",TRUE,134.045923321434
484,"Organizational Strategy","risky option","sure option",TRUE,133.664683787094
177,"Organizational Strategy","risky option","sure option",TRUE,133.352840606896
104,"Healthcare","sure option","risky option",TRUE,132.7488193097
85,"Public Policy","risky option","sure option",TRUE,131.56678595396
445,"Infrastructure","risky option","sure option",TRUE,131.562293534472
140,"Organizational Strategy","sure option","risky option",TRUE,130.94473853958
769,"AI Governance","sure option","risky option",TRUE,130.676841695171
2,"AI Governance","risky option","sure option",TRUE,130.208070525608
287,"Infrastructure","sure option","risky option",TRUE,130.134256719354
180,"Public Policy","sure option","risky option",TRUE,130.04086244598
723,"Healthcare","risky option","sure option",TRUE,129.114235984346
517,"Organizational Strategy","risky option","sure option",TRUE,128.745106231581
55,"Financial Risk","sure option","risky option",TRUE,127.421993164881
487,"Financial Risk","risky option","sure option",TRUE,127.15472365109
156,"Public Policy","sure option","risky option",TRUE,127.032866558866
533,"Financial Risk","sure option","risky option",TRUE,126.942786453745
141,"Organizational Strategy","risky option","sure option",TRUE,126.512430733518
183,"Financial Risk","sure option","risky option",TRUE,126.294075687069
713,"AI Governance","risky option","sure option",TRUE,126.290614539379
83,"Public Policy","risky option","sure option",TRUE,126.122825628479
635,"Public Policy","risky option","sure option",TRUE,126.009670831358
566,"Infrastructure","risky option","sure option",TRUE,125.567237419557
327,"Healthcare","sure option","risky option",TRUE,125.122266609012
580,"Public Policy","sure option","risky option",TRUE,124.988451719026
220,"Infrastructure","risky option","sure option",TRUE,124.942255327363
170,"Organizational Strategy","sure option","risky option",TRUE,124.548450874125
561,"Organizational Strategy","risky option","sure option",TRUE,124.171914592921
438,"Financial Risk","risky option","sure option",TRUE,123.956446027406
257,"Organizational Strategy","risky option","sure option",TRUE,123.334708048355
88,"AI Governance","risky option","sure option",TRUE,122.758266164437
764,"Infrastructure","risky option","sure option",TRUE,121.852822475256
174,"Healthcare","risky option","sure option",TRUE,120.974335457145
422,"Financial Risk","risky option","sure option",TRUE,120.867477566749
589,"AI Governance","sure option","risky option",TRUE,120.86414899219
195,"Infrastructure","sure option","risky option",TRUE,120.802864946951
667,"Infrastructure","risky option","sure option",TRUE,120.766185504559
373,"Financial Risk","risky option","sure option",TRUE,120.590108418433
740,"Infrastructure","risky option","sure option",TRUE,120.46097049248
333,"Infrastructure","risky option","sure option",TRUE,120.332512501091
461,"Financial Risk","sure option","risky option",TRUE,120.250386120423
265,"Infrastructure","risky option","sure option",TRUE,119.734733722144
777,"Healthcare","risky option","sure option",TRUE,119.45254810081
698,"Public Policy","risky option","sure option",TRUE,119.286812619436
219,"Financial Risk","sure option","risky option",TRUE,119.211168767855
468,"AI Governance","sure option","risky option",TRUE,118.78640253009
224,"Healthcare","risky option","sure option",TRUE,117.690683622214
441,"Financial Risk","sure option","risky option",TRUE,117.489907798676
363,"Financial Risk","risky option","sure option",TRUE,117.012303801574
371,"Healthcare","sure option","risky option",TRUE,116.080289990041
290,"Public Policy","risky option","sure option",TRUE,115.974312152949
378,"AI Governance","risky option","sure option",TRUE,115.729141732011
243,"Public Policy","risky option","sure option",TRUE,115.709581185329
259,"Financial Risk","risky option","sure option",TRUE,115.427604238023
161,"Organizational Strategy","sure option","risky option",TRUE,114.802849395837
20,"Financial Risk","risky option","sure option",TRUE,114.577472855148
120,"Public Policy","sure option","risky option",TRUE,113.9839085722
321,"Organizational Strategy","risky option","sure option",TRUE,113.772388268968
236,"Organizational Strategy","sure option","sure option",FALSE,112.966787328045
308,"Financial Risk","risky option","sure option",TRUE,112.672947508752
590,"Organizational Strategy","risky option","sure option",TRUE,112.604880606778
414,"Public Policy","risky option","sure option",TRUE,111.582684235937
311,"Healthcare","risky option","sure option",TRUE,111.241662667394
27,"Infrastructure","risky option","sure option",TRUE,109.900996993092
340,"AI Governance","risky option","sure option",TRUE,109.620215656665
564,"Financial Risk","sure option","risky option",TRUE,109.605522042916
353,"Healthcare","sure option","risky option",TRUE,109.438434590925
185,"Public Policy","risky option","sure option",TRUE,108.267810092714
406,"Healthcare","risky option","sure option",TRUE,108.238326205782
527,"Infrastructure","risky option","sure option",TRUE,107.843248275946
244,"Organizational Strategy","risky option","sure option",TRUE,107.810151918306
215,"AI Governance","risky option","sure option",TRUE,107.660947880383
627,"Organizational Strategy","risky option","sure option",TRUE,107.21177891048
297,"Financial Risk","risky option","sure option",TRUE,107.089490455801
563,"Infrastructure","sure option","risky option",TRUE,106.693348755089
34,"Organizational Strategy","risky option","sure option",TRUE,105.762515532315
768,"Financial Risk","sure option","risky option",TRUE,105.585936368821
238,"AI Governance","risky option","sure option",TRUE,104.851053944127
632,"Public Policy","sure option","risky option",TRUE,104.718151707253
702,"Healthcare","risky option","sure option",TRUE,104.594769042485
496,"AI Governance","sure option","risky option",TRUE,104.042270524735
663,"Financial Risk","sure option","risky option",TRUE,103.391066551191
108,"Financial Risk","risky option","sure option",TRUE,102.903897881766
11,"Healthcare","sure option","risky option",TRUE,102.480481650403
610,"Public Policy","risky option","sure option",TRUE,101.820750758293
755,"Healthcare","risky option","sure option",TRUE,101.774725777621
369,"Public Policy","sure option","risky option",TRUE,101.181521917469
23,"AI Governance","risky option","sure option",TRUE,101.091451871517
40,"AI Governance","risky option","sure option",TRUE,100.801837021064
705,"AI Governance","risky option","sure option",TRUE,100.263257755423
536,"Public Policy","sure option","risky option",TRUE,100.197156784773
367,"AI Governance","sure option","risky option",TRUE,99.8294216609053
57,"AI Governance","risky option","sure option",TRUE,98.9362182854992
336,"Organizational Strategy","sure option","risky option",TRUE,98.9038576649623
211,"Infrastructure","sure option","risky option",TRUE,98.868863188295
87,"Organizational Strategy","risky option","sure option",TRUE,98.3976802294302
791,"Organizational Strategy","sure option","risky option",TRUE,98.2849786495584
659,"Organizational Strategy","risky option","sure option",TRUE,97.9895196252656
13,"Organizational Strategy","risky option","sure option",TRUE,97.9876688591877
324,"Infrastructure","risky option","sure option",TRUE,97.6439651758695
690,"Infrastructure","risky option","sure option",TRUE,96.7040684195438
687,"Infrastructure","risky option","sure option",TRUE,96.6070462925578
433,"Infrastructure","risky option","sure option",TRUE,96.5860499593072
582,"Financial Risk","sure option","risky option",TRUE,96.468711795227
148,"Public Policy","risky option","sure option",TRUE,96.3485746928365
107,"Organizational Strategy","risky option","sure option",TRUE,94.9792124131028
30,"Healthcare","risky option","sure option",TRUE,94.3036943234354
675,"Infrastructure","risky option","sure option",TRUE,94.2937788584357
293,"Organizational Strategy","sure option","risky option",TRUE,94.1301214950668
12,"AI Governance","risky option","sure option",TRUE,93.1806731416175
552,"AI Governance","risky option","sure option",TRUE,93.104661806916
418,"Healthcare","sure option","risky option",TRUE,92.8801429635344
52,"Organizational Strategy","risky option","sure option",TRUE,92.7291374890718
634,"Public Policy","risky option","sure option",TRUE,92.1969937452649
492,"Financial Risk","sure option","risky option",TRUE,92.1707411153987
179,"Infrastructure","sure option","risky option",TRUE,92.0606133624133
759,"AI Governance","sure option","risky option",TRUE,91.890278121513
65,"Infrastructure","risky option","sure option",TRUE,91.2789432925797
685,"AI Governance","sure option","risky option",TRUE,91.0330111636642
574,"Public Policy","risky option","sure option",TRUE,90.8524932286681
360,"Infrastructure","risky option","sure option",TRUE,90.6878018480614
409,"AI Governance","sure option","risky option",TRUE,90.5875032306
640,"Financial Risk","sure option","risky option",TRUE,90.2549942441717
322,"Infrastructure","sure option","risky option",TRUE,90.2407759074296
542,"AI Governance","risky option","sure option",TRUE,90.2165143766206
568,"AI Governance","sure option","risky option",TRUE,90.1227508887929
189,"Public Policy","risky option","sure option",TRUE,90.0493312272067
70,"Infrastructure","risky option","sure option",TRUE,89.8120502472926
282,"Public Policy","sure option","risky option",TRUE,89.7581328138249
153,"Healthcare","risky option","sure option",TRUE,89.6528254139256
17,"Financial Risk","risky option","sure option",TRUE,89.6287703927645
291,"Organizational Strategy","risky option","sure option",TRUE,88.7965600357172
121,"Public Policy","risky option","sure option",TRUE,88.4746574519626
313,"Public Policy","risky option","sure option",TRUE,88.4318876362629
708,"Healthcare","risky option","sure option",TRUE,88.2781565225965
605,"Infrastructure","risky option","sure option",TRUE,88.2423895412028
485,"Public Policy","sure option","risky option",TRUE,88.1955700783639
440,"Organizational Strategy","risky option","sure option",TRUE,88.0480594049538
593,"Healthcare","sure option","risky option",TRUE,87.8968921452302
586,"Infrastructure","sure option","risky option",TRUE,87.8025785378395
334,"AI Governance","sure option","risky option",TRUE,87.1742175356461
376,"Organizational Strategy","risky option","sure option",TRUE,87.0357286012262
666,"Public Policy","sure option","risky option",TRUE,86.9909215516454
765,"Infrastructure","sure option","risky option",TRUE,86.6763121318425
115,"Organizational Strategy","risky option","sure option",TRUE,86.6292548046339
402,"Financial Risk","risky option","sure option",TRUE,86.530087933181
383,"Public Policy","sure option","risky option",TRUE,86.4191711888516
252,"AI Governance","risky option","sure option",TRUE,86.4003534191887
256,"Healthcare","sure option","risky option",TRUE,85.9478365116944
781,"Financial Risk","risky option","sure option",TRUE,85.8140234342465
657,"Financial Risk","risky option","sure option",TRUE,85.4362173799077
543,"Financial Risk","risky option","sure option",TRUE,85.4155968825524
381,"Financial Risk","risky option","sure option",TRUE,85.2131824306561
585,"AI Governance","risky option","sure option",TRUE,85.1518284889142
701,"Financial Risk","risky option","sure option",TRUE,84.7176867211019
344,"Organizational Strategy","risky option","sure option",TRUE,84.7153869177174
103,"Infrastructure","risky option","sure option",TRUE,84.406592312593
697,"Infrastructure","risky option","sure option",TRUE,84.3775382871952
435,"Healthcare","sure option","risky option",TRUE,84.2637967603235
147,"Public Policy","risky option","sure option",TRUE,84.0269069047172
700,"Infrastructure","sure option","risky option",TRUE,83.972858169702
233,"Healthcare","sure option","risky option",TRUE,83.9433296787123
51,"Organizational Strategy","risky option","sure option",TRUE,83.8670441782409
75,"AI Governance","risky option","sure option",TRUE,83.761684014525
412,"Healthcare","sure option","risky option",TRUE,83.6691223337856
538,"AI Governance","risky option","sure option",TRUE,83.4189341226056
3,"Healthcare","risky option","sure option",TRUE,83.3101057729486
431,"Infrastructure","risky option","sure option",TRUE,83.2857663489621
365,"Financial Risk","risky option","sure option",TRUE,83.2068470734015
578,"Public Policy","risky option","sure option",TRUE,83.0799090286381
95,"AI Governance","sure option","risky option",TRUE,82.912163038477
519,"Healthcare","risky option","sure option",TRUE,82.8260003849827
47,"Healthcare","sure option","risky option",TRUE,82.7688326394012
149,"Infrastructure","risky option","sure option",TRUE,82.4106028050735
741,"Organizational Strategy","sure option","risky option",TRUE,82.2835871200492
205,"Healthcare","risky option","sure option",TRUE,82.1888127329335
575,"AI Governance","risky option","sure option",TRUE,81.9032588714498
498,"Financial Risk","sure option","risky option",TRUE,81.4357532568013
655,"Infrastructure","sure option","risky option",TRUE,81.3564177985499
144,"Organizational Strategy","risky option","sure option",TRUE,80.1676316577414
347,"Infrastructure","risky option","sure option",TRUE,80.0804477120305
454,"Public Policy","sure option","risky option",TRUE,79.9129888709338
348,"Financial Risk","sure option","risky option",TRUE,79.8358591946812
162,"Organizational Strategy","risky option","sure option",TRUE,79.5338085811363
458,"Financial Risk","risky option","sure option",TRUE,79.0028556792545
450,"Organizational Strategy","risky option","sure option",TRUE,78.9818656558034
255,"Organizational Strategy","risky option","sure option",TRUE,78.722405870569
69,"AI Governance","sure option","risky option",TRUE,78.5622948147801
361,"Public Policy","risky option","sure option",TRUE,78.4117136925133
304,"Public Policy","risky option","sure option",TRUE,78.3579363519137
772,"AI Governance","sure option","risky option",TRUE,78.038945337597
39,"Public Policy","sure option","risky option",TRUE,77.9935458329168
133,"Organizational Strategy","risky option","sure option",TRUE,77.9517000612634
719,"Healthcare","risky option","sure option",TRUE,77.505801672833
272,"Organizational Strategy","risky option","sure option",TRUE,77.0586422561421
787,"Public Policy","risky option","sure option",TRUE,76.7934467261683
650,"AI Governance","risky option","sure option",TRUE,75.9659336406962
782,"Public Policy","risky option","sure option",TRUE,75.7844051062111
774,"Healthcare","risky option","sure option",TRUE,75.3820841091666
548,"AI Governance","sure option","risky option",TRUE,75.1371200798098
476,"AI Governance","sure option","risky option",TRUE,74.5681546300255
247,"Organizational Strategy","risky option","sure option",TRUE,74.5014744185537
785,"Infrastructure","risky option","sure option",TRUE,74.3939671284531
159,"Financial Risk","risky option","sure option",TRUE,74.3435335114818
434,"Healthcare","risky option","sure option",TRUE,74.3286262134459
398,"Infrastructure","sure option","risky option",TRUE,74.072494380532
343,"Public Policy","sure option","risky option",TRUE,74.0476726254173
793,"Financial Risk","risky option","sure option",TRUE,73.9883134503114
734,"Organizational Strategy","sure option","risky option",TRUE,73.6556093900234
326,"Public Policy","sure option","risky option",TRUE,73.5886576990507
712,"Financial Risk","sure option","risky option",TRUE,73.581073950647
514,"Financial Risk","sure option","risky option",TRUE,73.5111806819474
91,"Infrastructure","risky option","sure option",TRUE,73.4622507270767
432,"Public Policy","sure option","risky option",TRUE,73.0433840250868
591,"Public Policy","risky option","sure option",TRUE,72.8042573206026
462,"Public Policy","risky option","sure option",TRUE,72.5136138243787
534,"AI Governance","sure option","risky option",TRUE,72.5066255966987
269,"Financial Risk","sure option","risky option",TRUE,72.0905004921505
518,"Public Policy","sure option","risky option",TRUE,72.0000810198939
240,"Financial Risk","sure option","risky option",TRUE,71.9794418715894
800,"Infrastructure","risky option","sure option",TRUE,71.9644829782959
521,"Organizational Strategy","risky option","sure option",TRUE,71.8840577579471
388,"Public Policy","sure option","risky option",TRUE,71.626749414871
460,"Healthcare","sure option","risky option",TRUE,70.9792033527404
547,"AI Governance","risky option","sure option",TRUE,70.9498567936085
761,"Organizational Strategy","sure option","risky option",TRUE,70.8218967733626
368,"Infrastructure","risky option","sure option",TRUE,70.2936093827199
447,"AI Governance","risky option","sure option",TRUE,69.803502246435
264,"Public Policy","sure option","risky option",TRUE,68.9246620765962
600,"AI Governance","sure option","risky option",TRUE,68.783244314898
425,"Organizational Strategy","risky option","sure option",TRUE,68.3315049252697
267,"AI Governance","risky option","sure option",TRUE,68.2027967733706
683,"Financial Risk","risky option","sure option",TRUE,68.1379985201741
569,"Infrastructure","risky option","sure option",TRUE,68.1156373317557
559,"Financial Risk","risky option","sure option",TRUE,67.1640947481633
164,"Infrastructure","sure option","risky option",TRUE,67.024541593043
706,"AI Governance","risky option","sure option",TRUE,66.9515022046372
766,"Organizational Strategy","risky option","sure option",TRUE,66.8736534942961
499,"AI Governance","risky option","sure option",TRUE,66.815537716231
397,"Organizational Strategy","sure option","risky option",TRUE,66.7102645835925
172,"Public Policy","risky option","sure option",TRUE,66.3782954724235
709,"Financial Risk","sure option","risky option",TRUE,66.3623933947837
642,"AI Governance","sure option","risky option",TRUE,66.1515401887954
335,"Organizational Strategy","risky option","sure option",TRUE,66.0848855806223
346,"Public Policy","risky option","sure option",TRUE,66.0795715784317
482,"Healthcare","sure option","risky option",TRUE,66.0783473463217
621,"Organizational Strategy","risky option","sure option",TRUE,65.7669688300226
488,"Infrastructure","sure option","risky option",TRUE,65.5221432077168
112,"Organizational Strategy","sure option","risky option",TRUE,65.4262413463301
505,"Financial Risk","sure option","risky option",TRUE,65.3987276269694
494,"Financial Risk","sure option","risky option",TRUE,65.1532664780236
742,"Healthcare","sure option","risky option",TRUE,64.7798714291428
171,"AI Governance","risky option","sure option",TRUE,64.7493268492784
292,"Healthcare","risky option","sure option",TRUE,64.6734784599194
193,"Organizational Strategy","risky option","sure option",TRUE,64.357674602766
7,"Public Policy","sure option","risky option",TRUE,64.0375478880011
166,"Financial Risk","risky option","sure option",TRUE,64.0224784846167
22,"AI Governance","risky option","sure option",TRUE,63.9864078783826
695,"Healthcare","sure option","risky option",TRUE,63.8373533534921
459,"Organizational Strategy","risky option","sure option",TRUE,63.681371376597
618,"Healthcare","risky option","sure option",TRUE,63.1677578500512
776,"Financial Risk","sure option","risky option",TRUE,63.1610404092882
430,"Organizational Strategy","risky option","sure option",TRUE,63.0498968844608
532,"Healthcare","sure option","risky option",TRUE,62.7883467096567
222,"Organizational Strategy","risky option","sure option",TRUE,62.659677692691
394,"Financial Risk","sure option","risky option",TRUE,62.4745408319364
508,"Public Policy","risky option","sure option",TRUE,62.367246877193
59,"Organizational Strategy","sure option","risky option",TRUE,62.0753969600131
175,"AI Governance","sure option","risky option",TRUE,61.175674318522
437,"Healthcare","sure option","risky option",TRUE,61.110638629665
78,"Organizational Strategy","sure option","risky option",TRUE,61.1060446298266
129,"Organizational Strategy","risky option","sure option",TRUE,60.7329343836825
338,"AI Governance","risky option","sure option",TRUE,60.1786850167514
377,"Public Policy","risky option","sure option",TRUE,59.7675609439066
446,"AI Governance","risky option","sure option",TRUE,59.5957447284577
6,"Infrastructure","risky option","sure option",TRUE,59.4397133186967
750,"Financial Risk","risky option","sure option",TRUE,59.3381188616252
577,"Infrastructure","risky option","sure option",TRUE,59.1008168855863
370,"Public Policy","sure option","sure option",FALSE,59.0454602508879
520,"AI Governance","sure option","risky option",TRUE,58.1463855389326
169,"Infrastructure","sure option","risky option",TRUE,57.8625892186331
94,"Financial Risk","risky option","sure option",TRUE,57.857490969972
729,"Infrastructure","risky option","sure option",TRUE,57.7337012464442
43,"Infrastructure","risky option","sure option",TRUE,57.7066633884631
794,"Public Policy","sure option","risky option",TRUE,57.6732798907595
154,"Healthcare","risky option","sure option",TRUE,57.4949015724668
464,"Healthcare","sure option","risky option",TRUE,57.4281945318491
648,"Public Policy","risky option","sure option",TRUE,57.3697306146104
206,"AI Governance","sure option","risky option",TRUE,57.2968640204151
612,"Public Policy","sure option","risky option",TRUE,57.0148869638583
645,"AI Governance","sure option","risky option",TRUE,56.8888667043445
411,"Public Policy","sure option","risky option",TRUE,56.6157123668428
142,"Organizational Strategy","sure option","risky option",TRUE,56.5950779470136
592,"Public Policy","risky option","sure option",TRUE,56.3784320366092
319,"Infrastructure","sure option","risky option",TRUE,56.101587595721
530,"Public Policy","sure option","risky option",TRUE,55.6609709835462
111,"AI Governance","sure option","risky option",TRUE,55.2007479019304
444,"Healthcare","risky option","sure option",TRUE,55.1497489134757
