"simulation_id","alternative","score","rank"
23,"Low-Cost Minimum Option",0.395810248444864,5
23,"Adaptive Portfolio Option",0.705525566424534,1
24,"Efficiency-First Option",0.334607934132653,6
24,"Balanced Option",0.6456160166874,2
24,"Equity-Priority Option",0.539158457606118,4
24,"Resilience-Priority Option",0.614262675635405,3
24,"Low-Cost Minimum Option",0.354358363705198,5
24,"Adaptive Portfolio Option",0.7200725730502,1
25,"Efficiency-First Option",0.290473721966501,6
25,"Balanced Option",0.655044437734789,2
25,"Equity-Priority Option",0.603945707607457,4
25,"Resilience-Priority Option",0.645409013668389,3
25,"Low-Cost Minimum Option",0.298039228675929,5
25,"Adaptive Portfolio Option",0.746409801910488,1
26,"Efficiency-First Option",0.305142737864898,6
26,"Balanced Option",0.638852726478029,2
26,"Equity-Priority Option",0.574660650493377,4
26,"Resilience-Priority Option",0.623650181402283,3
26,"Low-Cost Minimum Option",0.328361013190177,5
26,"Adaptive Portfolio Option",0.724391613060061,1
27,"Efficiency-First Option",0.335564566830927,5
27,"Balanced Option",0.661323012349146,3
27,"Equity-Priority Option",0.530433639734232,4
27,"Resilience-Priority Option",0.665700786065622,2
27,"Low-Cost Minimum Option",0.327830325851413,6
27,"Adaptive Portfolio Option",0.745257051442876,1
28,"Efficiency-First Option",0.342859256014263,6
28,"Balanced Option",0.646430571520783,2
28,"Equity-Priority Option",0.515038187921356,4
28,"Resilience-Priority Option",0.626677039531249,3
28,"Low-Cost Minimum Option",0.360067327012775,5
28,"Adaptive Portfolio Option",0.721542144289844,1
29,"Efficiency-First Option",0.386837222593398,6
29,"Balanced Option",0.630141867738325,2
29,"Equity-Priority Option",0.501096305878871,4
29,"Resilience-Priority Option",0.53900761546908,3
29,"Low-Cost Minimum Option",0.432873211361845,5
29,"Adaptive Portfolio Option",0.677256040354346,1
30,"Efficiency-First Option",0.335350531165346,6
30,"Balanced Option",0.63920323534087,2
30,"Equity-Priority Option",0.549798348722071,4
30,"Resilience-Priority Option",0.607211947205169,3
30,"Low-Cost Minimum Option",0.355642849160755,5
30,"Adaptive Portfolio Option",0.713630416702435,1
31,"Efficiency-First Option",0.292935297167829,6
31,"Balanced Option",0.642779362992565,2
31,"Equity-Priority Option",0.569594436988208,4
31,"Resilience-Priority Option",0.636995925434929,3
31,"Low-Cost Minimum Option",0.314550067810105,5
31,"Adaptive Portfolio Option",0.731847241101995,1
32,"Efficiency-First Option",0.315826810575602,5
32,"Balanced Option",0.671329663415594,2
32,"Equity-Priority Option",0.583306794270573,4
32,"Resilience-Priority Option",0.64605539116448,3
32,"Low-Cost Minimum Option",0.307362085603697,6
32,"Adaptive Portfolio Option",0.750749251590387,1
33,"Efficiency-First Option",0.243750619481146,5
33,"Balanced Option",0.668407287444023,3
33,"Equity-Priority Option",0.638718395361056,4
33,"Resilience-Priority Option",0.700229364909874,2
33,"Low-Cost Minimum Option",0.228877416930514,6
33,"Adaptive Portfolio Option",0.77799642003531,1
34,"Efficiency-First Option",0.375985509242362,6
34,"Balanced Option",0.626532947981879,2
34,"Equity-Priority Option",0.504055895633474,4
34,"Resilience-Priority Option",0.555031218324717,3
34,"Low-Cost Minimum Option",0.419105422231597,5
34,"Adaptive Portfolio Option",0.682651898675311,1
35,"Efficiency-First Option",0.316742731939667,6
35,"Balanced Option",0.649972524172338,2
35,"Equity-Priority Option",0.556519127036605,4
35,"Resilience-Priority Option",0.629706977724791,3
35,"Low-Cost Minimum Option",0.331297607176536,5
35,"Adaptive Portfolio Option",0.731860818743905,1
36,"Efficiency-First Option",0.291764159805847,6
36,"Balanced Option",0.65376329966095,3
36,"Equity-Priority Option",0.569922419156263,4
36,"Resilience-Priority Option",0.656762689651668,2
36,"Low-Cost Minimum Option",0.298846368502822,5
36,"Adaptive Portfolio Option",0.745645929403046,1
37,"Efficiency-First Option",0.342408922074671,6
37,"Balanced Option",0.64290242201022,2
37,"Equity-Priority Option",0.543384876915043,4
37,"Resilience-Priority Option",0.585080866539795,3
37,"Low-Cost Minimum Option",0.372781028449612,5
37,"Adaptive Portfolio Option",0.709379138742037,1
38,"Efficiency-First Option",0.318327988108521,6
38,"Balanced Option",0.642273759609095,2
38,"Equity-Priority Option",0.571083308230975,4
38,"Resilience-Priority Option",0.594253713456104,3
38,"Low-Cost Minimum Option",0.346672948440606,5
38,"Adaptive Portfolio Option",0.715438963130701,1
39,"Efficiency-First Option",0.248140787599203,6
39,"Balanced Option",0.660859254023512,3
39,"Equity-Priority Option",0.610223353029907,4
39,"Resilience-Priority Option",0.689056362946226,2
39,"Low-Cost Minimum Option",0.248540670459791,5
39,"Adaptive Portfolio Option",0.769940689972587,1
40,"Efficiency-First Option",0.291471927095324,6
40,"Balanced Option",0.65503988111358,3
40,"Equity-Priority Option",0.560645092005496,4
40,"Resilience-Priority Option",0.670506711495704,2
40,"Low-Cost Minimum Option",0.29587447629761,5
40,"Adaptive Portfolio Option",0.750425368967575,1
41,"Efficiency-First Option",0.261388322885955,5
41,"Balanced Option",0.668502035994934,3
41,"Equity-Priority Option",0.611476092448342,4
41,"Resilience-Priority Option",0.712495559802082,2
41,"Low-Cost Minimum Option",0.243021017670851,6
41,"Adaptive Portfolio Option",0.779377967516902,1
42,"Efficiency-First Option",0.342477477901105,6
42,"Balanced Option",0.634767122585867,2
42,"Equity-Priority Option",0.515679866234423,4
42,"Resilience-Priority Option",0.585607269468784,3
42,"Low-Cost Minimum Option",0.381504032017183,5
42,"Adaptive Portfolio Option",0.701393807322855,1
43,"Efficiency-First Option",0.306281949921838,6
43,"Balanced Option",0.643137835384637,2
43,"Equity-Priority Option",0.592049109296272,3
43,"Resilience-Priority Option",0.591868578059676,4
43,"Low-Cost Minimum Option",0.340035902321404,5
43,"Adaptive Portfolio Option",0.718870642866291,1
44,"Efficiency-First Option",0.354541482282928,6
44,"Balanced Option",0.629743286478714,2
44,"Equity-Priority Option",0.522913507622172,4
44,"Resilience-Priority Option",0.571662493082171,3
44,"Low-Cost Minimum Option",0.393589431380947,5
44,"Adaptive Portfolio Option",0.693367890406462,1
45,"Efficiency-First Option",0.266849106655202,5
45,"Balanced Option",0.669315853402772,3
45,"Equity-Priority Option",0.618403832127531,4
45,"Resilience-Priority Option",0.702734289133603,2
45,"Low-Cost Minimum Option",0.247633486342696,6
45,"Adaptive Portfolio Option",0.775790261566833,1
46,"Efficiency-First Option",0.3130616712233,6
46,"Balanced Option",0.651682651631351,2
46,"Equity-Priority Option",0.570778916888854,4
46,"Resilience-Priority Option",0.61888602741541,3
46,"Low-Cost Minimum Option",0.327863292896405,5
46,"Adaptive Portfolio Option",0.72814087117192,1
47,"Efficiency-First Option",0.284013106295001,6
47,"Balanced Option",0.651226644513911,3
47,"Equity-Priority Option",0.60187107624542,4
47,"Resilience-Priority Option",0.662880103399332,2
47,"Low-Cost Minimum Option",0.285072486308142,5
47,"Adaptive Portfolio Option",0.749022257013122,1
48,"Efficiency-First Option",0.2837229588713,6
48,"Balanced Option",0.645271694404043,2
48,"Equity-Priority Option",0.5842758970645,4
48,"Resilience-Priority Option",0.631138086344808,3
48,"Low-Cost Minimum Option",0.310179085841873,5
48,"Adaptive Portfolio Option",0.735696649579028,1
49,"Efficiency-First Option",0.279818276895119,6
49,"Balanced Option",0.648092962705342,2
49,"Equity-Priority Option",0.61569432292405,4
49,"Resilience-Priority Option",0.63311563646612,3
49,"Low-Cost Minimum Option",0.294563371590899,5
49,"Adaptive Portfolio Option",0.737600811470672,1
50,"Efficiency-First Option",0.3562266373223,6
50,"Balanced Option",0.633661101988958,2
50,"Equity-Priority Option",0.514679017237682,4
50,"Resilience-Priority Option",0.56970540443066,3
50,"Low-Cost Minimum Option",0.397912791342314,5
50,"Adaptive Portfolio Option",0.695662985731225,1
51,"Efficiency-First Option",0.308358801416364,6
51,"Balanced Option",0.625705392117553,2
51,"Equity-Priority Option",0.593942606623473,3
51,"Resilience-Priority Option",0.570963539414375,4
51,"Low-Cost Minimum Option",0.355103156002326,5
51,"Adaptive Portfolio Option",0.699887817137579,1
52,"Efficiency-First Option",0.31536986057531,6
52,"Balanced Option",0.633677505138414,2
52,"Equity-Priority Option",0.534014602014602,4
52,"Resilience-Priority Option",0.619009451061832,3
52,"Low-Cost Minimum Option",0.348279314197132,5
52,"Adaptive Portfolio Option",0.715593852280606,1
53,"Efficiency-First Option",0.242284954809606,5
53,"Balanced Option",0.67038865056208,3
53,"Equity-Priority Option",0.634978593047441,4
53,"Resilience-Priority Option",0.706771370184192,2
53,"Low-Cost Minimum Option",0.227053078601617,6
53,"Adaptive Portfolio Option",0.781673150303663,1
54,"Efficiency-First Option",0.311951554152174,6
54,"Balanced Option",0.638464440181697,2
54,"Equity-Priority Option",0.562497658503965,4
54,"Resilience-Priority Option",0.6064229979873,3
54,"Low-Cost Minimum Option",0.341165037545947,5
54,"Adaptive Portfolio Option",0.717974336701628,1
55,"Efficiency-First Option",0.315169029790169,6
55,"Balanced Option",0.650298353177395,2
55,"Equity-Priority Option",0.569551991304496,4
55,"Resilience-Priority Option",0.616151914128012,3
55,"Low-Cost Minimum Option",0.334475193588129,5
55,"Adaptive Portfolio Option",0.73079748349359,1
56,"Efficiency-First Option",0.355368242556557,6
56,"Balanced Option",0.630249054611507,2
56,"Equity-Priority Option",0.529011708510869,4
56,"Resilience-Priority Option",0.55114817272459,3
56,"Low-Cost Minimum Option",0.403943388423583,5
56,"Adaptive Portfolio Option",0.687788535302474,1
57,"Efficiency-First Option",0.337846046637667,6
57,"Balanced Option",0.635952490231442,2
57,"Equity-Priority Option",0.55330819428949,4
57,"Resilience-Priority Option",0.566722630016273,3
57,"Low-Cost Minimum Option",0.382760364394165,5
57,"Adaptive Portfolio Option",0.701217763983431,1
58,"Efficiency-First Option",0.223533205319117,6
58,"Balanced Option",0.651668891984665,4
58,"Equity-Priority Option",0.661275734785078,2
58,"Resilience-Priority Option",0.65370092630547,3
58,"Low-Cost Minimum Option",0.243224883116935,5
58,"Adaptive Portfolio Option",0.758874309998926,1
59,"Efficiency-First Option",0.261679590390715,6
59,"Balanced Option",0.658386014842311,2
59,"Equity-Priority Option",0.634460610184189,4
59,"Resilience-Priority Option",0.656875473777827,3
59,"Low-Cost Minimum Option",0.265906986293196,5
59,"Adaptive Portfolio Option",0.75657473018643,1
60,"Efficiency-First Option",0.354136249295651,6
60,"Balanced Option",0.630206233351727,2
60,"Equity-Priority Option",0.513398529586337,4
60,"Resilience-Priority Option",0.597443208692487,3
60,"Low-Cost Minimum Option",0.383177268579491,5
60,"Adaptive Portfolio Option",0.700614145332401,1
61,"Efficiency-First Option",0.236235328435009,5
61,"Balanced Option",0.680612145138193,3
61,"Equity-Priority Option",0.641123276341914,4
61,"Resilience-Priority Option",0.739133913553754,2
61,"Low-Cost Minimum Option",0.201373626840594,6
61,"Adaptive Portfolio Option",0.798570080035697,1
62,"Efficiency-First Option",0.25603603890395,5
62,"Balanced Option",0.668444314838944,3
62,"Equity-Priority Option",0.631779862180222,4
62,"Resilience-Priority Option",0.670722612782699,2
62,"Low-Cost Minimum Option",0.252506663714732,6
62,"Adaptive Portfolio Option",0.766834057154274,1
63,"Efficiency-First Option",0.227026281876623,5
63,"Balanced Option",0.667507637863134,3
63,"Equity-Priority Option",0.628240762679893,4
63,"Resilience-Priority Option",0.733103729015104,2
63,"Low-Cost Minimum Option",0.208736666179568,6
63,"Adaptive Portfolio Option",0.788253300305989,1
64,"Efficiency-First Option",0.274591024304411,5
64,"Balanced Option",0.666082673129788,2
64,"Equity-Priority Option",0.617888202847651,4
64,"Resilience-Priority Option",0.661398670750104,3
64,"Low-Cost Minimum Option",0.273275336320288,6
64,"Adaptive Portfolio Option",0.759998824473681,1
65,"Efficiency-First Option",0.335099321046505,6
65,"Balanced Option",0.660210714626595,2
65,"Equity-Priority Option",0.52109874134717,4
65,"Resilience-Priority Option",0.648826903808644,3
65,"Low-Cost Minimum Option",0.338748328838408,5
65,"Adaptive Portfolio Option",0.739820211213193,1
66,"Efficiency-First Option",0.36944024499168,6
66,"Balanced Option",0.642282741650147,2
66,"Equity-Priority Option",0.535009712638757,4
66,"Resilience-Priority Option",0.561047212567078,3
66,"Low-Cost Minimum Option",0.400375531825611,5
66,"Adaptive Portfolio Option",0.697493029035997,1
67,"Efficiency-First Option",0.271350720802529,6
67,"Balanced Option",0.64632299218891,2
67,"Equity-Priority Option",0.624156085715314,3
67,"Resilience-Priority Option",0.61752796151873,4
67,"Low-Cost Minimum Option",0.29725943097882,5
67,"Adaptive Portfolio Option",0.736052517483266,1
68,"Efficiency-First Option",0.276460222394478,6
68,"Balanced Option",0.64937353337212,2
68,"Equity-Priority Option",0.596029963179558,4
68,"Resilience-Priority Option",0.641247844051006,3
68,"Low-Cost Minimum Option",0.294434364971053,5
68,"Adaptive Portfolio Option",0.741651945646973,1
69,"Efficiency-First Option",0.317515433711832,6
69,"Balanced Option",0.652494874988953,2
69,"Equity-Priority Option",0.562921937710399,4
69,"Resilience-Priority Option",0.631161535781373,3
69,"Low-Cost Minimum Option",0.327238527905375,5
69,"Adaptive Portfolio Option",0.73268366279578,1
70,"Efficiency-First Option",0.301752718089403,6
70,"Balanced Option",0.650674926761253,3
70,"Equity-Priority Option",0.561415684902292,4
70,"Resilience-Priority Option",0.662520805355448,2
70,"Low-Cost Minimum Option",0.305452736082746,5
70,"Adaptive Portfolio Option",0.74195280203467,1
71,"Efficiency-First Option",0.27778525547649,5
71,"Balanced Option",0.656581645528506,3
71,"Equity-Priority Option",0.58626745600367,4
71,"Resilience-Priority Option",0.679160959089622,2
71,"Low-Cost Minimum Option",0.27721889586021,6
71,"Adaptive Portfolio Option",0.757056725021866,1
72,"Efficiency-First Option",0.29325672008655,6
72,"Balanced Option",0.653532043061396,2
72,"Equity-Priority Option",0.58689126850275,4
72,"Resilience-Priority Option",0.63897278281897,3
72,"Low-Cost Minimum Option",0.304638904037196,5
72,"Adaptive Portfolio Option",0.741304332703036,1
73,"Efficiency-First Option",0.274079323261303,5
73,"Balanced Option",0.662436536423093,3
73,"Equity-Priority Option",0.597084760717818,4
73,"Resilience-Priority Option",0.674655143919241,2
73,"Low-Cost Minimum Option",0.271728375165074,6
73,"Adaptive Portfolio Option",0.761680058618507,1
74,"Efficiency-First Option",0.308742357505648,6
74,"Balanced Option",0.63168975613626,2
74,"Equity-Priority Option",0.568170464689382,4
74,"Resilience-Priority Option",0.5834022771381,3
74,"Low-Cost Minimum Option",0.352190319617513,5
74,"Adaptive Portfolio Option",0.707247218301312,1
75,"Efficiency-First Option",0.3283998752146,6
75,"Balanced Option",0.634666814813422,2
75,"Equity-Priority Option",0.538944138611387,4
75,"Resilience-Priority Option",0.597199916642389,3
75,"Low-Cost Minimum Option",0.362736708624811,5
75,"Adaptive Portfolio Option",0.708604326747482,1
76,"Efficiency-First Option",0.312423363615133,6
76,"Balanced Option",0.663923492134134,2
76,"Equity-Priority Option",0.567735248388119,4
76,"Resilience-Priority Option",0.646296596901765,3
76,"Low-Cost Minimum Option",0.314769862610329,5
76,"Adaptive Portfolio Option",0.748099888336825,1
77,"Efficiency-First Option",0.266687396637033,5
77,"Balanced Option",0.66219494867742,3
77,"Equity-Priority Option",0.607137578440355,4
77,"Resilience-Priority Option",0.684180769887131,2
77,"Low-Cost Minimum Option",0.263870587852189,6
77,"Adaptive Portfolio Option",0.767517770432652,1
78,"Efficiency-First Option",0.324941131516391,6
78,"Balanced Option",0.644169384958188,2
78,"Equity-Priority Option",0.549154185128845,4
78,"Resilience-Priority Option",0.617342326278796,3
78,"Low-Cost Minimum Option",0.344581288217522,5
78,"Adaptive Portfolio Option",0.721686709039163,1
79,"Efficiency-First Option",0.246122347726793,5
79,"Balanced Option",0.667015256044934,3
79,"Equity-Priority Option",0.650166910161454,4
79,"Resilience-Priority Option",0.690245178743147,2
79,"Low-Cost Minimum Option",0.233803700307895,6
79,"Adaptive Portfolio Option",0.773656607212704,1
80,"Efficiency-First Option",0.314455274253631,6
80,"Balanced Option",0.638433016530906,2
80,"Equity-Priority Option",0.561132366199895,4
80,"Resilience-Priority Option",0.599710875728126,3
80,"Low-Cost Minimum Option",0.34838872029776,5
80,"Adaptive Portfolio Option",0.714568590834266,1
81,"Efficiency-First Option",0.31048947696084,6
81,"Balanced Option",0.648177672472744,2
81,"Equity-Priority Option",0.555153284055463,4
81,"Resilience-Priority Option",0.63782500473397,3
81,"Low-Cost Minimum Option",0.324314711236591,5
81,"Adaptive Portfolio Option",0.732396541944312,1
82,"Efficiency-First Option",0.269344411685318,6
82,"Balanced Option",0.651678817063129,3
82,"Equity-Priority Option",0.587154046336641,4
82,"Resilience-Priority Option",0.674839345318154,2
82,"Low-Cost Minimum Option",0.274755080783111,5
82,"Adaptive Portfolio Option",0.752183169404638,1
83,"Efficiency-First Option",0.30730768784026,6
83,"Balanced Option",0.650851365265301,2
83,"Equity-Priority Option",0.560323577164275,4
83,"Resilience-Priority Option",0.645285630675519,3
83,"Low-Cost Minimum Option",0.31517699521331,5
83,"Adaptive Portfolio Option",0.737441324111015,1
84,"Efficiency-First Option",0.320244306829797,6
84,"Balanced Option",0.638252940482888,2
84,"Equity-Priority Option",0.563112760452542,4
84,"Resilience-Priority Option",0.595326962383772,3
84,"Low-Cost Minimum Option",0.350099396270968,5
84,"Adaptive Portfolio Option",0.71166589548586,1
85,"Efficiency-First Option",0.277910118178297,6
85,"Balanced Option",0.652399410282792,2
85,"Equity-Priority Option",0.633808423868477,3
85,"Resilience-Priority Option",0.625303763518069,4
85,"Low-Cost Minimum Option",0.292795562214322,5
85,"Adaptive Portfolio Option",0.739791405034018,1
86,"Efficiency-First Option",0.291176193494552,6
86,"Balanced Option",0.65920638256724,2
86,"Equity-Priority Option",0.621704475690269,3
86,"Resilience-Priority Option",0.60834859606786,4
86,"Low-Cost Minimum Option",0.305933944520169,5
86,"Adaptive Portfolio Option",0.736978099767823,1
87,"Efficiency-First Option",0.268251837022953,6
87,"Balanced Option",0.657446234233503,3
87,"Equity-Priority Option",0.624937776931465,4
87,"Resilience-Priority Option",0.661582087022146,2
87,"Low-Cost Minimum Option",0.269222120908474,5
87,"Adaptive Portfolio Option",0.754800220696518,1
88,"Efficiency-First Option",0.323415017876247,6
88,"Balanced Option",0.644612766288851,2
88,"Equity-Priority Option",0.568471761505307,4
88,"Resilience-Priority Option",0.614188032874634,3
88,"Low-Cost Minimum Option",0.340254340126382,5
88,"Adaptive Portfolio Option",0.720018244531416,1
89,"Efficiency-First Option",0.310435351507097,6
89,"Balanced Option",0.65241606055923,2
89,"Equity-Priority Option",0.57728718744688,4
89,"Resilience-Priority Option",0.621040954047194,3
89,"Low-Cost Minimum Option",0.324876055380051,5
89,"Adaptive Portfolio Option",0.731986859785078,1
90,"Efficiency-First Option",0.280908394409775,5
90,"Balanced Option",0.65712239561173,3
90,"Equity-Priority Option",0.589413322816717,4
90,"Resilience-Priority Option",0.701800249039037,2
90,"Low-Cost Minimum Option",0.267211507764318,6
90,"Adaptive Portfolio Option",0.763887831816336,1
91,"Efficiency-First Option",0.355912185282627,6
91,"Balanced Option",0.640606643039827,2
91,"Equity-Priority Option",0.52949201164184,4
91,"Resilience-Priority Option",0.585068885297756,3
91,"Low-Cost Minimum Option",0.384765320323661,5
91,"Adaptive Portfolio Option",0.7042949787041,1
92,"Efficiency-First Option",0.239309930918695,6
92,"Balanced Option",0.646075627769395,3
92,"Equity-Priority Option",0.682900648132029,2
92,"Resilience-Priority Option",0.618677106086588,4
92,"Low-Cost Minimum Option",0.263789084414323,5
92,"Adaptive Portfolio Option",0.741943208389907,1
93,"Efficiency-First Option",0.286262928040199,6
93,"Balanced Option",0.638304399902311,2
93,"Equity-Priority Option",0.591942834400363,4
93,"Resilience-Priority Option",0.608736069835336,3
93,"Low-Cost Minimum Option",0.320068615331778,5
93,"Adaptive Portfolio Option",0.722163084157176,1
94,"Efficiency-First Option",0.258383205373024,6
94,"Balanced Option",0.645825101338141,3
94,"Equity-Priority Option",0.61751138329774,4
94,"Resilience-Priority Option",0.662290770392006,2
94,"Low-Cost Minimum Option",0.269162373970694,5
94,"Adaptive Portfolio Option",0.747687906811099,1
95,"Efficiency-First Option",0.267387813480789,5
95,"Balanced Option",0.667713385862702,3
95,"Equity-Priority Option",0.62096932254155,4
95,"Resilience-Priority Option",0.676480323768794,2
95,"Low-Cost Minimum Option",0.2601262170346,6
95,"Adaptive Portfolio Option",0.768722468136816,1
96,"Efficiency-First Option",0.316462400499361,6
96,"Balanced Option",0.644378681713876,2
96,"Equity-Priority Option",0.543016201942099,4
96,"Resilience-Priority Option",0.632393579310433,3
96,"Low-Cost Minimum Option",0.334670833151064,5
96,"Adaptive Portfolio Option",0.727923846433002,1
97,"Efficiency-First Option",0.239866944430214,6
97,"Balanced Option",0.661088209752369,4
97,"Equity-Priority Option",0.664470465883607,3
97,"Resilience-Priority Option",0.668187943987787,2
97,"Low-Cost Minimum Option",0.241490204475005,5
97,"Adaptive Portfolio Option",0.766543322590386,1
98,"Efficiency-First Option",0.326919167027227,6
98,"Balanced Option",0.652482118902348,2
98,"Equity-Priority Option",0.56258853092909,4
98,"Resilience-Priority Option",0.615698845268365,3
98,"Low-Cost Minimum Option",0.34157176810387,5
98,"Adaptive Portfolio Option",0.726116872067378,1
99,"Efficiency-First Option",0.355331443422529,6
99,"Balanced Option",0.639317650755318,2
