"group_id","domain","shared_information","unique_information","hidden_profile_risk","evidence_diversity","review_flag"
199,"Public Policy",10,9,0.473684210526316,0.691761498852418,"review"
101,"AI Governance",9,8,0.470588235294118,0.691416077617118,"review"
181,"Public Policy",9,8,0.470588235294118,0.691416077617118,"review"
162,"Organizational Strategy",8,7,0.466666666666667,0.690923309313818,"review"
213,"Financial Risk",8,7,0.466666666666667,0.690923309313818,"review"
235,"Public Policy",8,7,0.466666666666667,0.690923309313818,"review"
239,"Organizational Strategy",7,6,0.461538461538462,0.690185676018804,"review"
12,"AI Governance",12,10,0.454545454545455,0.689009238476659,"review"
84,"Public Policy",12,10,0.454545454545455,0.689009238476659,"review"
93,"Healthcare",6,5,0.454545454545455,0.689009238476659,"review"
107,"Organizational Strategy",12,10,0.454545454545455,0.689009238476659,"review"
129,"Organizational Strategy",6,5,0.454545454545455,0.689009238476659,"review"
166,"Financial Risk",12,10,0.454545454545455,0.689009238476659,"review"
186,"AI Governance",11,9,0.45,0.688138813713588,"acceptable"
218,"Organizational Strategy",11,9,0.45,0.688138813713588,"acceptable"
48,"AI Governance",10,8,0.444444444444444,0.686961576597323,"acceptable"
73,"Financial Risk",5,4,0.444444444444444,0.686961576597323,"review"
142,"Organizational Strategy",10,8,0.444444444444444,0.686961576597323,"acceptable"
198,"Public Policy",5,4,0.444444444444444,0.686961576597323,"acceptable"
210,"Public Policy",10,8,0.444444444444444,0.686961576597323,"acceptable"
98,"Financial Risk",9,7,0.4375,0.685314207276458,"acceptable"
113,"Public Policy",9,7,0.4375,0.685314207276458,"acceptable"
3,"Public Policy",4,3,0.428571428571429,0.682908104700472,"review"
6,"Infrastructure",12,9,0.428571428571429,0.682908104700472,"acceptable"
24,"AI Governance",12,9,0.428571428571429,0.682908104700472,"review"
37,"Infrastructure",8,6,0.428571428571429,0.682908104700472,"acceptable"
43,"Infrastructure",8,6,0.428571428571429,0.682908104700472,"acceptable"
66,"AI Governance",4,3,0.428571428571429,0.682908104700472,"acceptable"
78,"Organizational Strategy",4,3,0.428571428571429,0.682908104700472,"review"
127,"Financial Risk",4,3,0.428571428571429,0.682908104700472,"acceptable"
143,"Organizational Strategy",8,6,0.428571428571429,0.682908104700472,"acceptable"
203,"Organizational Strategy",4,3,0.428571428571429,0.682908104700472,"acceptable"
221,"AI Governance",4,3,0.428571428571429,0.682908104700472,"acceptable"
223,"Healthcare",8,6,0.428571428571429,0.682908104700472,"acceptable"
23,"AI Governance",11,8,0.421052631578947,0.680629487891663,"acceptable"
54,"Infrastructure",11,8,0.421052631578947,0.680629487891663,"review"
118,"Healthcare",11,8,0.421052631578947,0.680629487891663,"review"
184,"Organizational Strategy",10,7,0.411764705882353,0.677494404448707,"acceptable"
215,"AI Governance",10,7,0.411764705882353,0.677494404448707,"review"
27,"Infrastructure",6,4,0.4,0.673011667009257,"acceptable"
44,"Healthcare",6,4,0.4,0.673011667009257,"acceptable"
46,"Financial Risk",12,8,0.4,0.673011667009257,"acceptable"
77,"Infrastructure",9,6,0.4,0.673011667009257,"acceptable"
179,"Infrastructure",6,4,0.4,0.673011667009257,"acceptable"
208,"Public Policy",6,4,0.4,0.673011667009257,"acceptable"
10,"Infrastructure",11,7,0.388888888888889,0.668248477664539,"acceptable"
25,"Infrastructure",11,7,0.388888888888889,0.668248477664539,"acceptable"
88,"AI Governance",11,7,0.388888888888889,0.668248477664539,"acceptable"
94,"Financial Risk",8,5,0.384615384615385,0.666278442414676,"acceptable"
39,"Healthcare",5,3,0.375,0.661563238157982,"acceptable"
60,"Healthcare",10,6,0.375,0.661563238157982,"acceptable"
83,"Healthcare",5,3,0.375,0.661563238157982,"review"
232,"AI Governance",5,3,0.375,0.661563238157982,"acceptable"
202,"AI Governance",12,7,0.368421052631579,0.658109987543114,"review"
105,"Public Policy",9,5,0.357142857142857,0.651756561172653,"acceptable"
154,"Public Policy",9,5,0.357142857142857,0.651756561172653,"acceptable"
172,"Healthcare",9,5,0.357142857142857,0.651756561172653,"acceptable"
175,"AI Governance",9,5,0.357142857142857,0.651756561172653,"acceptable"
205,"Public Policy",9,5,0.357142857142857,0.651756561172653,"review"
126,"Public Policy",11,6,0.352941176470588,0.649248354870898,"review"
146,"Infrastructure",11,6,0.352941176470588,0.649248354870898,"review"
2,"AI Governance",8,4,0.333333333333333,0.636514168294813,"acceptable"
9,"Public Policy",12,6,0.333333333333333,0.636514168294813,"acceptable"
14,"Infrastructure",6,3,0.333333333333333,0.636514168294813,"review"
34,"Organizational Strategy",6,3,0.333333333333333,0.636514168294813,"acceptable"
51,"Organizational Strategy",10,5,0.333333333333333,0.636514168294813,"review"
59,"Organizational Strategy",4,2,0.333333333333333,0.636514168294813,"acceptable"
70,"Infrastructure",4,2,0.333333333333333,0.636514168294813,"review"
85,"Healthcare",4,2,0.333333333333333,0.636514168294813,"acceptable"
108,"Financial Risk",12,6,0.333333333333333,0.636514168294813,"review"
115,"Organizational Strategy",6,3,0.333333333333333,0.636514168294813,"acceptable"
117,"Public Policy",4,2,0.333333333333333,0.636514168294813,"acceptable"
136,"Organizational Strategy",10,5,0.333333333333333,0.636514168294813,"acceptable"
141,"Organizational Strategy",10,5,0.333333333333333,0.636514168294813,"acceptable"
145,"Infrastructure",6,3,0.333333333333333,0.636514168294813,"review"
160,"AI Governance",6,3,0.333333333333333,0.636514168294813,"acceptable"
174,"Public Policy",10,5,0.333333333333333,0.636514168294813,"acceptable"
204,"Infrastructure",4,2,0.333333333333333,0.636514168294813,"acceptable"
233,"Public Policy",6,3,0.333333333333333,0.636514168294813,"review"
71,"Infrastructure",11,5,0.3125,0.621086374555245,"acceptable"
120,"Healthcare",11,5,0.3125,0.621086374555245,"acceptable"
139,"Healthcare",9,4,0.307692307692308,0.617241769730342,"acceptable"
5,"Healthcare",7,3,0.3,0.610864302054894,"acceptable"
53,"Healthcare",7,3,0.3,0.610864302054894,"review"
58,"Healthcare",7,3,0.3,0.610864302054894,"acceptable"
158,"Infrastructure",7,3,0.3,0.610864302054894,"acceptable"
28,"Financial Risk",12,5,0.294117647058824,0.605797499372304,"acceptable"
178,"Organizational Strategy",12,5,0.294117647058824,0.605797499372304,"review"
180,"Healthcare",12,5,0.294117647058824,0.605797499372304,"acceptable"
17,"Financial Risk",10,4,0.285714285714286,0.598269588585257,"acceptable"
90,"Public Policy",5,2,0.285714285714286,0.598269588585257,"acceptable"
116,"AI Governance",5,2,0.285714285714286,0.598269588585257,"acceptable"
187,"Financial Risk",10,4,0.285714285714286,0.598269588585257,"acceptable"
228,"Healthcare",10,4,0.285714285714286,0.598269588585257,"review"
165,"Healthcare",8,3,0.272727272727273,0.585952618303551,"acceptable"
209,"Public Policy",8,3,0.272727272727273,0.585952618303551,"acceptable"
45,"Healthcare",11,4,0.266666666666667,0.579915171418101,"acceptable"
79,"AI Governance",11,4,0.266666666666667,0.579915171418101,"acceptable"
128,"Public Policy",11,4,0.266666666666667,0.579915171418101,"acceptable"
161,"Organizational Strategy",11,4,0.266666666666667,0.579915171418101,"acceptable"
217,"Public Policy",11,4,0.266666666666667,0.579915171418101,"acceptable"
7,"Healthcare",9,3,0.25,0.562335144618808,"acceptable"
8,"Healthcare",6,2,0.25,0.562335144618808,"acceptable"
74,"Financial Risk",6,2,0.25,0.562335144618808,"acceptable"
183,"Financial Risk",6,2,0.25,0.562335144618808,"acceptable"
190,"Public Policy",12,4,0.25,0.562335144618808,"acceptable"
229,"AI Governance",12,4,0.25,0.562335144618808,"acceptable"
231,"Infrastructure",6,2,0.25,0.562335144618808,"review"
87,"Organizational Strategy",10,3,0.230769230769231,0.540204142388861,"acceptable"
173,"Public Policy",10,3,0.230769230769231,0.540204142388861,"acceptable"
196,"Infrastructure",10,3,0.230769230769231,0.540204142388861,"review"
112,"Organizational Strategy",7,2,0.222222222222222,0.529706199057654,"acceptable"
123,"Financial Risk",7,2,0.222222222222222,0.529706199057654,"acceptable"
168,"Public Policy",7,2,0.222222222222222,0.529706199057654,"acceptable"
99,"Organizational Strategy",11,3,0.214285714285714,0.519579839130515,"acceptable"
212,"Healthcare",11,3,0.214285714285714,0.519579839130515,"acceptable"
18,"Public Policy",4,1,0.2,0.500402423538188,"acceptable"
38,"Organizational Strategy",12,3,0.2,0.500402423538188,"review"
96,"AI Governance",4,1,0.2,0.500402423538188,"review"
188,"Infrastructure",8,2,0.2,0.500402423538188,"acceptable"
230,"Infrastructure",12,3,0.2,0.500402423538188,"acceptable"
135,"Public Policy",9,2,0.181818181818182,0.474139313057837,"review"
35,"Healthcare",5,1,0.166666666666667,0.450561208866305,"acceptable"
47,"Public Policy",10,2,0.166666666666667,0.450561208866305,"acceptable"
132,"Financial Risk",5,1,0.166666666666667,0.450561208866305,"acceptable"
169,"Infrastructure",5,1,0.166666666666667,0.450561208866305,"acceptable"
192,"Financial Risk",5,1,0.166666666666667,0.450561208866305,"acceptable"
197,"Financial Risk",5,1,0.166666666666667,0.450561208866305,"acceptable"
19,"Public Policy",11,2,0.153846153846154,0.429323021930616,"acceptable"
55,"Financial Risk",11,2,0.153846153846154,0.429323021930616,"acceptable"
61,"Healthcare",11,2,0.153846153846154,0.429323021930616,"review"
50,"Healthcare",12,2,0.142857142857143,0.410116318288409,"acceptable"
102,"Public Policy",12,2,0.142857142857143,0.410116318288409,"review"
159,"Financial Risk",12,2,0.142857142857143,0.410116318288409,"acceptable"
131,"Organizational Strategy",7,1,0.125,0.376770161256437,"acceptable"
191,"Financial Risk",7,1,0.125,0.376770161256437,"acceptable"
20,"Financial Risk",8,1,0.111111111111111,0.348832095843032,"acceptable"
109,"Public Policy",8,1,0.111111111111111,0.348832095843032,"acceptable"
189,"Healthcare",8,1,0.111111111111111,0.348832095843032,"acceptable"
194,"Infrastructure",8,1,0.111111111111111,0.348832095843032,"acceptable"
224,"Public Policy",8,1,0.111111111111111,0.348832095843032,"acceptable"
240,"Financial Risk",8,1,0.111111111111111,0.348832095843032,"acceptable"
36,"Infrastructure",9,1,0.1,0.325082973391448,"acceptable"
29,"Healthcare",10,1,0.0909090909090909,0.304636097349238,"review"
121,"Healthcare",10,1,0.0909090909090909,0.304636097349238,"acceptable"
125,"AI Governance",10,1,0.0909090909090909,0.304636097349238,"review"
149,"Infrastructure",10,1,0.0909090909090909,0.304636097349238,"acceptable"
130,"Organizational Strategy",11,1,0.0833333333333333,0.286835983056161,"acceptable"
137,"Public Policy",11,1,0.0833333333333333,0.286835983056161,"acceptable"
193,"Organizational Strategy",11,1,0.0833333333333333,0.286835983056161,"acceptable"
