"group_id","domain","consensus_pressure","influence_concentration","collective_error","review_flag"
50,"Healthcare",0.522604073956609,0.193212185517705,0.00575980428319678,"acceptable"
88,"AI Governance",0.520440801768564,0.184744810494987,0.0260043189614146,"acceptable"
5,"Healthcare",0.519532093638554,0.192707711472652,0.0693125377087291,"acceptable"
67,"Healthcare",0.518615530454554,0.202450566245225,0.00536655128830632,"review"
174,"Public Policy",0.514277199748904,0.171131231638086,0.0218007448471054,"acceptable"
171,"AI Governance",0.507847556099296,0.175043641058545,0.032528999352579,"review"
34,"Organizational Strategy",0.501386265363544,0.227884108109489,0.0393257713682244,"acceptable"
95,"AI Governance",0.491699946904555,0.180780782669575,0.041653158497311,"review"
105,"Public Policy",0.488115095091052,0.188879855147875,0.0426760271729476,"acceptable"
169,"Infrastructure",0.486478887475096,0.220214030121334,0.0296126369662577,"acceptable"
168,"Public Policy",0.483596994704567,0.195800201287205,0.0252118249637309,"acceptable"
137,"Public Policy",0.482799600786529,0.205537056825225,0.0557672423477789,"acceptable"
28,"Financial Risk",0.481772747565992,0.190031245734812,0.0147183086021461,"acceptable"
26,"Healthcare",0.480740853981115,0.180661749813957,0.00510743908102029,"review"
185,"Healthcare",0.474406828125939,0.207477397155076,0.00866239962972293,"review"
48,"AI Governance",0.474055616790429,0.195148035718608,0.0286931380466005,"acceptable"
7,"Healthcare",0.466660132515244,0.170812261815517,0.0130400820093675,"acceptable"
47,"Public Policy",0.459149817866273,0.203196788470766,0.0216434857784407,"acceptable"
130,"Organizational Strategy",0.456280983332545,0.177075935491256,0.0333852425086111,"acceptable"
186,"AI Governance",0.453512019920163,0.217544442885588,0.0223788914380761,"acceptable"
92,"Healthcare",0.452387539180927,0.174306416186974,0.00925029532323984,"review"
117,"Public Policy",0.447523711132817,0.183129159959483,0.0127844420861183,"acceptable"
56,"Organizational Strategy",0.446899512549862,0.197022499487992,0.0616409755291574,"review"
224,"Public Policy",0.445437385584228,0.173325953148604,0.0217150878581446,"acceptable"
69,"AI Governance",0.442452444368973,0.195657614153529,0.044345068729154,"review"
161,"Organizational Strategy",0.439878532593138,0.226005802258011,0.0021902124472562,"acceptable"
219,"Financial Risk",0.437865194212645,0.206580724285945,0.00938362816551852,"review"
209,"Public Policy",0.4337798982393,0.169525933150698,0.0517118856449952,"acceptable"
121,"Healthcare",0.42917388419155,0.18878278820172,0.0164030675630924,"acceptable"
32,"Organizational Strategy",0.429069928103127,0.214720483283208,0.064203881114238,"review"
216,"Infrastructure",0.427552205882966,0.166078819974122,0.0119310157343665,"review"
57,"AI Governance",0.427433592220768,0.199702025161666,0.00516544131535046,"review"
16,"Healthcare",0.422603184659965,0.186585672300357,0.0203357114172888,"review"
17,"Financial Risk",0.41548731836956,0.166204539934285,0.00439249517466711,"acceptable"
63,"Public Policy",0.41481346487999,0.165966905804123,0.0262548452746594,"review"
19,"Public Policy",0.413696912373416,0.188588481149427,0.0484353328111457,"acceptable"
154,"Public Policy",0.409715363220312,0.198582888038956,0.00952764304280768,"acceptable"
22,"AI Governance",0.402581305918284,0.177011670894607,0.00644350048174436,"review"
25,"Infrastructure",0.399320621765219,0.191507194635889,2.26558720643477e-05,"acceptable"
217,"Public Policy",0.39931406925898,0.187847628923304,0.00791750309998396,"acceptable"
153,"Public Policy",0.397470926376991,0.221087840960276,0.0418679392542736,"review"
211,"Infrastructure",0.396866303822026,0.199892163130563,0.00832929278840433,"review"
143,"Organizational Strategy",0.390112205501646,0.211733537638862,0.0276286374291092,"acceptable"
81,"Organizational Strategy",0.388685620715842,0.196215817356468,0.0468852701211696,"review"
90,"Public Policy",0.383497037622146,0.18925956255098,0.00461342362717476,"acceptable"
197,"Financial Risk",0.379893547412939,0.178645685936351,0.00554081058191186,"acceptable"
239,"Organizational Strategy",0.375475940247998,0.187830514083336,0.00655049669194085,"review"
195,"Infrastructure",0.367918068589643,0.197275505431309,0.0379958481365129,"review"
104,"Public Policy",0.364320705342106,0.194941448094242,0.000290018258258695,"review"
142,"Organizational Strategy",0.36348788398318,0.178895006823633,0.00375100987791882,"acceptable"
184,"Organizational Strategy",0.362326439702883,0.189151417452769,0.0132543951307362,"acceptable"
66,"AI Governance",0.355744821229018,0.184111810459824,0.0348371192039255,"acceptable"
71,"Infrastructure",0.354235744359903,0.186395109643612,0.0604707503112386,"acceptable"
193,"Organizational Strategy",0.350463404553011,0.200638813010385,0.0489627343509795,"acceptable"
223,"Healthcare",0.345031727943569,0.174178612959977,0.00278904643004241,"acceptable"
164,"Infrastructure",0.339103888208047,0.188991913289861,0.0157434289394269,"review"
173,"Public Policy",0.337528376351111,0.203966442079719,0.0349766287943932,"acceptable"
183,"Financial Risk",0.332635157369077,0.182039148761672,0.0596744952403266,"acceptable"
44,"Healthcare",0.331887389020994,0.186848938496233,0.0176387219282552,"acceptable"
87,"Organizational Strategy",0.330887946672738,0.175354632704418,0.028435886535619,"acceptable"
115,"Organizational Strategy",0.330658084643073,0.172031032151378,0.0084887064068605,"acceptable"
9,"Public Policy",0.329388833511621,0.193186975051198,0.0134181555245361,"acceptable"
109,"Public Policy",0.32320842826739,0.189371850520143,0.022215970140244,"acceptable"
1,"Public Policy",0.323016798426397,0.201568377844931,0.00973658920666698,"review"
167,"Healthcare",0.321838198718615,0.213640537444573,0.0421844111128138,"review"
4,"Public Policy",0.319633144931868,0.191654915482268,0.0311788460012982,"review"
158,"Infrastructure",0.319583331933245,0.165159833313393,0.0407652401455084,"acceptable"
107,"Organizational Strategy",0.317623263876885,0.213652385764957,0.00917803169999803,"review"
35,"Healthcare",0.314415759430267,0.210799460821018,0.00912385664370274,"acceptable"
190,"Public Policy",0.313255360350013,0.194581456296705,0.0220342449194509,"acceptable"
123,"Financial Risk",0.312435918627307,0.173380564335228,0.0221525142735014,"acceptable"
238,"AI Governance",0.311684139468707,0.193842538340859,0.0156856680138932,"review"
106,"AI Governance",0.309644991345704,0.178499637236522,0.0222756453823635,"review"
140,"Organizational Strategy",0.306606365018524,0.253085995901642,0.0340118257859611,"review"
46,"Financial Risk",0.303234217851423,0.164813927230819,0.0140217564151326,"acceptable"
60,"Healthcare",0.2962904547574,0.202628410163269,0.00943396193591106,"acceptable"
163,"Healthcare",0.293471571756527,0.19968936880668,0.055235243385876,"review"
156,"Healthcare",0.291597369825467,0.188721560728781,0.030936063954274,"review"
119,"Financial Risk",0.2903115240857,0.180802770100986,0.0171790354077371,"review"
235,"Public Policy",0.287876457022503,0.194395095396591,0.0143137709115849,"review"
82,"Healthcare",0.286798501946032,0.202523432470458,0.0875678649676862,"review"
150,"Organizational Strategy",0.283456710889004,0.17924959495165,0.00282165618866137,"review"
124,"Public Policy",0.279257781803608,0.188880932617191,0.0315978007591936,"review"
77,"Infrastructure",0.273227500240318,0.192601228229465,0.00849434763451218,"acceptable"
165,"Healthcare",0.268158639245667,0.174105371486754,0.0200850557309715,"acceptable"
236,"Organizational Strategy",0.26671726682689,0.198115928765244,0.0116416197348707,"review"
232,"AI Governance",0.259250585734844,0.17865285847306,0.0352767547905168,"acceptable"
75,"AI Governance",0.258788226754405,0.184706725721773,0.00620853103590341,"review"
189,"Healthcare",0.257285163248889,0.203788703042732,0.00364663003301302,"acceptable"
65,"Infrastructure",0.252128953160718,0.188451344533834,0.0167236203236767,"review"
21,"Infrastructure",0.247058393247426,0.170342918803231,0.00824902499263258,"review"
103,"Infrastructure",0.245488990424201,0.178826231115935,0.0252101801745232,"review"
59,"Organizational Strategy",0.243432854255661,0.200220215969299,0.0033905789870321,"acceptable"
8,"Healthcare",0.243368812813424,0.177875777276837,0.0601301452041015,"acceptable"
201,"Organizational Strategy",0.238517979276367,0.193093593063082,0.0385059153113988,"review"
230,"Infrastructure",0.237649074639194,0.206119449094577,0.0179147171942553,"acceptable"
49,"Healthcare",0.234603029233403,0.192945376047896,0.0191165350375171,"review"
120,"Healthcare",0.221148795913905,0.188403571207675,0.0526920230842882,"acceptable"
151,"Infrastructure",0.219297164632007,0.192315036714511,0.0476694769118775,"review"
33,"Financial Risk",0.218841798207723,0.172978967886305,0.034598575647492,"review"
198,"Public Policy",0.215472727478482,0.173710687603147,0.013898632361809,"acceptable"
221,"AI Governance",0.21500066050794,0.180377535264088,0.0558695450806678,"acceptable"
43,"Infrastructure",0.214480502763763,0.180305297987478,0.00215676144657367,"acceptable"
39,"Healthcare",0.208526725345291,0.21450766661923,0.00799032008984624,"acceptable"
20,"Financial Risk",0.207152456464246,0.228378423821188,0.00643037719408612,"acceptable"
41,"Infrastructure",0.202932946733199,0.190901574646027,0.00957443761952415,"review"
131,"Organizational Strategy",0.199298927001655,0.195909819664511,0.0275659665679245,"acceptable"
76,"AI Governance",0.19577737620566,0.168647952800502,0.0122939562581547,"review"
182,"AI Governance",0.192193452571519,0.200004052338659,0.0670925882575124,"review"
226,"Public Policy",0.186354704853147,0.177533144299123,0.0130113728809828,"review"
99,"Organizational Strategy",0.185018761060201,0.171672240862914,0.0144941704665039,"acceptable"
15,"Healthcare",0.184644477744587,0.184826232939034,0.0336084594512377,"review"
180,"Healthcare",0.183786368346773,0.180612995789767,0.0328279208134661,"acceptable"
188,"Infrastructure",0.177865559468046,0.177340291535779,0.0401723559457872,"acceptable"
80,"Infrastructure",0.177432273933664,0.185638458423733,0.0122709526669753,"review"
62,"AI Governance",0.170078943669796,0.193086684303027,0.0609365791071064,"review"
227,"Financial Risk",0.166748125501908,0.181019218461334,0.0279548903660964,"review"
98,"Financial Risk",0.165128166810609,0.173998085694515,0.00985435437189824,"acceptable"
18,"Public Policy",0.162235011695884,0.174123146428698,0.0234320441210121,"acceptable"
23,"AI Governance",0.161272454168648,0.180139892294385,0.0256238171568418,"acceptable"
141,"Organizational Strategy",0.159991159033962,0.221258883222889,0.0404510737457346,"acceptable"
225,"Public Policy",0.156183549226262,0.185188733413309,0.037866843704606,"review"
10,"Infrastructure",0.152070800657384,0.21305301093865,0.031989374285196,"acceptable"
12,"AI Governance",0.148286917852238,0.184990417814545,0.0257269400400647,"review"
139,"Healthcare",0.147571275103837,0.17098365396978,0.0309916274274167,"acceptable"
58,"Healthcare",0.146372608630918,0.189243496680012,0.0127416460826066,"acceptable"
208,"Public Policy",0.146178013668396,0.184358393384322,0.0132942425166323,"acceptable"
132,"Financial Risk",0.143486328888685,0.173593192627575,0.0152178714856052,"acceptable"
237,"Public Policy",0.140617579757236,0.194971584837797,0.0334443618888882,"review"
200,"Public Policy",0.138166949595325,0.202790062735462,0.00985716335316378,"review"
136,"Organizational Strategy",0.137810432561673,0.227074152226111,0.0161233221510371,"acceptable"
192,"Financial Risk",0.137604010198265,0.213490718763226,0.0201961284205364,"acceptable"
89,"Infrastructure",0.133070550928824,0.208675836560467,0.0462998519034139,"review"
122,"Public Policy",0.13239306458272,0.182084525874192,0.0261621305039682,"review"
207,"Infrastructure",0.13201010983903,0.173031084192557,0.0411779991369716,"review"
229,"AI Governance",0.127754879463464,0.176582151988003,0.0436516430520533,"acceptable"
204,"Infrastructure",0.118385059083812,0.192623722890454,0.0294532863805218,"acceptable"
100,"Infrastructure",0.118349865847267,0.174682982178701,0.00590036207956529,"review"
113,"Public Policy",0.117303103138693,0.211655515828534,0.0172355354637742,"acceptable"
148,"Healthcare",0.11454769000411,0.187952299917269,0.0345397107496931,"review"
30,"Public Policy",0.106264926237054,0.181918079268113,0.00723173906674235,"review"
177,"Organizational Strategy",0.102529945364222,0.195286551076133,0.0211469323725326,"review"
55,"Financial Risk",0.101126869185828,0.176134232389011,0.0395360332762678,"acceptable"
155,"Healthcare",0.100681315059774,0.160508531535023,0.0518409247772736,"review"
179,"Infrastructure",0.099579064338468,0.169532421368887,0.0595983849298221,"acceptable"
2,"AI Governance",0.0992979619186372,0.190725773987789,0.0560211703207694,"acceptable"
110,"Healthcare",0.0992056316230446,0.180755331435203,0.00820596418942976,"review"
162,"Organizational Strategy",0.0990578385768458,0.201061222901455,0.000483584326312347,"review"
214,"AI Governance",0.0939224322559312,0.204257405194661,0.0273099664730184,"review"
79,"AI Governance",0.0927419347921386,0.186614774088676,0.000103252143140498,"acceptable"
187,"Financial Risk",0.0916547365486622,0.178396067385538,0.026629750736765,"acceptable"
210,"Public Policy",0.0913207551231608,0.209489177989393,0.0409262721677983,"acceptable"
42,"AI Governance",0.0891562980599701,0.188773807098786,0.0295793418326094,"review"
37,"Infrastructure",0.0836983494926244,0.176284114663671,0.0301315419763528,"acceptable"
36,"Infrastructure",0.082797580678016,0.18911095782777,0.0522526834457233,"acceptable"
240,"Financial Risk",0.0826257322216406,0.192159905031184,0.00217341604597771,"acceptable"
234,"Infrastructure",0.0775962729705498,0.203059840117753,0.0317519363926678,"review"
68,"Public Policy",0.0758466475410387,0.18931001741585,0.026036298116706,"review"
114,"AI Governance",0.0758322606794536,0.217210651078076,0.0251530251629728,"review"
194,"Infrastructure",0.0712639269651845,0.195303228358813,0.0255647286668474,"acceptable"
31,"Healthcare",0.069684833753854,0.234069881816338,0.00371585630237836,"review"
175,"AI Governance",0.0689824443310499,0.190793055507987,0.0742644494800001,"acceptable"
218,"Organizational Strategy",0.0655591245740652,0.187605930177005,0.0608084902150832,"acceptable"
6,"Infrastructure",0.0648374115815386,0.182698396348195,0.0245130467658622,"acceptable"
85,"Healthcare",0.0634128951933235,0.181067652606137,0.0226305360047874,"acceptable"
149,"Infrastructure",0.0613704007351771,0.220370181760437,0.0137056535232848,"acceptable"
45,"Healthcare",0.0600131052313373,0.167591184245621,0.0254409394605159,"acceptable"
116,"AI Governance",0.0580760576529428,0.187258729385179,0.00113306521994916,"acceptable"
40,"AI Governance",0.0579754987498745,0.231746824069506,0.00904379447482762,"review"
212,"Healthcare",0.055192266148515,0.180990680644869,0.0198166681178321,"acceptable"
159,"Financial Risk",0.0548447279259563,0.185175759101569,0.0650528286051656,"acceptable"
52,"Organizational Strategy",0.0525139844743535,0.181792107207236,0.0131151033897391,"review"
