"case_id","domain","forecast_probability","confidence","accuracy_proxy","confidence_error","confidence_flag","review_flag"
674,"Public Policy",0.314191703067627,0.922737353486009,0.529666979858718,0.393070373627291,"overconfident","review"
6,"Infrastructure",0.306859443138819,0.912264845203608,0.519556168434172,0.392708676769436,"overconfident","review"
267,"AI Governance",0.351270010939334,0.971487540616654,0.579149401293348,0.392338139323306,"overconfident","review"
858,"Public Policy",0.666733623098116,0.946362296175212,0.555466275830459,0.390896020344753,"overconfident","review"
373,"Financial Risk",0.36239788759267,0.983875312507153,0.59346354625371,0.390411766253443,"overconfident","review"
432,"Healthcare",0.740288663038518,0.839263658095151,0.451972695376643,0.387290962718508,"overconfident","review"
209,"Public Policy",0.852187202242203,0.659678863792215,0.273776972334607,0.385901891457608,"overconfident","review"
577,"Infrastructure",0.330322751856875,0.936797225517221,0.551532383319451,0.38526484219777,"overconfident","review"
269,"Financial Risk",0.756671524117701,0.811528747789562,0.427448204589396,0.384080543200166,"overconfident","review"
540,"Financial Risk",0.333601453423034,0.928363537651021,0.555912977120108,0.372450560530913,"overconfident","review"
293,"Organizational Strategy",0.734623052261304,0.829937243098393,0.460328971086285,0.369608272012108,"overconfident","review"
83,"Healthcare",0.756713921728078,0.796177790083457,0.427384040662912,0.368793749420545,"overconfident","review"
92,"Healthcare",0.739017886342481,0.821619715436827,0.453852563665892,0.367767151770935,"overconfident","review"
607,"Financial Risk",0.285757076181471,0.854232028189581,0.48985704577516,0.364374982414421,"overconfident","review"
743,"Financial Risk",0.919144101871643,0.518660956982057,0.15517411999457,0.363486836987487,"overconfident","review"
491,"Financial Risk",0.755414622218814,0.786403571572155,0.429348748538007,0.357054823034148,"overconfident","review"
707,"Healthcare",0.33098210375756,0.905510789502878,0.55241505450734,0.353095734995538,"overconfident","review"
722,"Financial Risk",0.784627817233559,0.737316137861926,0.384359188423301,0.352956949438625,"overconfident","review"
630,"Infrastructure",0.391060558648314,0.981606617250945,0.629192756766297,0.352413860484649,"overconfident","review"
712,"Financial Risk",0.677148213901091,0.892550593542401,0.541470296410562,0.351080297131839,"overconfident","review"
691,"Healthcare",0.803330497769639,0.70032333595911,0.354660111353184,0.345663224605926,"overconfident","review"
804,"AI Governance",0.651749986270443,0.918592812141869,0.575221955396478,0.343370856745391,"overconfident","review"
701,"Financial Risk",0.6405711201136,0.928732714334037,0.589668640076408,0.339064074257629,"overconfident","review"
664,"Infrastructure",0.385058183223009,0.960194384809583,0.621846561979014,0.33834782283057,"overconfident","review"
317,"Organizational Strategy",0.809126764535904,0.682839282031637,0.34531387891166,0.337525403119977,"overconfident","review"
723,"Public Policy",0.212904510681983,0.716732816495933,0.380480690695232,0.336252125800701,"overconfident","review"
561,"Organizational Strategy",0.598855145659763,0.971364906544331,0.641372514516824,0.329992392027508,"overconfident","review"
823,"AI Governance",0.332156681094784,0.883034665524028,0.553985301393666,0.329049364130362,"overconfident","review"
810,"Organizational Strategy",0.385158701089676,0.950993610420264,0.621970177154266,0.329023433265998,"overconfident","review"
445,"Infrastructure",0.598137374664657,0.970961774028838,0.642231681029272,0.328730092999566,"overconfident","review"
475,"Financial Risk",0.760248385195155,0.740618702201173,0.42202239280816,0.318596309393013,"overconfident","review"
228,"Healthcare",0.595154115161858,0.964167908919044,0.645791579205905,0.318376329713139,"overconfident","review"
252,"AI Governance",0.397159438405652,0.948840271739755,0.636583257296611,0.312257014443144,"overconfident","review"
200,"Public Policy",0.26762478442397,0.775216058630031,0.463626543609963,0.311589515020068,"overconfident","review"
693,"Financial Risk",0.246206617006101,0.742416533078067,0.431795535754613,0.310620997323454,"overconfident","review"
696,"Organizational Strategy",0.751237312809098,0.746128266162705,0.435642499843365,0.31048576631934,"overconfident","review"
650,"AI Governance",0.668996697745752,0.855081109050661,0.55244341840528,0.302637690645382,"overconfident","review"
563,"Infrastructure",0.647755669697654,0.881294629646,0.580412592374544,0.300882037271455,"overconfident","review"
193,"Organizational Strategy",0.189519536145963,0.639264946812764,0.343121417710945,0.296143529101819,"overconfident","review"
689,"Financial Risk",0.734807673864998,0.755736831012182,0.460057682429111,0.295679148583071,"overconfident","review"
403,"Public Policy",0.737733797496185,0.746499449636322,0.455748844031858,0.290750605604463,"overconfident","review"
250,"AI Governance",0.443201573344413,0.980373431649059,0.689975512073863,0.290397919575196,"overconfident","review"
519,"Public Policy",0.23388849637704,0.700990688297898,0.413073164016567,0.287917524281331,"overconfident","review"
101,"AI Governance",0.677335124684032,0.825870935441926,0.541217128869267,0.284653806572659,"overconfident","review"
656,"Infrastructure",0.567298924131319,0.955910476706922,0.678171930679448,0.277738546027474,"overconfident","review"
600,"AI Governance",0.541103009856306,0.974520267944317,0.707207532724446,0.267312735219871,"overconfident","review"
43,"Infrastructure",0.664063751779031,0.825045127989724,0.559019333573157,0.266025794416567,"overconfident","review"
828,"Infrastructure",0.724630362715107,0.738399821899366,0.474910837431373,0.263488984467992,"overconfident","review"
450,"Organizational Strategy",0.566748025733978,0.939759647063911,0.678796675326639,0.260962971737272,"overconfident","review"
534,"AI Governance",0.862427874992136,0.517159941729624,0.256218160436549,0.260941781293075,"overconfident","review"
77,"Infrastructure",0.642246951709967,0.84732161269756,0.587518853019255,0.259802759678305,"overconfident","review"
446,"AI Governance",0.701178520871326,0.760225727811921,0.508348681868699,0.251877045943223,"overconfident","review"
179,"Infrastructure",0.532595988735557,0.966912895103451,0.716341512782795,0.250571382320656,"overconfident","review"
791,"Organizational Strategy",0.697482940705959,0.763230174223427,0.513517547424168,0.249712626799259,"overconfident","review"
421,"Infrastructure",0.612029284751043,0.873862747505773,0.625420154607127,0.248442592898646,"overconfident","review"
634,"Healthcare",0.72789903084049,0.715433705027681,0.470163000901475,0.245270704126206,"overconfident","review"
624,"AI Governance",0.366126114141662,0.842659444303717,0.59820389682685,0.244455547476867,"overconfident","review"
854,"Organizational Strategy",0.672254189522937,0.791328213231172,0.548074304668859,0.243253908562313,"overconfident","review"
458,"Financial Risk",0.666716245561838,0.797179717540275,0.555489447903927,0.241690269636349,"overconfident","review"
208,"Public Policy",0.148564403573982,0.516556678570341,0.275057425138672,0.24149925343167,"overconfident","review"
336,"Organizational Strategy",0.658486875146627,0.807019004896283,0.56639503525963,0.240623969636653,"overconfident","review"
281,"Public Policy",0.634468296682462,0.835951094599441,0.597449980504855,0.238501114094586,"overconfident","review"
443,"Healthcare",0.750929533876479,0.670981395954732,0.436104835152054,0.234876560802677,"overconfident","review"
760,"Public Policy",0.552113087882753,0.928462710869498,0.695171138188571,0.233291572680928,"overconfident","review"
752,"Public Policy",0.3164891296532,0.764982501722407,0.532812890117761,0.232169611604646,"overconfident","review"
687,"Infrastructure",0.657887566951104,0.798270661961287,0.567183949251157,0.23108671271013,"overconfident","review"
189,"Healthcare",0.729840906546451,0.696392788884696,0.467332251131454,0.229060537753241,"overconfident","review"
26,"Healthcare",0.768123285891488,0.637322014251258,0.409986617671263,0.227335396579995,"overconfident","review"
588,"Infrastructure",0.570137151353993,0.901198470424861,0.674943628645955,0.226254841778906,"overconfident","review"
147,"Healthcare",0.706514595716726,0.723459748122841,0.500837126039231,0.22262262208361,"overconfident","review"
339,"Infrastructure",0.372369352704845,0.8284616111801,0.606079770575865,0.222381840604235,"overconfident","review"
790,"Organizational Strategy",0.518360741739161,0.953179269039538,0.731302141423626,0.221877127615911,"overconfident","review"
508,"Healthcare",0.394346425205003,0.853491824560333,0.633183747338042,0.220308077222291,"overconfident","review"
686,"Healthcare",0.60890499423258,0.847502332462464,0.629234707998622,0.218267624463842,"overconfident","review"
370,"Healthcare",0.792234243336134,0.587461885728408,0.372364903685624,0.215096982042784,"overconfident","review"
532,"Public Policy",0.414162104809657,0.871470269891433,0.656793960558948,0.214676309332485,"overconfident","review"
236,"Organizational Strategy",0.547794104460627,0.908127444451675,0.69992161911818,0.208205825333495,"overconfident","review"
10,"Infrastructure",0.461283708584961,0.914612470876891,0.709784757364026,0.204827713512865,"overconfident","review"
78,"Organizational Strategy",0.51471976484172,0.938792415293865,0.735063563681284,0.203728851612581,"overconfident","review"
440,"Organizational Strategy",0.572886894980911,0.873083365939092,0.67180060555913,0.201282760379961,"overconfident","review"
301,"Organizational Strategy",0.572847605287097,0.867035940568894,0.671845621116838,0.195190319452056,"overconfident","review"
735,"Infrastructure",0.442077950679231,0.883059689369984,0.688722986881714,0.19433670248827,"overconfident","review"
620,"Infrastructure",0.484646984108258,0.958634574471507,0.76511730079477,0.193517273676737,"overconfident","review"
48,"AI Governance",0.52759783945512,0.91346428740304,0.721640519802289,0.191823767600751,"overconfident","review"
395,"Infrastructure",0.640676918113604,0.77676469528582,0.589533086596454,0.187231608689365,"overconfident","review"
504,"Organizational Strategy",0.681829166295938,0.716726380733307,0.535108987988186,0.181617392745122,"overconfident","review"
896,"Organizational Strategy",0.660446659370791,0.743280294085853,0.563810210125962,0.179470083959891,"overconfident","review"
29,"Healthcare",0.441581020271406,0.86665388346184,0.688168243078876,0.178485640382965,"overconfident","review"
617,"Healthcare",0.550793085223995,0.872002916724887,0.696626977269433,0.175375939455454,"overconfident","review"
598,"AI Governance",0.362572434393223,0.7671921802219,0.593686098604619,0.173506081617282,"overconfident","review"
802,"Public Policy",0.349494249257259,0.748012737000827,0.576842268250623,0.171170468750204,"overconfident","review"
75,"AI Governance",0.805456059181597,0.520153391293716,0.351240536727652,0.168912854566064,"overconfident","review"
54,"Infrastructure",0.425043843139429,0.987773655098863,0.819337731409265,0.168435923689598,"overconfident","review"
357,"Infrastructure",0.580603138951119,0.831144919642247,0.662899995040108,0.16824492460214,"overconfident","review"
324,"Infrastructure",0.539691562135704,0.875715341062751,0.708733017759524,0.166982323303227,"overconfident","review"
237,"Public Policy",0.42771724332124,0.983573206325527,0.817057959765679,0.166515246559848,"overconfident","review"
302,"Public Policy",0.66330005134223,0.72474801790202,0.560033041889395,0.164714976012626,"overconfident","review"
185,"Healthcare",0.466330114682205,0.946878972195555,0.782536224140482,0.164342748055073,"overconfident","review"
671,"Financial Risk",0.243783372244798,0.58908708138857,0.42813641190655,0.160950669482021,"overconfident","review"
180,"Healthcare",0.537701693421695,0.94680581868859,0.786280275734832,0.160525542953758,"overconfident","review"
549,"Organizational Strategy",0.663715360348579,0.718514298817609,0.559481920437356,0.159032378380252,"overconfident","review"
347,"Infrastructure",0.583949494897388,0.81747445192188,0.659002987409085,0.158471464512795,"overconfident","review"
593,"Public Policy",0.275234181294218,0.632598056101706,0.474714508035737,0.157883548065969,"overconfident","review"
587,"Financial Risk",0.471916265389882,0.878097986201756,0.721127569240231,0.156970416961525,"overconfident","review"
345,"Organizational Strategy",0.411665033176541,0.80711711128708,0.65386196681284,0.15325514447424,"overconfident","review"
90,"Public Policy",0.741501438617706,0.598365010544658,0.450175616527872,0.148189394016786,"approximately calibrated","review"
731,"Public Policy",0.704172960680444,0.651864080643281,0.504140441446538,0.147723639196743,"approximately calibrated","review"
76,"AI Governance",0.545155411458109,0.849546826540027,0.70280557735794,0.146741249182086,"approximately calibrated","review"
388,"Healthcare",0.6659757116111,0.70274112548912,0.55647635154409,0.14626477394503,"approximately calibrated","review"
862,"Healthcare",0.547421029198449,0.84596989502199,0.700330216791311,0.145639678230679,"approximately calibrated","review"
503,"AI Governance",0.735734560305718,0.60122718474362,0.458694656771751,0.142532527971869,"approximately calibrated","review"
130,"Organizational Strategy",0.54819213488372,0.937230894677341,0.79586965301907,0.141361241658271,"approximately calibrated","review"
121,"Healthcare",0.770644205796998,0.545979784526862,0.406107508071514,0.139872276455348,"approximately calibrated","review"
363,"Financial Risk",0.518509743618779,0.900469318747055,0.768167133009946,0.132302185737109,"approximately calibrated","acceptable"
262,"Healthcare",0.487914595811162,0.894115189830773,0.76193934719443,0.132175842636342,"approximately calibrated","review"
285,"Financial Risk",0.406779201317113,0.780044497326016,0.648089084010038,0.131955413315979,"approximately calibrated","review"
785,"Infrastructure",0.716831342759542,0.617239054120146,0.486152826037552,0.131086228082594,"approximately calibrated","review"
663,"Financial Risk",0.588265414733905,0.959678106496576,0.830474631295757,0.129203475200819,"approximately calibrated","review"
769,"AI Governance",0.659482940239832,0.693602507987525,0.565082251532626,0.128520256454899,"approximately calibrated","review"
774,"Public Policy",0.65449431281304,0.699303608874325,0.571637194495387,0.127666414378938,"approximately calibrated","review"
894,"Healthcare",0.779699791804887,0.519539254158735,0.392068234659415,0.12747101949932,"approximately calibrated","review"
326,"Healthcare",0.578597694635391,0.949715422624722,0.822420097033393,0.127295325591329,"approximately calibrated","acceptable"
198,"Public Policy",0.454983806749806,0.829094843058847,0.702957349095067,0.12613749396378,"approximately calibrated","review"
868,"Infrastructure",0.456956610223278,0.913144059297629,0.791190656373251,0.121953402924378,"approximately calibrated","review"
594,"AI Governance",0.598495697218459,0.95772136324551,0.838794294847909,0.118927068397601,"approximately calibrated","review"
796,"Healthcare",0.308256793220062,0.639834300230723,0.521491335873808,0.118342964356915,"approximately calibrated","review"
206,"AI Governance",0.47036939135287,0.835206187961157,0.71949141838407,0.115714769577087,"approximately calibrated","review"
545,"AI Governance",0.439266477781348,0.922397160951514,0.807044961497569,0.115352199453945,"approximately calibrated","review"
470,"Healthcare",0.374713538750075,0.724129809229635,0.609016841377546,0.115112967852089,"approximately calibrated","review"
780,"AI Governance",0.590295737620909,0.76632930772379,0.651550942146587,0.114778365577203,"approximately calibrated","review"
417,"Organizational Strategy",0.41818306784844,0.77618546181824,0.661489057461747,0.114696404356493,"approximately calibrated","review"
499,"AI Governance",0.524382895499002,0.885795468618162,0.773788369906087,0.112007098712075,"approximately calibrated","review"
367,"AI Governance",0.564242436224595,0.921156563344412,0.810115345612524,0.111041217731888,"approximately calibrated","review"
127,"Financial Risk",0.734762917610351,0.571013259198517,0.460123454904725,0.110889804293792,"approximately calibrated","review"
276,"Public Policy",0.67423713033786,0.653933015011717,0.545404292073767,0.10852872293795,"approximately calibrated","review"
334,"AI Governance",0.479938654578291,0.877871592955198,0.76965888784158,0.108212705113618,"approximately calibrated","review"
754,"Healthcare",0.418150357541163,0.932971367768478,0.825150278488198,0.10782108928028,"approximately calibrated","review"
513,"AI Governance",0.64092309641419,0.978873095328454,0.871063777311227,0.107809318017227,"approximately calibrated","acceptable"
857,"Healthcare",0.268506435875315,0.571193068777211,0.464917165644166,0.106275903133045,"approximately calibrated","review"
122,"Public Policy",0.409856508939993,0.936024954081513,0.832017642079522,0.104007312001991,"approximately calibrated","review"
717,"Organizational Strategy",0.261998507275712,0.558722688988782,0.455353796736722,0.10336889225206,"approximately calibrated","review"
400,"Organizational Strategy",0.57450825808337,0.771767516646069,0.669940261394012,0.101827255252056,"approximately calibrated","review"
399,"Public Policy",0.489545954950154,0.861962565835565,0.760344757991942,0.101617807843623,"approximately calibrated","review"
63,"Public Policy",0.60731493907515,0.732306386490818,0.631168564776147,0.101137821714671,"approximately calibrated","review"
254,"Public Policy",0.349364391621202,0.972079559017438,0.877944521867147,0.0941350371502913,"approximately calibrated","review"
139,"Healthcare",0.676354875648394,0.987732398610096,0.895253833483434,0.0924785651266627,"approximately calibrated","review"
64,"Public Policy",0.365719382383395,0.956193686884362,0.866249333349108,0.0899443535352541,"approximately calibrated","review"
843,"AI Governance",0.694917734968476,0.606951502223965,0.517089341626283,0.0898621605976818,"approximately calibrated","review"
350,"AI Governance",0.458166216337122,0.879915455675218,0.790083718207325,0.0898317374678927,"approximately calibrated","review"
410,"Organizational Strategy",0.446955583884846,0.887612366629764,0.800230706034156,0.0873816605956084,"approximately calibrated","review"
226,"Public Policy",0.329710715927649,0.978474574438296,0.891290843802477,0.0871837306358193,"approximately calibrated","review"
709,"Financial Risk",0.585596068459563,0.911311547793448,0.828269381523829,0.0830421662696192,"approximately calibrated","review"
891,"Financial Risk",0.653481268172618,0.961354328601155,0.879924768492743,0.0814295601084125,"approximately calibrated","review"
452,"Financial Risk",0.429562450037338,0.89663796850713,0.81547610151792,0.0811618669892101,"approximately calibrated","review"
9,"Public Policy",0.659080727666151,0.64627787644742,0.565612594419057,0.0806652820283633,"approximately calibrated","review"
602,"AI Governance",0.290636392182205,0.576943003698252,0.496803271903721,0.0801397317945308,"approximately calibrated","review"
453,"Public Policy",0.376512935361825,0.937916706637479,0.858238009505222,0.0796786971322572,"approximately calibrated","acceptable"
441,"Financial Risk",0.741348689782899,0.529586679583881,0.450402120157179,0.0791845594267018,"approximately calibrated","review"
106,"AI Governance",0.585446868475992,0.733971141253132,0.657251964191654,0.0767191770614781,"approximately calibrated","review"
411,"Healthcare",0.33649830595823,0.963102089082822,0.886768890087241,0.0763331989955809,"approximately calibrated","review"
764,"Infrastructure",0.435336755367462,0.756587526774965,0.681155420161054,0.0754321066139111,"approximately calibrated","review"
207,"Infrastructure",0.335157456668094,0.962961643289309,0.887669479239775,0.0752921640495342,"approximately calibrated","review"
292,"Public Policy",0.583461972547229,0.900135785927996,0.826496071685755,0.073639714242241,"approximately calibrated","review"
505,"Financial Risk",0.520534951821901,0.800837662019767,0.729043363931771,0.0717942980879956,"approximately calibrated","review"
160,"AI Governance",0.539453527866863,0.78037023777375,0.708989891271996,0.071380346501754,"approximately calibrated","review"
346,"Healthcare",0.693633664923254,0.976324656200595,0.906139668731643,0.070184987468952,"approximately calibrated","review"
645,"AI Governance",0.557665384584107,0.87439586323686,0.804340088004874,0.0700557752319858,"approximately calibrated","review"
310,"Public Policy",0.361123987147585,0.939159704635385,0.869589465906631,0.0695702387287542,"approximately calibrated","review"
102,"Public Policy",0.70991436195327,0.98422497597523,0.915850322599021,0.0683746533762088,"approximately calibrated","review"
825,"Infrastructure",0.402201508777216,0.905172080099583,0.838233946337331,0.0669381337622517,"approximately calibrated","review"
490,"Infrastructure",0.354800374584738,0.939359222860076,0.87411669419453,0.065242528665546,"approximately calibrated","review"
111,"AI Governance",0.315890146419406,0.596659673205577,0.531993708233938,0.0646659649716388,"approximately calibrated","review"
626,"Healthcare",0.435567986418027,0.874776123587508,0.810280529207745,0.0644955943797627,"approximately calibrated","review"
393,"Organizational Strategy",0.585377799463458,0.721764404007699,0.657332831895319,0.0644315721123803,"approximately calibrated","review"
56,"Organizational Strategy",0.565704544133041,0.873137046846095,0.81138745701331,0.0617495898327852,"approximately calibrated","acceptable"
257,"Organizational Strategy",0.725271757610608,0.535416969982907,0.47398087761242,0.0614360923704876,"approximately calibrated","review"
652,"Organizational Strategy",0.411004055675585,0.714384276757482,0.65308377756939,0.0613004991880919,"approximately calibrated","review"
282,"Healthcare",0.305640071351081,0.965604810577352,0.906584146784506,0.0590206637928455,"approximately calibrated","review"
330,"Infrastructure",0.590138643956743,0.890872664125636,0.832013668822383,0.0588589953032536,"approximately calibrated","review"
204,"Infrastructure",0.499847675382625,0.808201903679874,0.750152301414586,0.0580496022652881,"approximately calibrated","review"
365,"Financial Risk",0.497997393365949,0.808004431149457,0.75199859620072,0.0560058349487368,"approximately calibrated","review"
261,"Healthcare",0.438197061582468,0.863605318004265,0.80798333522049,0.0556219827837751,"approximately calibrated","acceptable"
396,"Financial Risk",0.729508257750422,0.52277231041342,0.467817701873944,0.054954608539476,"approximately calibrated","review"
162,"Organizational Strategy",0.477925108780619,0.781270017649513,0.727437807958271,0.0538322096912415,"approximately calibrated","review"
215,"AI Governance",0.514412949909456,0.817619260288775,0.764205216784364,0.0534140435044114,"approximately calibrated","review"
713,"AI Governance",0.688624128128868,0.578805950423703,0.525796810158757,0.0530091402649457,"approximately calibrated","review"
134,"AI Governance",0.70053719583666,0.963328300588764,0.910322028922629,0.0530062716661355,"approximately calibrated","review"
889,"Financial Risk",0.364974809170235,0.919741183060687,0.86679338867115,0.0529477943895365,"approximately calibrated","review"
478,"Healthcare",0.264581633207854,0.979618762242608,0.929996559369065,0.0496222028735431,"approximately calibrated","review"
4,"Public Policy",0.480820188275538,0.780022469633259,0.730452323097753,0.0495701465355062,"approximately calibrated","review"
119,"Financial Risk",0.377578535140492,0.906826331554912,0.85743444980116,0.0493918817537518,"approximately calibrated","review"
655,"Infrastructure",0.562272459839005,0.732912819557823,0.683849680906595,0.0490631386512287,"approximately calibrated","review"
778,"AI Governance",0.627040415478405,0.909001901801676,0.860901148313479,0.0481007534881965,"approximately calibrated","review"
736,"Organizational Strategy",0.381864611734636,0.665011324889492,0.617908641774028,0.0471026831154644,"approximately calibrated","review"
351,"Infrastructure",0.622148617939092,0.904098177312408,0.857228333074662,0.0468698442377457,"approximately calibrated","review"
297,"Financial Risk",0.306492314557545,0.565201349016279,0.519047090232249,0.0461542587840302,"approximately calibrated","review"
398,"Infrastructure",0.445442788279615,0.844828927095514,0.801580722369682,0.043248204725832,"approximately calibrated","review"
744,"Financial Risk",0.623568437481299,0.901460255745333,0.858299278739729,0.0431609770056034,"approximately calibrated","review"
31,"Healthcare",0.579135148285422,0.865239338066895,0.822872776591267,0.0423665614756279,"approximately calibrated","review"
249,"AI Governance",0.233146991301328,0.987930784064811,0.945642480447139,0.0422883036176722,"approximately calibrated","review"
