"case_id","domain","forecast_probability","confidence","evidence_quality","estimated_duration","estimated_cost","interval_width_factor","outcome","brier_score","accuracy_proxy","confidence_error","actual_duration","actual_cost","duration_planning_error","cost_planning_error","duration_lower","duration_upper","cost_lower","cost_upper","duration_interval_hit","cost_interval_hit","probability_bin","confidence_flag","review_flag"
20,"Financial Risk",0.945454713783693,0.7610948757804,"low",60.8001843665261,691648.890054785,0.102256150520407,1,0.0029751882484189,0.997024811751581,-0.235929935971181,83.9540314785822,467565.732193069,0.380818699043348,-0.323983976673433,54.5829915622741,67.017377170778,620923.53704607,762374.243063499,FALSE,FALSE,"[0.9,1]","underconfident","review"
21,"Infrastructure",0.520649548526853,0.566282829120755,"low",56.8614362948574,3963363.06671146,0.130661802669056,1,0.22977685532751,0.77022314467249,-0.203940315551735,53.1995652683994,4968403.99022734,-0.0643999037848641,0.253582855418237,49.4318185262197,64.2910540634952,3445502.90378299,4481223.22963994,TRUE,FALSE,"[0.5,0.6)","underconfident","review"
22,"AI Governance",0.204580261139199,0.61794604142895,"medium",351.583041760605,4309495.15262619,0.185499616269954,0,0.0418530832477829,0.958146916752217,-0.340200875323267,631.896361156887,3256971.97807453,0.797289078541932,-0.24423352092884,286.36452242699,416.80156109422,3510085.4554968,5108904.84975557,FALSE,FALSE,"[0.2,0.3)","underconfident","review"
23,"AI Governance",0.576327897317242,0.590177707050461,"high",145.578841171227,1149939.9173772,0.0784220052999444,0,0.332153845226113,0.667846154773887,-0.0776684477234254,107.455368688034,1001461.80191471,-0.261875092399952,-0.129118150625762,134.162256517338,156.995425825117,1059759.32308202,1240120.51167237,FALSE,FALSE,"[0.5,0.6)","approximately calibrated","review"
24,"AI Governance",0.303398647822905,0.82367280483013,"low",302.622548586223,4968622.96645995,0.176837500429247,0,0.0920507395007673,0.907949260499233,-0.0842764556691025,427.796349850695,7299965.0307123,0.413630120588343,0.469212914723008,249.107533520707,356.137563651739,4089984.10049583,5847261.83242408,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
25,"Infrastructure",0.716462948569097,0.550783260527533,"low",182.772540251026,2529149.80275091,0.262733130378183,1,0.0803932595341307,0.919606740465869,-0.368823479938337,225.403230207391,2876076.14065288,0.233244501049307,0.137171130600737,134.752138603701,230.79294189835,1864658.3578788,3193641.24762302,TRUE,TRUE,"[0.7,0.8)","underconfident","acceptable"
26,"Healthcare",0.768123285891488,0.637322014251258,"high",61.0050047701225,2135106.84848297,0.172336329368409,0,0.590013382328737,0.409986617671263,0.227335396579995,36.5666816637052,2303244.14859276,-0.400595380633198,0.0787488926979242,50.4916261749373,71.5183833653076,1767150.37140607,2503063.32555988,FALSE,TRUE,"[0.7,0.8)","overconfident","review"
27,"Infrastructure",0.482314602762926,0.502117612559814,"low",89.5371150097344,355972.890509292,0.168401826766785,0,0.232627376038359,0.76737262396164,-0.265255011401827,105.275073209383,326624.982534455,0.175770217724101,-0.0824442218980483,74.4589012786674,104.615328740801,296026.405468075,415919.37555051,FALSE,TRUE,"[0.4,0.5)","underconfident","review"
28,"Financial Risk",0.4987179312855,0.610475197089836,"medium",304.815626132768,4921251.09536573,0.0996696827467531,1,0.251283712414688,0.748716287585312,-0.138241090495476,412.185970191738,2863455.84973675,0.352246849747142,-0.418144737131331,274.434749379862,335.196502885674,4430751.55997352,5411750.63075795,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
29,"Healthcare",0.441581020271406,0.86665388346184,"low",59.2629208392464,992062.164121307,0.173019602615386,1,0.311831756921124,0.688168243078876,0.178485640382965,71.4617063959988,1341662.45664888,0.205841787478586,0.352397566575097,49.0092738258129,69.5165678526799,820415.962715279,1163708.36552734,FALSE,FALSE,"[0.4,0.5)","overconfident","review"
30,"Public Policy",0.867019185249228,0.51396301808767,"low",288.028725605691,3625910.72663199,0.203445562231354,1,0.0176838970917791,0.982316102908221,-0.468353084820551,548.93700482876,1852289.91729622,0.905841174953676,-0.489151814000461,229.430559586061,346.626891625321,2888235.28025165,4363586.17301234,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
31,"Healthcare",0.579135148285422,0.865239338066895,"low",68.9004678919446,2816522.78378606,0.232726568600629,1,0.177127223408733,0.822872776591267,0.0423665614756279,72.2161119612096,4820682.68563228,0.0481222286395055,0.711572408852366,52.8654984244745,84.9354373594146,2161043.10093004,3472002.46664208,TRUE,FALSE,"[0.5,0.6)","approximately calibrated","review"
32,"Organizational Strategy",0.687347174983006,0.804314956327435,"medium",280.450948795769,827008.593152277,0.181931034789886,1,0.0977517889911071,0.902248211008893,-0.0979332546814583,221.96944805711,1035216.66946504,-0.20852666389532,0.251760475086651,229.42821747355,331.473680117989,676550.064019955,977467.122284599,FALSE,FALSE,"[0.6,0.7)","approximately calibrated","review"
33,"Financial Risk",0.382433101406787,0.69652014787076,"high",130.024437804241,3073696.14464696,0.215724285820033,0,0.146255077051614,0.853744922948386,-0.157224775077626,143.328445590278,3753198.85649122,0.102319287133291,0.221070229413423,101.97500881977,158.073866788712,2410625.23901521,3736767.05027872,TRUE,FALSE,"[0.3,0.4)","underconfident","review"
34,"Organizational Strategy",0.180634490330704,0.667909430337604,"medium",270.354819520144,1161041.18635412,0.275740528258029,0,0.032628819097033,0.967371180902967,-0.299461750565363,341.743398185758,1160500.43966996,0.264055136107144,-0.000465742895699271,195.807038768555,344.902600271732,840895.076299508,1481187.29640874,TRUE,TRUE,"[0.1,0.2)","underconfident","acceptable"
35,"Healthcare",0.897218250622973,0.614951592120342,"high",139.011920401827,2406135.89368295,0.142868223320693,1,0.010564088005002,0.989435911994998,-0.374484319874656,82.0341215884586,1345502.43137832,-0.409877071323585,-0.44080364084556,119.15153431362,158.872306490033,2062375.53348432,2749896.25388158,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
36,"Infrastructure",0.670366204227321,0.87431341243675,"low",272.682233713567,4353832.07066916,0.127259333163965,1,0.108658439315504,0.891341560684496,-0.0170281482477459,291.768024376001,6079280.74502242,0.0699927912519656,0.396305747752018,237.980874485518,307.383592941616,3799766.30464791,4907897.8366904,TRUE,FALSE,"[0.6,0.7)","approximately calibrated","review"
37,"Infrastructure",0.11274497784907,0.602088417126797,"medium",338.910599430092,1174757.05363322,0.082075398194138,0,0.0127114300301873,0.987288569969813,-0.385200152843016,492.564741743196,1543072.31914738,0.453376620771047,0.31352462568755,311.094377029653,366.72682183053,1078338.4006749,1271175.70659154,FALSE,FALSE,"[0.1,0.2)","underconfident","review"
38,"Organizational Strategy",0.196146703138947,0.610143661934417,"low",260.895130898571,4049061.13580801,0.25613508723909,0,0.0384735291522784,0.961526470847722,-0.351382808913305,304.398171728948,4166595.30503022,0.16674531517911,0.0290275116329543,194.070733785611,327.71952801153,3011954.50855141,5086167.7630646,TRUE,TRUE,"[0.1,0.2)","underconfident","acceptable"
39,"Healthcare",0.820622228912543,0.820928205286618,"medium",63.2578543375712,3646044.01590768,0.270362592604943,1,0.032176384760304,0.967823615239696,-0.146895409953078,90.674218902381,4741069.9336817,0.433406489232219,0.300332610631256,46.1552968362396,80.3604118389027,2660290.10301514,4631797.92880022,FALSE,FALSE,"[0.8,0.9)","approximately calibrated","review"
40,"AI Governance",0.479796525579877,0.743382613596041,"low",310.261594905751,2641905.78318667,0.0933109650039114,0,0.230204705958522,0.769795294041478,-0.0264126804454375,590.45058423164,4137570.04423419,0.903073386865695,0.566130810025881,281.310786081443,339.212403730059,2395387.0051081,2888424.56126523,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
41,"Infrastructure",0.44159833091544,0.788913036179729,"medium",247.231967389816,4548362.54338734,0.0608900826307945,0,0.195009085867302,0.804990914132698,-0.0160778779529688,171.608164095924,6338154.82240374,-0.305881978339211,0.393502554368386,232.177992466477,262.285942313156,4271412.37228567,4825312.714489,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
42,"AI Governance",0.467382071807515,0.712061800083611,"low",122.108088462846,212717.604986392,0.202031707402784,0,0.218446001047085,0.781553998952915,-0.0694921988693038,224.360487336204,315602.437349067,0.837392511508116,0.483668628975287,97.4383828630073,146.777794062685,169741.90405636,255693.305916424,FALSE,FALSE,"[0.4,0.5)","approximately calibrated","review"
43,"Infrastructure",0.664063751779031,0.825045127989724,"medium",143.286227697972,1442475.87777209,0.279030456626788,0,0.440980666426842,0.559019333573157,0.266025794416567,213.680838400337,2020612.10972161,0.491286649340418,0.400794384750794,103.305006155077,183.267449240867,1039981.17492421,1844970.58061996,FALSE,FALSE,"[0.6,0.7)","overconfident","review"
44,"Healthcare",0.255013926315587,0.805862742350437,"high",224.941611262038,2319528.0023152,0.0865968880360015,0,0.0650321026148916,0.934967897385108,-0.129105155034672,409.093853003602,2200737.98231695,0.81866685629384,-0.0512130139751202,205.462367736942,244.420854787135,2118664.09560234,2520391.90902806,FALSE,TRUE,"[0.2,0.3)","approximately calibrated","review"
45,"Healthcare",0.812587945966516,0.745945726481732,"medium",209.892712860601,2660401.81198623,0.123562987789046,1,0.0351232779970497,0.96487672200295,-0.218930995521218,308.195448603093,6181592.47643334,0.468347540049089,1.32355595631557,183.957742144397,235.827683576805,2331674.61537782,2989129.00859464,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
46,"Financial Risk",0.87976702877786,0.646055475219618,"high",218.686875898857,2408828.48072797,0.256927184015512,1,0.0144559673689039,0.985544032631096,-0.339488557411478,269.711408681494,3456389.48929326,0.233322336207485,0.434884018080319,162.500272693014,274.8734791047,1789934.96239817,3027721.99905777,TRUE,FALSE,"[0.8,0.9)","underconfident","review"
47,"Public Policy",0.778555903758388,0.858697895384394,"low",114.915173425106,1558646.48600109,0.295257088798098,1,0.0490374877602643,0.950962512239736,-0.092264616855342,244.059700972593,2099094.85533896,1.12382485008957,0.346742108741069,80.9856538608808,148.844692989332,1098445.06207902,2018847.90992316,FALSE,FALSE,"[0.7,0.8)","approximately calibrated","review"
48,"AI Governance",0.52759783945512,0.91346428740304,"low",211.749972150428,854550.377186388,0.218943218828645,0,0.278359480197711,0.721640519802289,0.191823767600751,238.681074204438,897915.903958917,0.127183497501844,0.0507466007039983,165.388751660938,258.111192639919,667452.366953968,1041648.38741881,TRUE,TRUE,"[0.5,0.6)","overconfident","review"
49,"Healthcare",0.3162905724952,0.82673911150312,"medium",294.302521405043,2392029.98457476,0.154719905299135,0,0.100039726249341,0.899960273750659,-0.0732211622475383,194.085525946891,1550655.87936368,-0.340523740604402,-0.351740618067819,248.768063163958,339.836979646128,2021935.33188867,2762124.63726086,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
50,"Healthcare",0.667158620397095,0.747303661785554,"medium",91.7149187019095,3266483.15784987,0.145576762105338,1,0.110783383975965,0.889216616024035,-0.14191295423848,111.777796420601,3544309.32017279,0.218752608655733,0.0850536031864295,78.3633578005312,105.066479603288,2790959.11625847,3742007.19944128,FALSE,TRUE,"[0.6,0.7)","approximately calibrated","review"
51,"Organizational Strategy",0.8999344685697,0.848725378352683,"high",44.8325615539216,2862899.50236678,0.122668481792789,1,0.0100131105804284,0.989986889419572,-0.141261511066889,30.0625215048624,2863356.19770204,-0.329448943739134,0.000159521958379272,39.3330192932202,50.3321038146229,2511711.96688612,3214087.03784745,FALSE,TRUE,"[0.8,0.9)","approximately calibrated","review"
52,"Organizational Strategy",0.933646874898113,0.978065361769404,"low",232.572554731742,3559111.02218088,0.161113174352795,1,0.00440273721078663,0.995597262789213,-0.0175319010198091,424.380019712712,2073930.936713,0.824720978802544,-0.417289619855078,195.102052171572,270.043057291912,2985691.3475233,4132530.69683846,FALSE,FALSE,"[0.9,1]","approximately calibrated","review"
53,"Healthcare",0.144452682801057,0.838119174006861,"low",217.988097470952,2350680.50576374,0.17910763034597,0,0.0208665775684227,0.979133422431577,-0.141014248424717,169.984762879568,3661267.65823676,-0.220210805765581,0.557535211297125,178.944765889304,257.031429052601,1929655.69067593,2771705.32085155,FALSE,FALSE,"[0.1,0.2)","approximately calibrated","review"
54,"Infrastructure",0.425043843139429,0.987773655098863,"low",169.968962868443,1618194.12268233,0.20855737880338,0,0.180662268590735,0.819337731409265,0.168435923689598,292.305695212188,1861793.308908,0.719759244741846,0.150537678274278,134.520681494671,205.417244242214,1280707.79806066,1955680.44730399,FALSE,TRUE,"[0.4,0.5)","overconfident","review"
55,"Financial Risk",0.785250948765315,0.966348755119834,"medium",200.984480790794,1870803.43249254,0.276522167329676,1,0.0461171550061973,0.953882844993803,0.0124659101260314,194.217597456596,3563019.63378142,-0.0336686857988861,0.904539820645013,145.407816562894,256.561145018694,1353484.8126919,2388122.05229317,TRUE,FALSE,"[0.7,0.8)","approximately calibrated","review"
56,"Organizational Strategy",0.565704544133041,0.873137046846095,"medium",276.394553990103,2487630.37307654,0.225720998493489,1,0.18861254298669,0.81138745701331,0.0617495898327852,298.093668560446,2789742.55332497,0.0785077500880107,0.1214457676342,214.006499285295,338.782608694912,1926119.96138297,3049140.7847701,TRUE,TRUE,"[0.5,0.6)","approximately calibrated","acceptable"
57,"AI Governance",0.358794843347278,0.571395326915663,"low",316.252368772402,1661822.03670032,0.0587937562493607,0,0.128733739612597,0.871266260387403,-0.29987093347174,592.839581176156,3326553.20448374,0.874577520090626,1.00175056715993,297.658704089515,334.84603345529,1564117.27694475,1759526.7964559,FALSE,FALSE,"[0.3,0.4)","underconfident","review"
58,"Healthcare",0.441959102556575,0.585862877601758,"medium",214.184088829206,3495927.41406523,0.273103899334092,1,0.311409643219463,0.688590356780537,-0.102727479178779,296.611214337767,2748685.8276642,0.384842431382889,-0.213746310462465,155.689578994631,272.678598663782,2541176.00549507,4450678.82263539,FALSE,TRUE,"[0.4,0.5)","approximately calibrated","review"
59,"Organizational Strategy",0.123456418421119,0.957789493615273,"medium",167.750969945919,2616537.27465309,0.144761358108371,0,0.0152414872493705,0.984758512750629,-0.0269690191353561,133.451063115892,2104225.27728385,-0.204469201227777,-0.195797706507801,143.467111712551,192.034828179287,2237763.78523313,2995310.76407305,FALSE,FALSE,"[0.1,0.2)","approximately calibrated","review"
60,"Healthcare",0.821644634113181,0.73509821657557,"medium",108.825210412033,3621118.40799917,0.135414206143469,1,0.031810636540621,0.968189363459379,-0.233091146883809,123.832381674572,3813981.85463661,0.137901605755867,0.0532607401656362,94.0887309356915,123.561689888374,3130767.53342846,4111469.28256987,FALSE,TRUE,"[0.8,0.9)","underconfident","review"
61,"Healthcare",0.126378647261299,0.680864416400436,"high",261.238155181054,2160245.60972583,0.20395886125043,0,0.0159715624835959,0.984028437516404,-0.303164021115968,283.719560503296,3757231.60457276,0.0860571278596776,0.73926130790731,207.956318535163,314.519991826945,1719644.3751449,2600846.84430675,TRUE,FALSE,"[0.1,0.2)","underconfident","review"
62,"AI Governance",0.654448056826368,0.659449582204688,"high",273.767120325938,794299.516128376,0.117107841197867,1,0.119406145431073,0.880593854568927,-0.221144272364239,251.522810471711,554135.235470353,-0.0812526713498097,-0.302359847615981,241.706843873611,305.827396778265,701280.814530072,887318.217726681,TRUE,FALSE,"[0.6,0.7)","underconfident","review"
63,"Public Policy",0.60731493907515,0.732306386490818,"low",249.521121561993,1536025.31030774,0.189684543246403,0,0.368831435223853,0.631168564776147,0.101137821714671,362.882846909707,3362244.3349999,0.454317152143569,1.18892508634918,202.190821588176,296.85142153581,1244665.0509071,1827385.56970838,FALSE,FALSE,"[0.6,0.7)","approximately calibrated","review"
64,"Public Policy",0.365719382383395,0.956193686884362,"medium",260.024881083518,3483936.46145705,0.299496687320061,0,0.133750666650892,0.866249333349108,0.0899443535352541,688.354746127032,5019883.64023424,1.64726492041328,0.440865439358449,182.148290578212,337.901471588825,2440509.03241709,4527363.89049701,FALSE,FALSE,"[0.3,0.4)","approximately calibrated","review"
65,"Infrastructure",0.938873585278634,0.760832607643679,"high",116.712808812736,3270534.20294542,0.186538631923031,1,0.00373643857668843,0.996263561423312,-0.235430953779633,100.668030924855,4701421.92630129,-0.137472296752146,0.437508869978252,94.9413611289136,138.484256496558,2660453.2270705,3880615.17882034,TRUE,FALSE,"[0.9,1]","underconfident","review"
66,"AI Governance",0.804587898193859,0.949095167459454,"medium",132.541710539954,2428839.03062902,0.0954143842798658,0,0.647361685920011,0.352638314079989,0.596456853379465,149.425488470515,2154066.37557407,0.127384638856547,-0.11312921588871,119.895324837384,145.188096242524,2197092.85000665,2660585.2112514,FALSE,FALSE,"[0.8,0.9)","overconfident","review"
67,"Healthcare",0.616560240590479,0.660229554970283,"low",186.318546853727,3318289.07784075,0.143305492715444,0,0.38014653027699,0.61985346972301,0.0403760852472725,499.0054753208,4158118.74614695,1.67823833830432,0.25309117096353,159.618075694828,213.019018012626,2842760.0265685,3793818.12911299,FALSE,FALSE,"[0.6,0.7)","approximately calibrated","review"
68,"Public Policy",0.217395740444772,0.649035998838954,"low",151.587905163178,1194409.3452068,0.205895134957973,0,0.0472609079635307,0.952739092036469,-0.303703093197516,193.699965001936,1094356.14022719,0.277806199600329,-0.0837679354914084,120.376692971609,182.799117354747,948486.271880385,1440332.41853322,FALSE,TRUE,"[0.2,0.3)","underconfident","review"
69,"AI Governance",0.840288087900262,0.502610529959202,"medium",179.695102847181,2881181.65109772,0.0817666930495761,1,0.0255078948665543,0.974492105133446,-0.471881575174244,194.44815545538,3178324.77024256,0.0821004711561084,0.103132379394277,165.002028530164,194.388177164199,2645596.95541234,3116766.3467831,FALSE,FALSE,"[0.8,0.9)","underconfident","review"
70,"Infrastructure",0.590524581528734,0.736437926364597,"medium",359.406126079848,4867034.91376247,0.264079821365885,1,0.167670118332218,0.832329881667782,-0.0958919553031851,430.701108480388,5130988.27637759,0.198368856920097,0.0542328886667197,264.494220506877,454.318031652819,3581749.20315455,6152320.62437039,TRUE,TRUE,"[0.5,0.6)","approximately calibrated","acceptable"
71,"Infrastructure",0.779296685091685,0.684811322868336,"high",320.967162849847,763611.59097869,0.299472648021765,1,0.0487099532115186,0.951290046788481,-0.266478723920145,233.474348213573,1214209.9274114,-0.272591170571565,0.590088392785127,224.84627666317,417.088049036524,534930.805768188,992292.376189191,TRUE,FALSE,"[0.7,0.8)","underconfident","review"
72,"Public Policy",0.123966775170993,0.567437498669606,"high",214.525759685785,3677020.3404827,0.0511277728481218,0,0.0153677613462955,0.984632238653704,-0.417194739984099,246.501715421973,3779502.49011762,0.149054154536141,0.0278709770807159,203.557535374499,225.49398399707,3489022.47975658,3865018.20120883,FALSE,TRUE,"[0.1,0.2)","underconfident","review"
73,"Financial Risk",0.317904079321306,0.753087338625919,"low",229.168515736237,3316020.93328256,0.0683340177754872,0,0.101063003649127,0.898936996350873,-0.145849657724954,198.609622846998,3148326.87130881,-0.133346820312835,-0.0505708695293887,213.508510308335,244.828521164139,3089423.89988374,3542617.96668138,FALSE,TRUE,"[0.3,0.4)","approximately calibrated","review"
74,"Financial Risk",0.743251876439899,0.893614739950281,"high",134.339882555651,4404911.42522078,0.273968908598181,1,0.0659195989516328,0.934080401048367,-0.0404656610980866,110.919065963017,5171638.19139268,-0.174340010926624,0.174061789706355,97.5349315506712,171.14483356063,3198102.64958139,5611720.20086017,TRUE,TRUE,"[0.7,0.8)","approximately calibrated","acceptable"
75,"AI Governance",0.805456059181597,0.520153391293716,"medium",235.797944315709,3357907.5965099,0.259344825649168,0,0.648759463272348,0.351240536727652,0.168912854566064,302.362030490007,4895503.72493866,0.282292902796368,0.457903049514191,174.644967558719,296.950921072699,2487051.63634702,4228763.55667278,FALSE,FALSE,"[0.8,0.9)","overconfident","review"
76,"AI Governance",0.545155411458109,0.849546826540027,"low",124.0959900897,1698020.72406746,0.249905402550939,0,0.29719442264206,0.70280557735794,0.146741249182086,119.155740959828,2695939.63278157,-0.0398099014021343,0.587695364708901,93.0837317313758,155.108248448023,1273676.17147955,2122365.27665538,TRUE,FALSE,"[0.5,0.6)","approximately calibrated","review"
77,"Infrastructure",0.642246951709967,0.84732161269756,"low",361.800990287447,2003841.53213818,0.0834912940743379,0,0.412481146980745,0.587518853019255,0.259802759678305,505.410405155999,2967246.22776305,0.396929302914442,0.48077888404523,331.593757410971,392.008223163923,1836538.20950006,2171144.8547763,FALSE,FALSE,"[0.6,0.7)","overconfident","review"
78,"Organizational Strategy",0.51471976484172,0.938792415293865,"medium",273.469568096334,372435.578377917,0.129673121974338,0,0.264936436318716,0.735063563681284,0.203728851612581,375.225963350494,693676.631001614,0.372094035773348,0.862541258874381,238.007915436309,308.93122075636,324140.694195335,420730.4625605,FALSE,FALSE,"[0.5,0.6)","overconfident","review"
79,"AI Governance",0.594562808307819,0.634829543246888,"medium",251.570359854959,3579414.85329065,0.055702497146558,0,0.35350493302288,0.64649506697712,-0.011665523730232,337.41121480896,5620046.89361415,0.341220066638581,0.57010213232129,237.55726260298,265.583457106938,3380032.50763888,3778797.19894242,FALSE,FALSE,"[0.5,0.6)","approximately calibrated","review"
