trial,strategy,realized_value,best_trial_value,regret,review_trigger
24,Delay Without Learning,95.0,125.0,30.0,False
24,Conservative Baseline,73.0,125.0,52.0,False
25,Immediate Action,-35.0,151.0,186.0,True
25,Staged Learning,151.0,151.0,0.0,False
25,Delay Without Learning,20.0,151.0,131.0,True
25,Conservative Baseline,73.0,151.0,78.0,False
26,Immediate Action,125.0,125.0,0.0,True
26,Staged Learning,-14.0,125.0,139.0,True
26,Delay Without Learning,20.0,125.0,105.0,True
26,Conservative Baseline,58.0,125.0,67.0,True
27,Immediate Action,125.0,151.0,26.0,True
27,Staged Learning,151.0,151.0,0.0,False
27,Delay Without Learning,95.0,151.0,56.0,False
27,Conservative Baseline,73.0,151.0,78.0,False
28,Immediate Action,125.0,151.0,26.0,True
28,Staged Learning,151.0,151.0,0.0,False
28,Delay Without Learning,95.0,151.0,56.0,False
28,Conservative Baseline,73.0,151.0,78.0,False
29,Immediate Action,-35.0,151.0,186.0,True
29,Staged Learning,151.0,151.0,0.0,False
29,Delay Without Learning,95.0,151.0,56.0,False
29,Conservative Baseline,73.0,151.0,78.0,False
30,Immediate Action,-35.0,73.0,108.0,True
30,Staged Learning,-14.0,73.0,87.0,True
30,Delay Without Learning,20.0,73.0,53.0,True
30,Conservative Baseline,73.0,73.0,0.0,False
31,Immediate Action,-35.0,95.0,130.0,True
31,Staged Learning,-14.0,95.0,109.0,True
31,Delay Without Learning,95.0,95.0,0.0,False
31,Conservative Baseline,73.0,95.0,22.0,False
32,Immediate Action,-35.0,151.0,186.0,True
32,Staged Learning,151.0,151.0,0.0,False
32,Delay Without Learning,95.0,151.0,56.0,False
32,Conservative Baseline,73.0,151.0,78.0,False
33,Immediate Action,125.0,125.0,0.0,True
33,Staged Learning,-14.0,125.0,139.0,True
33,Delay Without Learning,95.0,125.0,30.0,False
33,Conservative Baseline,73.0,125.0,52.0,False
34,Immediate Action,-35.0,151.0,186.0,True
34,Staged Learning,151.0,151.0,0.0,False
34,Delay Without Learning,95.0,151.0,56.0,False
34,Conservative Baseline,73.0,151.0,78.0,False
35,Immediate Action,125.0,151.0,26.0,True
35,Staged Learning,151.0,151.0,0.0,False
35,Delay Without Learning,20.0,151.0,131.0,True
35,Conservative Baseline,73.0,151.0,78.0,False
36,Immediate Action,125.0,125.0,0.0,True
36,Staged Learning,-14.0,125.0,139.0,True
36,Delay Without Learning,20.0,125.0,105.0,True
36,Conservative Baseline,73.0,125.0,52.0,False
37,Immediate Action,-35.0,95.0,130.0,True
37,Staged Learning,-14.0,95.0,109.0,True
37,Delay Without Learning,95.0,95.0,0.0,False
37,Conservative Baseline,73.0,95.0,22.0,False
38,Immediate Action,-35.0,95.0,130.0,True
38,Staged Learning,-14.0,95.0,109.0,True
38,Delay Without Learning,95.0,95.0,0.0,False
38,Conservative Baseline,73.0,95.0,22.0,False
39,Immediate Action,-35.0,73.0,108.0,True
39,Staged Learning,-14.0,73.0,87.0,True
39,Delay Without Learning,20.0,73.0,53.0,True
39,Conservative Baseline,73.0,73.0,0.0,False
40,Immediate Action,125.0,151.0,26.0,True
40,Staged Learning,151.0,151.0,0.0,False
40,Delay Without Learning,20.0,151.0,131.0,True
40,Conservative Baseline,73.0,151.0,78.0,False
41,Immediate Action,-35.0,58.0,93.0,True
41,Staged Learning,-14.0,58.0,72.0,True
41,Delay Without Learning,20.0,58.0,38.0,True
41,Conservative Baseline,58.0,58.0,0.0,True
42,Immediate Action,125.0,125.0,0.0,True
42,Staged Learning,-14.0,125.0,139.0,True
42,Delay Without Learning,95.0,125.0,30.0,False
42,Conservative Baseline,58.0,125.0,67.0,True
43,Immediate Action,125.0,125.0,0.0,True
43,Staged Learning,-14.0,125.0,139.0,True
43,Delay Without Learning,20.0,125.0,105.0,True
43,Conservative Baseline,73.0,125.0,52.0,False
44,Immediate Action,125.0,151.0,26.0,True
44,Staged Learning,151.0,151.0,0.0,False
44,Delay Without Learning,20.0,151.0,131.0,True
44,Conservative Baseline,73.0,151.0,78.0,False
45,Immediate Action,125.0,151.0,26.0,True
45,Staged Learning,151.0,151.0,0.0,False
45,Delay Without Learning,95.0,151.0,56.0,False
45,Conservative Baseline,73.0,151.0,78.0,False
46,Immediate Action,125.0,125.0,0.0,True
46,Staged Learning,-14.0,125.0,139.0,True
46,Delay Without Learning,95.0,125.0,30.0,False
46,Conservative Baseline,73.0,125.0,52.0,False
47,Immediate Action,125.0,151.0,26.0,True
47,Staged Learning,151.0,151.0,0.0,False
47,Delay Without Learning,95.0,151.0,56.0,False
47,Conservative Baseline,73.0,151.0,78.0,False
48,Immediate Action,125.0,125.0,0.0,True
48,Staged Learning,-14.0,125.0,139.0,True
48,Delay Without Learning,95.0,125.0,30.0,False
48,Conservative Baseline,73.0,125.0,52.0,False
49,Immediate Action,-35.0,73.0,108.0,True
49,Staged Learning,-14.0,73.0,87.0,True
49,Delay Without Learning,20.0,73.0,53.0,True
49,Conservative Baseline,73.0,73.0,0.0,False
50,Immediate Action,125.0,151.0,26.0,True
50,Staged Learning,151.0,151.0,0.0,False
50,Delay Without Learning,20.0,151.0,131.0,True
50,Conservative Baseline,73.0,151.0,78.0,False
51,Immediate Action,125.0,125.0,0.0,True
51,Staged Learning,-14.0,125.0,139.0,True
51,Delay Without Learning,95.0,125.0,30.0,False
51,Conservative Baseline,73.0,125.0,52.0,False
52,Immediate Action,125.0,151.0,26.0,True
52,Staged Learning,151.0,151.0,0.0,False
52,Delay Without Learning,20.0,151.0,131.0,True
52,Conservative Baseline,73.0,151.0,78.0,False
53,Immediate Action,125.0,151.0,26.0,True
53,Staged Learning,151.0,151.0,0.0,False
53,Delay Without Learning,20.0,151.0,131.0,True
53,Conservative Baseline,73.0,151.0,78.0,False
54,Immediate Action,-35.0,95.0,130.0,True
54,Staged Learning,-14.0,95.0,109.0,True
54,Delay Without Learning,95.0,95.0,0.0,False
54,Conservative Baseline,73.0,95.0,22.0,False
55,Immediate Action,-35.0,95.0,130.0,True
55,Staged Learning,-14.0,95.0,109.0,True
55,Delay Without Learning,95.0,95.0,0.0,False
55,Conservative Baseline,58.0,95.0,37.0,True
56,Immediate Action,-35.0,95.0,130.0,True
56,Staged Learning,-14.0,95.0,109.0,True
56,Delay Without Learning,95.0,95.0,0.0,False
56,Conservative Baseline,73.0,95.0,22.0,False
57,Immediate Action,125.0,151.0,26.0,True
57,Staged Learning,151.0,151.0,0.0,False
57,Delay Without Learning,95.0,151.0,56.0,False
57,Conservative Baseline,73.0,151.0,78.0,False
58,Immediate Action,-35.0,151.0,186.0,True
58,Staged Learning,151.0,151.0,0.0,False
58,Delay Without Learning,20.0,151.0,131.0,True
58,Conservative Baseline,73.0,151.0,78.0,False
59,Immediate Action,125.0,125.0,0.0,True
59,Staged Learning,-14.0,125.0,139.0,True
59,Delay Without Learning,20.0,125.0,105.0,True
59,Conservative Baseline,73.0,125.0,52.0,False
60,Immediate Action,125.0,125.0,0.0,True
60,Staged Learning,-14.0,125.0,139.0,True
60,Delay Without Learning,95.0,125.0,30.0,False
60,Conservative Baseline,73.0,125.0,52.0,False
61,Immediate Action,-35.0,73.0,108.0,True
61,Staged Learning,-14.0,73.0,87.0,True
61,Delay Without Learning,20.0,73.0,53.0,True
61,Conservative Baseline,73.0,73.0,0.0,False
62,Immediate Action,-35.0,151.0,186.0,True
62,Staged Learning,151.0,151.0,0.0,False
62,Delay Without Learning,95.0,151.0,56.0,False
62,Conservative Baseline,73.0,151.0,78.0,False
63,Immediate Action,125.0,125.0,0.0,True
63,Staged Learning,-14.0,125.0,139.0,True
63,Delay Without Learning,95.0,125.0,30.0,False
63,Conservative Baseline,73.0,125.0,52.0,False
64,Immediate Action,-35.0,95.0,130.0,True
64,Staged Learning,-14.0,95.0,109.0,True
64,Delay Without Learning,95.0,95.0,0.0,False
64,Conservative Baseline,73.0,95.0,22.0,False
65,Immediate Action,-35.0,151.0,186.0,True
65,Staged Learning,151.0,151.0,0.0,False
65,Delay Without Learning,95.0,151.0,56.0,False
65,Conservative Baseline,73.0,151.0,78.0,False
66,Immediate Action,-35.0,151.0,186.0,True
66,Staged Learning,151.0,151.0,0.0,False
66,Delay Without Learning,20.0,151.0,131.0,True
66,Conservative Baseline,58.0,151.0,93.0,True
67,Immediate Action,125.0,151.0,26.0,True
67,Staged Learning,151.0,151.0,0.0,False
67,Delay Without Learning,95.0,151.0,56.0,False
67,Conservative Baseline,73.0,151.0,78.0,False
68,Immediate Action,125.0,125.0,0.0,True
68,Staged Learning,-14.0,125.0,139.0,True
68,Delay Without Learning,95.0,125.0,30.0,False
68,Conservative Baseline,73.0,125.0,52.0,False
69,Immediate Action,125.0,151.0,26.0,True
69,Staged Learning,151.0,151.0,0.0,False
69,Delay Without Learning,95.0,151.0,56.0,False
69,Conservative Baseline,73.0,151.0,78.0,False
70,Immediate Action,125.0,125.0,0.0,True
70,Staged Learning,-14.0,125.0,139.0,True
70,Delay Without Learning,95.0,125.0,30.0,False
70,Conservative Baseline,73.0,125.0,52.0,False
71,Immediate Action,125.0,151.0,26.0,True
71,Staged Learning,151.0,151.0,0.0,False
71,Delay Without Learning,20.0,151.0,131.0,True
71,Conservative Baseline,73.0,151.0,78.0,False
72,Immediate Action,-35.0,151.0,186.0,True
72,Staged Learning,151.0,151.0,0.0,False
72,Delay Without Learning,95.0,151.0,56.0,False
72,Conservative Baseline,73.0,151.0,78.0,False
73,Immediate Action,-35.0,151.0,186.0,True
73,Staged Learning,151.0,151.0,0.0,False
73,Delay Without Learning,95.0,151.0,56.0,False
73,Conservative Baseline,73.0,151.0,78.0,False
74,Immediate Action,125.0,151.0,26.0,True
74,Staged Learning,151.0,151.0,0.0,False
74,Delay Without Learning,20.0,151.0,131.0,True
74,Conservative Baseline,58.0,151.0,93.0,True
75,Immediate Action,-35.0,151.0,186.0,True
75,Staged Learning,151.0,151.0,0.0,False
75,Delay Without Learning,20.0,151.0,131.0,True
75,Conservative Baseline,73.0,151.0,78.0,False
76,Immediate Action,125.0,125.0,0.0,True
76,Staged Learning,-14.0,125.0,139.0,True
76,Delay Without Learning,95.0,125.0,30.0,False
76,Conservative Baseline,73.0,125.0,52.0,False
77,Immediate Action,-35.0,95.0,130.0,True
77,Staged Learning,-14.0,95.0,109.0,True
77,Delay Without Learning,95.0,95.0,0.0,False
77,Conservative Baseline,73.0,95.0,22.0,False
78,Immediate Action,125.0,151.0,26.0,True
78,Staged Learning,151.0,151.0,0.0,False
78,Delay Without Learning,20.0,151.0,131.0,True
78,Conservative Baseline,73.0,151.0,78.0,False
79,Immediate Action,125.0,125.0,0.0,True
79,Staged Learning,-14.0,125.0,139.0,True
79,Delay Without Learning,95.0,125.0,30.0,False
79,Conservative Baseline,73.0,125.0,52.0,False
80,Immediate Action,125.0,125.0,0.0,True
80,Staged Learning,-14.0,125.0,139.0,True
80,Delay Without Learning,95.0,125.0,30.0,False
80,Conservative Baseline,73.0,125.0,52.0,False
81,Immediate Action,125.0,125.0,0.0,True
81,Staged Learning,-14.0,125.0,139.0,True
81,Delay Without Learning,95.0,125.0,30.0,False
81,Conservative Baseline,58.0,125.0,67.0,True
82,Immediate Action,125.0,125.0,0.0,True
82,Staged Learning,-14.0,125.0,139.0,True
82,Delay Without Learning,20.0,125.0,105.0,True
82,Conservative Baseline,73.0,125.0,52.0,False
83,Immediate Action,-35.0,151.0,186.0,True
83,Staged Learning,151.0,151.0,0.0,False
83,Delay Without Learning,20.0,151.0,131.0,True
83,Conservative Baseline,73.0,151.0,78.0,False
84,Immediate Action,-35.0,95.0,130.0,True
84,Staged Learning,-14.0,95.0,109.0,True
84,Delay Without Learning,95.0,95.0,0.0,False
84,Conservative Baseline,73.0,95.0,22.0,False
85,Immediate Action,125.0,151.0,26.0,True
85,Staged Learning,151.0,151.0,0.0,False
85,Delay Without Learning,20.0,151.0,131.0,True
85,Conservative Baseline,73.0,151.0,78.0,False
86,Immediate Action,125.0,125.0,0.0,True
86,Staged Learning,-14.0,125.0,139.0,True
86,Delay Without Learning,20.0,125.0,105.0,True
86,Conservative Baseline,58.0,125.0,67.0,True
87,Immediate Action,-35.0,95.0,130.0,True
87,Staged Learning,-14.0,95.0,109.0,True
87,Delay Without Learning,95.0,95.0,0.0,False
87,Conservative Baseline,73.0,95.0,22.0,False
88,Immediate Action,125.0,125.0,0.0,True
88,Staged Learning,-14.0,125.0,139.0,True
88,Delay Without Learning,20.0,125.0,105.0,True
88,Conservative Baseline,73.0,125.0,52.0,False
89,Immediate Action,125.0,125.0,0.0,True
89,Staged Learning,-14.0,125.0,139.0,True
89,Delay Without Learning,95.0,125.0,30.0,False
89,Conservative Baseline,73.0,125.0,52.0,False
90,Immediate Action,125.0,151.0,26.0,True
90,Staged Learning,151.0,151.0,0.0,False
90,Delay Without Learning,95.0,151.0,56.0,False
90,Conservative Baseline,73.0,151.0,78.0,False
91,Immediate Action,125.0,125.0,0.0,True
91,Staged Learning,-14.0,125.0,139.0,True
91,Delay Without Learning,95.0,125.0,30.0,False
91,Conservative Baseline,73.0,125.0,52.0,False
92,Immediate Action,-35.0,151.0,186.0,True
92,Staged Learning,151.0,151.0,0.0,False
92,Delay Without Learning,20.0,151.0,131.0,True
92,Conservative Baseline,73.0,151.0,78.0,False
93,Immediate Action,-35.0,151.0,186.0,True
93,Staged Learning,151.0,151.0,0.0,False
93,Delay Without Learning,95.0,151.0,56.0,False
93,Conservative Baseline,73.0,151.0,78.0,False
94,Immediate Action,125.0,125.0,0.0,True
94,Staged Learning,-14.0,125.0,139.0,True
94,Delay Without Learning,95.0,125.0,30.0,False
94,Conservative Baseline,73.0,125.0,52.0,False
95,Immediate Action,125.0,151.0,26.0,True
95,Staged Learning,151.0,151.0,0.0,False
95,Delay Without Learning,95.0,151.0,56.0,False
95,Conservative Baseline,73.0,151.0,78.0,False
96,Immediate Action,125.0,125.0,0.0,True
96,Staged Learning,-14.0,125.0,139.0,True
96,Delay Without Learning,95.0,125.0,30.0,False
96,Conservative Baseline,73.0,125.0,52.0,False
97,Immediate Action,-35.0,95.0,130.0,True
97,Staged Learning,-14.0,95.0,109.0,True
97,Delay Without Learning,95.0,95.0,0.0,False
97,Conservative Baseline,73.0,95.0,22.0,False
98,Immediate Action,125.0,151.0,26.0,True
98,Staged Learning,151.0,151.0,0.0,False
98,Delay Without Learning,95.0,151.0,56.0,False
98,Conservative Baseline,73.0,151.0,78.0,False
99,Immediate Action,-35.0,95.0,130.0,True
99,Staged Learning,-14.0,95.0,109.0,True
99,Delay Without Learning,95.0,95.0,0.0,False
99,Conservative Baseline,73.0,95.0,22.0,False
100,Immediate Action,-35.0,73.0,108.0,True
100,Staged Learning,-14.0,73.0,87.0,True
100,Delay Without Learning,20.0,73.0,53.0,True
100,Conservative Baseline,73.0,73.0,0.0,False
101,Immediate Action,125.0,151.0,26.0,True
101,Staged Learning,151.0,151.0,0.0,False
101,Delay Without Learning,95.0,151.0,56.0,False
101,Conservative Baseline,73.0,151.0,78.0,False
102,Immediate Action,-35.0,151.0,186.0,True
102,Staged Learning,151.0,151.0,0.0,False
102,Delay Without Learning,95.0,151.0,56.0,False
102,Conservative Baseline,58.0,151.0,93.0,True
103,Immediate Action,-35.0,151.0,186.0,True
103,Staged Learning,151.0,151.0,0.0,False
103,Delay Without Learning,20.0,151.0,131.0,True
103,Conservative Baseline,73.0,151.0,78.0,False
104,Immediate Action,125.0,151.0,26.0,True
104,Staged Learning,151.0,151.0,0.0,False
104,Delay Without Learning,20.0,151.0,131.0,True
104,Conservative Baseline,73.0,151.0,78.0,False
105,Immediate Action,125.0,125.0,0.0,True
105,Staged Learning,-14.0,125.0,139.0,True
105,Delay Without Learning,95.0,125.0,30.0,False
105,Conservative Baseline,73.0,125.0,52.0,False
106,Immediate Action,-35.0,95.0,130.0,True
106,Staged Learning,-14.0,95.0,109.0,True
106,Delay Without Learning,95.0,95.0,0.0,False
106,Conservative Baseline,73.0,95.0,22.0,False
107,Immediate Action,125.0,125.0,0.0,True
107,Staged Learning,-14.0,125.0,139.0,True
107,Delay Without Learning,20.0,125.0,105.0,True
107,Conservative Baseline,73.0,125.0,52.0,False
108,Immediate Action,125.0,125.0,0.0,True
108,Staged Learning,-14.0,125.0,139.0,True
108,Delay Without Learning,20.0,125.0,105.0,True
108,Conservative Baseline,73.0,125.0,52.0,False
109,Immediate Action,125.0,125.0,0.0,True
109,Staged Learning,-14.0,125.0,139.0,True
109,Delay Without Learning,95.0,125.0,30.0,False
109,Conservative Baseline,58.0,125.0,67.0,True
110,Immediate Action,-35.0,151.0,186.0,True
110,Staged Learning,151.0,151.0,0.0,False
110,Delay Without Learning,20.0,151.0,131.0,True
110,Conservative Baseline,73.0,151.0,78.0,False
111,Immediate Action,-35.0,151.0,186.0,True
111,Staged Learning,151.0,151.0,0.0,False
111,Delay Without Learning,20.0,151.0,131.0,True
111,Conservative Baseline,58.0,151.0,93.0,True
112,Immediate Action,125.0,151.0,26.0,True
112,Staged Learning,151.0,151.0,0.0,False
112,Delay Without Learning,95.0,151.0,56.0,False
112,Conservative Baseline,73.0,151.0,78.0,False
113,Immediate Action,125.0,151.0,26.0,True
113,Staged Learning,151.0,151.0,0.0,False
113,Delay Without Learning,95.0,151.0,56.0,False
113,Conservative Baseline,73.0,151.0,78.0,False
114,Immediate Action,125.0,125.0,0.0,True
114,Staged Learning,-14.0,125.0,139.0,True
114,Delay Without Learning,20.0,125.0,105.0,True
114,Conservative Baseline,73.0,125.0,52.0,False
115,Immediate Action,-35.0,151.0,186.0,True
115,Staged Learning,151.0,151.0,0.0,False
115,Delay Without Learning,95.0,151.0,56.0,False
115,Conservative Baseline,73.0,151.0,78.0,False
116,Immediate Action,-35.0,151.0,186.0,True
116,Staged Learning,151.0,151.0,0.0,False
116,Delay Without Learning,20.0,151.0,131.0,True
116,Conservative Baseline,73.0,151.0,78.0,False
117,Immediate Action,125.0,151.0,26.0,True
117,Staged Learning,151.0,151.0,0.0,False
117,Delay Without Learning,95.0,151.0,56.0,False
117,Conservative Baseline,73.0,151.0,78.0,False
118,Immediate Action,-35.0,151.0,186.0,True
118,Staged Learning,151.0,151.0,0.0,False
118,Delay Without Learning,95.0,151.0,56.0,False
118,Conservative Baseline,73.0,151.0,78.0,False
119,Immediate Action,-35.0,95.0,130.0,True
119,Staged Learning,-14.0,95.0,109.0,True
119,Delay Without Learning,95.0,95.0,0.0,False
119,Conservative Baseline,58.0,95.0,37.0,True
120,Immediate Action,125.0,125.0,0.0,True
120,Staged Learning,-14.0,125.0,139.0,True
120,Delay Without Learning,95.0,125.0,30.0,False
120,Conservative Baseline,73.0,125.0,52.0,False
121,Immediate Action,-35.0,151.0,186.0,True
121,Staged Learning,151.0,151.0,0.0,False
121,Delay Without Learning,95.0,151.0,56.0,False
121,Conservative Baseline,73.0,151.0,78.0,False
122,Immediate Action,125.0,125.0,0.0,True
122,Staged Learning,-14.0,125.0,139.0,True
122,Delay Without Learning,20.0,125.0,105.0,True
122,Conservative Baseline,73.0,125.0,52.0,False
123,Immediate Action,-35.0,95.0,130.0,True
123,Staged Learning,-14.0,95.0,109.0,True
123,Delay Without Learning,95.0,95.0,0.0,False
123,Conservative Baseline,58.0,95.0,37.0,True
124,Immediate Action,125.0,125.0,0.0,True
124,Staged Learning,-14.0,125.0,139.0,True
124,Delay Without Learning,95.0,125.0,30.0,False
124,Conservative Baseline,73.0,125.0,52.0,False
125,Immediate Action,125.0,125.0,0.0,True
125,Staged Learning,-14.0,125.0,139.0,True
125,Delay Without Learning,95.0,125.0,30.0,False
125,Conservative Baseline,73.0,125.0,52.0,False
126,Immediate Action,125.0,151.0,26.0,True
126,Staged Learning,151.0,151.0,0.0,False
126,Delay Without Learning,95.0,151.0,56.0,False
126,Conservative Baseline,73.0,151.0,78.0,False
127,Immediate Action,125.0,151.0,26.0,True
127,Staged Learning,151.0,151.0,0.0,False
127,Delay Without Learning,95.0,151.0,56.0,False
127,Conservative Baseline,73.0,151.0,78.0,False
128,Immediate Action,-35.0,95.0,130.0,True
128,Staged Learning,-14.0,95.0,109.0,True
128,Delay Without Learning,95.0,95.0,0.0,False
128,Conservative Baseline,73.0,95.0,22.0,False
129,Immediate Action,-35.0,151.0,186.0,True
129,Staged Learning,151.0,151.0,0.0,False
129,Delay Without Learning,95.0,151.0,56.0,False
129,Conservative Baseline,73.0,151.0,78.0,False
130,Immediate Action,-35.0,151.0,186.0,True
130,Staged Learning,151.0,151.0,0.0,False
130,Delay Without Learning,20.0,151.0,131.0,True
130,Conservative Baseline,73.0,151.0,78.0,False
131,Immediate Action,125.0,125.0,0.0,True
131,Staged Learning,-14.0,125.0,139.0,True
131,Delay Without Learning,95.0,125.0,30.0,False
131,Conservative Baseline,58.0,125.0,67.0,True
132,Immediate Action,125.0,151.0,26.0,True
132,Staged Learning,151.0,151.0,0.0,False
132,Delay Without Learning,20.0,151.0,131.0,True
132,Conservative Baseline,73.0,151.0,78.0,False
133,Immediate Action,-35.0,73.0,108.0,True
133,Staged Learning,-14.0,73.0,87.0,True
133,Delay Without Learning,20.0,73.0,53.0,True
133,Conservative Baseline,73.0,73.0,0.0,False
134,Immediate Action,-35.0,151.0,186.0,True
134,Staged Learning,151.0,151.0,0.0,False
134,Delay Without Learning,20.0,151.0,131.0,True
134,Conservative Baseline,73.0,151.0,78.0,False
135,Immediate Action,125.0,151.0,26.0,True
135,Staged Learning,151.0,151.0,0.0,False
135,Delay Without Learning,20.0,151.0,131.0,True
135,Conservative Baseline,73.0,151.0,78.0,False
136,Immediate Action,125.0,151.0,26.0,True
136,Staged Learning,151.0,151.0,0.0,False
136,Delay Without Learning,95.0,151.0,56.0,False
136,Conservative Baseline,73.0,151.0,78.0,False
137,Immediate Action,125.0,151.0,26.0,True
137,Staged Learning,151.0,151.0,0.0,False
137,Delay Without Learning,20.0,151.0,131.0,True
137,Conservative Baseline,58.0,151.0,93.0,True
138,Immediate Action,-35.0,151.0,186.0,True
138,Staged Learning,151.0,151.0,0.0,False
138,Delay Without Learning,20.0,151.0,131.0,True
138,Conservative Baseline,73.0,151.0,78.0,False
139,Immediate Action,-35.0,151.0,186.0,True
139,Staged Learning,151.0,151.0,0.0,False
139,Delay Without Learning,20.0,151.0,131.0,True
139,Conservative Baseline,58.0,151.0,93.0,True
140,Immediate Action,125.0,151.0,26.0,True
140,Staged Learning,151.0,151.0,0.0,False
140,Delay Without Learning,95.0,151.0,56.0,False
140,Conservative Baseline,73.0,151.0,78.0,False
141,Immediate Action,125.0,125.0,0.0,True
141,Staged Learning,-14.0,125.0,139.0,True
141,Delay Without Learning,95.0,125.0,30.0,False
141,Conservative Baseline,73.0,125.0,52.0,False
142,Immediate Action,125.0,125.0,0.0,True
142,Staged Learning,-14.0,125.0,139.0,True
142,Delay Without Learning,20.0,125.0,105.0,True
142,Conservative Baseline,73.0,125.0,52.0,False
143,Immediate Action,125.0,151.0,26.0,True
143,Staged Learning,151.0,151.0,0.0,False
143,Delay Without Learning,20.0,151.0,131.0,True
143,Conservative Baseline,73.0,151.0,78.0,False
144,Immediate Action,-35.0,151.0,186.0,True
144,Staged Learning,151.0,151.0,0.0,False
144,Delay Without Learning,95.0,151.0,56.0,False
