"case_id","domain","prior","likelihood_if_true","likelihood_if_false","anchor","anchor_weight","confidence_noise","evidence_quality","posterior","anchor_adjusted_judgment","forecast_probability","confidence","outcome","brier_score","absolute_error","confidence_gap","anchor_distortion","probability_bin","confidence_flag","review_flag"
20,"Financial Risk",0.84588250542758,0.716423342633061,0.591648093948606,0.173552679084241,0.198297868575901,0.0945814644093373,"low",0.869213713466645,0.731265613097308,0.888953614969239,0.983535079378577,1,0.0123312996284,0.111046385030761,0.0945814644093373,0.137948100369337,"[0.8,0.9)","approximately calibrated","acceptable"
21,"Infrastructure",0.46105900278315,0.517635539919138,0.499902087438386,0.164146713539958,0.465376576874405,-0.136862864264976,"medium",0.469731824428208,0.327519671579249,0.252636883628736,0.11577401936376,1,0.558551627712168,0.747363116371264,-0.136862864264976,0.142212152848959,"[0.2,0.3)","underconfident","review"
22,"AI Governance",0.17473741303198,0.570353103498928,0.293826364492997,0.867959502711892,0.49363225735724,0.110355923552368,"medium",0.29128514076706,0.575950207813933,0.574836937263217,0.685192860815585,0,0.330437504442155,0.574836937263217,0.110355923552368,0.284665067046873,"[0.5,0.6)","overconfident","review"
23,"AI Governance",0.511497036393266,0.542018068418838,0.371615344611928,0.376009172946215,0.235709381010383,-0.0432804263326022,"low",0.604305231067081,0.550493708520301,0.615165394608098,0.571884968275496,0,0.378428462723337,0.615165394608098,-0.0432804263326022,0.05381152254678,"[0.6,0.7)","approximately calibrated","review"
24,"AI Governance",0.264255245674867,0.780278372275643,0.53757631490007,0.751038921996951,0.547438609506935,0.166037343338666,"medium",0.342676874877194,0.56623002612784,0.4412998622821,0.607337205620766,0,0.194745568450201,0.4412998622821,0.166037343338666,0.223553151250645,"[0.4,0.5)","overconfident","review"
25,"Infrastructure",0.638442906350829,0.501819653599523,0.49596603900427,0.464829946868122,0.348297943081707,-0.0163808402410192,"medium",0.641146932668326,0.579736089183748,0.548228714836497,0.531847874595478,1,0.204097294098283,0.451771285163503,-0.0163808402410192,0.0614108434845776,"[0.5,0.6)","approximately calibrated","acceptable"
26,"Healthcare",0.685241094278172,0.590124504338019,0.458526057109702,0.174041802436113,0.316131171304733,-0.0441133588416269,"high",0.736970212771849,0.559010995051702,0.573365889280887,0.52925253043926,1,0.182016664429089,0.426634110719113,-0.0441133588416269,0.177959217720147,"[0.5,0.6)","approximately calibrated","review"
27,"Infrastructure",0.426332051914651,0.452160829142667,0.513077879173215,0.242178185097873,0.170895746164024,0.00329574934185574,"low",0.395746024464733,0.369501933969336,0.327930505239618,0.331226254581474,0,0.107538416266711,0.327930505239618,0.00329574934185572,0.0262440904953964,"[0.3,0.4)","approximately calibrated","acceptable"
28,"Financial Risk",0.441191537752748,0.562729792948812,0.273632582195569,0.756276122108102,0.543571517989039,0.105363810482064,"medium",0.6188537087739,0.693552618595689,0.550452558116029,0.655816368598093,1,0.202092902504422,0.449547441883971,0.105363810482064,0.0746989098217894,"[0.5,0.6)","overconfident","acceptable"
29,"Healthcare",0.389432218363509,0.824136615777388,0.530061011447105,0.16988160200417,0.22282140115276,-0.144772016272831,"medium",0.497911189734031,0.424819177376501,0.320965357804391,0.176193341531561,1,0.461088045301719,0.679034642195609,-0.144772016272831,0.0730920123575297,"[0.3,0.4)","underconfident","review"
30,"Public Policy",0.774829144284595,0.46424797764048,0.548419056867715,0.716188001446426,0.437829447071999,-0.0246391035696535,"low",0.744437560648687,0.732069071763133,0.621314295094119,0.596675191524466,1,0.143402863100064,0.378685704905881,-0.0246391035696536,0.0123684888855538,"[0.6,0.7)","approximately calibrated","acceptable"
31,"Healthcare",0.514040075505618,0.822693202109076,0.54047756214859,0.192896639741957,0.371756961941719,0.023564895566831,"high",0.616875045938382,0.459258121721907,0.464485457641925,0.488050353208756,1,0.286775825076979,0.535514542358075,0.0235648955668309,0.157616924216475,"[0.4,0.5)","approximately calibrated","review"
32,"Organizational Strategy",0.612067440866958,0.760525465640239,0.0545675537665375,0.698091818019748,0.209347640257329,0.0118216653693318,"medium",0.956502548781226,0.902404872079138,0.775192249131645,0.787013914500977,1,0.0505385248504883,0.224807750868355,0.0118216653693317,0.0540976767020874,"[0.7,0.8)","approximately calibrated","acceptable"
33,"Financial Risk",0.335851162450854,0.650530763133429,0.38888602394145,0.338864329084754,0.392750705685467,0.00927612255800895,"medium",0.458263369802638,0.411369312302521,0.446372159841126,0.455648282399135,1,0.30650378539898,0.553627840158874,0.00927612255800897,0.0468940575001165,"[0.4,0.5)","approximately calibrated","review"
34,"Organizational Strategy",0.15304536182899,0.621336153405718,0.300095633906312,0.673981658555567,0.236615607049316,-0.0258665478850624,"low",0.27226883963895,0.367320362146398,0.494945924575876,0.469079376690814,0,0.244971468254269,0.494945924575876,-0.0258665478850624,0.0950515225074474,"[0.4,0.5)","approximately calibrated","acceptable"
35,"Healthcare",0.802185944681987,0.567297542979941,0.362503011350054,0.360326974093914,0.338255991321057,-0.0912293379118086,"medium",0.863876129846036,0.69354761098822,0.653983424748257,0.562754086836449,1,0.119727470348945,0.346016575251743,-0.0912293379118087,0.170328518857815,"[0.6,0.7)","approximately calibrated","review"
36,"Infrastructure",0.596684679123573,0.831952461670153,0.544667421316262,0.679539662599564,0.497251597605646,0.228905559269054,"medium",0.693231378989683,0.686423151140733,0.752509661066455,0.981415220335508,1,0.0612514678654411,0.247490338933545,0.228905559269054,0.0068082278489503,"[0.7,0.8)","overconfident","review"
37,"Infrastructure",0.0915454505220987,0.554171854211017,0.143329739279579,0.837696953862906,0.237735269684345,-0.116110955586717,"medium",0.280379028762177,0.412873155985918,0.480990081530488,0.364879125943771,1,0.269371295469729,0.519009918469512,-0.116110955586717,0.132494127223741,"[0.4,0.5)","underconfident","review"
38,"Organizational Strategy",0.167097601667047,0.562391491769813,0.471782525558956,0.651391357369721,0.47237233761698,0.0786995216175988,"medium",0.192996134169052,0.40952935730481,0.408327732397063,0.487027254014662,0,0.166731537044528,0.408327732397063,0.0786995216175988,0.216533223135757,"[0.4,0.5)","approximately calibrated","review"
39,"Healthcare",0.73279896030901,0.777477760496549,0.112183535087388,0.179421741701663,0.439472980890423,-0.0886273061668254,"medium",0.950016616980328,0.611360990082729,0.586166075521906,0.49753876935508,1,0.171258517048941,0.413833924478094,-0.0886273061668255,0.338655626897599,"[0.5,0.6)","approximately calibrated","review"
40,"AI Governance",0.424050970231183,0.698349605710246,0.471389090339653,0.76928142067045,0.357502512913197,-0.159911412547842,"high",0.521703975671175,0.610213534399045,0.604508005833219,0.444596593285377,1,0.156413917450017,0.395491994166781,-0.159911412547842,0.0885095587278697,"[0.6,0.7)","underconfident","review"
41,"Infrastructure",0.389447899770457,0.74480922059156,0.200585849466734,0.618762907199562,0.513131636194885,0.0120577997566256,"low",0.703130996573823,0.659839060830572,0.434532689518248,0.446590489274873,1,0.319753279223466,0.565467310481752,0.0120577997566256,0.0432919357432512,"[0.4,0.5)","approximately calibrated","review"
42,"AI Governance",0.412804935637396,0.666389591922052,0.569308185449336,0.319959614239633,0.159201437141746,0.168717447375473,"medium",0.451421388892355,0.430492485438438,0.469716952719569,0.638434400095042,0,0.220634015672157,0.469716952719569,0.168717447375473,0.0209289034539178,"[0.4,0.5)","overconfident","review"
43,"Infrastructure",0.590975398670416,0.781678702030331,0.295290825364646,0.370534275099635,0.259589867573231,0.0503352538269119,"medium",0.792733575703647,0.683134915170341,0.706611847490619,0.75694710131753,0,0.499300303014105,0.706611847490619,0.050335253826912,0.109598660533306,"[0.7,0.8)","approximately calibrated","review"
44,"Healthcare",0.220424380309414,0.762104839133099,0.347982938820496,0.565532205998898,0.33118595937267,-0.131011643372793,"medium",0.38242585886054,0.443068110104782,0.432356515675257,0.301344872302464,0,0.186932156646849,0.432356515675257,-0.131011643372793,0.060642251244242,"[0.4,0.5)","underconfident","acceptable"
45,"Healthcare",0.725520845169667,0.700965027022175,0.138964953809045,0.52959453817457,0.359012392815202,-0.0526780571213851,"medium",0.930231490166003,0.786397859381369,0.596103737371314,0.543425680249928,1,0.163132190965421,0.403896262628686,-0.0526780571213851,0.143833630784634,"[0.5,0.6)","approximately calibrated","acceptable"
46,"Financial Risk",0.786377190775238,0.599036199203692,0.431179447169416,0.550595524534583,0.33847579434514,-0.0600246612729027,"medium",0.836446492475885,0.739692859037625,0.760148104098979,0.700123442826076,1,0.0575289319673144,0.239851895901021,-0.0600246612729027,0.0967536334382593,"[0.7,0.8)","approximately calibrated","acceptable"
47,"Public Policy",0.694691818698775,0.81601826059632,0.488500901055522,0.302782503701746,0.269073182530701,-0.0916105516419676,"medium",0.791706407861243,0.660150096953712,0.699722651505908,0.60811209986394,1,0.0901664860186424,0.300277348494092,-0.0916105516419676,0.131556310907531,"[0.6,0.7)","approximately calibrated","acceptable"
48,"AI Governance",0.467353336918168,0.871902334084734,0.475472624029499,0.534029784239829,0.211595949158072,0.0822090621537199,"low",0.616707256145414,0.599213038003561,0.494306762303363,0.576515824457082,0,0.244339175258833,0.494306762303363,0.0822090621537199,0.0174942181418521,"[0.4,0.5)","approximately calibrated","acceptable"
49,"Healthcare",0.275933812730946,0.783407256635837,0.167309191823006,0.731170200370252,0.337104488536715,0.198243233746515,"low",0.640857380046583,0.671302237150102,0.792386301310966,0.99,1,0.0431034478833411,0.207613698689034,0.197613698689034,0.030444857103519,"[0.7,0.8)","overconfident","review"
50,"Healthcare",0.593778985536192,0.702350675291382,0.161982429947238,0.247378910332918,0.408488421048969,-0.116265309145568,"low",0.863722081638749,0.611953032767716,0.681199645886733,0.564934336741165,1,0.101633665782744,0.318800354113267,-0.116265309145568,0.251769048871033,"[0.6,0.7)","underconfident","review"
51,"Organizational Strategy",0.804646518586669,0.80584222280886,0.39828566632932,0.135421042516828,0.375542816519737,0.0657811556289463,"low",0.892861673602003,0.608410285657789,0.46585059621367,0.531631751842616,1,0.285315585565292,0.53414940378633,0.0657811556289463,0.284451387944214,"[0.4,0.5)","approximately calibrated","review"
52,"Organizational Strategy",0.835185992554761,0.937821797723882,0.468554405891336,0.583755354583263,0.432376409973949,-0.0853158394919623,"medium",0.910254354450611,0.769083889027883,0.701982299432046,0.616666459940083,1,0.0888145498518109,0.298017700567954,-0.0853158394919623,0.141170465422729,"[0.7,0.8)","approximately calibrated","acceptable"
53,"Healthcare",0.120268900890369,0.795019565313123,0.494381972646806,0.548926799930632,0.333729020878673,0.0875445386011901,"medium",0.18022439565527,0.303271088029699,0.287818900028416,0.375363438629606,0,0.0828397192135672,0.287818900028416,0.0875445386011901,0.123046692374429,"[0.2,0.3)","approximately calibrated","acceptable"
54,"Infrastructure",0.374451481432188,0.947728219488636,0.505907308741007,0.434254239685833,0.273934214096516,0.0176476945863486,"high",0.528605640830544,0.502759563909062,0.473044434191819,0.490692128778168,1,0.27768216833622,0.526955565808181,0.0176476945863486,0.0258460769214814,"[0.4,0.5)","approximately calibrated","review"
55,"Financial Risk",0.700756741822697,0.925866076652892,0.115214000409469,0.50832114815712,0.294555382244289,-0.0226591672429983,"medium",0.949542185230799,0.81957815400134,0.746354288485439,0.72369512124244,1,0.064336146969728,0.253645711514561,-0.0226591672429983,0.129964031229459,"[0.7,0.8)","approximately calibrated","acceptable"
56,"Organizational Strategy",0.501873528214637,0.830752088618465,0.204738707887009,0.688404905050993,0.344908601883799,0.0568040602746849,"high",0.803464669420146,0.763779566958502,0.804569004398158,0.861373064672843,1,0.0381932740419273,0.195430995601842,0.0568040602746849,0.039685102461644,"[0.8,0.9)","approximately calibrated","acceptable"
57,"AI Governance",0.314437681620475,0.522852374403737,0.515751559147611,0.783587746322155,0.277495676465333,0.176838149316969,"low",0.317392788017573,0.446759873337031,0.308048993783184,0.484887143100153,0,0.094894182570832,0.308048993783184,0.176838149316969,0.129367085319457,"[0.3,0.4)","overconfident","review"
58,"Healthcare",0.389774716433603,0.537615181226283,0.109669089328963,0.539842600189149,0.427218564413488,0.112965326049714,"low",0.757939558379042,0.664764488998207,0.696065667933772,0.809030993983485,0,0.484507414076088,0.696065667933772,0.112965326049714,0.0931750693808343,"[0.6,0.7)","overconfident","review"
59,"Organizational Strategy",0.101248755510896,0.917132136342116,0.0596231903415173,0.428957540169358,0.355431614257395,-0.0157278464121778,"low",0.63408479865444,0.561176086042893,0.374187709036213,0.358459862624036,0,0.14001644159377,0.374187709036213,-0.0157278464121778,0.0729087126115464,"[0.3,0.4)","approximately calibrated","acceptable"
60,"Healthcare",0.733725139137823,0.689896139362827,0.277378036314622,0.288239308446646,0.437438237387687,0.0604307655855648,"medium",0.872668866793925,0.617017030913227,0.616517199111316,0.676947964696881,1,0.14705905857743,0.383482800888684,0.0604307655855648,0.255651835880698,"[0.6,0.7)","approximately calibrated","review"
61,"Healthcare",0.103895951048471,0.634555526939221,0.37497403898742,0.652210519835353,0.318183315079659,-0.0875280696157964,"high",0.164022429066923,0.319355734170032,0.336387400996131,0.248859331380335,0,0.113156483548932,0.336387400996131,-0.0875280696157965,0.155333305103108,"[0.3,0.4)","approximately calibrated","review"
62,"AI Governance",0.582264710301533,0.612703655310906,0.333973706723191,0.682130436599255,0.206677511520684,0.0344144019316919,"medium",0.718876668828948,0.711282048993953,0.789055142078769,0.823469544010461,1,0.0444977330834082,0.210944857921231,0.034414401931692,0.0075946198349941,"[0.7,0.8)","approximately calibrated","acceptable"
63,"Public Policy",0.539567650691606,0.687047333153896,0.564082951913588,0.62422954402864,0.267226555943489,0.0768439769266604,"medium",0.588024347778507,0.597699337679688,0.519345206566857,0.596189183493517,1,0.231029030450258,0.480654793433143,0.0768439769266603,0.0096749899011811,"[0.5,0.6)","approximately calibrated","acceptable"
64,"Public Policy",0.320710499335546,0.9155037621269,0.193281825096346,0.649313148856163,0.426239711139351,0.0367247618323457,"high",0.691003846349489,0.673233615492736,0.650873544813066,0.687598306645411,0,0.423636371337526,0.650873544813066,0.0367247618323456,0.0177702308567534,"[0.6,0.7)","approximately calibrated","review"
65,"Infrastructure",0.83992077725241,0.716155722085386,0.440886342898011,0.307075364328921,0.408819118607789,-0.047716431561426,"high",0.894989275794264,0.654638828691744,0.681509386762495,0.633792955201069,1,0.101436270720402,0.318490613237505,-0.047716431561426,0.240350447102519,"[0.6,0.7)","approximately calibrated","review"
66,"AI Governance",0.718273743069731,0.908260374958627,0.142481416533701,0.344875726662576,0.340109308622777,-0.00360689657909953,"low",0.942036711252717,0.738936701647267,0.809766032928613,0.806159136349513,1,0.0361889622277176,0.190233967071387,-0.00360689657909952,0.20310000960545,"[0.8,0.9)","approximately calibrated","review"
67,"Healthcare",0.547942806181964,0.613499545888044,0.500929801701568,0.473298022337258,0.412717475742102,-0.0465214875822061,"high",0.597503984613902,0.546242013390967,0.537588145005758,0.491066657423552,1,0.213824723639216,0.462411854994242,-0.0465214875822061,0.0512619712229353,"[0.5,0.6)","approximately calibrated","acceptable"
68,"Public Policy",0.186346729579382,0.602077549835667,0.462558863509912,0.390359176509082,0.239339538384229,0.0354290589700961,"medium",0.229645708281969,0.268110795579575,0.271482238228056,0.306911297198152,1,0.530738129217203,0.728517761771944,0.0354290589700961,0.0384650872976057,"[0.2,0.3)","approximately calibrated","review"
69,"AI Governance",0.750613914921414,0.452663806080818,0.209497761586681,0.457480842620134,0.377035236824304,-0.024818455163505,"high",0.86672716631568,0.712426881741654,0.697759100067927,0.672940644904422,1,0.0913495615917492,0.302240899932073,-0.0248184551635049,0.154300284574026,"[0.6,0.7)","approximately calibrated","review"
70,"Infrastructure",0.524357562090736,0.691263190167956,0.148897169798147,0.886641495116055,0.539145707245916,-0.0178263814465991,"high",0.836549039406857,0.863556171867877,0.884945769415989,0.86711938796939,1,0.0132374759752787,0.115054230584011,-0.0178263814465991,0.0270071324610202,"[0.8,0.9)","approximately calibrated","acceptable"
71,"Infrastructure",0.695362879435998,0.63858298251871,0.389510563877411,0.794846956059337,0.204172374773771,-0.0506069434153653,"high",0.789127327650868,0.790295117765849,0.800752852400088,0.750145908984722,1,0.0396994258267012,0.199247147599912,-0.0506069434153653,0.00116779011498058,"[0.8,0.9)","approximately calibrated","acceptable"
72,"Public Policy",0.101711078684311,0.518813774152659,0.386766093049664,0.540658530592918,0.442001660447568,0.0853752159321574,"high",0.131857895736789,0.312548455135218,0.30974161153818,0.395116827470338,0,0.0959398659182689,0.30974161153818,0.0853752159321574,0.180690559398429,"[0.3,0.4)","approximately calibrated","review"
73,"Financial Risk",0.277395460091066,0.708252386352979,0.526145372842438,0.57562630623579,0.412532321084291,0.0269916737171762,"low",0.340695808790645,0.437612232195178,0.336166034679555,0.363157708396731,1,0.440675533513066,0.663833965320445,0.0269916737171763,0.0969164234045329,"[0.3,0.4)","approximately calibrated","review"
74,"Financial Risk",0.662710523363203,0.851647693826817,0.401844047824852,0.349169868789613,0.501421340834349,-0.0762916530923617,"medium",0.806356263722301,0.57711324856393,0.596545684877861,0.520254031785499,1,0.162775384390674,0.403454315122139,-0.0762916530923617,0.229243015158371,"[0.5,0.6)","approximately calibrated","review"
75,"AI Governance",0.719060194788035,0.470564684993587,0.100544620503206,0.59145777747035,0.415951640531421,0.0200938859309529,"high",0.922951135039594,0.785065929133398,0.776398890137094,0.796492776068046,1,0.0499974563319235,0.223601109862906,0.0200938859309528,0.137885205906196,"[0.7,0.8)","approximately calibrated","acceptable"
76,"AI Governance",0.483258431556169,0.806680435244925,0.527057433966547,0.324706842005253,0.280450671352446,-0.0438518962838266,"medium",0.588707970049029,0.514668676451349,0.385075804117473,0.341223907833646,0,0.148283374916718,0.385075804117473,-0.0438518962838266,0.07403929359768,"[0.3,0.4)","approximately calibrated","acceptable"
77,"Infrastructure",0.571211944490206,0.804409808875062,0.512964880652726,0.89236057382077,0.305415635276586,0.00825888140824517,"medium",0.676273604988709,0.742269943849545,0.675387141850028,0.683646023258274,0,0.45614779137635,0.675387141850028,0.00825888140824516,0.0659963388608357,"[0.6,0.7)","approximately calibrated","review"
78,"Organizational Strategy",0.455687316386029,0.89774736254476,0.322519943653606,0.681419864110649,0.172239639051259,0.149281320411174,"medium",0.699728789888922,0.696575267121456,0.578475757666024,0.727757078077197,1,0.177682686875233,0.421524242333976,0.149281320411174,0.00315352276746605,"[0.5,0.6)","overconfident","acceptable"
79,"AI Governance",0.528015720467083,0.587581166578457,0.0936549701844342,0.629123247414827,0.434033865574747,-0.08327950442281,"low",0.87529142480225,0.768446099189297,0.880436424851064,0.797156920428254,0,0.775168298204523,0.880436424851064,-0.08327950442281,0.106845325612953,"[0.8,0.9)","approximately calibrated","review"
80,"Infrastructure",0.157284917479847,0.517402575397864,0.0619077767361887,0.618897315487266,0.265425548702478,0.0175987029701939,"medium",0.609355866789213,0.61188841104531,0.717864972330856,0.73546367530105,0,0.515330118499581,0.717864972330856,0.0175987029701939,0.00253254425609717,"[0.7,0.8)","approximately calibrated","review"
81,"Organizational Strategy",0.728042755823117,0.913077682885341,0.219931755680591,0.613202974386513,0.508779561053961,-0.1139035925175,"medium",0.917451868142512,0.762656249526181,0.927456217841387,0.813552625323887,1,0.00526260032987633,0.0725437821586132,-0.1139035925175,0.15479561861633,"[0.9,1]","underconfident","review"
82,"Healthcare",0.389920283576939,0.771532530360855,0.452424590580631,0.678464307263494,0.488891163282096,0.0492813928024281,"high",0.521514313393624,0.598245778473782,0.662344284795172,0.7116256775976,1,0.114011382010484,0.337655715204828,0.0492813928024282,0.0767314650801583,"[0.6,0.7)","approximately calibrated","acceptable"
83,"Healthcare",0.674905552624259,0.752222234779037,0.597601407533511,0.662021667510271,0.401387794036418,-0.115325054393126,"medium",0.723234878798778,0.698664642953799,0.645984477536495,0.530659423143369,0,0.417295945218098,0.645984477536495,-0.115325054393126,0.024570235844979,"[0.6,0.7)","underconfident","review"
84,"Public Policy",0.81262254480971,0.601451383484527,0.300297650508583,0.400024532712996,0.44764401782304,-0.136141185828313,"medium",0.896758271532535,0.674398384899096,0.586692883851607,0.450551698023294,1,0.170822772258901,0.413307116148393,-0.136141185828313,0.222359886633439,"[0.5,0.6)","underconfident","review"
85,"Healthcare",0.284411115997937,0.557559737167321,0.432364054641221,0.851355148665607,0.461158358305693,0.0445770366240612,"medium",0.3388589329906,0.575200846449166,0.531462880511918,0.576039917135979,1,0.219527032338189,0.468537119488082,0.0445770366240612,0.236341913458567,"[0.5,0.6)","approximately calibrated","review"
86,"AI Governance",0.718559073717333,0.859858128172345,0.569561216828879,0.323862650804222,0.541550572123379,-0.06004088937023,"high",0.79400313953431,0.539398288884166,0.577560222957424,0.517519333587194,1,0.178455365227781,0.422439777042576,-0.06004088937023,0.254604850650144,"[0.5,0.6)","approximately calibrated","review"
87,"Organizational Strategy",0.583319042129442,0.733301512012258,0.305094725056551,0.765477319434285,0.510071691311896,-0.157674635657771,"high",0.770890819426782,0.768129546329692,0.738315055036506,0.580640419378735,0,0.545109120493559,0.738315055036506,-0.157674635657771,0.00276127309708984,"[0.7,0.8)","underconfident","review"
88,"AI Governance",0.694856612682343,0.902263743267395,0.438708488433622,0.146195904351771,0.199631289578974,-0.105957076075147,"low",0.8240447944175,0.688724946354002,0.603712327733148,0.497755251658001,1,0.15704391919068,0.396287672266852,-0.105957076075147,0.135319848063498,"[0.6,0.7)","underconfident","acceptable"
89,"Infrastructure",0.22333662011195,0.750817835493945,0.50988366358215,0.605986189842224,0.530572284106165,0.0860426314799513,"high",0.297475916424691,0.461162916862049,0.438759503875015,0.524802135354967,1,0.314990894490619,0.561240496124985,0.0860426314799513,0.163687000437358,"[0.4,0.5)","approximately calibrated","review"
