"case_id","domain","forecast_probability","confidence","confidence_gap","confidence_flag","review_flag"
334,"AI Governance",0.771823740732566,0.635752292554055,-0.136071448178511,"underconfident","acceptable"
427,"Financial Risk",0.304660335987135,0.168663984285034,-0.135996351702102,"underconfident","acceptable"
511,"Infrastructure",0.302059652226261,0.437010808721957,0.134951156495696,"overconfident","review"
340,"AI Governance",0.467237485197887,0.332406733620653,-0.134830751577234,"underconfident","acceptable"
354,"Organizational Strategy",0.404077253559413,0.2694225583306,-0.134654695228813,"underconfident","review"
9,"Public Policy",0.498250638114577,0.363696192259452,-0.134554445855125,"underconfident","review"
425,"Organizational Strategy",0.635978278952259,0.502387584897878,-0.133590694054381,"underconfident","review"
235,"Public Policy",0.365747903840444,0.499193903588111,0.133445999747667,"overconfident","acceptable"
893,"Public Policy",0.505330902023806,0.638329776730511,0.132998874706705,"overconfident","acceptable"
726,"Financial Risk",0.732421140818013,0.600135103526294,-0.132286037291719,"underconfident","review"
696,"Organizational Strategy",0.842092032813186,0.973965938522203,0.131873905709016,"overconfident","acceptable"
44,"Healthcare",0.432356515675257,0.301344872302464,-0.131011643372793,"underconfident","acceptable"
766,"Organizational Strategy",0.851626547464485,0.721014578164252,-0.130611969300233,"underconfident","acceptable"
98,"Financial Risk",0.230478184238687,0.100154913721193,-0.130323270517494,"underconfident","acceptable"
470,"Healthcare",0.533264244049371,0.66316996507927,0.129905721029899,"overconfident","review"
712,"Financial Risk",0.71671580453042,0.586912737320179,-0.129803067210241,"underconfident","acceptable"
789,"Organizational Strategy",0.738507617395427,0.609263711059759,-0.129243906335668,"underconfident","acceptable"
119,"Financial Risk",0.697796308243102,0.568630664762533,-0.129165643480569,"underconfident","acceptable"
767,"Healthcare",0.368700175197967,0.239649842738689,-0.129050332459277,"underconfident","acceptable"
843,"AI Governance",0.480427745628437,0.608998578473682,0.128570832845245,"overconfident","acceptable"
556,"Infrastructure",0.490222032547928,0.362621916275606,-0.127600116272321,"underconfident","review"
721,"Organizational Strategy",0.370444621759721,0.496961447495238,0.126516825735517,"overconfident","review"
477,"Healthcare",0.794482080563571,0.920222034783536,0.125739954219965,"overconfident","acceptable"
644,"Financial Risk",0.903688795770244,0.778418972972442,-0.125269822797802,"underconfident","acceptable"
519,"Public Policy",0.5375774849576,0.412436145279281,-0.125141339678319,"underconfident","review"
614,"Organizational Strategy",0.648663157479407,0.773530327619407,0.12486717014,"overconfident","review"
742,"Public Policy",0.865252939270423,0.99,0.124747060729577,"overconfident","acceptable"
446,"AI Governance",0.823567133616227,0.698993189638529,-0.124573943977698,"underconfident","acceptable"
797,"Public Policy",0.63722731124742,0.761489188941537,0.124261877694118,"overconfident","acceptable"
759,"AI Governance",0.795407783412444,0.919655771229408,0.124247987816964,"overconfident","acceptable"
787,"Healthcare",0.865806208416379,0.99,0.124193791583621,"overconfident","acceptable"
220,"Infrastructure",0.866648867935788,0.99,0.123351132064212,"overconfident","acceptable"
352,"Financial Risk",0.470937732854477,0.593302584713388,0.122364851858911,"overconfident","review"
517,"Organizational Strategy",0.548420267725587,0.670655614562018,0.122235346836431,"overconfident","review"
134,"AI Governance",0.679798659097648,0.557664884565248,-0.1221337745324,"underconfident","acceptable"
152,"Healthcare",0.768074677873956,0.646259449506361,-0.121815228367595,"underconfident","review"
189,"Healthcare",0.868552492852385,0.99,0.121447507147615,"overconfident","acceptable"
226,"Public Policy",0.511635187740496,0.632951110068096,0.121315922327599,"overconfident","review"
480,"Financial Risk",0.562411405764968,0.441563688143989,-0.120847717620979,"underconfident","review"
258,"Public Policy",0.177776862169922,0.0572246175994984,-0.120552244570424,"underconfident","acceptable"
640,"Financial Risk",0.236675274118356,0.116233780094378,-0.120441494023978,"underconfident","acceptable"
711,"Healthcare",0.661590261822641,0.781984835274431,0.12039457345179,"overconfident","acceptable"
413,"Public Policy",0.29601891768839,0.175993649442249,-0.120025268246141,"underconfident","acceptable"
736,"Organizational Strategy",0.542767919298619,0.662752431545843,0.119984512247224,"overconfident","review"
804,"AI Governance",0.56898592289991,0.449158605080553,-0.119827317819358,"underconfident","acceptable"
899,"AI Governance",0.327380284348236,0.446997364834914,0.119617080486679,"overconfident","acceptable"
870,"Organizational Strategy",0.682765751134314,0.801349864118767,0.118584112984453,"overconfident","acceptable"
806,"Public Policy",0.136205260810885,0.254625890219637,0.118420629408752,"overconfident","review"
756,"Organizational Strategy",0.335328407448359,0.217175622406701,-0.118152785041658,"underconfident","acceptable"
395,"Infrastructure",0.577714312024528,0.45978074669198,-0.117933565332548,"underconfident","acceptable"
219,"Financial Risk",0.663920953170523,0.546049574970622,-0.117871378199901,"underconfident","review"
631,"Financial Risk",0.605893375768531,0.723655681266297,0.117762305497766,"overconfident","review"
606,"Healthcare",0.683126109386088,0.80045019508276,0.117324085696672,"overconfident","review"
782,"Healthcare",0.439342717678929,0.556299375318942,0.116956657640013,"overconfident","review"
865,"Public Policy",0.873260675045598,0.99,0.116739324954402,"overconfident","acceptable"
178,"Organizational Strategy",0.343012896391436,0.226670716003664,-0.116342180387773,"underconfident","acceptable"
749,"Public Policy",0.235992824355245,0.352331362171159,0.116338537815915,"overconfident","acceptable"
50,"Healthcare",0.681199645886733,0.564934336741165,-0.116265309145568,"underconfident","review"
464,"Public Policy",0.725959068473828,0.609742654597545,-0.116216413876283,"underconfident","acceptable"
321,"Organizational Strategy",0.449016309999251,0.565157292029672,0.116140982030421,"overconfident","review"
37,"Infrastructure",0.480990081530488,0.364879125943771,-0.116110955586717,"underconfident","review"
329,"Organizational Strategy",0.160125991516905,0.275722176223572,0.115596184706667,"overconfident","acceptable"
83,"Healthcare",0.645984477536495,0.530659423143369,-0.115325054393126,"underconfident","review"
832,"Financial Risk",0.812608616972833,0.92782426988086,0.115215652908027,"overconfident","acceptable"
338,"AI Governance",0.684063913449314,0.799061647891613,0.114997734442299,"overconfident","review"
81,"Organizational Strategy",0.927456217841387,0.813552625323887,-0.1139035925175,"underconfident","review"
323,"AI Governance",0.876212493147458,0.99,0.113787506852542,"overconfident","acceptable"
8,"Healthcare",0.819182825334447,0.706065789292907,-0.11311703604154,"underconfident","acceptable"
822,"Infrastructure",0.300972515261466,0.414052891625394,0.113080376363928,"overconfident","acceptable"
58,"Healthcare",0.696065667933772,0.809030993983485,0.112965326049714,"overconfident","review"
499,"AI Governance",0.647133304732382,0.53420720178625,-0.112926102946132,"underconfident","review"
739,"Organizational Strategy",0.667348175344817,0.554980994159523,-0.112367181185294,"underconfident","acceptable"
869,"Healthcare",0.851052960026124,0.738829207527249,-0.112223752498875,"underconfident","review"
547,"AI Governance",0.311157911010682,0.199228141566974,-0.111929769443708,"underconfident","acceptable"
96,"AI Governance",0.705884839857384,0.594351127480842,-0.111533712376542,"underconfident","acceptable"
130,"Organizational Strategy",0.57126118061357,0.459733163531682,-0.111528017081888,"underconfident","review"
649,"Healthcare",0.878782122228537,0.99,0.111217877771463,"overconfident","review"
842,"Financial Risk",0.666657424718261,0.555443192282971,-0.11121423243529,"underconfident","acceptable"
22,"AI Governance",0.574836937263217,0.685192860815585,0.110355923552368,"overconfident","review"
271,"AI Governance",0.576675648804638,0.686950200853205,0.110274552048567,"overconfident","acceptable"
388,"Healthcare",0.747498111750071,0.857653957818451,0.11015584606838,"overconfident","acceptable"
729,"Infrastructure",0.387058015472192,0.277814850159773,-0.10924316531242,"underconfident","review"
492,"Financial Risk",0.292060160254417,0.40103789939406,0.108977739139644,"overconfident","review"
828,"Infrastructure",0.725980266762689,0.834686465256038,0.10870619849335,"overconfident","review"
667,"Infrastructure",0.408333749358463,0.299867967252159,-0.108465782106304,"underconfident","acceptable"
615,"Financial Risk",0.556741140799996,0.44843424896139,-0.108306891838606,"underconfident","acceptable"
287,"Infrastructure",0.848030198981804,0.739856491504262,-0.108173707477542,"underconfident","review"
5,"Healthcare",0.422317058544783,0.315054136427541,-0.107262922117242,"underconfident","acceptable"
686,"Healthcare",0.624698912174581,0.731945098228565,0.107246186053984,"overconfident","review"
260,"Infrastructure",0.775697488033337,0.66896240328431,-0.106735084749027,"underconfident","acceptable"
740,"Infrastructure",0.35572440404975,0.248994992228261,-0.106729411821489,"underconfident","review"
262,"Healthcare",0.666165255155507,0.559805881952596,-0.10635937320291,"underconfident","acceptable"
531,"AI Governance",0.476659976403228,0.370629498222914,-0.106030478180314,"underconfident","review"
88,"AI Governance",0.603712327733148,0.497755251658001,-0.105957076075147,"underconfident","acceptable"
107,"Organizational Strategy",0.651139685268456,0.545206488881687,-0.105933196386769,"underconfident","review"
442,"Healthcare",0.68940426850972,0.795131132793871,0.105726864284151,"overconfident","review"
750,"Financial Risk",0.879225263781196,0.773574129913175,-0.105651133868021,"underconfident","acceptable"
28,"Financial Risk",0.550452558116029,0.655816368598093,0.105363810482064,"overconfident","acceptable"
494,"Financial Risk",0.806801714808992,0.91205994485255,0.105258230043558,"overconfident","acceptable"
248,"Healthcare",0.877658682489122,0.982708832335371,0.105050149846248,"overconfident","acceptable"
345,"Organizational Strategy",0.478239912081196,0.373883132182021,-0.104356779899174,"underconfident","acceptable"
672,"Public Policy",0.615277224414707,0.510973685797924,-0.104303538616783,"underconfident","review"
501,"Healthcare",0.746876866439393,0.642797026179923,-0.104079840259469,"underconfident","review"
722,"Financial Risk",0.632285070828569,0.736031726491371,0.103746655662802,"overconfident","review"
147,"Healthcare",0.606620276590608,0.50348725205339,-0.103133024537217,"underconfident","review"
572,"Financial Risk",0.484116829587097,0.381149910689646,-0.102966918897452,"underconfident","review"
144,"Organizational Strategy",0.529031774401147,0.631927148349027,0.10289537394788,"overconfident","review"
401,"Healthcare",0.269978361950984,0.372785159437642,0.102806797486659,"overconfident","acceptable"
457,"Organizational Strategy",0.887232647885542,0.99,0.102767352114458,"overconfident","acceptable"
826,"AI Governance",0.425397060827743,0.527859085505006,0.102462024677263,"overconfident","review"
177,"Organizational Strategy",0.40508762472156,0.507433459724089,0.102345835002529,"overconfident","acceptable"
150,"Organizational Strategy",0.771151958227945,0.87329277665064,0.102140818422694,"overconfident","acceptable"
218,"Organizational Strategy",0.471583939837421,0.573305252785062,0.10172131294764,"overconfident","review"
723,"Public Policy",0.356442873433806,0.458071236423634,0.101628362989828,"overconfident","review"
391,"Organizational Strategy",0.483093893455264,0.584542009997993,0.101448116542729,"overconfident","review"
560,"Public Policy",0.487213067534387,0.587733047254303,0.100519979719915,"overconfident","review"
552,"AI Governance",0.627215097052435,0.526724458525954,-0.100490638526482,"underconfident","review"
793,"Financial Risk",0.787278599885437,0.686816087746608,-0.100462512138829,"underconfident","acceptable"
106,"AI Governance",0.603327127531861,0.503137294713877,-0.100189832817985,"underconfident","review"
393,"Organizational Strategy",0.652501337380546,0.752347973230698,0.0998466358501512,"approximately calibrated","review"
578,"Healthcare",0.854752966287944,0.754931622906983,-0.0998213433809613,"approximately calibrated","review"
785,"Infrastructure",0.724743053069325,0.824206637282355,0.0994635842130301,"approximately calibrated","acceptable"
583,"Healthcare",0.56927278223406,0.470001445081028,-0.0992713371530325,"approximately calibrated","review"
257,"Organizational Strategy",0.801144072940372,0.900366283290888,0.0992222103505154,"approximately calibrated","acceptable"
140,"Organizational Strategy",0.421596092525648,0.520796776965832,0.0992006844401847,"approximately calibrated","acceptable"
368,"Infrastructure",0.628463676261075,0.529860610614691,-0.0986030656463842,"approximately calibrated","review"
132,"Financial Risk",0.418746914036414,0.517230880271811,0.0984839662353977,"approximately calibrated","acceptable"
520,"AI Governance",0.713464682276087,0.615418122370216,-0.0980465599058712,"approximately calibrated","acceptable"
576,"AI Governance",0.404464054776348,0.502409599492931,0.0979455447165823,"approximately calibrated","review"
529,"AI Governance",0.715449414186337,0.81333052422438,0.0978811100380432,"approximately calibrated","review"
124,"Public Policy",0.448961650095505,0.546763683318279,0.0978020332227736,"approximately calibrated","acceptable"
707,"Healthcare",0.383552893353665,0.480958476072366,0.097405582718701,"approximately calibrated","acceptable"
656,"Infrastructure",0.637351854339505,0.734467175501014,0.0971153211615093,"approximately calibrated","review"
451,"Infrastructure",0.56371999419053,0.660617072073634,0.0968970778831034,"approximately calibrated","acceptable"
291,"Organizational Strategy",0.775930097256081,0.679227833937856,-0.0967022633182248,"approximately calibrated","acceptable"
12,"AI Governance",0.713805907833454,0.61723425155526,-0.0965716562781944,"approximately calibrated","acceptable"
534,"AI Governance",0.713878817517154,0.810351573531905,0.0964727560147509,"approximately calibrated","acceptable"
780,"AI Governance",0.717160859709078,0.621017525910857,-0.0961433337982206,"approximately calibrated","acceptable"
301,"Organizational Strategy",0.800277023374154,0.704413002303378,-0.0958640210707762,"approximately calibrated","acceptable"
190,"Public Policy",0.570489175705697,0.666194874823254,0.0957056991175566,"approximately calibrated","review"
259,"Financial Risk",0.365188331981792,0.459796083478823,0.0946077514970311,"approximately calibrated","review"
20,"Financial Risk",0.888953614969239,0.983535079378577,0.0945814644093373,"approximately calibrated","acceptable"
386,"Infrastructure",0.441112180941161,0.535377026110922,0.0942648451697609,"approximately calibrated","review"
708,"Public Policy",0.733574985813925,0.639833897858909,-0.0937410879550167,"approximately calibrated","acceptable"
545,"AI Governance",0.690429665518908,0.59689871303618,-0.0935309524827281,"approximately calibrated","review"
765,"Infrastructure",0.20804075355876,0.301458675666967,0.0934179221082074,"approximately calibrated","acceptable"
568,"AI Governance",0.626532314444278,0.71976662120156,0.093234306757282,"approximately calibrated","review"
890,"Public Policy",0.419090065027916,0.32649984015365,-0.092590224874266,"approximately calibrated","acceptable"
714,"Infrastructure",0.601332866677448,0.693891269511787,0.0925584028343391,"approximately calibrated","review"
114,"AI Governance",0.740100221122447,0.647776673765246,-0.0923235473572008,"approximately calibrated","review"
382,"Financial Risk",0.52726262955383,0.619507055352852,0.0922444257990217,"approximately calibrated","review"
404,"Healthcare",0.325830639848145,0.233866638124651,-0.0919640017234936,"approximately calibrated","acceptable"
174,"Public Policy",0.99,0.898106351083282,-0.0918936489167184,"approximately calibrated","acceptable"
895,"Financial Risk",0.673512424958425,0.581868245354716,-0.0916441796037091,"approximately calibrated","acceptable"
47,"Public Policy",0.699722651505908,0.60811209986394,-0.0916105516419676,"approximately calibrated","acceptable"
541,"Infrastructure",0.409583803561787,0.318328562584008,-0.0912552409777794,"approximately calibrated","acceptable"
35,"Healthcare",0.653983424748257,0.562754086836449,-0.0912293379118087,"approximately calibrated","review"
483,"Infrastructure",0.393005848725109,0.484098442935348,0.0910925942102391,"approximately calibrated","acceptable"
593,"Public Policy",0.566285164600863,0.475365543140693,-0.0909196214601694,"approximately calibrated","acceptable"
889,"Financial Risk",0.748706551180942,0.657877911625686,-0.0908286395552552,"approximately calibrated","acceptable"
19,"Public Policy",0.762454835419941,0.671698331251925,-0.0907565041680162,"approximately calibrated","review"
201,"Organizational Strategy",0.736955403527507,0.646351044190429,-0.0906043593370784,"approximately calibrated","acceptable"
154,"Public Policy",0.431502812114245,0.340992242674176,-0.0905105694400689,"approximately calibrated","review"
550,"Organizational Strategy",0.483013849548625,0.392918364617614,-0.0900954849310111,"approximately calibrated","review"
186,"AI Governance",0.713244935964682,0.623760911679683,-0.0894840242849986,"approximately calibrated","acceptable"
175,"AI Governance",0.486844150132979,0.576104987376717,0.0892608372437377,"approximately calibrated","review"
558,"Financial Risk",0.507721003039424,0.596544635979172,0.0888236329397479,"approximately calibrated","acceptable"
409,"AI Governance",0.548086633313471,0.459324452234388,-0.0887621810790832,"approximately calibrated","review"
308,"Financial Risk",0.348743703798702,0.437460386300903,0.0887166825022012,"approximately calibrated","review"
39,"Healthcare",0.586166075521906,0.49753876935508,-0.0886273061668255,"approximately calibrated","review"
626,"Healthcare",0.521977714742287,0.4337942624729,-0.0881834522693863,"approximately calibrated","acceptable"
387,"Public Policy",0.535748298732427,0.623804509625334,0.0880562108929073,"approximately calibrated","review"
156,"Healthcare",0.453127590526647,0.365249766969064,-0.0878778235575827,"approximately calibrated","review"
863,"Healthcare",0.554911020976358,0.642568733245319,0.0876577122689609,"approximately calibrated","review"
53,"Healthcare",0.287818900028416,0.375363438629606,0.0875445386011901,"approximately calibrated","acceptable"
61,"Healthcare",0.336387400996131,0.248859331380335,-0.0875280696157965,"approximately calibrated","review"
810,"Organizational Strategy",0.511785015573237,0.424319993616922,-0.087465021956315,"approximately calibrated","review"
861,"Financial Risk",0.37499211212896,0.287867359596274,-0.0871247525326868,"approximately calibrated","review"
819,"Infrastructure",0.856942823333532,0.770094540870537,-0.0868482824629948,"approximately calibrated","acceptable"
236,"Organizational Strategy",0.698341699167828,0.61186676120091,-0.0864749379669176,"approximately calibrated","acceptable"
394,"Financial Risk",0.57291934990156,0.486735317145998,-0.0861840327555618,"approximately calibrated","acceptable"
89,"Infrastructure",0.438759503875015,0.524802135354967,0.0860426314799513,"approximately calibrated","review"
440,"Organizational Strategy",0.549204882442897,0.635201879392249,0.0859969969493519,"approximately calibrated","review"
137,"Public Policy",0.904235108031708,0.99,0.0857648919682923,"approximately calibrated","acceptable"
700,"Infrastructure",0.88020396246295,0.965732983208977,0.0855290207460271,"approximately calibrated","review"
297,"Financial Risk",0.616525070203333,0.531040871302865,-0.0854841989004684,"approximately calibrated","review"
72,"Public Policy",0.30974161153818,0.395116827470338,0.0853752159321574,"approximately calibrated","review"
52,"Organizational Strategy",0.701982299432046,0.616666459940083,-0.0853158394919623,"approximately calibrated","acceptable"
586,"Infrastructure",0.388562912663684,0.473745685367829,0.0851827727041452,"approximately calibrated","acceptable"
798,"Healthcare",0.727443556616874,0.642339006509631,-0.0851045501072434,"approximately calibrated","review"
713,"AI Governance",0.610573732803103,0.695298131049187,0.0847243982460837,"approximately calibrated","acceptable"
790,"Organizational Strategy",0.773456670209945,0.858093137405723,0.0846364671957781,"approximately calibrated","acceptable"
466,"Public Policy",0.844169443984751,0.759616137206323,-0.0845533067784281,"approximately calibrated","acceptable"
228,"Healthcare",0.625848168607687,0.541308427413516,-0.0845397411941713,"approximately calibrated","acceptable"
598,"AI Governance",0.863623528340729,0.779104061652485,-0.0845194666882433,"approximately calibrated","acceptable"
450,"Organizational Strategy",0.856652380206385,0.940867761062348,0.0842153808559625,"approximately calibrated","acceptable"
587,"Financial Risk",0.590663262032751,0.506741724553076,-0.0839215374796757,"approximately calibrated","acceptable"
638,"Organizational Strategy",0.347726213506347,0.431458274053162,0.0837320605468156,"approximately calibrated","review"
79,"AI Governance",0.880436424851064,0.797156920428254,-0.08327950442281,"approximately calibrated","review"
13,"Organizational Strategy",0.475661527164527,0.558896824614815,0.083235297450288,"approximately calibrated","review"
632,"Healthcare",0.678591460975352,0.595587692008603,-0.0830037689667485,"approximately calibrated","acceptable"
48,"AI Governance",0.494306762303363,0.576515824457082,0.0822090621537199,"approximately calibrated","acceptable"
811,"Organizational Strategy",0.671679197964415,0.58959710912986,-0.0820820888345549,"approximately calibrated","review"
900,"Public Policy",0.342090859179485,0.423949789264377,0.0818589300848912,"approximately calibrated","acceptable"
864,"AI Governance",0.411328878211977,0.329817310079823,-0.0815115681321538,"approximately calibrated","acceptable"
778,"AI Governance",0.642207761056819,0.723716360163919,0.0815085991070997,"approximately calibrated","acceptable"
411,"Healthcare",0.496812647888016,0.57831572428805,0.0815030764000344,"approximately calibrated","acceptable"
812,"Financial Risk",0.575130178690319,0.49416728719704,-0.0809628914932794,"approximately calibrated","review"
472,"Organizational Strategy",0.32891355417638,0.248243594356724,-0.0806699598196559,"approximately calibrated","acceptable"
653,"Infrastructure",0.473886322207845,0.393747517890054,-0.0801388043177902,"approximately calibrated","review"
319,"Infrastructure",0.465047913928914,0.544581532352284,0.0795336184233707,"approximately calibrated","review"
489,"Public Policy",0.711218393948579,0.790216132378108,0.0789977384295287,"approximately calibrated","acceptable"
589,"AI Governance",0.517532675135535,0.596392433889004,0.0788597587534691,"approximately calibrated","review"
38,"Organizational Strategy",0.408327732397063,0.487027254014662,0.0786995216175988,"approximately calibrated","review"
471,"AI Governance",0.317251606608737,0.239148121647796,-0.078103484960941,"approximately calibrated","acceptable"
3,"Public Policy",0.52474343139127,0.446700483954431,-0.0780429474368398,"approximately calibrated","review"
203,"Organizational Strategy",0.46552085024122,0.387570097990922,-0.0779507522502978,"approximately calibrated","review"
4,"Public Policy",0.738240145861909,0.660382815812223,-0.0778573300496859,"approximately calibrated","review"
269,"Financial Risk",0.649461795968675,0.571668008492268,-0.077793787476407,"approximately calibrated","review"
383,"Healthcare",0.307233052945158,0.384780985525829,0.0775479325806706,"approximately calibrated","review"
776,"Financial Risk",0.824564033756263,0.90210345309141,0.0775394193351472,"approximately calibrated","review"
255,"Organizational Strategy",0.376867570194618,0.299383983012973,-0.0774835871816453,"approximately calibrated","review"
